Protein.Group,_log2_fc,_p_value
PP_1599,-0.12290418215163076,
PP_4474,0.3621885360179612,
PP_1612,-0.14484060313855102,
PP_5181,-0.03747983033006984,
PP_5075,0.47714631094935617,
PP_0356,-0.10064968981629921,
PP_0124,3.6041347486879967,
PP_2128,-1.9868699468646909,
PP_1320,0.29499610969232976,
PP_4730,-0.5640247783998575,
PP_2148,-0.055016825290661396,
PP_0940,-0.7630466608190655,
PP_1600,0.9263755467483925,
PP_4877,1.3293059089565147,
PP_0189,0.49197192180437205,
PP_0835,0.8099475571289806,
PP_1345,-0.15350226198613978,
PP_1770,0.10253721571573549,
PP_2476,-0.8380232588178385,
PP_4922,1.8656075661370197,
PP_4014,1.0137916085099237,
PP_1335,0.32471018136904023,
PP_1251,-0.4382571445957192,
PP_4666,-1.4358060355570552,
PP_0338,-0.7418468408838385,
PP_4960,0.22485559530060922,
PP_1663,-0.6354330138135077,
PP_4546,1.4168434652732529,
PP_4286,-1.8363831859756548,
PP_4288,-1.2675529800262666,
PP_1902,0.8011199139628657,
PP_1431,1.6104603372320314,
PP_1427,0.12526792613782006,
PP_1610,0.18275798752706404,
PP_0528,1.69184682372576,
PP_4486,-0.9371985323291391,
PP_2465,0.2797306859039467,
PP_4315,-3.8522294266274524,
PP_0671,0.30354086875033154,
PP_0375,3.891725899497123,
PP_0493,-2.559608356179832,
PP_5292,-1.0957599273888077,
PP_5123,0.5781837807896821,
PP_2554,-3.0748334264077144,
PP_5084,1.4153785122801061,
PP_4937,-2.2716969921240158,
PP_0165,0.49161023503501083,
PP_3417,0.7243922903460075,
PP_0467,0.7598601921493784,
PP_4888,0.01157363712114451,
PP_0584,-0.00315517226080709,
PP_1384,-0.27920924517705503,
PP_0185,-0.4664345189545963,
PP_0824,-0.07417829131957672,
PP_1588,0.5933070887843053,
PP_4635,1.7560396007747736,
PP_5055,-0.5812075814498248,
PP_0469,0.9498752413567874,
PP_0813,0.3070642492891796,
PP_2376,-2.344075156166969,
PP_0504,-3.499064606663151,
PP_0933,0.17796512698108372,
PP_5171,-6.259804215704358,
PP_1702,-0.7278281289858534,
PP_0626,-6.172768768581417,
PP_0268,-0.7695197990205057,
PP_4998,-5.619107849380573,
PP_0538,-0.10451590160006338,
PP_0909,0.05763050516346448,
PP_0252,-0.7044570245420082,
PP_3778,-6.342576185392096,
PP_1457,-0.9757289698490479,
PP_5168,3.6567851695248135,
PP_5270,-0.6843390740157654,
PP_4198,3.7299569984751226,
PP_3135,-1.5047393529955242,
PP_2012,4.1541138943979945,
PP_2322,6.094480103806578,
PP_4175,-0.730334551485835,
PP_2001,-1.5868996547049778,
PP_1201,-0.6063209190493696,
PP_4012,-0.620816919388343,
PP_5001,0.2458824019683074,
PP_5048,0.4680971405005211,
PP_5024,-2.1615211925523874,
PP_0167,0.4938222081338667,
PP_1034,-0.8065940106875304,
PP_4959,-1.8748808359750706,
PP_0944,-4.0178296443896935,
PP_2130,-0.4373392587019173,
PP_4809,0.7931611315248787,
PP_4620,-1.1712089760495747,
PP_4722,0.3440395649113004,
PP_4799,2.8257887741344856,
PP_3839,-1.4998917030058614,
PP_1426,-5.2909378226667565,
PP_5417,0.023337894643152862,
PP_4493,1.6035841754138604,
PP_1032,-1.8551802214388569,
PP_0891,-1.5826029622936437,
PP_2238,-5.524625136643756,
PP_4016,0.9509252751387388,
PP_4725,-1.4209865737389529,
PP_0954,-2.880497634694306,
PP_4380,-0.4455118661332233,
PP_5078,-1.2416793931973718,
PP_2904,-0.7506624455875072,
PP_1022,0.5562040200897579,
PP_5041,0.17271089481027332,
PP_4480,-3.2636471050704987,
PP_0018,-2.0461197960691524,
PP_5063,-0.9479951802948816,
PP_1209,-1.5056751633256302,
PP_2468,2.0298626732423086,
PP_5074,4.369063449865744,
PP_2687,-1.2514028007166684,
PP_5040,0.2279803058091162,
PP_5216,-0.3938348591144775,
PP_1213,0.6598641994850359,
PP_4478,0.4326940315265693,
PP_0939,-0.8107856196579067,
PP_3768,0.6241685434726605,
PP_3079,1.236767136301722,
PP_2942,-1.21990986433271,
PP_1380,-3.278569703398776,
PP_0529,-1.6088406737348244,
PP_0603,0.8208449808979492,
PP_5026,0.3366300153133992,
A0A140FVX4,-3.023485403760891,
PP_0966,0.5205221463605759,
PP_2169,-1.8748780538709622,
PP_1444,0.05882138581583091,
PP_1901,0.4075112024935268,
PP_5232,-1.8994235636325623,
PP_4841,-1.1393190290103552,
PP_0622,0.47720397426340566,
PP_4483,-0.7417940580442652,
PP_5338,-5.910530476606489,
PP_0428,0.0785429207719109,
PP_0214,0.39861009197931857,
PP_2677,2.914056621306763,
PP_4179,-0.617501350324143,
PP_4393,0.3206031051063859,
PP_5291,-1.1620552748803652,
PP_0792,1.971838393570832,
PP_2249,-5.768461147418105,
PP_3384,0.06654225872946085,
PP_1362,-0.34288057287499224,
PP_0052,-5.314202410338825,
A0A140FVX0,-0.7758531625021327,
PP_0868,-1.1096742946450147,
PP_2827,-1.8198092806692139,
PP_2111,-2.6810231252460337,
PP_0449,0.845423660581956,
PP_3611,1.2424958143780154,
PP_2209,-1.8748780538709622,
PP_3127,-2.2899177392219627,
PP_3380,0.1732546255843946,
PP_1720,0.20912852760855583,
PP_1326,0.8502421065282615,
PP_1309,-0.735458825184821,
PP_2339,-0.12179601397625311,
PP_2080,-0.3623345369389486,
PP_2439,-3.214787833039505,
PP_4377,-1.8748808359750706,
PP_1730,2.449034327447736,
PP_5057,-0.7349563798786194,
PP_4822,0.2416642261479807,
PP_4881,-1.088040572851555,
PP_4619,0.09675377256103825,
PP_0756,-2.2899177392219627,
PP_2925,-0.8855218696100343,
PP_0690,1.0917809151935325,
PP_4991,-0.6703968625983524,
PP_2096,1.2616064132414493,
PP_0942,-0.7237725043510973,
PP_1037,-0.10234661998462695,
PP_4969,-3.924604002186657,
PP_3650,-4.5104024060116235,
PP_1988,0.21901910432599853,
PP_4782,1.0566068164533315,
PP_0512,2.8035530623738327,
PP_0879,-4.668932142532545,
PP_1358,-3.8622328936489514,
PP_0957,-0.6952252396199214,
PP_3999,-0.2626250948031855,
PP_1058,-0.81299096702835,
PP_0833,-5.602702993943928,
PP_3108,-5.131662001089287,
PP_1641,-3.4458704666535755,
PP_1791,-0.4101497422373238,
PP_0980,-0.5016455078032348,
PP_4639,0.8538327107682387,
PP_2304,0.42882125668030047,
PP_2095,0.7038507899703168,
PP_0473,1.6379840218503117,
PP_0640,-1.8748808359750706,
PP_4692,-4.902978344727368,
PP_1734,0.25355823459914917,
PP_3821,1.0760324460924373,
PP_1905,0.8895269648366472,
PP_4895,-0.622124955651315,
PP_0837,2.593007192818764,
PP_5220,-2.630094318434036,
PP_1604,0.1368554738176033,
PP_1341,1.5610162766612723,
PP_2265,0.04352886801435336,
PP_2380,-0.07671618001039913,
PP_0949,1.280412359221486,
PP_2165,0.6138226273480056,
PP_4915,1.0671059198747646,
PP_0448,0.3802269313245833,
PP_4678,-0.7428454811853337,
PP_5234,-0.8930308059706074,
PP_4279,1.0211807078680386,
PP_0977,-0.4886867704709425,
PP_2131,1.627981387540878,
PP_0793,0.8323857377707694,
PP_3443,0.2650395846517437,
PP_1895,-4.614302730812302,
PP_0599,-1.169922251432127,
PP_4428,-2.8130312799060455,
PP_4798,0.9814364255981164,
PP_1761,-3.8015351134935225,
PP_1333,-0.8989567461234476,
PP_1858,2.5980729692892655,
PP_3530,-2.9012495423674904,
PP_4310,-4.04856236229642,
PP_1726,-0.09813455469767225,
PP_0088,-0.20306611330192403,
PP_2375,5.892103697920712,
PP_2867,-1.015574228841138,
PP_2334,0.761578341607037,
PP_4124,-0.158681840075179,
PP_0480,2.5347139607266125,
PP_4532,0.46625971568141766,
PP_5185,-0.8711499949260001,
PP_5258,-1.8426722419911032,
PP_4943,0.94124910317194,
MM_1762,-1.9867020387662289,
PP_4403,3.241041178891037,
PP_5265,-0.15336615582090102,
PP_5197,-0.3579401936248729,
PP_1629,0.04713185754969991,
PP_1138,-1.7406088159256912,
A0A140FWL3,-0.7012406112136194,
PP_2139,1.2257958890776552,
PP_2082,-1.4605158700862741,
PP_2328,-0.10691038297052301,
PP_4316,-3.2530741124043856,
PP_3742,-6.6350809015230485,
PP_3547,-6.4794449291000955,
PP_0964,-1.606746211002735,
PP_1764,1.4160142761024748,
PP_5283,-0.8318452121418342,
PP_2929,2.330937607375021,
PP_4269,-1.119656466833687,
PP_4588,0.014705422581264392,
PP_1205,-0.6634406516028721,
PP_2129,0.18141195081554337,
PP_1157 PP_3365,1.7250343860095794,
PP_5341,0.27242995381592106,
PP_0321,-7.019101230894543,
PP_4278,0.7236948192896248,
PP_0457,1.1903481326008782,
PP_4646,0.5362491226092295,
PP_3071,-0.42387241712944423,
PP_0872,4.32807764586738,
PP_0344,0.004331109152863176,
PP_1366,0.3879947360430645,
PP_1993,-1.377320963338522,
PP_2442,-1.9560563753222755,
PP_0112,-1.586518571252698,
PP_4891,-0.9430348845195258,
PP_4779,-0.9216615791830507,
PP_3590,-1.0768137846739678,
PP_2163,-0.12224590813707029,
PP_1784,-2.84169294590218,
PP_4702,4.898065633788097,
PP_2648,-3.2919026149232837,
PP_4260,0.3020988879112515,
PP_4803,-0.5359332124113549,
PP_2098,0.9757369866852377,
PP_3189,-6.951301585175338,
PP_5303,-0.7146134688962059,
PP_2320,2.236307904429464,
PP_3099,4.460243250796486,
PP_4760,-1.533060174997295,
PP_3378,1.122524720623219,
PP_1443,0.8352286757810814,
PP_1752,-0.7832155459654196,
PP_0596,-1.8748780538709622,
PP_4789,-1.7811285895158941,
PP_0296,-3.102733391633005,
PP_1478,-1.224075332866282,
PP_0915,4.250791796051403,
PP_0455,1.806447702968297,
PP_0481,-5.60273975878715,
PP_2663,5.160251963339527,
PP_4203,0.4442122867357936,
PP_1518,0.00333991250336991,
PP_0846,2.3120106488088483,
PP_0856,0.3501164832157269,
PP_4017,-3.650809897826365,
PP_2182,-1.610445598494347,
PP_3783,-2.461827420643186,
PP_0883,-3.6919919087268815,
Q9FD70,-1.7351666945979478,
PP_0005,-4.660318274676095,
PP_1983,-4.584338606110702,
PP_1430,0.47871180538645125,
PP_1088,0.9271109755629371,
PP_3379,0.953805403537591,
PP_2466,-0.5243745331316013,
PP_2105,-0.3507832112558729,
PP_0285,-0.5268747160017713,
PP_4776,-0.23930468564609628,
PP_3508,0.8251072461810057,
PP_5028,-1.5774244381985123,
PP_2903,0.5521314661165655,
PP_1866,0.3128259453973443,
PP_4874,1.384995227205719,
PP_4934,-2.372254312071479,
PP_2085,-3.2801749462852072,
PP_4654,0.9162887202655488,
PP_0450,1.0566565937579502,
PP_5313,-1.3668933927755886,
PP_1502,1.9842433644394073,
PP_4904,1.0882296188107778,
PP_0292,0.19991842207055363,
PP_2081,-3.715345774062579,
PP_4644,2.084986694580038,
PP_2370,-3.5276998693415056,
PP_4907,0.17816534823167096,
PP_1086,-0.39231540894000017,
PP_1486,-0.07674472469903937,
PP_1197,1.8844131336652987,
PP_1177,1.0906583112384887,
PP_4787,5.477607925611952,
A0A140FVZ0,-0.11572790215519266,
PP_5395,-0.1950167209482333,
PP_4293,-2.3432527451038876,
PP_4724,0.7105399262748014,
PP_4332,-0.5542229439848604,
PP_1018,0.558721800879201,
PP_1823,-0.10787143209634834,
PP_0186,-0.7872373990146561,
PP_3376,3.358863868582037,
PP_1302,-1.7048177349545237,
PP_4186,-0.6661408426842836,
PP_1001,-2.1336425846472413,
PP_1240,0.15680645807269064,
PP_1403,-1.8239417899250296,
PP_0941,-0.8782407602105784,
PP_0089,-4.674704772614669,
PP_5103,0.3768052749385695,
PP_4716,0.39552498663449487,
PP_0958,-1.485033028439699,
PP_1314,0.3096881903561752,
PP_1638,-0.03849961472265925,
PP_0202,-0.5671290960647148,
PP_0432,-0.3482648368084079,
PP_0060,0.34491401344153694,
PP_1235,-0.946303395914167,
PP_1071,-0.5368943309764042,
PP_4573,-1.1890615114324736,
PP_4376,-0.16412759778536506,
PP_1238,-0.5664841889356537,
PP_4248,-1.1044832799266564,
PP_4189,0.07855235572349693,
PP_0181,-1.0443380955117874,
PP_0001,0.7227376465910648,
PP_4185,0.38784470459579173,
PP_1719,0.12242547193847972,
YNR043W,0.741724318021647,
PP_1756,-0.4302000332633813,
PP_0597,1.5184274201810732,
PP_5165,-1.577878322860951,
PP_1429,0.10946086203518997,
PP_3151,-1.4598411506240698,
PP_0478,1.7142807983211827,
PP_4729,3.69077120854993,
PP_0619,-0.12090397754948125,
PP_2338,-6.339112324778706,
PP_1019,0.11923656708017678,
PP_3248,2.7778656870245286,
PP_4697,1.0435155486790042,
PP_2006,-2.2899177392219627,
PP_1297,-1.272464528489592,
PP_0722,-0.04513858253222809,
PP_0466,0.9507805834193759,
PP_0684,-0.33706435374138377,
PP_1611,0.07075181445004468,
PP_4008,0.5042349966133765,
PP_5053,0.12882584340594674,
PP_2656,-2.574535962923596,
PP_4275,-0.19963940172837605,
PP_1352,0.09276276262287328,
PP_1481,-4.932642621972406,
PP_0228,-0.9833097748898338,
PP_4935,1.5632901388578233,
PP_0446,0.9019514435542721,
PP_2932,0.2453975772830694,
PP_0774,1.8756866110931794,
PP_1134,1.2095887665106477,
PP_1187,5.614694420188708,
PP_2791,-7.787007664695693,
PP_2168,-0.6008729319956251,
PP_5110,-5.093019926298729,
PP_5352,1.6994561891941282,
PP_0541,3.3022442365754836,
PP_4013,-4.854434748364895,
PP_1997,-2.112362232766382,
PP_5149,3.684318654675404,
PP_0913,-0.3977703174638246,
PP_3680,4.384778733966357,
PP_0516,-1.7427663705682184,
PP_4477,0.2306282558906329,
PP_3145,1.7441167928229329,
PP_1185,0.3355905806194448,
PP_1325,0.005333900560964736,
PP_2669,2.1731875640417218,
PP_3706,0.634050485351652,
PP_3578,0.4883643046074641,
PP_5068,-1.8748808359750706,
PP_0368,0.4032511345216897,
PP_0072,-0.8075655091040708,
PP_1347,-2.6271078895543094,
PP_3585,-4.530635261021437,
A0A140FVZ1,-0.6442176502001734,
PP_0378,1.8706928993860168,
PP_1295,1.5774740258879756,
PP_3157,-6.904139728803439,
PP_3819,1.0036178910086302,
PP_4954,-1.8748808359750706,
PP_5346,-0.2608175342564835,
PP_0674,1.1372315446383492,
PP_2084,0.610242240026261,
A0A140FWS3,0.6789677923355801,
PP_0290,1.9960216745955117,
PP_1379,0.2584075599044119,
PP_0510,-4.5274274867914714,
PP_5186,0.11038872754178274,
PP_2907,1.2433549680686007,
PP_0937,1.65762399608895,
A0A140FWC7,-1.7286464738068439,
PP_4378,-1.5941153860666921,
PP_0550,-0.611110070231482,
PP_5000,1.2808460487161044,
PP_0500,0.6355213736087219,
PP_2371,0.9532345286697139,
PP_1475,-1.8748808359750706,
PP_1082,-0.947600593498802,
PP_0168,3.096275299552728,
PP_4906,0.06974717357206124,
PP_4338,-1.0130264574189138,
PP_3761,0.9557846025967311,
PP_5267,-6.937065551319107,
PP_1771,0.03729079046929802,
PP_4339,-0.7718261261513538,
PP_0934,-1.3527266376902116,
PP_1529,1.243893405000699,
PP_1000,-2.4973950126154643,
PP_0558,0.7106710146319644,
PP_1845,0.7031466818830584,
PP_4903,3.009874710530662,
PP_5413,-0.6710787932623815,
PP_2217,-0.7246898967949543,
PP_1714,-2.00704811277936,
PP_3754,-0.2532887556409841,
PP_4728,-0.8457145629648537,
PP_4287,-6.466586158507528,
PP_5155,0.864816567901356,
PP_1499,-0.3542745229853154,
PP_1816,-2.7692875413335183,
PP_5154,-1.5306135091967334,
PP_1186,0.27571298609408956,
PP_1996,-2.516284666923566,
PP_0693,-0.28615452265644026,
PP_5295,-0.8435593711216266,
PP_4949,-1.0674094113981674,
PP_1767,0.35006627326397927,
PP_5076,1.2209594511878612,
PP_4201,-0.7969205322461218,
PP_4187,-1.1854610802137227,
PP_1830,-0.47715180951427183,
PP_5329,0.1496538584577279,
PP_1989,-0.44361540855974285,
PP_0691,-0.47440352098620514,
PP_0123,1.8402047714573218,
