Protein.Group,_log2_fc,_p_value
PP_0260,-2.6149389133982566,
PP_0720,-0.7166900690609049,
PP_5179,-0.5502926566627527,
PP_3492,0.3978371730953927,
PP_2792,-2.539775789593485,
PP_0139,0.4253626161426826,
PP_2936,3.198955266336847,
PP_1658,-3.4978223706071265,
PP_3957,-2.208618456068021,
PP_4194,-1.246334007687622,
PP_4704,2.203309597960688,
PP_0930,-2.227743770438769,
PP_4385,0.45025657019089993,
PP_2299,0.23099251950699473,
PP_4358,-2.48498650000536,
PP_0479,0.49856495169481396,
PP_1319,0.858176086836233,
PP_5335,-1.1567364606490587,
PP_2364,-1.1894929356088435,
PP_5304,1.1879490388041107,
PP_1893,1.1661751692450413,
PP_0864,-1.804114080517668,
PP_4869,0.0364345609274166,
PP_4519,-1.2286452939652948,
PP_5412,-0.6465377262970897,
PP_0405,0.03539884005296506,
PP_1230,-0.5622691039795623,
PP_0885,-2.981657429320149,
PP_5227,-0.14808477392035058,
PP_5411,-2.234726413201118,
PP_0857,1.34945182580396,
PP_1772,0.3472836729327231,
A0A140FWQ8,-0.635976093428366,
PP_0768,0.3448499982140641,
PP_2145,1.0829931219937017,
PP_1986,-1.1983869831458582,
PP_3091,1.9664393131967974,
PP_0340,0.0282652067754998,
PP_4563,-5.833950752016126,
PP_4993,-0.8927270290940196,
PP_1783,-1.1119388688728156,
PP_3383,0.07197078000511155,
PP_4741,-1.1645536582273432,
PP_0074,-0.6319103015098178,
PP_0853,0.9941496229852208,
PP_4890,1.2319413124916934,
PP_2361,-0.23321973430923712,
b4055 JW4015,-1.7230244174185294,
PP_4487,0.24423447896535422,
PP_4281,0.3074731673031236,
PP_0725,2.086394857703758,
PP_4392,-1.1498948844745802,
PP_5064,-0.10834365453724638,
PP_4259,-2.1057899775936804,
PP_5187,0.7610294830271754,
PP_1972,0.19371604381226945,
PP_5325,-3.7634930525168406,
PP_1786,2.029879426845449,
PP_5044,0.770821591800301,
PP_0680,-0.2219160103747998,
PP_4123,-0.11964083570656743,
PP_2327,0.537061601359949,
PP_2486,-1.8748808359750706,
PP_1075,-0.16107375774056668,
PP_0083,0.4755169166974525,
PP_2292,-0.9359967567737129,
PP_4873,-3.0733834301273397,
PP_0465,2.5390881001219663,
PP_0812,0.323068085984654,
PP_1304,-0.6300316237527672,
PP_2890,-6.423813966529295,
PP_5046,-0.5613600266253057,
PP_3765,-0.5444315324910498,
PP_0336,-4.814254199472241,
PP_0471,-0.7483434484084559,
PP_0447,0.6951709169999162,
PP_4343,-2.40939526630069,
PP_4981,-1.3456675021520135,
PP_2310,-3.8823003096708355,
PP_4381,-1.8830156384168453,
PP_1143,-5.8523257089490945,
PP_2673,0.41442262093700977,
PP_4126,-0.5191593281316284,
PP_1063,-0.14235014464672333,
PP_5193,-1.5972480078140574,
PP_0886,-0.26282154278027625,
PP_3950,2.455308126782545,
PP_4889,0.4410974222714119,
PP_1471,-0.35800539919391444,
PP_4667,-0.7541833274292625,
A0A140FWU0,-1.1713653842313823,
PP_0477,2.378937728367279,
PP_4571,-1.1008634631147884,
PP_0547,2.428200343766479,
PP_4199,2.1118349036906703,
PP_4912,2.7246957924382187,
PP_4116,2.7295925098625364,
PP_1338,0.21998797254844088,
PP_4202,-2.2275838258450253,
PP_1815,-0.122606518816406,
PP_1654,-0.4346866174075086,
PP_5365,-4.587314659221404,
PP_1733,0.023067365859937163,
PP_4944,-0.38643325203818696,
PP_4397,0.7453979481338762,
PP_1768,0.08294437927258848,
PP_0483,-1.4527818950240778,
PP_0858,-5.348191218973141,
PP_1777,0.6844747124547786,
A0A140FWM3,-0.6165917832123803,
PP_0417,0.5227655786220404,
PP_4731,0.330516671807858,
PP_4188,-0.8416365712805175,
PP_1606,5.012822943236633,
PP_1913,-0.42249338369002304,
PP_0258,0.02530864709135643,
PP_0387,-0.6721767798089838,
PP_2140,-1.8748808359750706,
PP_1590,-6.950774210315708,
PP_0786,-1.2233507740305811,
PP_1010,0.08988798476079393,
PP_2680,4.442708035929982,
PP_1339,-0.44835747239146906,
PP_2117,3.1779859105788537,
PP_0501,1.0383700406675795,
PP_5366,-0.09209131412811307,
PP_2905,0.9636556707223745,
PP_5282,0.6424609755107208,
PP_1971,-1.0351296710460896,
PP_0482,-0.3801801841795186,
PP_0914,1.7135933228030429,
PP_2662,1.4378507340694702,
PP_4894,0.7168710643772119,
PP_0766,-0.810061006604531,
PP_1985,-0.3744035229443129,
PP_4680,-0.1288658686756735,
PP_0445,0.40083790360924604,
PP_0293,-1.6277078911982126,
PP_0859,-5.924881700628467,
PP_0382,-1.735004265780537,
PP_0476,0.15876767747865544,
PP_1236,1.8982321164336398,
PP_1202,1.1858919073694125,
PP_2794,-7.611537320222727,
PP_0006,1.8648695608630979,
PP_2356,3.5314675829340216,
PP_2639,-2.2899177392219627,
PP_0395,0.21286291644485456,
PP_4121,-1.2678329408204518,
PP_1908,-0.0405228058378057,
PP_5180,-0.6114415028597214,
PP_1025,-1.1996322103148234,
PP_4481,0.8094558913288471,
PP_1526,-0.3815965228680488,
PP_4169,-1.7438679316110397,
PP_1274,3.8598836711069273,
PP_0215,-0.49107370200139755,
PP_5047,0.053341639746436506,
PP_1318,-0.8825958656565278,
PP_0840,0.8060506112692457,
PP_3106,-0.25830151680652186,
PP_5184,0.7450475341423932,
PP_3416,0.01635821529255741,
PP_0765,-3.5149781307089802,
PP_1807,-2.743486974141253,
PP_4863,-0.9579791475656099,
PP_0234,-1.1049619467007403,
PP_0127,-1.4112072088794942,
PP_2488,-3.43655255880926,
PP_1079,-0.5544841015621091,
PP_4283,2.0511885085030603,
PP_2152,-1.0671218469865997,
PP_1470,-0.429821706871556,
PP_5111,-0.11498662794537493,
PP_1876,0.8723079595420125,
PP_3382,3.026593005700324,
PP_1591,0.2610812047769492,
PP_3155,-5.122985391378421,
PP_4880,0.26573301168885005,
PP_0772,0.4595025773934848,
PP_1872,-1.2788227477937566,
PP_4727,-0.6188492085142607,
PP_0082,-0.13144207968120747,
PP_5056,-0.5541050561608232,
PP_1078,0.43145849620609666,
PP_1530,-0.2582167276280927,
PP_5007,-0.2590766732956778,
PP_4636,-2.6505649303111887,
PP_5392,-3.0829384950043153,
PP_5058,0.1375992594957012,
PP_1291,-1.2920681083181595,
PP_3019,1.7027806754894157,
PP_2849,-1.5004887895970873,
PP_4910,0.07014841650011533,
PP_0797,-2.6275174364424476,
PP_3364,1.1162360872568475,
PP_0842,-0.911068134183354,
PP_2300,0.20496994719047903,
PP_1626,0.9804875608236703,
PP_0746,-0.1809337344733898,
PP_2161,-5.232061816073567,
PP_4190,0.08910712309030425,
PP_0421,-1.6893957197413347,
PP_4999,1.1484973664344467,
PP_5332,1.141051495593962,
PP_1348,-4.099853639379661,
PP_4711,0.1158658037223093,
A0A140FW92,2.6035036902153417,
PP_5278,-3.313773048519621,
PP_0762,-2.2899177392219627,
PP_4864,1.2140965449462584,
PP_0436,3.2403785433831658,
PP_2449,-0.4576895224780835,
PP_4545,-0.028302379303365627,
PP_5380,-1.8748808359750706,
PP_2469,-0.6670584980093168,
PP_0246,0.5279482303433917,
PP_4801,-0.8950598166454307,
PP_5139,0.7430128771773346,
PP_0838,0.6306971305716494,
PP_0453,1.1536844035304894,
PP_4945,0.6424184169992185,
PP_0011,2.4869943269644326,
PP_5085,-0.4938435083256224,
PP_4264,-6.264612286448545,
PP_1300,-2.0891386650808306,
PP_0852,-0.8717761198985053,
PP_1432,1.5013885076744344,
PP_4862,0.6407695636653026,
PP_1385,4.791805907254967,
PP_1506,0.07219302790259802,
PP_0602,-4.61794000842791,
PP_0422,-0.9564407479290605,
PP_4191,-1.9352393187782235,
PP_4120,-3.0564166007124816,
PP_5077,1.1001954111833123,
PP_0854,0.535797607668631,
PP_3431,-2.214981914554369,
PP_4740,4.610043135870281,
PP_1337,-3.1629364699469327,
PP_4672,-1.8748808359750706,
PP_1224,-1.384490518582867,
PP_0675,-0.1856723734740213,
PP_4712,0.990959284108028,
PP_0759,-2.5396024953113128,
A0A140FW35,2.2902323923188526,
PP_3806,-4.481892656293832,
PP_4373,-0.7318377449659319,
PP_4766,0.5253905807208924,
PP_1787,0.351295426562959,
PP_0065,4.279429431627489,
PP_1066,3.8100679908493333,
PP_0527,-0.3154255748137168,
PP_1968,-3.65817174327853,
PP_0773,0.9479829524964648,
PP_1011,-0.3385757456398363,
PP_5319,-1.3802235508377563,
PP_5288,0.027264519045685342,
PP_1644,-1.470622869408223,
PP_5112,-0.7312623127977265,
PP_3496,-0.7704582799690485,
PP_0061,0.49706147630255376,
PP_2336,1.2278494762691623,
PP_1589,0.33416107077298424,
PP_0517,0.441747951913305,
PP_0474,0.9504264533107991,
PP_0986,-0.8933962006780789,
PP_3361,-1.8748808359750706,
PP_0347,-1.4222173012949701,
PP_0116,0.3297209427803026,
PP_4684,0.16879164615033063,
PP_2913,-3.1319995966330008,
PP_0213,0.10489738726034183,
PP_5206,-1.0893651532060462,
PP_5156,1.050773881658105,
PP_2277,3.4430294588897374,
PP_4848,-1.5331813716994842,
PP_1303,-0.17880383607723327,
PP_1656,-0.02690341052142232,
PP_0931,0.4402821184010987,
PP_1665,-0.12155075432117407,
PP_5127,-0.3997328953125255,
PP_1603,2.1986007908815233,
PP_0396,-0.46734941724012563,
PP_2308,-1.8748808359750706,
PP_1386,0.2721101393234741,
PP_4693,-0.033574142381838014,
PP_4819,-0.4784025451059649,
PP_0066,0.7334779394870871,
PP_2021,-0.920888910583937,
PP_0400,-0.7347351869487256,
PP_1779,3.156710508588193,
PP_0581,0.2863772579407379,
PP_2355,-4.8988634863265705,
PP_0522,-2.386510587536789,
