Locus,PP_0368_PP_0812_PP_0815_log2_change,PP_0368_PP_0812_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0812_PP_0815_log2_change,PP_0528_PP_0751_PP_0812_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0813_PP_0815_log2_change,PP_0528_PP_0751_PP_0813_PP_0815_log10_p_value,PP_0528_PP_0812_PP_0815_log2_change,PP_0528_PP_0812_PP_0815_log10_p_value,PP_0528_PP_0815_log2_change,PP_0528_PP_0815_log10_p_value,PP_0751_PP_0812_PP_0815_log2_change,PP_0751_PP_0812_PP_0815_log10_p_value,PP_0751_PP_0813_PP_0815_log2_change,PP_0751_PP_0813_PP_0815_log10_p_value,PP_0751_PP_0815_log2_change,PP_0751_PP_0815_log10_p_value,PP_0812_PP_0813_PP_0815_log2_change,PP_0812_PP_0813_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0815_log2_change,PP_0528_PP_0751_PP_0815_log10_p_value
PP_0052,-2.0679450191431705,1.0077762505208803,-0.7822771915979034,,-1.3202168487023023,,0.26263328372792427,,-2.7674936488067265,,,,0.28821454587559536,,-1.7698649167024203,2.308844621770126,0.5710213310722079,1.0064914231344309,-1.2250633814289367,1.2036647828268097
PP_0060,0.13136366948448458,0.39381041092308355,-0.14828250644198984,0.7932714693543391,0.060070876073076096,0.16686809019151125,0.22278122083732432,0.30558296847185307,0.3738661907133209,1.5601879730737882,,,-0.2671583187317034,0.9955523680574153,0.0739040256104987,0.41933960119274866,0.20770851273010366,1.2556023402640712,-0.03760297363813258,0.14227489313694583
PP_0061,0.38428378475267033,1.0987566879095465,0.8843591400588398,1.0400659732937547,1.3208369850708335,1.4314692835097964,0.48601512719413137,1.379691142111151,2.229081548096755,4.204772915290683,,,0.5060776158061606,0.8448550594268449,0.9367850269900404,1.1321086420406625,0.8173276161962507,1.3176602543138514,0.4312441665921797,0.6974063348383329
PP_0063,0.18537040734976123,,,,,,,,-0.5312908250167787,0.5638960902825934,,,,,0.023098160040063934,,-0.13918011959726603,0.4485140171683519,,
PP_0065,1.9426441912597987,2.7479519185703425,-0.810206417969295,0.5697056498173401,-0.9283917642656929,0.6106542225689071,1.763197369701423,,2.392192535382459,,,,0.37188632237511715,0.661469887094042,2.2869180061137455,,2.0827740572582933,1.937509436951843,-0.35283371602936736,0.352980998755226
PP_0066,,,,,,,,,,,,,,,,,-0.5215640333666225,,,
PP_0067,1.7899419659260973,1.7633999675967456,1.85212663752562,1.9959351134785877,1.939243995119364,2.0827362047912605,1.978518428477521,0.6588205254370145,,,,,2.092202277083515,1.7254710463453662,0.177442906240856,0.2571157629891915,2.597196006539289,2.270707620623022,2.499358864887563,2.248725067965842
PP_0072,1.4119094672540349,3.4822288545658777,0.7473846531341471,2.066874728113217,0.2860714580181311,0.885311348885885,0.4234181225338549,1.111026355343514,1.2520435703929218,3.1664877107314764,,,0.29021840933055765,1.1132742843530044,0.7702194507107931,1.2348109167579464,1.1060476874937242,2.9650510281767324,0.762815018849123,2.5293141995366835
PP_0073,-0.4593915036880834,1.4390025018987582,0.6134073372561301,1.309614864751023,0.06102599953692756,0.10004602851594492,-0.19411223252192902,0.397727177613748,-0.13131775856311614,0.16987747864628347,,,0.27214034517665114,0.32790723358849533,-0.5533890314532862,1.236114417034229,-0.22418847004481043,0.3982948778674315,0.03491549867129539,0.0825119288404608
PP_0074,1.7449537989618995,3.46931880695177,0.3922304744896179,2.501809394725891,0.794786671646143,1.770483606065462,1.2731289522958111,1.8616944564675577,,,,,,,2.0308778318052783,,1.6702680705690764,2.8236843138721435,0.6919615492046889,1.4215584007594615
PP_0082,0.06894744972995791,1.4942122179967838,0.10416864310449632,0.8810555200021475,0.12453986131065718,0.46424718388182057,0.5223432918754481,0.5814558734236078,0.5831619746263264,1.0777127872938028,,,0.7395329654604241,1.4719559634566153,0.1860357738425194,0.9695110219355626,-0.02524122451982319,0.9004432670268828,0.3486551358341051,0.7939805576420637
PP_0083,-0.492671651147021,1.6909607549009027,-0.26512118724449485,0.6017207575988432,-0.40338571805601786,1.1961850267293874,-0.3070000214243949,1.2421794817640113,-0.06685098659414243,0.25633535664272933,,,-0.007291842376611462,0.031044214117686937,-0.2849464550066569,1.9536504442609786,-0.33815002302170205,1.7235596544042002,-0.17614557947209153,1.2348135688757107
PP_0088,1.5010659497627639,5.728136684104542,-0.1758836970092574,0.5777826964309593,0.075511730205869,0.09063447563134583,0.707249795699732,2.1008380828556894,1.3427943014314434,2.6983342449481458,,,0.22781223304439088,1.1979748680729596,0.8128360856258495,0.7977995016595133,1.375001842769305,2.2773924951632467,0.09019146358240812,0.08221417448330719
PP_0089,-0.7674028904531233,,,,,,-1.218554072810283,0.8870171521089725,-0.458009661034938,,,,,,-0.8794490636491546,0.28503648029533196,-0.909526471035094,2.4215959268464706,0.8319802021183247,
PP_0096,0.2948076296388495,0.6291542221156331,-0.9632222229735214,2.337999895964895,-0.6508350058464545,0.9863170322684834,0.351551177466961,0.7843042658617828,0.20436625791024504,0.3286594544596853,,,-1.0920381049944035,1.9921518737351347,0.19342409343061856,0.8079274285453469,0.012652388436509733,0.022792128047775674,-0.98401234921534,3.3816701492982233
PP_0100,0.7070061820613471,2.4139001588852196,0.41668826897372635,1.4501077584544466,0.23989403507303575,0.9249826837036543,1.1774673328490068,3.9502319448764696,1.2499268219447734,1.6466144108614524,,,0.7547816502754854,2.3312296597333835,0.940625924260655,2.746268840890969,0.7288841654731718,2.817825824341507,0.5983333285119196,3.052140636388282
PP_0112,0.7377374080597242,2.35195007844428,0.5036457325940745,1.0062820911139554,0.607325046930413,1.2759432365203915,1.3815137745394095,1.730485328116331,0.5229298763746734,0.9267787027069757,,,-1.1363707939483725,1.67040201256668,-0.2534157701559726,0.16265774767521451,0.8628438205821263,2.4911185426270714,1.1542383025270182,1.5283910773608786
PP_0114,-0.61044649552635,0.37474642849696105,0.6258629485663763,0.5502235027883868,-0.5921620840236381,0.46906808107710907,-0.24092155797202763,0.2931086168040707,1.1442801850472664,0.8569231324644876,,,-0.5795063733092932,0.8355954390530417,0.1486075400978283,0.2237501024967098,-0.4945120685414959,0.4232732772203547,-0.05290402311380317,0.03284579168009646
PP_0116,-0.061941851068363966,0.09898708697187868,0.003158316407220569,0.002928271636465134,0.20659727675778705,0.2455712881329076,-0.8589663640672832,1.338503081327535,-0.09131471520796396,0.2489618202981347,,,0.48605409422499535,0.7261153842984797,-1.4130656486105098,4.075646382105397,-0.3468763022119769,0.76588519856648,0.6858060205387262,0.8989471860657394
PP_0123,-0.9477604576697222,1.3862304703355335,-0.7622704811370772,0.8603843118167429,-0.1691362485324783,0.3781006072798606,-0.8458741040979847,1.1816912363277239,-0.8566093028167244,0.9747292695526744,,,-0.3058774119945035,0.4440704377845129,-0.3257314345790962,0.4947056736966451,-1.0277616542132364,2.0060492039737694,0.06498594205125624,0.06438951538555393
PP_0124,,,-0.12722404796161194,0.15661936373568264,-1.1675890493689254,0.46657326092495605,,,,,,,-0.4708090229814328,0.23381672130297265,,,,,-1.2659169886482649,0.44182308890253325
PP_0127,0.17124993059483617,0.5054503058502968,0.32753409488059704,0.4072787618494081,0.9812816437820184,1.3107139081805088,0.5075529225973483,1.0022431923362818,-0.18420080535323213,0.20171004815705076,,,-0.003089830504825648,0.00914053721388492,-0.3007371093745426,0.5074005022359154,0.21490646467898156,0.7969978882850145,1.5069814413088172,2.3430890524300625
PP_0133,,,0.059968294864470244,0.10089902286861058,0.15545096900668387,0.17726350301145127,1.2638248600732886,1.6842447794264366,,,,,,,0.5839827980900576,,1.3533633464533905,1.6009828195170894,,
PP_0139,0.5772504526505744,0.49302253441293775,-0.3169731295804629,0.4392842102444462,-0.3568305924754345,0.9605067179232349,-0.8929255347102467,1.0785758517890984,0.8629348324199342,1.6256275048302096,,,-0.028726216716793034,0.041288126136873084,-0.12089641209684539,0.10538593240656047,0.7230010888970992,0.8769543417404242,0.02244532645329469,0.014011967858523818
PP_0154,0.24515333838206735,,,,,,,,,,,,,,0.727762333111077,0.9055778874033386,,,,
PP_0165,,,-0.8032956160993384,1.1078354364213683,0.1270787160317058,0.08509375510776453,,,,,,,0.012542115447111911,0.018437035735814806,1.1716305281985264,,,,-0.04683090806334782,0.04244804893616241
PP_0166,0.5392030186467357,0.5094190014552266,-0.5635748407114539,1.6528207922989377,-0.5456680895906372,2.0385304520072487,-0.6968242396473447,0.5737175748575165,1.0160870456402482,1.46199491082409,,,0.29439669864161394,0.2286035602047907,0.02265038101942114,0.03328758599288912,0.7518460369744979,1.1077296313420428,0.08340875706122015,0.07468680532899835
PP_0167,0.021945648269617632,,-0.32806341738726635,0.4172759011136272,-0.3174279141049547,1.0035237966266515,-0.7416425872488628,1.008594557635171,-0.15654070711036996,0.500650435659997,,,0.15931278161919238,0.23230936422808698,-0.3755838900138536,1.872360684917512,0.08872817742189675,0.24724689742458678,-0.23221171312254435,0.5695403441773491
PP_0168,,,-0.9719098189260084,,-0.21133982706261517,0.2836139460876359,-3.1290487833959255,,-3.275657780007811,,,,-1.612114201353592,2.7334640067044838,-2.1787003376397385,2.563565930774234,-1.572135866434751,3.0163659035850108,,
PP_0173,,,-0.3434847715181014,,-0.6742974117143489,1.1858574394970163,,,,,,,0.18207887613838228,0.2158501870851297,,,,,-0.2851731466534672,
PP_0181,0.7024314912944983,1.0981180299445226,,,,,1.1424784665191736,0.7991103463098395,-1.2584851972207207,0.8984583784025338,,,,,0.17736529332687412,0.06102662763358898,0.8651436508374837,1.0004220899340885,,
PP_0183,0.6258781974018739,1.2413274777645458,-0.3772645632508379,0.7136311843160418,-0.02179432862723777,0.05892668207882544,0.8932794566178159,,1.0379196252436185,,,,-0.08267582117011443,0.11830267907740034,0.1012955700796474,0.07188649189316422,0.25305872688585374,0.3367485009748174,-0.2002949746018714,0.5059333215264383
PP_0184,-0.19579276563808595,0.824490806129467,-0.2285265465554977,0.6876930363962989,-0.08361859965570717,0.7235615109812535,-0.6458189567496484,1.8793766044951716,0.07573441257640165,0.23267216391289744,,,-0.23536128501271336,1.8368309008536507,-0.0781989938124767,0.1430795330733364,-0.0003024416691892332,0.0015508986190351727,-0.41044303024764706,1.712620177585363
PP_0185,0.2147400393469186,0.20930650033670575,0.4722442443627519,0.3328337388344786,0.2599571140069737,0.2925396990345619,-0.9436884477485202,1.2680124442665124,0.10839955103990503,0.1270879298954034,,,1.166556606791413,0.9420469478368376,-0.2739637454777504,0.32968258976058845,-0.36996418033326234,0.393756725373752,0.11515000281724626,0.06593132532986819
PP_0186,-0.19033240177118788,0.47428116394850506,1.1351338076053559,1.879180701562394,0.287015483049577,0.459136939583037,0.17766516411342556,0.20093987703200997,0.1490780602858308,0.3917294047181006,,,0.2620624464352538,0.25421718217204003,0.23241514017175713,0.7036512214657701,-0.29262091254158634,0.5138653742773923,1.176346535741378,2.2260581525251384
PP_0188,0.9699392846625335,1.7596009329973488,-0.2656829911446399,1.5301655159348817,-0.05784691763061147,0.1995967664653066,0.7653001814552006,2.0075235047101185,1.2944516206909193,1.2160520401957413,,,-0.39612989661545006,1.5055119200661427,0.579688620558752,0.7591817641291345,0.8766183504332883,2.636465985423201,-0.22199622268681155,0.40642653888984637
PP_0189,0.757957923590738,1.8346143443007408,-0.4694734126589147,1.1189275894362578,-0.4050508013634583,1.8260723226978024,0.8147999056795824,2.154703536791844,1.642298639536333,2.0665327893613337,,,-0.5676602106978282,3.8957901347041246,0.6547764393241083,2.4622211479896396,0.7694787639278311,1.9778748824655048,-0.41321915319507774,1.715748931831622
PP_0194,,,-0.5818016662467502,0.2816719398746708,-0.3916285386527618,0.19927117720540438,,,,,,,-0.5289320520630192,0.6028557849271363,,,,,-0.9558784385913425,1.2051452895798087
PP_0202,2.8224520777320845,2.2725865534247744,0.7952162674976603,0.9365317532896558,0.5686887530850427,0.815888866694497,0.6041881404024542,2.820077492476959,1.6774746844275856,1.4207157801538526,,,0.7620201743456512,1.3671089943699763,1.5192944133608206,2.3534867284995817,1.8057624185093217,2.5399003066024224,-0.20141337780090612,0.35864433737908546
PP_0213,0.14770743532315925,0.32952173144903246,0.1480861873704365,0.2804076498234581,0.49564670091198687,0.8092441005233039,0.19468201878562374,0.5331009106233429,0.13416360129189067,0.49869914737391363,,,0.05792273137563225,0.0944725212097892,0.18670884390540698,0.25161220698886677,0.262529509209051,0.48395519237955664,0.06203320117366452,0.1008161275570214
PP_0214,0.321439745694248,1.0504309961817124,0.454829092667538,1.677656136638338,0.7316987470259517,1.3283269259716959,0.8093098986964962,2.1976773852835314,0.3339452176644798,1.2316194435685839,,,0.10187651727571885,0.7627376352998871,0.32310752693146577,0.9007266183195212,0.40890557157384666,1.2461096969638268,0.35830579766415477,0.8905586325809925
PP_0215,,,0.7448662121374999,0.47225107948711464,-0.39757728959790706,0.4668294323791761,,,1.230950468938589,,,,1.4716721304180809,0.8234780219794422,0.668328404490156,,1.1577477964386478,,1.1297370001223133,0.7949667490610322
PP_0227,0.4266914758658347,2.4141405196014496,-0.08626368132032028,0.09872394271354283,-0.7275335220322346,0.8736732352318289,1.0094361675592372,1.2659941753801272,0.7781618347760942,1.3444661466780818,,,-0.5877308595859762,1.221656997900784,-0.13483886089031166,0.4693590327420901,0.615997217167482,1.1494231489565307,0.10954193712289909,0.2711762370669624
PP_0228,0.15895798807057457,0.787344838881872,0.025573831793654578,0.08943937595729613,0.08686516297870857,0.19407373770387615,0.043500245646478294,0.062369008037648034,0.4734846271924955,1.1827527377002673,,,-0.21258474223677165,0.11652824764186444,-0.131649318357808,0.20318219990511416,0.21438760675888957,1.03486311049837,0.01122615016992381,0.02843723558828682
PP_0234,0.09413686719349569,0.27732086190797656,0.5460886205175892,1.9641507194760248,0.6798159067058318,2.2992649756403076,-0.13240186173328752,0.21546794908305777,0.32778638380678005,0.5050202204334283,,,0.763503200021765,3.1919188170647144,0.30379388167019594,0.8190595516064989,0.33959878032639956,0.707509730106965,0.8355109670142703,2.264854066970599
PP_0243,-1.1463983309724666,1.6243533033370081,-0.7080439985293527,1.331795157421564,-0.8479624547719969,1.3964262623566852,-1.2154372839885044,2.6741701257848516,-0.4106080687499387,0.517532731688542,,,-0.5495124542198524,0.775825913343972,-1.101869457699856,2.6213839095995506,-1.0991301134182327,2.3147382966286187,-0.6700450144415399,0.7497662527375003
PP_0245,0.6308841272972096,0.31597192451121076,-0.8405605414851285,0.41667162133472246,2.250798506211322,0.6086135587450429,2.0741926194725746,0.3629530597841016,1.9643064373448713,0.6671467436051861,,,1.2166023390939689,0.6327360677776682,2.6606634758303827,0.7223341591915408,0.6292878349704462,0.19048849159030104,0.19004830473111606,0.09184984523455297
PP_0246,-0.37811956368057886,1.5069136481363186,-0.2232087942247856,0.3239755886652507,-0.2481828860032126,0.4727078253061134,-0.5175256226933568,1.2529212140580208,0.5317916468399644,0.7750378275827116,,,-0.5872355453026034,1.8986615143058814,-0.491110155891544,2.0948296373391413,-0.5382828976287451,1.1467621050591807,-0.6936868753492976,1.6145319666690732
PP_0252,0.5173866703592351,1.6128952323769918,0.0844278231661377,0.2076387133055462,0.4015020534289339,2.154388536581827,0.6089726823244094,1.9683260814324657,0.9687106724857427,1.9955814897354593,,,0.6234404777271295,2.964548525471633,0.6568066687739637,2.1527649964814075,0.45876659121245245,2.0893552591803113,0.44861774348255595,1.538682962523449
PP_0258,1.0325633009872108,1.9380734762056668,-0.5532132207456383,0.7645134185709639,-0.3260348893444832,0.43435842040887407,-1.1923116224259591,1.0979202570462276,-0.9131754753647447,0.9818699505550269,,,-0.7742367515953786,1.2411784074527803,-0.3565838314489588,0.9692596343677302,0.3589859379236601,0.8188202258729946,-0.7581218645596277,2.116757563148866
PP_0260,-0.12109468589435196,0.25500262077483976,0.6191859961471203,2.0273764441222992,-0.009555575202040423,0.008855296090295478,0.19072344194172872,0.28065750410304235,0.5406566582417627,1.1154370979164356,,,0.5785346993999174,1.0845928639014148,0.05449076660550416,0.2755660985134706,-0.5427710461102435,0.9789846956236871,0.5856013642372246,1.322589307779145
PP_0261,0.0748838202374085,0.2668274368349221,-0.2939907014388159,0.0814258631278306,-0.0031454208817640068,0.0015302688954933583,0.9153428688038004,,,,,,-1.0313084856069978,1.773766752084621,0.1828081275223401,0.47237223367144976,0.7701967381193493,1.4695841431994572,-0.5265445481980011,0.9709024046733323
PP_0268,1.366984207699272,2.0375213317500047,-0.19060429885491398,0.572193013557677,0.3539684342989499,0.5641888000154021,0.7521216294053197,1.2106297987451384,1.9238171262759391,2.8125523969582447,,,0.22355115755175375,0.6851539045179244,1.1716425933384957,1.5264259277798042,1.2949088376383455,1.8327421882765789,0.7574118627219192,1.8871091712270658
PP_0282,0.05834027623981314,0.669269444142062,-0.22243932606661945,0.4316644964351558,-0.0075398968661029,0.009517922823695095,0.2681555404956502,0.3444724678844765,0.3280405132254845,0.5621521197846449,,,-0.4208063237855307,0.33305693064652153,-0.31195260567353655,0.39566319683166395,-0.0762533599732435,0.236655691846555,0.21807496466127646,0.48568476453480536
PP_0285,-1.2023270917668012,,,,,,,,,,,,,,-1.3148715987049462,1.1407068501726085,,,,
PP_0287,1.0519790586692008,1.8623457444214921,-1.3697733785763984,1.047513333080555,-1.727600653145855,2.6360378118835817,-0.3124664224777062,0.5744658603187325,0.2587253769808636,0.21509311690142505,,,-1.0506605264918636,0.8875691631099282,0.9324422203257255,0.787611571621537,0.42389055555411176,0.5394825152940701,-0.99454729969455,0.3321529362567517
PP_0290,-0.3852742150463345,0.2020436673734888,-1.754760255942501,2.731566676663249,-1.7794578530693639,3.0720619254908037,0.4212355222711462,,0.7895704875607009,1.2535828706920527,,,-2.152103896517607,2.6984190689441383,-0.36294424516765533,0.18518352251850123,0.34848695757614145,1.5691794173919518,-2.049320205367954,2.5098074849551453
PP_0292,-0.04909415265983837,0.38957700716335625,-0.2121263710659037,0.7366239450608643,0.07743014223365496,0.18962504466764132,-0.6543704670254702,0.9330647574141497,0.3946044205698588,1.1030384975752974,,,0.050711550344111886,0.24571623503496548,0.13326670018305226,0.39841915858966404,-0.21026723282406365,0.7176254025113211,0.08841655043520041,0.23360953349675076
PP_0293,-0.6880565905207124,1.122662511938695,-0.33906836922232636,0.9726395338816424,-0.21773732735658505,0.19577184705963863,-1.1625654637277434,1.2792026967755896,-1.0180554968323294,1.4242635908189214,,,-0.3185838016010091,,-1.1694508336045109,2.540018965950357,-0.5635475021442756,0.510170059182096,0.2236580070654065,
PP_0296,1.2873711327183142,0.9799080445156234,-0.4777977963340868,1.997905388380169,-0.1432659567276909,0.336542143451821,1.0542427023783567,4.373848769420565,1.8395596974795279,2.9185419227618037,,,0.30633229488491753,0.23082708121208365,0.813546031747758,0.3598125694492359,1.346435761385187,2.18735974085275,-0.7279689030527102,0.3788585161397067
PP_0321,,,,,,,,,,,,,,,,,,,,
