cid:12988
sp|Q88CH8|Q88CH8_PSEPK Pp_5203
sp|Q88CH9|Q88CH9_PSEPK Pp_5202
sp|Q88CI0|Y5201_PSEPK Pp_5201
sp|Q88CI1|Q88CI1_PSEPK Pepp
sp|Q88CI4|Q88CI4_PSEPK Ubif
sp|Q88CI5|Q88CI5_PSEPK Pp_5196
sp|Q88CI7|GCST_PSEPK Gcvt
sp|Q88CI8|GCSH2_PSEPK Gcvh2
sp|Q88CI9|GCSP2_PSEPK Gcvp2
sp|Q88CJ4|Q88CJ4_PSEPK Pp_5187
sp|Q88CJ5|Q88CJ5_PSEPK Arge
sp|Q88CJ6|Q88CJ6_PSEPK Pp_5184
sp|Q88CJ7|Q88CJ7_PSEPK Pp_5183
sp|Q88CJ8|Q88CJ8_PSEPK Pp_5182
sp|Q88CJ9|Q88CJ9_PSEPK Potf-2
sp|Q88CK0|Q88CK0_PSEPK Potf-1
sp|Q88CK1|Q88CK1_PSEPK Potg
sp|Q88CK3|Q88CK3_PSEPK Poti
sp|Q88CK9|Q88CK9_PSEPK Cysp
sp|Q88CL2|CYSA_PSEPK Cysa
sp|Q88CL5|Q88CL5_PSEPK Pp_5165
sp|Q88CM0|Q88CM0_PSEPK Pp_5160
sp|Q88CM3|Q88CM3_PSEPK Pp_5157
sp|Q88CM4|Q88CM4_PSEPK Pp_5156
sp|Q88CM5|Q88CM5_PSEPK Sera
sp|Q88CM6|Q88CM6_PSEPK Pp_5154
sp|Q88CM7|Q88CM7_PSEPK Pp_5153
sp|Q88CN0|RPIA_PSEPK Rpia
sp|Q88CN1|Q88CN1_PSEPK Ilva-2
sp|Q88CN3|Q88CN3_PSEPK Pp_5147
sp|Q88CN5|Q88CN5_PSEPK Ptsp
sp|Q88CN9|TYSY_PSEPK Thya
sp|Q88CP1|Q88CP1_PSEPK Cada-2
sp|Q88CP7|Q88CP7_PSEPK Pp_5133
sp|Q88CP8|Q88CP8_PSEPK Fola
sp|Q88CQ2|ILVD_PSEPK Ilvd
sp|Q88CQ3|Q88CQ3_PSEPK Pp_5127
sp|Q88CQ5|FPG_PSEPK Mutm
sp|Q88CQ7|COAD_PSEPK Coad
sp|Q88CR0|Q88CR0_PSEPK Pp_5120
sp|Q88CR2|Q88CR2_PSEPK Pp_5118
sp|Q88CR6|Q88CR6_PSEPK Pp_5114
sp|Q88CR7|Q88CR7_PSEPK Pp_5113
sp|Q88CR8|Q88CR8_PSEPK Pp_5112
sp|Q88CR9|Q88CR9_PSEPK Ftsy
sp|Q88CS0|Q88CS0_PSEPK Ftse
sp|Q88CS1|Q88CS1_PSEPK Ftsx
sp|Q88CS6|THIG_PSEPK Thig
sp|Q88CS7|TRMB_PSEPK Trmb
sp|Q88CT0|NTPA_PSEPK Pp_5100
sp|Q88CT1|Q88CT1_PSEPK Pp_5099
sp|Q88CT2|Q88CT2_PSEPK Metw
sp|Q88CT3|METX_PSEPK Metx
sp|Q88CT5|Q88CT5_PSEPK Proc-2
sp|Q88CU0|Q88CU0_PSEPK Pp_5090
sp|Q88CU1|SYR_PSEPK Args
sp|Q88CU3|RL31_PSEPK Rpme
sp|Q88CU5|Q88CU5_PSEPK Maeb
sp|Q88CU6|Q88CU6_PSEPK Pp_5084
sp|Q88CV1|AROK_PSEPK Arok
sp|Q88CV2|AROB_PSEPK Arob
sp|Q88CV3|Q88CV3_PSEPK Pp_5077
sp|Q88CV4|Q88CV4_PSEPK Gltb
sp|Q88CV5|Q88CV5_PSEPK Gltd
sp|Q88CV6|DCUP_PSEPK Heme
sp|Q88CW1|Q88CW1_PSEPK Trxc
sp|Q88CW2|Y5068_PSEPK Pp_5068
sp|Q88CW3|Q88CW3_PSEPK Pp_5067
sp|Q88CW4|NHAP2_PSEPK Nhap2
sp|Q88CW6|BETA_PSEPK Beta
sp|Q88CW7|BETB_PSEPK Betb
sp|Q88CX2|Q88CX2_PSEPK Pp_5058
sp|Q88CX3|Q88CX3_PSEPK Pp_5057
sp|Q88CX4|GPMI_PSEPK Gpmi
sp|Q88CX5|Q88CX5_PSEPK Pp_5055
sp|Q88CX7|SECB_PSEPK Secb
sp|Q88CY1|Q88CY1_PSEPK Ntrc
sp|Q88CY2|Q88CY2_PSEPK Ntrb
sp|Q88CY3|Q88CY3_PSEPK Glna
sp|Q88CY4|THII_PSEPK Thii
sp|Q88CY5|Q88CY5_PSEPK Pp_5044
sp|Q88CY8|Q88CY8_PSEPK Glgp
sp|Q88CY9|F16PA_PSEPK Fbp
sp|Q88CZ0|Q88CZ0_PSEPK Pp_5039
sp|Q88CZ4|Q88CZ4_PSEPK Hutc
sp|Q88D01|Q88D01_PSEPK Pip
sp|Q88D03|OPGG_PSEPK Opgg
sp|Q88D04|OPGH_PSEPK Opgh
sp|Q88D05|Q88D05_PSEPK Pp_5024
sp|Q88D06|Q88D06_PSEPK Pp_5023
sp|Q88D09|Q88D09_PSEPK Pp_5020
sp|Q88D10|Q88D10_PSEPK Pp_5019
sp|Q88D14|HIS2_PSEPK Hise
sp|Q88D15|HIS3_PSEPK Hisi
sp|Q88D17|UBIE_PSEPK Ubie
sp|Q88D21|Q88D21_PSEPK Pp_5007
sp|Q88D27|HSLU_PSEPK
sp|Q88D28|HSLV_PSEPK Hslv
sp|Q88D29|Q88D29_PSEPK Pyrc
sp|Q88D30|PYRB_PSEPK Pyrb
sp|Q88D31|Q88D31_PSEPK Pyrr
sp|Q88D35|GSHB_PSEPK Gshb
sp|Q88D37|Q88D37_PSEPK Pilh
sp|Q88D39|Q88D39_PSEPK Pilj
sp|Q88D40|Q88D40_PSEPK Pp_4988
sp|Q88D41|Q88D41_PSEPK Pp_4987
sp|Q88D44|Q88D44_PSEPK Bioa
sp|Q88D47|Y4981_PSEPK Pp_4981
sp|Q88D48|Q88D48_PSEPK Rhle
sp|Q88D51|Q88D51_PSEPK Metf
sp|Q88D52|Q88D52_PSEPK Pp_4975
sp|Q88D55|Q88D55_PSEPK Pp_4972
sp|Q88D58|Q88D58_PSEPK Pp_4969
sp|Q88D60|METK_PSEPK Metk
sp|Q88D62|Q88D62_PSEPK Tkta
sp|Q88D63|Q88D63_PSEPK Epd
sp|Q88D64|PGK_PSEPK Pgk
sp|Q88D66|Q88D66_PSEPK Pp_4961
sp|Q88D67|Q88D67_PSEPK Fda
sp|Q88D68|Q88D68_PSEPK Pp_4959
sp|Q88D73|Q88D73_PSEPK Pp_4954
sp|Q88D75|Q88D75_PSEPK Dbpa
sp|Q88D77|Q88D77_PSEPK Pp_4950
sp|Q88D78|Q88D78_PSEPK Pp_4949
sp|Q88D80|Q88D80_PSEPK Puta
sp|Q88D82|Q88D82_PSEPK Rlmj
sp|Q88D83|Q88D83_PSEPK Pp_4944
sp|Q88D84|Q88D84_PSEPK Pp_4943
sp|Q88D87|Q88D87_PSEPK Pp_4940
sp|Q88D88|Q88D88_PSEPK Pp_4939
sp|Q88D89|Q88D89_PSEPK Pp_4938
sp|Q88D90|Q88D90_PSEPK Pp_4937
sp|Q88D92|MSBA_PSEPK Msba
sp|Q88D93|HLDE_PSEPK Hlde
sp|Q88D96|Q88D96_PSEPK Pp_4931
sp|Q88D99|Q88D99_PSEPK Kdta
sp|Q88DA4|Q88DA4_PSEPK Pp_4923
sp|Q88DA5|THIC_PSEPK Thic
sp|Q88DA6|Q88DA6_PSEPK Pp_4921
sp|Q88DA8|Q88DA8_PSEPK Pp_4919
sp|Q88DB2|Q88DB2_PSEPK Pare
sp|Q88DB5|Q88DB5_PSEPK Parc
sp|Q88DB6|Q88DB6_PSEPK Pp_4911
sp|Q88DB7|Q88DB7_PSEPK Pp_4910
sp|Q88DB8|Q88DB8_PSEPK Serb
sp|Q88DB9|PSD_PSEPK Psd
sp|Q88DC0|Q88DC0_PSEPK Rhda-2
sp|Q88DC1|Q88DC1_PSEPK Pp_4906
sp|Q88DC2|Q88DC2_PSEPK Pp_4905
sp|Q88DC3|Q88DC3_PSEPK Pp_4904
sp|Q88DC4|RSGA_PSEPK Rsga
sp|Q88DC5|ORN_PSEPK Orn
sp|Q88DC9|Q88DC9_PSEPK Pp_4898
sp|Q88DD1|MUTL_PSEPK Mutl
sp|Q88DD2|MIAA_PSEPK Miaa
sp|Q88DD3|HFQ_PSEPK Hfq
sp|Q88DD4|Q88DD4_PSEPK Hflx
sp|Q88DD5|Q88DD5_PSEPK Hflk
sp|Q88DD6|Q88DD6_PSEPK Hflc
sp|Q88DD7|HISZ_PSEPK Hisz
sp|Q88DD8|PURA_PSEPK Pura
sp|Q88DD9|Q88DD9_PSEPK Pp_4888
sp|Q88DE5|Q88DE5_PSEPK Pp_4881
sp|Q88DE6|Q88DE6_PSEPK Vacb
sp|Q88DE7|RLMB_PSEPK Rlmb
sp|Q88DE8|RS6_PSEPK Rpsf
sp|Q88DE9|RS18_PSEPK Rpsr
sp|Q88DF1|RL9_PSEPK Rpli
sp|Q88DF5|Q88DF5_PSEPK Pp_4870
sp|Q88DF6|NADE_PSEPK Nade
sp|Q88DF7|PNCB_PSEPK Pncb
sp|Q88DF8|Q88DF8_PSEPK Pp_4867
sp|Q88DG1|Q88DG1_PSEPK Pp_4864
sp|Q88DG2|Q88DG2_PSEPK Pp_4863
sp|Q88DG3|Q88DG3_PSEPK Pp_4862
sp|Q88DG5|Q88DG5_PSEPK Pp_4860
sp|Q88DG8|Q88DG8_PSEPK Pp_4857
sp|Q88DG9|Q88DG9_PSEPK Pp_4856
sp|Q88DH7|CBPA_PSEPK Cbpa
sp|Q88DH9|Q88DH9_PSEPK Pp_4846
sp|Q88DI0|Q88DI0_PSEPK Pp_4845
sp|Q88DI3|Q88DI3_PSEPK Pp_4842
sp|Q88DI4|Q88DI4_PSEPK Pp_4841
sp|Q88DI9|Q88DI9_PSEPK Pp_4836
sp|Q88DJ1|Q88DJ1_PSEPK Pp_4834
sp|Q88DK2|PUR2_PSEPK Purd
sp|Q88DK3|PUR9_PSEPK Purh
sp|Q88DK6|Q88DK6_PSEPK Pp_4819
sp|Q88DK7|PRMA_PSEPK Prma
sp|Q88DK8|Q88DK8_PSEPK Pp_4817
sp|Q88DL4|PROA_PSEPK Proa
sp|Q88DL5|NADD_PSEPK Nadd
sp|Q88DL6|Q88DL6_PSEPK Rsfs
sp|Q88DM0|Q88DM0_PSEPK Mltb
sp|Q88DM2|Q88DM2_PSEPK Daca
sp|Q88DM3|Y4802_PSEPK Pp_4802
sp|Q88DM4|LIPB_PSEPK Lipb
sp|Q88DM5|LIPA_PSEPK Lipa
sp|Q88DM6|Q88DM6_PSEPK Pp_4799
sp|Q88DM7|Q88DM7_PSEPK Pp_4798
sp|Q88DN0|Q88DN0_PSEPK Lpte
sp|Q88DN1|SYL_PSEPK Leus
sp|Q88DN4|LNT_PSEPK Lnt
sp|Q88DN5|Q88DN5_PSEPK Pp_4789
sp|Q88DN6|YBEY_PSEPK Ybey
sp|Q88DN7|Q88DN7_PSEPK Pp_4787
sp|Q88DN9|Q88DN9_PSEPK Pp_4785
sp|Q88DP0|GSA_PSEPK Heml
sp|Q88DP1|THIE_PSEPK Thie
sp|Q88DP2|Q88DP2_PSEPK Thid
sp|Q88DP5|Q88DP5_PSEPK Amn
sp|Q88DP7|Q88DP7_PSEPK Pp_4776
sp|Q88DP8
sp|Q88DQ1|Q88DQ1_PSEPK Hrpb
sp|Q88DQ3|Q88DQ3_PSEPK Pp_4770
sp|Q88DQ7|Q88DQ7_PSEPK Pp_4766
sp|Q88DR1|Q88DR1_PSEPK Tesb
sp|Q88DR3|Q88DR3_PSEPK Pp_4760
sp|Q88DS7|Q88DS7_PSEPK Hsds
sp|Q88DS8|Q88DS8_PSEPK Hsdm
sp|Q88DS9|Q88DS9_PSEPK Hsdr
sp|Q88DT1|Q88DT1_PSEPK Pp_4738
sp|Q88DT6|SSRP_PSEPK Smpb
sp|Q88DT8|Q88DT8_PSEPK Omla
sp|Q88DT9|Q88DT9_PSEPK Fur
sp|Q88DU0|Q88DU0_PSEPK Recn
sp|Q88DU1|GRPE_PSEPK
sp|Q88DU2|DNAK_PSEPK Dnak
sp|Q88DU3|DNAJ_PSEPK Dnaj
sp|Q88DU4|DAPB_PSEPK Dapb
sp|Q88DU5|CARA_PSEPK Cara
sp|Q88DU6|CARB_PSEPK Carb
sp|Q88DU7|GREA_PSEPK Grea
sp|Q88DU9|Q88DU9_PSEPK Pp_4720
sp|Q88DV0|RLME_PSEPK Rlme
sp|Q88DV1|Q88DV1_PSEPK Ftsh
sp|Q88DV2|Q88DV2_PSEPK Folp
sp|Q88DV3|GLMM_PSEPK Glmm
sp|Q88DV4|TPIS_PSEPK Tpia
sp|Q88DV5|RIMP_PSEPK Rimp
sp|Q88DV6|Q88DV6_PSEPK Nusa
sp|Q88DV7|IF2_PSEPK Infb
sp|Q88DV8|RBFA_PSEPK Rbfa
sp|Q88DV9|RS15_PSEPK Rpso
sp|Q88DW0|PNP_PSEPK Pnp
sp|Q88DW1|Q88DW1_PSEPK Pp_4707
sp|Q88DW4|Q88DW4_PSEPK Pp_4704
sp|Q88DW7|G6PI2_PSEPK Pgi2
sp|Q88DW8|PANC_PSEPK Panc
sp|Q88DW9|PANB_PSEPK Panb
sp|Q88DX1|Q88DX1_PSEPK Pcnb
sp|Q88DX2|Q88DX2_PSEPK Pp_4696
sp|Q88DX5|Q88DX5_PSEPK Dksa
sp|Q88DX6|Q88DX6_PSEPK Pp_4692
sp|Q88DX9|Q88DX9_PSEPK Pp_4689
sp|Q88DY4|Q88DY4_PSEPK Pp_4684
sp|Q88DY5|Q88DY5_PSEPK Mrcb
sp|Q88DY6|Q88DY6_PSEPK Pp_4682
sp|Q88DY7|Q88DY7_PSEPK Pp_4681
sp|Q88DY8|Q88DY8_PSEPK Ilvb
sp|Q88DY9|Q88DY9_PSEPK Ilvn
sp|Q88DZ0|ILVC_PSEPK Ilvc
sp|Q88DZ1|Q88DZ1_PSEPK Pssa-2
sp|Q88DZ5|Q88DZ5_PSEPK Recb
sp|Q88DZ9|Q88DZ9_PSEPK Pp_4669
sp|Q88E01|Q88E01_PSEPK Mmsa-2
sp|Q88E02|Q88E02_PSEPK Mmsb
sp|Q88E10|MCPS_PSEPK Mcps
sp|Q88E11|Q88E11_PSEPK Pp_4657
sp|Q88E14|TRMA_PSEPK Trma
sp|Q88E16|Q88E16_PSEPK Pp_4652
sp|Q88E17|Q88E17_PSEPK Cioa
sp|Q88E20|RLMG_PSEPK Rlmg
sp|Q88E22|Q88E22_PSEPK Pp_4646
sp|Q88E23|MSCL_PSEPK Mscl
sp|Q88E24|Q88E24_PSEPK Rada
sp|Q88E25|Q88E25_PSEPK Pp_4643
sp|Q88E26|Q88E26_PSEPK Pp_4642
sp|Q88E27|Q88E27_PSEPK Csta
sp|Q88E29|Q88E29_PSEPK Pp_4639
sp|Q88E32|Q88E32_PSEPK Pp_4636
sp|Q88E33|FABV_PSEPK Fabv
sp|Q88E35|Q88E35_PSEPK Pp_4633
sp|Q88E36|Q88E36_PSEPK Pp_4632
sp|Q88E40|Q88E40_PSEPK Mioc
sp|Q88E48|Q88E48_PSEPK Pp_4620
sp|Q88E49|Q88E49_PSEPK Pp_4619
sp|Q88E52|Q88E52_PSEPK Pp_4616
sp|Q88E72|Q88E72_PSEPK Pp_4594
sp|Q88E73|Q88E73_PSEPK Pp_4593
sp|Q88E75|Q88E75_PSEPK Rnd
sp|Q88E78|Q88E78_PSEPK Pp_4588
sp|Q88E81|Q88E81_PSEPK Pp_4585
sp|Q88E83|Q88E83_PSEPK Pp_4583
sp|Q88E84|Q88E84_PSEPK Pp_4582
sp|Q88E89|Y4577_PSEPK Pp_4577
sp|Q88E90|Q88E90_PSEPK Pp_4576
sp|Q88E93|Q88E93_PSEPK Pp_4573
sp|Q88E95|Q88E95_PSEPK Cysk
sp|Q88E96|Q88E96_PSEPK Pp_4570
sp|Q88EA3|Q88EA3_PSEPK Pp_4563
sp|Q88EA4|Q88EA4_PSEPK Pp_4562
sp|Q88EA5|Y4561_PSEPK Pp_4561
sp|Q88EB1|Q88EB1_PSEPK Pp_4555
sp|Q88EB2|Q88EB2_PSEPK Pp_4554
sp|Q88EB4|Q88EB4_PSEPK Phaj1
sp|Q88EB7|Q88EB7_PSEPK Fadd
sp|Q88EC0|Q88EC0_PSEPK Hrpa
sp|Q88EC1|Q88EC1_PSEPK Pp_4545
sp|Q88EC5|Q88EC5_PSEPK Ppia
sp|Q88EC7|Q88EC7_PSEPK Pp_4539
sp|Q88ED3|Q88ED3_PSEPK Pp_4532
sp|Q88EE4|Q88EE4_PSEPK Pp_4521
sp|Q88EE6|Q88EE6_PSEPK Tolc
sp|Q88EE8|Q88EE8_PSEPK Pp_4517
sp|Q88EE9|Q88EE9_PSEPK Recq
sp|Q88EF0|Q88EF0_PSEPK Pp_4515
sp|Q88EF9|Q88EF9_PSEPK Pp_4506
sp|Q88EG1|Q88EG1_PSEPK Pp_4504
sp|Q88EG5|Q88EG5_PSEPK Pp_4499
tr|Q88EH0|Q88EH0_PSEPK
sp|Q88EH2|PHS_PSEPK Phhb
sp|Q88EH5|Q88EH5_PSEPK Pp_4488
sp|Q88EH6|ACSA1_PSEPK Acsa1
sp|Q88EH7|Q88EH7_PSEPK Pp_4486
sp|Q88EI0|Q88EI0_PSEPK Pp_4483
sp|Q88EI2|Q88EI2_PSEPK Aruf
sp|Q88EI3|Q88EI3_PSEPK Arug
sp|Q88EI4|ASTD_PSEPK Astd
sp|Q88EI5|ASTB_PSEPK Astb
sp|Q88EI6|Q88EI6_PSEPK Pp_4476
sp|Q88EI7|ASTE_PSEPK Aste
sp|Q88EI8|SYA_PSEPK Alas
sp|Q88EI9|AK_PSEPK Pp_4473
sp|Q88EJ1|Q88EJ1_PSEPK Mgte
sp|Q88EJ2|Q88EJ2_PSEPK Algz
sp|Q88EL4|Q88EL4_PSEPK Pp_4448
sp|Q88EN0|Q88EN0_PSEPK Pp_4424
sp|Q88EP9|Q88EP9_PSEPK Lpdv
sp|Q88EQ0|Q88EQ0_PSEPK Bkdb
sp|Q88EQ1|Q88EQ1_PSEPK Bkda2
sp|Q88EQ2|Q88EQ2_PSEPK Bkda1
sp|Q88EQ6|YCGR_PSEPK Ycgr
sp|Q88ER0|Q88ER0_PSEPK Chev-3
sp|Q88ER1|CHER2_PSEPK Cher2
sp|Q88ER7|Q88ER7_PSEPK Flgf
sp|Q88ER8|Q88ER8_PSEPK Flgg
sp|Q88ES2|Q88ES2_PSEPK Flgk
sp|Q88ES3|Q88ES3_PSEPK Flgl
sp|Q88ES4|Q88ES4_PSEPK Pp_4379
sp|Q88ES5|Q88ES5_PSEPK Flic
sp|Q88ES6|Q88ES6_PSEPK Pp_4377
sp|Q88ES7|Q88ES7_PSEPK Flid
sp|Q88ET0|Q88ET0_PSEPK Fleq
sp|Q88ET9|Q88ET9_PSEPK Pp_4364
sp|Q88EU1|Q88EU1_PSEPK Pp_4362
sp|Q88EU4|Q88EU4_PSEPK Flil
sp|Q88EU5|Q88EU5_PSEPK Flim
sp|Q88EU6|Q88EU6_PSEPK Flin
sp|Q88EV7|Q88EV7_PSEPK Pp_4345
sp|Q88EV9|Q88EV9_PSEPK Flhf
sp|Q88EW0|Q88EW0_PSEPK Flen
sp|Q88EW2|Q88EW2_PSEPK Chey
sp|Q88EW3|CHEZ_PSEPK Chez
sp|Q88EW4|Q88EW4_PSEPK Chea
sp|Q88EW5|CHEB1_PSEPK Cheb1
sp|Q88EW6|Q88EW6_PSEPK Mota
sp|Q88EW8|Q88EW8_PSEPK Pp_4334
sp|Q88EX0|Q88EX0_PSEPK Chew
sp|Q88EX9|CCME_PSEPK Ccme
sp|Q88EY1|Q88EY1_PSEPK Dsbe
sp|Q88EY2|Q88EY2_PSEPK Pp_4319
sp|Q88EY4|Q88EY4_PSEPK Pp_4316
sp|Q88EY5|Q88EY5_PSEPK Pp_4315
sp|Q88EZ0|Q88EZ0_PSEPK Pp_4310
sp|Q88EZ4|Q88EZ4_PSEPK Pp_4306
sp|Q88EZ5|Q88EZ5_PSEPK Pp_4305
sp|Q88F01|Q88F01_PSEPK Glxr
sp|Q88F02|Q88F02_PSEPK Hyi
sp|Q88F05|Q88F05_PSEPK Pp_4295
sp|Q88F07|Q88F07_PSEPK Pp_4293
sp|Q88F11|Q88F11_PSEPK Pp_4289
sp|Q88F12|Q88F12_PSEPK Pp_4287
sp|Q88F13|Q88F13_PSEPK Pp_4286
sp|Q88F14|Q88F14_PSEPK Pp_4285
sp|Q88F16|Q88F16_PSEPK Pp_4283
sp|Q88F18|Q88F18_PSEPK Gad
sp|Q88F20|Q88F20_PSEPK Xdhb
sp|Q88F21|Q88F21_PSEPK Xdha
sp|Q88F22|Q88F22_PSEPK Pp_4277
sp|Q88F24|ZIPA_PSEPK Zipa
sp|Q88F25|DNLJ_PSEPK Liga
sp|Q88F30|Q88F30_PSEPK Dnax
sp|Q88F31|Y4268_PSEPK Pp_4268
sp|Q88F33|APT_PSEPK Apt
sp|Q88F34|Q88F34_PSEPK Anr
sp|Q88F39|Q88F39_PSEPK Pp_4260
sp|Q88F40|Q88F40_PSEPK Pp_4259
sp|Q88F41|Q88F41_PSEPK Ccop-2
sp|Q88F43|Q88F43_PSEPK Ccoo-2
sp|Q88F44|Q88F44_PSEPK Ccon-2
sp|Q88F46|Q88F46_PSEPK Ccop-1
sp|Q88F48|Q88F48_PSEPK Ccoo-1
sp|Q88F49|Q88F49_PSEPK Ccon-1
sp|Q88F50|Q88F50_PSEPK Pp_4249
sp|Q88F51|Y4248_PSEPK Pp_4248
