0,1,2
KOs_PP_0368_NT-R1,0.10176545763167565,0.988781536293525
KOs_PP_0751_NT-R1,0.10489462740254024,0.9791917143019147
KOs_PP_0812_NT-R1,0.09556908373023851,0.9833715981501937
KOs_PP_0813_NT-R1,0.11127283544276048,0.9885921371221682
KOs_PP_0814_NT-R1,0.13625747032156446,0.9861738132698444
KOs_PP_0815_NT-R1,0.12666490257962862,0.9856467880520798
KOs_PP_1317_NT-R1,0.097314466518088,0.9953819834460006
Control_P1-R1,0.12150348457476322,0.9896267055536769
KOs_PP_0368_NT-R2,0.115682041111889,0.985692398685312
KOs_PP_0751_NT-R2,0.10856048118483941,0.9768355799411733
KOs_PP_0812_NT-R2,0.11118822431130669,0.9875750125084163
KOs_PP_0813_NT-R2,0.10874683866042285,0.9887551156886257
KOs_PP_0814_NT-R2,0.13702699565179938,0.9843762363578364
KOs_PP_0815_NT-R2,0.13748826946198534,0.9856934621206905
KOs_PP_1317_NT-R2,0.09645342184450173,0.9957721449289028
Control_P1-R2,0.12459254515244762,0.989725570349317
KOs_PP_0368_NT-R3,0.05878537809273743,0.97699755435153
KOs_PP_0751_NT-R3,0.11285341008882532,0.9735126178458438
KOs_PP_0812_NT-R3,0.09617679258366682,0.9862603362649927
KOs_PP_0813_NT-R3,0.10500311007381138,0.9889250537290758
KOs_PP_0814_NT-R3,0.13498234769086098,0.9824666319249875
KOs_PP_0815_NT-R3,0.13197032617671695,0.9868664778263646
KOs_PP_1317_NT-R3,0.08538008179817888,0.9965018057746702
Control_P1-R3,0.12381153288489083,0.9912011127188699
KOs_PP_0368_T-R1,0.12305141935595712,0.9792244397533919
KOs_PP_0751_T-R1,0.06670275104061885,0.9562323208715281
KOs_PP_0812_T-R1,0.11591946532456339,0.9964879282486901
KOs_PP_0813_T-R1,0.10722467405878486,0.9903272615495494
KOs_PP_0814_T-R1,0.125501976178874,0.9862552160954609
KOs_PP_0815_T-R1,0.1090409079016216,0.9943584680057601
KOs_PP_1317_T-R1,0.10673679785828956,0.9959669900286496
Control_P1-R4,0.1298769168781425,0.9900689380104004
KOs_PP_0368_T-R2,0.12197828401232663,0.9779559747881895
KOs_PP_0751_T-R2,0.11239133714437133,0.9795160032720402
KOs_PP_0812_T-R2,0.11600498942773854,0.9944574529296791
KOs_PP_0813_T-R2,0.10559327278553916,0.9924043389233523
KOs_PP_0814_T-R2,0.12377048633802762,0.9872732231594451
KOs_PP_0815_T-R2,0.11705386209453313,0.9936229627299012
KOs_PP_1317_T-R2,0.10879050567441803,0.9965140749325061
Control_P1-R5,0.12774179294761934,0.9885782474409662
KOs_PP_0368_T-R3,0.12036674847029416,0.980613798487642
