Line Name,Measurement Type,Time,Value,Units
PP_0226_PP_2339_PP_3365-R1,3-METHYL-3-BUTEN-1-OL,48.0,134.79,mg/L
PP_2112_PP_4188_PP_4862-R1,3-METHYL-3-BUTEN-1-OL,48.0,216.697,mg/L
PP_0658_PP_0815_PP_4187-R1,3-METHYL-3-BUTEN-1-OL,48.0,191.1365,mg/L
PP_0774_PP_2213_PP_5288-R1,3-METHYL-3-BUTEN-1-OL,48.0,166.9627,mg/L
PP_1444_PP_4189_PP_4191-R1,3-METHYL-3-BUTEN-1-OL,48.0,224.9948,mg/L
PP_1506_PP_4651_PP_4862-R1,3-METHYL-3-BUTEN-1-OL,48.0,187.6008,mg/L
PP_0814_PP_4192-R4,3-METHYL-3-BUTEN-1-OL,48.0,324.987,mg/L
Control_P2-R1,3-METHYL-3-BUTEN-1-OL,48.0,145.0277,mg/L
PP_0226_PP_2339_PP_3365-R2,3-METHYL-3-BUTEN-1-OL,48.0,133.7301,mg/L
PP_2112_PP_4188_PP_4862-R2,3-METHYL-3-BUTEN-1-OL,48.0,209.9265,mg/L
PP_0658_PP_0815_PP_4187-R2,3-METHYL-3-BUTEN-1-OL,48.0,185.4592,mg/L
PP_0774_PP_2213_PP_5288-R2,3-METHYL-3-BUTEN-1-OL,48.0,159.2958,mg/L
PP_1444_PP_4189_PP_4191-R2,3-METHYL-3-BUTEN-1-OL,48.0,221.8841,mg/L
PP_1506_PP_4651_PP_4862-R2,3-METHYL-3-BUTEN-1-OL,48.0,172.7373,mg/L
PP_0814_PP_4192-R5,3-METHYL-3-BUTEN-1-OL,48.0,316.4488,mg/L
Control_P2-R2,3-METHYL-3-BUTEN-1-OL,48.0,146.4459,mg/L
PP_0226_PP_2339_PP_3365-R3,3-METHYL-3-BUTEN-1-OL,48.0,128.9995,mg/L
PP_2112_PP_4188_PP_4862-R3,3-METHYL-3-BUTEN-1-OL,48.0,206.0343,mg/L
PP_0658_PP_0815_PP_4187-R3,3-METHYL-3-BUTEN-1-OL,48.0,182.1123,mg/L
PP_0774_PP_2213_PP_5288-R3,3-METHYL-3-BUTEN-1-OL,48.0,137.2423,mg/L
PP_1444_PP_4189_PP_4191-R3,3-METHYL-3-BUTEN-1-OL,48.0,210.4115,mg/L
PP_1506_PP_4651_PP_4862-R3,3-METHYL-3-BUTEN-1-OL,48.0,166.7114,mg/L
PP_0814_PP_4192-R6,3-METHYL-3-BUTEN-1-OL,48.0,309.2832,mg/L
Control_P2-R3,3-METHYL-3-BUTEN-1-OL,48.0,144.5349,mg/L
PP_0814_PP_5288-R1,3-METHYL-3-BUTEN-1-OL,48.0,310.2145,mg/L
PP_0774_PP_1769-R1,3-METHYL-3-BUTEN-1-OL,48.0,202.4628,mg/L
PP_0658_PP_2136-R1,3-METHYL-3-BUTEN-1-OL,48.0,218.8897,mg/L
PP_3123_PP_5288-R1,3-METHYL-3-BUTEN-1-OL,48.0,119.8909,mg/L
PP_2339_PP_4186-R1,3-METHYL-3-BUTEN-1-OL,48.0,229.6977,mg/L
PP_4122_PP_4188-R1,3-METHYL-3-BUTEN-1-OL,48.0,219.8197,mg/L
PP_0814_PP_3123-R1,3-METHYL-3-BUTEN-1-OL,48.0,297.7279,mg/L
PP_1607_PP_4550-R1,3-METHYL-3-BUTEN-1-OL,48.0,175.6127,mg/L
PP_0814_PP_5288-R2,3-METHYL-3-BUTEN-1-OL,48.0,336.5052,mg/L
PP_0774_PP_1769-R2,3-METHYL-3-BUTEN-1-OL,48.0,186.9907,mg/L
PP_0658_PP_2136-R2,3-METHYL-3-BUTEN-1-OL,48.0,226.0873,mg/L
PP_3123_PP_5288-R2,3-METHYL-3-BUTEN-1-OL,48.0,122.4174,mg/L
PP_2339_PP_4186-R2,3-METHYL-3-BUTEN-1-OL,48.0,246.8041,mg/L
PP_4122_PP_4188-R2,3-METHYL-3-BUTEN-1-OL,48.0,228.5821,mg/L
PP_0814_PP_3123-R2,3-METHYL-3-BUTEN-1-OL,48.0,320.185,mg/L
PP_1607_PP_4550-R2,3-METHYL-3-BUTEN-1-OL,48.0,184.5444,mg/L
PP_0814_PP_5288-R3,3-METHYL-3-BUTEN-1-OL,48.0,319.9066,mg/L
PP_0774_PP_1769-R3,3-METHYL-3-BUTEN-1-OL,48.0,195.3561,mg/L
PP_0658_PP_2136-R3,3-METHYL-3-BUTEN-1-OL,48.0,237.9586,mg/L
PP_3123_PP_5288-R3,3-METHYL-3-BUTEN-1-OL,48.0,123.6475,mg/L
PP_2339_PP_4186-R3,3-METHYL-3-BUTEN-1-OL,48.0,245.7369,mg/L
PP_4122_PP_4188-R3,3-METHYL-3-BUTEN-1-OL,48.0,233.6288,mg/L
PP_0814_PP_3123-R3,3-METHYL-3-BUTEN-1-OL,48.0,325.7144,mg/L
PP_1607_PP_4550-R3,3-METHYL-3-BUTEN-1-OL,48.0,191.6517,mg/L
PP_0814_PP_1769-R1,3-METHYL-3-BUTEN-1-OL,48.0,283.939,mg/L
PP_0368_PP_0597-R1,3-METHYL-3-BUTEN-1-OL,48.0,270.8708,mg/L
PP_0528_PP_5288-R1,3-METHYL-3-BUTEN-1-OL,48.0,389.896,mg/L
PP_0813_PP_4120-R1,3-METHYL-3-BUTEN-1-OL,48.0,263.0201,mg/L
PP_1620_PP_4116-R1,3-METHYL-3-BUTEN-1-OL,48.0,127.7148,mg/L
PP_2137_PP_4189-R1,3-METHYL-3-BUTEN-1-OL,48.0,324.4131,mg/L
PP_0814_PP_4862-R1,3-METHYL-3-BUTEN-1-OL,48.0,354.5741,mg/L
Control_P3-R1,3-METHYL-3-BUTEN-1-OL,48.0,147.8823,mg/L
PP_0814_PP_1769-R2,3-METHYL-3-BUTEN-1-OL,48.0,285.0732,mg/L
PP_0368_PP_0597-R2,3-METHYL-3-BUTEN-1-OL,48.0,272.8678,mg/L
PP_0528_PP_5288-R2,3-METHYL-3-BUTEN-1-OL,48.0,384.9168,mg/L
PP_0813_PP_4120-R2,3-METHYL-3-BUTEN-1-OL,48.0,266.549,mg/L
PP_1620_PP_4116-R2,3-METHYL-3-BUTEN-1-OL,48.0,140.6236,mg/L
PP_2137_PP_4189-R2,3-METHYL-3-BUTEN-1-OL,48.0,330.95,mg/L
PP_0814_PP_4862-R2,3-METHYL-3-BUTEN-1-OL,48.0,373.8129,mg/L
Control_P3-R2,3-METHYL-3-BUTEN-1-OL,48.0,153.8518,mg/L
PP_0814_PP_1769-R3,3-METHYL-3-BUTEN-1-OL,48.0,261.7689,mg/L
PP_0368_PP_0597-R3,3-METHYL-3-BUTEN-1-OL,48.0,226.0975,mg/L
PP_0528_PP_5288-R3,3-METHYL-3-BUTEN-1-OL,48.0,358.985,mg/L
PP_0813_PP_4120-R3,3-METHYL-3-BUTEN-1-OL,48.0,233.308,mg/L
PP_1620_PP_4116-R3,3-METHYL-3-BUTEN-1-OL,48.0,127.9067,mg/L
PP_2137_PP_4189-R3,3-METHYL-3-BUTEN-1-OL,48.0,313.3442,mg/L
PP_0814_PP_4862-R3,3-METHYL-3-BUTEN-1-OL,48.0,367.7718,mg/L
Control_P3-R3,3-METHYL-3-BUTEN-1-OL,48.0,149.907,mg/L
PP_2137_PP_4189-R4,3-METHYL-3-BUTEN-1-OL,48.0,291.135,mg/L
PP_0814_PP_4862-R4,3-METHYL-3-BUTEN-1-OL,48.0,349.3168,mg/L
PP_0812_PP_2095-R1,3-METHYL-3-BUTEN-1-OL,48.0,207.7021,mg/L
PP_0437_PP_4116-R1,3-METHYL-3-BUTEN-1-OL,48.0,266.2137,mg/L
PP_0815_PP_1317-R1,3-METHYL-3-BUTEN-1-OL,48.0,453.2418,mg/L
PP_1319_PP_4678-R1,3-METHYL-3-BUTEN-1-OL,48.0,201.7636,mg/L
PP_3123_PP_4667-R1,3-METHYL-3-BUTEN-1-OL,48.0,126.5804,mg/L
PP_3365_PP_3754-R1,3-METHYL-3-BUTEN-1-OL,48.0,139.309,mg/L
PP_2137_PP_4189-R5,3-METHYL-3-BUTEN-1-OL,48.0,294.3734,mg/L
PP_0814_PP_4862-R5,3-METHYL-3-BUTEN-1-OL,48.0,289.5582,mg/L
PP_0812_PP_2095-R2,3-METHYL-3-BUTEN-1-OL,48.0,208.9439,mg/L
PP_0437_PP_4116-R2,3-METHYL-3-BUTEN-1-OL,48.0,269.1809,mg/L
PP_0815_PP_1317-R2,3-METHYL-3-BUTEN-1-OL,48.0,425.182,mg/L
PP_1319_PP_4678-R2,3-METHYL-3-BUTEN-1-OL,48.0,196.9403,mg/L
PP_3123_PP_4667-R2,3-METHYL-3-BUTEN-1-OL,48.0,128.7247,mg/L
PP_3365_PP_3754-R2,3-METHYL-3-BUTEN-1-OL,48.0,138.5162,mg/L
PP_2137_PP_4189-R6,3-METHYL-3-BUTEN-1-OL,48.0,299.3569,mg/L
PP_0814_PP_4862-R6,3-METHYL-3-BUTEN-1-OL,48.0,213.8641,mg/L
PP_0812_PP_2095-R3,3-METHYL-3-BUTEN-1-OL,48.0,216.4155,mg/L
PP_0437_PP_4116-R3,3-METHYL-3-BUTEN-1-OL,48.0,172.8632,mg/L
PP_0815_PP_1317-R3,3-METHYL-3-BUTEN-1-OL,48.0,468.3266,mg/L
PP_1319_PP_4678-R3,3-METHYL-3-BUTEN-1-OL,48.0,197.7402,mg/L
PP_3123_PP_4667-R3,3-METHYL-3-BUTEN-1-OL,48.0,116.0096,mg/L
PP_3365_PP_3754-R3,3-METHYL-3-BUTEN-1-OL,48.0,125.1503,mg/L
PP_3123_PP_3755-R1,3-METHYL-3-BUTEN-1-OL,48.0,121.8955,mg/L
PP_0813_PP_4189-R1,3-METHYL-3-BUTEN-1-OL,48.0,383.4967,mg/L
PP_0999_PP_4679-R1,3-METHYL-3-BUTEN-1-OL,48.0,202.5037,mg/L
PP_0437_PP_3365-R1,3-METHYL-3-BUTEN-1-OL,48.0,239.6084,mg/L
PP_1319_PP_4121_PP_4667-R1,3-METHYL-3-BUTEN-1-OL,48.0,185.8614,mg/L
PP_0814_PP_4192-R1,3-METHYL-3-BUTEN-1-OL,48.0,314.1309,mg/L
PP_0812_PP_4121-R1,3-METHYL-3-BUTEN-1-OL,48.0,250.2044,mg/L
Control_P4-R1,3-METHYL-3-BUTEN-1-OL,48.0,147.4231,mg/L
PP_3123_PP_3755-R2,3-METHYL-3-BUTEN-1-OL,48.0,119.3516,mg/L
PP_0813_PP_4189-R2,3-METHYL-3-BUTEN-1-OL,48.0,329.4397,mg/L
PP_0999_PP_4679-R2,3-METHYL-3-BUTEN-1-OL,48.0,196.4409,mg/L
PP_0437_PP_3365-R2,3-METHYL-3-BUTEN-1-OL,48.0,244.0988,mg/L
PP_1319_PP_4121_PP_4667-R2,3-METHYL-3-BUTEN-1-OL,48.0,197.9233,mg/L
PP_0814_PP_4192-R2,3-METHYL-3-BUTEN-1-OL,48.0,311.2435,mg/L
PP_0812_PP_4121-R2,3-METHYL-3-BUTEN-1-OL,48.0,280.4623,mg/L
Control_P4-R2,3-METHYL-3-BUTEN-1-OL,48.0,179.5075,mg/L
PP_3123_PP_3755-R3,3-METHYL-3-BUTEN-1-OL,48.0,121.9753,mg/L
PP_0813_PP_4189-R3,3-METHYL-3-BUTEN-1-OL,48.0,371.1687,mg/L
PP_0999_PP_4679-R3,3-METHYL-3-BUTEN-1-OL,48.0,196.0914,mg/L
PP_0437_PP_3365-R3,3-METHYL-3-BUTEN-1-OL,48.0,247.0341,mg/L
PP_1319_PP_4121_PP_4667-R3,3-METHYL-3-BUTEN-1-OL,48.0,208.5925,mg/L
PP_0814_PP_4192-R3,3-METHYL-3-BUTEN-1-OL,48.0,328.0977,mg/L
PP_0812_PP_4121-R3,3-METHYL-3-BUTEN-1-OL,48.0,294.9253,mg/L
Control_P4-R3,3-METHYL-3-BUTEN-1-OL,48.0,158.8005,mg/L
