Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log2_FC,PP_0751_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0368_PP_0815_log2_FC,PP_0437_PP_0815_PP_1317_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0815_log2_FC,PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0751_PP_0812_log2_FC,PP_0812_PP_0815_PP_1506_log2_FC
ispB,-1.647514976415837,,-0.688259532707799,,,,-0.8437424563964803,,,,-2.203259721593782,,,,-4.359580112691261,-1.5446900282374578,-1.47826557170612,,,,,-1.3753367282364712,-0.5692674413073393,,
ispH,-0.8546177053368726,-0.7874824326606698,-0.41000669516306965,,-0.17458470858642405,,-0.19555737174519872,-0.6847954894205796,,-0.82519517744032,-0.5279744495836882,,,,-2.6605414904650355,,,-0.5042821878658161,-5.0724214239867385,,-4.169085440380043,,,,
dxs,,,-0.30989259143009246,,,,,-0.19677421491069383,,,,,,,,,,,0.5384203944221845,,,-0.2065683286979063,,,
dxr,,,,,0.7243284025524714,,0.5993471920340282,0.5274309527257013,,,,,,,,,,,,0.8054036252152962,,0.5212697367590601,0.8042622266702745,0.7202313558909902,
