Protein.Group,PP_0368_log2_FC,PP_0368_log10_pval,PP_0437_log2_FC,PP_0437_log10_pval,PP_0528_log2_FC,PP_0528_log10_pval,PP_0812_log2_FC,PP_0812_log10_pval,PP_0813_log2_FC,PP_0813_log10_pval,PP_0814_log2_FC,PP_0814_log10_pval,PP_0815_log2_FC,PP_0815_log10_pval,PP_1317_log2_FC,PP_1317_log10_pval,PP_1506_log2_FC,PP_1506_log10_pval,PP_2136_log2_FC,PP_2136_log10_pval,PP_4120_log2_FC,PP_4120_log10_pval,PP_4189_log2_FC,PP_4189_log10_pval,PP_4191_log2_FC,PP_4191_log10_pval,PP_4192_log2_FC,PP_4192_log10_pval
PP_2112,,,,,,,-1.1228667313225449,2.292477131257644,,,,,,,,,,,,,,,,,,,,
PP_2187,,,,,,,-1.082191412105692,5.899459433439551,,,,,,,,,,,,,,,,,1.0533001416378214,3.5477857874760432,,
PP_2380,,,,,,,3.0741586436746804,15.205676995421499,2.8575267129544595,2.6258572945327256,3.5556074733203227,2.3483948932515655,3.690555223855595,4.412989432456754,2.4826381101455617,2.9458140268404693,2.245603434506949,1.9148487219877346,,,,,,,3.5644639230579758,2.6761423433655693,,
PP_3099,,,,,,,-1.0699857929766312,3.1177107599541816,,,,,,,,,,,,,,,,,,,,
PP_4616,,,,,,,1.4419827968727381,1.7138253243765342,1.419502950300448,1.5488670640179365,,,1.3570510769522992,1.4493304999031786,,,,,,,,,,,,,,
PP_4679,,,,,,,-1.7362039389030808,9.087838230620868,-1.3756877169072357,3.7483829720744932,-1.4786864305059144,2.2046324568158293,-1.479584965962292,6.101609044759872,,,-1.8211470234864073,1.6159453029235662,,,,,-1.4785688867403866,2.0532768921110724,-1.5782572847697556,3.3418953370454814,-1.6707805706025045,14.202078568601978
PP_4680,,,,,,,-1.0033125440910209,2.752801449631425,-1.0466367001516974,2.237020621097616,-1.0960355002526736,11.494331685683319,,,,,-2.072436035347223,14.346717241929566,,,,,-1.2168624415818485,4.252856638294229,-1.0326000073544037,2.356470987439112,,
PP_4783,,,,,,,1.3619915924279036,1.4020864979240608,,,1.7261043204133055,1.9817193526881995,,,,,2.041997199675112,2.762668285058743,,,,,1.5901836450330091,2.5119183919304895,1.3714782633182558,3.280380695726069,1.5887639433197431,5.198449199412423
PP_4975,,,,,,,-1.0054612332159685,1.878189798902692,-1.1090132545750087,3.660148488603826,-1.3144943596796956,4.458141952815716,,,,,1.395546869380331,1.9663107831602389,,,-1.7725597231091568,4.746742964369721,,,1.5050974688808654,6.584705253156461,,
PP_5171,,,,,,,1.1912902213886627,2.019799384270914,,,,,,,,,,,,,,,,,,,,
PP_5379,,,,,,,1.0442789692162648,7.285830815227039,,,1.1373797340559646,8.624337674875635,,,,,,,,,,,,,,,,
SPy_1046,,,,,,,-1.5002171452391198,6.561582906124847,-1.5011399096581823,11.13369289707407,,,-1.3575540373822306,5.075012918150182,,,,,,,-1.082479349418728,3.365173595225541,-1.3101419673942658,6.774988152720523,,,,
PP_0011,,,,,,,,,-1.0981322837449892,2.543780781849675,,,,,,,,,,,-1.0601241372499075,3.6938427754730174,-1.0105598013033692,8.263084995621618,,,,
PP_0376,,,,,,,,,1.0189980774763292,1.9945386732263506,1.3792508523124025,6.350726057543781,,,,,,,,,,,,,,,,
PP_0377,,,,,,,,,1.0278402332415095,3.1368009997468684,1.0353781107554885,3.7093923511914166,,,,,,,,,,,,,,,,
PP_0458,,,,,,,,,-1.292673063597707,1.6917260393378473,-1.5030832897249398,2.4272719630303135,-1.6271560942950711,3.668232383879408,,,-1.9706276913468004,1.3808954521447983,,,,,,,-2.716824358279347,2.428174366920724,-3.4521602729040253,3.7137712265182015
PP_0744,,,,,,,,,1.2412061823779852,1.3930134735457131,,,,,,,,,,,,,,,1.757903389340273,5.913966768802566,,
PP_0793,,,,,,,,,-1.0492256496006116,2.401880860128123,,,,,,,,,,,,,,,,,,
PP_1224,,,,,,,,,1.07172576853046,2.163335642653117,,,1.145451080177587,7.659181549788157,,,,,,,,,,,,,,
PP_1901,,,,,,,,,2.8244204220034868,3.7942521511527785,,,2.545271798303585,1.9838896994026287,2.675634132062192,2.8167836431472746,,,,,,,,,,,,
PP_2323,,,,,,,,,1.5666002671213533,4.064001682836676,,,,,,,,,,,,,,,,,,
PP_2662,,,,,,,,,1.644375988837624,2.432425373068901,,,,,-1.5349877094001771,1.933403624690923,,,,,,,,,,,1.0820407068785265,3.3087068517163787
PP_2663,,,,,,,,,1.114278505560896,6.489841714735588,1.796914462452642,7.425478371112316,,,,,,,,,1.026272790610716,5.755584185009613,,,,,,
PP_2665,,,,,,,,,1.2058904362953469,7.771098310840284,,,,,,,,,,,,,,,,,,
PP_4193,,,,,,,,,-1.3733882490957516,1.5246973055218065,,,,,,,-1.2524650512022677,4.562449382065118,,,,,,,,,,
PP_4258,,,,,,,,,1.234916168524054,4.0331323794175615,,,,,,,,,,,,,,,,,,
PP_4870,,,,,,,,,1.1704357449294727,10.486392381549452,,,,,,,,,,,,,,,,,,
PP_4964,,,,,,,,,1.090075364766253,1.7643507757011032,1.0692517395384025,1.9767857975597496,,,,,,,,,,,,,,,,
PP_0296,,,,,,,,,,,1.0955853810191551,3.771356334103876,,,,,,,,,,,,,1.4430604130040423,2.856260946396839,,
PP_0397,,,,,,,,,,,1.1459509257847915,8.426908812612384,,,,,,,,,,,,,,,,
PP_0465,,,,,,,,,,,-1.4493442723165006,11.515057965309602,,,,,-1.3939276610035904,6.019977012139771,,,,,,,-1.9764314078829315,12.832459292254352,-1.0574121621664723,10.413019750666127
PP_0529,,,,,,,,,,,1.0625963452108875,3.589053240467107,,,,,,,,,,,,,,,,
PP_0777,,,,,,,,,,,1.159677753732355,6.745895791275916,,,,,,,,,,,,,,,,
PP_0790,,,,,,,,,,,1.151901759732392,5.062693337904883,,,1.7967518350677871,1.8746221632744813,,,,,,,,,2.977737932357559,6.795389351799202,,
PP_0842,,,,,,,,,,,-1.0335437568998147,4.205703932010842,,,,,,,,,,,,,,,,
PP_0975,,,,,,,,,,,-1.0209806575248221,5.045707636489966,,,,,,,,,,,,,,,,
PP_1131,,,,,,,,,,,1.0419471472025095,7.916094134510722,,,2.2074624045403466,2.7201839168575837,,,,,,,,,,,,
PP_1635,,,,,,,,,,,-1.4298205689107022,5.645297807178346,,,,,1.9914432533692792,2.8882092380977924,,,-1.215743750823556,1.4652942322404892,,,1.9494778602441734,4.717326983143743,,
PP_1911,,,,,,,,,,,-1.0479446755928952,8.259301009080756,,,,,-1.8874671069570694,10.476403935641908,,,,,,,-1.2232405548239202,4.507904283582921,,
PP_1982,,,,,,,,,,,-1.3768175951046209,2.1194133011026017,-1.762108855290964,3.37479964637281,,,,,,,,,,,-2.2644368567813746,3.0946260034064825,-1.8811188589877572,7.152080293043041
PP_2032,,,,,,,,,,,1.6228586409295616,8.841206178371323,1.3748162702353577,1.5156237428697599,,,1.521046390479564,1.9870353345094578,,,,,,,1.8380198710987983,1.4243221153854417,,
PP_2036,,,,,,,,,,,2.516674869487157,1.3051000397050883,,,,,,,,,,,,,4.1198435983025234,2.4498542833548727,3.4146691682406143,2.0621730206328825
PP_2664,,,,,,,,,,,2.5660041777961164,3.7469706481631735,,,,,,,,,1.450738455873348,7.923124051504189,,,,,,
PP_2669,,,,,,,,,,,1.360976458502805,5.402138194277976,,,,,,,,,,,,,,,,
PP_2672,,,,,,,,,,,4.775501273120133,2.721542660190605,,,,,,,,,,,,,,,,
PP_3126,,,,,,,,,,,4.374062041064392,2.296907939327571,4.646187727703723,3.4131055381910294,,,4.5572559636703955,2.7829512141730444,,,,,,,5.307864600267761,2.756960200561936,,
PP_3316,,,,,,,,,,,1.6462739598332778,2.024691194180476,,,,,,,-1.0431937304117984,1.6426548246270851,,,,,1.8846893346069735,1.7779647823514568,,
PP_3738,,,,,,,,,,,-1.6277603220027657,2.0148222945800254,,,,,,,,,,,,,,,,
PP_3755,,,,,,,,,,,1.3057941212076278,4.939704855509883,,,,,,,,,,,,,,,,
PP_4251,,,,,,,,,,,1.4439744474510368,4.673479605376825,1.8192608823868197,1.3774480442337547,,,,,,,,,,,2.2458967419470244,2.1033989162304048,1.4471528814222259,1.4026282831588874
PP_4541,,,,,,,,,,,1.2395375434393638,3.5525099731398115,1.1291510888647065,2.483330471085498,,,,,,,,,,,,,,
PP_4644,,,,,,,,,,,3.4389285977126742,8.79870347072155,,,,,,,,,,,,,,,,
PP_4717,,,,,,,,,,,-1.226688841168338,2.2508931437771613,,,,,,,,,,,,,,,,
PP_4769,,,,,,,,,,,1.3289540571066867,2.9917614577832805,,,,,,,,,,,,,,,,
PP_4770,,,,,,,,,,,1.0273701126449368,4.192907746735326,,,,,,,,,,,,,,,,
PP_4787,,,,,,,,,,,-1.049651885413564,6.099721301409533,,,,,,,,,,,,,,,,
PP_5008,,,,,,,,,,,2.6264941081577913,10.32638792213392,,,,,,,,,,,,,,,,
PP_5094,,,,,,,,,,,1.693123051925361,3.998596671142959,,,,,1.467090121920497,1.6205241422352874,,,,,,,,,,
PP_5289,,,,,,,,,,,-1.0284346463033067,2.211758967980513,-1.233838436114395,7.005508829267776,,,,,,,,,,,,,,
PP_5324,,,,,,,,,,,-1.032526169395615,6.589718702924687,-1.1856776425927742,3.1609285668806666,,,,,,,,,,,-1.13155007001321,2.03975470494316,,
PP_5332,,,,,,,,,,,1.0861155343982336,1.6423808618673008,,,,,,,,,,,,,,,,
EF_1364,,,,,,,,,,,,,-1.641065967710332,5.450911165432827,-1.0362882809479368,3.9994546962622852,-2.1015455890169754,6.112709958649526,,,,,-1.41962819524333,4.993382559916301,,,-1.4965428701177386,5.157802076884448
PP_0088,,,,,,,,,,,,,1.0715794195552577,2.577206619101395,,,,,,,,,,,,,,
PP_0126,,,,,,,,,,,,,1.0088457604247798,1.594875887901825,,,,,,,,,,,2.3486043026542345,5.330884673859051,,
PP_0166,,,,,,,,,,,,,1.43076746756288,2.371658821804006,,,,,,,,,,,1.5516698027501648,1.7746813255363612,,
PP_0261,,,,,,,,,,,,,1.0661082343902535,1.8331833142064462,,,,,,,,,,,,,,
PP_0379,,,,,,,,,,,,,-1.7679229907110259,4.163684471673618,,,,,,,,,,,-1.891619426196341,1.7384574432784299,,
PP_0425,,,,,,,,,,,,,1.839693071802375,1.807127387825838,1.2783813950685874,1.4271067064652116,,,,,,,,,,,,
PP_0434,,,,,,,,,,,,,1.0666912692251367,1.9672608362277078,,,,,,,,,,,1.387188838384713,2.1109557040718974,,
PP_0463,,,,,,,,,,,,,-1.0205050534523938,3.160111830460183,,,,,,,,,,,-1.0152101112375995,5.157784419780764,,
PP_0544,,,,,,,,,,,,,2.179437140253411,1.4503976625658803,2.2553631279466435,1.6886338855954686,,,,,,,,,,,,
PP_0711,,,,,,,,,,,,,4.138116937949994,1.376264632819161,,,,,,,,,,,,,,
PP_0762,,,,,,,,,,,,,1.81180744711163,1.5204546347978054,,,,,,,,,,,,,,
PP_0812,,,,,,,,,,,,,-1.741433231370972,5.7186753200559695,,,,,,,,,,,,,,
PP_0977,,,,,,,,,,,,,-2.1010424259030316,3.735418383794016,,,,,,,,,,,,,,
PP_1012,,,,,,,,,,,,,-1.1519015028190598,4.517847561644502,,,,,,,,,-1.102488276491174,2.3439907535995275,-1.107123108631694,1.3569325891724524,-1.2557451453961683,4.874066322474177
PP_1146,,,,,,,,,,,,,1.925040519733295,5.326620401701412,,,,,,,,,,,1.9929922646129279,2.4277753175627312,,
PP_1186,,,,,,,,,,,,,-1.171751385441612,3.931206551276469,,,-1.296322685549805,4.112825228819866,,,,,,,,,,
PP_1190,,,,,,,,,,,,,-1.0828396230278372,2.2035517173035166,-1.0330567578692889,3.8280495530505436,,,,,,,,,,,,
PP_1223,,,,,,,,,,,,,1.1190795395821453,2.223501254171352,1.0308162596746626,2.0807519155495693,,,,,,,,,,,,
PP_1230,,,,,,,,,,,,,1.0222849811181711,1.9053599851614167,,,,,,,,,,,,,,
PP_1232,,,,,,,,,,,,,1.2456650974371857,1.6148448700737361,,,,,,,,,,,,,,
PP_1315,,,,,,,,,,,,,-1.0547767331294864,2.1544397142601754,,,,,,,,,,,,,,
PP_1316,,,,,,,,,,,,,-1.0869031894595154,4.754815591502895,,,,,,,,,,,-1.2547485127616722,4.167221705777065,,
PP_1384,,,,,,,,,,,,,1.9770617895567393,1.3146581006142466,2.061315345959314,1.4605521638017709,1.538325476586094,1.7317827000751216,,,,,,,,,,
PP_1389,,,,,,,,,,,,,1.2555214409645707,2.453152456724779,,,,,,,,,,,,,,
PP_1444,,,,,,,,,,,,,1.0722761572604056,3.0068738836637183,1.542300948914619,1.3129133417084111,,,,,,,,,,,,
PP_1488,,,,,,,,,,,,,1.052221276575461,1.8778674461988545,,,,,,,,,,,,,,
PP_1494,,,,,,,,,,,,,1.1158186923566442,1.5226076426622466,,,,,,,,,,,,,,
PP_1518,,,,,,,,,,,,,1.207857930766063,1.8503372024385678,,,1.0843817884541052,11.344564302343162,,,,,,,1.026485570242627,1.548340870368886,,
PP_1616,,,,,,,,,,,,,1.3592031952648613,1.5651396125772292,,,,,,,,,,,,,,
PP_1726,,,,,,,,,,,,,1.5949645931812917,2.316275961245779,,,1.2276160642223135,2.918733163798933,,,,,,,1.53027718040073,3.627654561566636,,
PP_1842,,,,,,,,,,,,,2.5075492443697582,2.160182338735215,,,,,,,,,,,,,,
PP_1893,,,,,,,,,,,,,1.2425141292485427,2.705053101967203,,,,,,,,,,,1.312370992167836,2.42872269071026,,
PP_1971,,,,,,,,,,,,,1.0359948989111993,2.6608850841983545,,,,,1.697328874525736,1.9760543588641706,,,,,,,,
PP_1980,,,,,,,,,,,,,1.6747058951096663,1.6863087477315903,,,,,,,,,,,,,,
PP_2084,,,,,,,,,,,,,1.1330268557458887,1.931878899213231,,,,,,,,,,,,,,
PP_2094,,,,,,,,,,,,,1.4399026923906373,4.94022403244557,1.5138357292422562,3.8946703239441156,1.7713698995984646,1.6553956843079634,,,,,,,1.4602862645223533,1.6473711733784118,1.0272861605332613,1.9915646138205716
PP_2168,,,,,,,,,,,,,1.1501206308457528,1.5635521818113178,,,,,,,,,,,,,,
PP_2238,,,,,,,,,,,,,-1.0699239793063522,2.377669932966621,,,,,,,,,,,,,,
PP_2381,,,,,,,,,,,,,4.22580287812538,1.9202658807346564,,,,,,,,,,,5.444993392902839,2.6347919915204634,,
PP_2453,,,,,,,,,,,,,2.0784673485459213,1.9471617644228303,,,,,,,,,,,,,,
PP_2844,,,,,,,,,,,,,1.8653665792053644,2.668820384336091,,,,,,,,,,,,,,
PP_2845,,,,,,,,,,,,,1.0121906330756718,1.3337930423188118,,,,,,,,,,,,,,
PP_2867,,,,,,,,,,,,,1.1745402296506793,4.125140328128815,,,,,,,,,,,1.5917674935171466,5.54458930594696,,
PP_2876,,,,,,,,,,,,,2.696643872811408,2.1731981162047376,,,,,,,,,,,,,,
PP_2936,,,,,,,,,,,,,-1.47806167882909,4.647674088452864,,,,,,,,,,,,,-1.153781472820054,1.495214232643662
PP_3019,,,,,,,,,,,,,-1.3052989672353226,5.737231601533219,-1.0097287511740873,4.351510763676103,-1.2298340278603035,6.183387476333884,,,-1.4925355458165364,10.23079302233164,-1.2130953053741667,2.554454041799034,,,-1.2051875834245855,2.4687584562913534
PP_3127,,,,,,,,,,,,,1.6987677441987898,1.3698348257401165,1.1150632303214096,2.0366345495812803,,,,,,,,,1.4270559697921907,2.0535686763438603,,
PP_3416,,,,,,,,,,,,,-1.2568177496932138,6.556196224181489,,,,,,,,,,,,,,
PP_3492,,,,,,,,,,,,,-1.1853764811423455,2.3182023068251487,,,,,,,,,,,,,,
PP_3706,,,,,,,,,,,,,1.4949441986544314,1.7757346194697963,1.0570336963453693,2.0534888359039165,,,,,,,,,,,,
PP_3761,,,,,,,,,,,,,1.5342942439091005,2.6482453448137835,1.0780563571504465,1.8773487665491109,1.7975208156815687,2.0503065875955264,,,,,,,,,,
PP_3832,,,,,,,,,,,,,1.0774458868459302,2.013817909844423,1.0728083773841326,1.7642212175538805,,,,,,,,,,,,
PP_3924,,,,,,,,,,,,,2.0952045660138174,2.317390552056842,,,,,,,,,1.5181691347856932,2.463869824304241,,,,
PP_3957,,,,,,,,,,,,,1.1726349585020386,2.5378736983019,,,,,,,,,,,1.1987111611942898,1.4891619317593927,,
PP_4010,,,,,,,,,,,,,1.7092304573045791,3.3104045655060235,,,,,,,,,,,,,,
PP_4138,,,,,,,,,,,,,1.0852297307755738,1.9352923549953434,1.2405036238578049,2.0611141186390514,,,,,,,,,1.0255167025913388,2.228318915132109,,
PP_4248,,,,,,,,,,,,,1.2933224559855268,3.6840624364516303,,,,,,,,,,,,,,
PP_4253,,,,,,,,,,,,,3.8597515327346525,1.32604307796076,,,,,,,,,,,3.8473454695739084,1.4095358823622253,,
PP_4470,,,,,,,,,,,,,1.0352549009971488,1.4833681986635647,,,,,,,,,,,,,,
PP_4633,,,,,,,,,,,,,1.1109577822157601,3.131941028341923,,,,,,,,,,,,,,
PP_4641,,,,,,,,,,,,,1.08908488080943,2.077497848981603,1.1554131047544551,2.244144811113286,,,,,,,,,1.175193052481349,2.4585700171601927,,
PP_4845,,,,,,,,,,,,,1.319750784756363,1.7242172262241682,,,,,,,,,,,,,,
PP_4908,,,,,,,,,,,,,1.0407267725974352,1.6199622879741915,1.010823880288931,2.3631602069798703,1.2625389624487113,2.0954560265846722,,,,,,,,,,
PP_4969,,,,,,,,,,,,,1.9393263076847653,1.5285244099726911,,,,,,,,,,,,,,
PP_4980,,,,,,,,,,,,,-1.1937672442852243,5.573213650919902,,,,,,,,,,,,,,
PP_4984,,,,,,,,,,,,,1.104911926747746,2.6585348662135107,,,,,,,,,,,,,,
PP_4989,,,,,,,,,,,,,1.5180088808614505,1.5111632978342227,1.8501480071415977,1.5176897826482554,2.181509167753354,3.3309614382270034,,,,,,,,,,
PP_5075,,,,,,,,,,,,,-1.147700495843279,4.900103138810121,,,,,,,,,,,,,,
PP_5181,,,,,,,,,,,,,1.298454357072223,4.631809768820596,,,,,,,,,,,1.3511265658926097,2.1852981626681554,,
PP_5183,,,,,,,,,,,,,-1.0593068111695716,1.9933488812705566,,,,,,,,,,,,,,
PP_5265,,,,,,,,,,,,,-1.0096740568853086,2.217980562327808,,,,,,,,,,,,,,
PP_5392,,,,,,,,,,,,,1.2048900906202167,4.270128875518137,,,,,,,,,,,1.4534895210738392,6.491270969282925,,
b4055 JW4015,,,,,,,,,,,,,1.5518670267779104,2.0954211430831777,,,,,,,,,,,1.460152586776877,1.4767205591890675,,
PP_0599,,,,,,,,,,,,,,,1.4944870651793822,2.029096325664871,,,,,,,,,,,,
PP_1021,,,,,,,,,,,,,,,1.8540478198739974,2.0456481530863515,,,,,,,,,1.159603462863212,1.5223317389691635,,
PP_1319,,,,,,,,,,,,,,,-1.4610120492936711,2.645574594415603,,,,,,,,,1.3260823304050648,2.6236778784091603,,
PP_1730,,,,,,,,,,,,,,,-1.0594228017789549,2.701084803360591,,,-1.2141805662488496,3.0789874215864863,,,,,,,,
PP_2310,,,,,,,,,,,,,,,1.1162913027601375,1.5359601355498032,,,,,,,,,,,,
PP_3380,,,,,,,,,,,,,,,-1.211333294644445,4.144984991701097,,,,,,,,,,,,
PP_4339,,,,,,,,,,,,,,,-1.0640537606377423,2.997278139349086,-1.1676453257990522,1.6761461587649724,,,,,,,-1.147959883324203,2.1971475570269114,,
PP_4570,,,,,,,,,,,,,,,1.1083418376033416,1.4185849302990006,,,,,,,,,,,,
PP_4643,,,,,,,,,,,,,,,3.247177660610532,2.4469142722341766,,,,,,,,,,,,
PP_4856,,,,,,,,,,,,,,,1.3188562625877824,3.974633782669404,,,,,,,1.7028073028754458,11.161892823102237,,,1.6576051899592763,2.0635283086626224
PP_5063,,,,,,,,,,,,,,,1.105946047069186,2.40442254215316,1.5518814963669403,6.0835151569747685,,,,,,,1.7065587160448568,14.381488335033074,,
PP_5232,,,,,,,,,,,,,,,1.05808252919682,1.4315708396154139,,,,,,,,,,,,
PP_5234,,,,,,,,,,,,,,,2.0052552749511694,1.8416943883117631,,,,,-1.3977870102553585,7.640565682739552,-1.4088590404019385,7.804788629552881,,,,
PP_0017,,,,,,,,,,,,,,,,,-1.0417238166515568,3.6295603855571317,,,,,,,,,,
PP_0070,,,,,,,,,,,,,,,,,1.2258821514406655,3.3347464051047893,,,,,,,,,,
PP_0073,,,,,,,,,,,,,,,,,-1.0871213376871696,1.302976330398861,,,,,,,,,,
PP_0333,,,,,,,,,,,,,,,,,2.5491754290846202,2.1639805082164663,,,,,,,1.855071986801051,9.422526270605147,1.4257513752849669,2.1966373777985337
PP_0542,,,,,,,,,,,,,,,,,1.347599334876241,1.9092154276899511,,,,,,,1.4521980892211255,3.592232046790263,,
PP_0626,,,,,,,,,,,,,,,,,2.0696028405735905,1.5587325508505487,,,1.8195074469977668,1.4455266593315754,,,,,,
PP_0824,,,,,,,,,,,,,,,,,1.3438291674318155,2.0868001701813412,,,,,,,1.4799208382450777,1.987660972119129,,
PP_0951,,,,,,,,,,,,,,,,,1.1248081574160653,2.6646056698525853,,,,,,,1.0247633318671288,2.3431910776410696,,
PP_0954,,,,,,,,,,,,,,,,,1.0345481631839841,3.4386864465190543,,,,,,,,,,
PP_0999,,,,,,,,,,,,,,,,,-1.3300970892321913,6.557981587545657,,,-1.1598497983334324,7.837870918626216,-1.0534311328577397,4.463616175938224,,,,
PP_1000,,,,,,,,,,,,,,,,,-1.877184226890516,4.923679376190673,,,,,-1.1530570832327325,1.8006942086328392,1.1143840095332609,2.048138988091282,,
PP_1009,,,,,,,,,,,,,,,,,-1.078029827037811,8.55986812772411,,,,,,,,,,
PP_1111,,,,,,,,,,,,,,,,,1.2121503616746507,2.0720830248409134,,,,,,,,,,
PP_1121,,,,,,,,,,,,,,,,,-1.1120804379127527,1.6176086422029916,,,,,,,1.1534147990009975,1.9099225890933196,,
PP_1185,,,,,,,,,,,,,,,,,-2.0766198605408883,4.398407599248305,,,-1.347202699754113,4.880249127940982,-1.2204122291850767,2.979364182697969,,,,
PP_1300,,,,,,,,,,,,,,,,,1.0031431952999623,1.7308303031429586,,,,,,,,,,
PP_1302,,,,,,,,,,,,,,,,,1.0327615750199963,2.181478440758815,,,,,,,1.1777425717212073,7.060484240396087,,
PP_1386,,,,,,,,,,,,,,,,,1.0481558146140404,1.4159565322560146,,,,,,,1.3180118056035663,3.0426917642920026,,
PP_1478,,,,,,,,,,,,,,,,,-1.5460366742952723,6.422710880646634,,,-1.1464490406832808,5.355521976026222,,,,,,
PP_1549,,,,,,,,,,,,,,,,,1.639246911347045,18.880385961102395,,,,,,,,,,
PP_1646,,,,,,,,,,,,,,,,,1.3356326886886145,1.943864532481486,,,,,,,1.0757331432938044,2.3440765378020596,,
PP_1968,,,,,,,,,,,,,,,,,1.1282809948547117,1.416661827627596,,,,,,,,,,
PP_2008,,,,,,,,,,,,,,,,,2.152229391299686,1.8962954974522381,,,,,,,,,,
PP_2098,,,,,,,,,,,,,,,,,1.1096071947373747,1.9782283944304697,,,,,,,1.4108914225749178,2.267159305574187,,
PP_2151,,,,,,,,,,,,,,,,,1.3941581461812598,1.5952741784319406,,,,,,,,,,
PP_2336,,,,,,,,,,,,,,,,,-1.1242985270063257,3.0173821481971084,,,-1.0825741111851321,6.985159872435287,,,,,,
PP_2376,,,,,,,,,,,,,,,,,1.7761163924624959,1.9126197847368873,,,,,,,1.5475607587653104,2.5045168798429533,,
PP_2550,,,,,,,,,,,,,,,,,1.0526123100128144,1.5764284065791734,,,,,,,,,,
PP_3384,,,,,,,,,,,,,,,,,-1.1007551896431493,1.567385949050805,,,,,,,,,,
PP_3433,,,,,,,,,,,,,,,,,-1.3966522565875394,6.739864717830491,,,-1.416241549640754,3.4474469493056024,-1.2675542410455902,6.552511399270923,,,,
PP_3455,,,,,,,,,,,,,,,,,7.252921018399623,2.082969940272855,,,,,,,6.89524182848626,3.11320249897056,,
PP_3456,,,,,,,,,,,,,,,,,5.884112161225884,1.816884609110913,,,,,,,5.87871084499648,2.0658810456266266,,
PP_3668,,,,,,,,,,,,,,,,,-1.7923422329712095,4.286436533757847,,,,,,,,,,
PP_3693,,,,,,,,,,,,,,,,,-2.1535140886699,2.7588958609142935,,,,,,,,,,
PP_3946,,,,,,,,,,,,,,,,,2.003445128436936,1.436554208280634,,,,,,,,,,
PP_4004,,,,,,,,,,,,,,,,,1.052122515570474,1.603429193853901,,,,,,,,,,
PP_4015,,,,,,,,,,,,,,,,,1.0015879865107686,3.4610536373222396,,,,,,,,,,
PP_4124,,,,,,,,,,,,,,,,,-1.0790714704757685,1.8426930678379339,,,,,,,,,,
PP_4287,,,,,,,,,,,,,,,,,1.2839303984981214,3.6860617507198703,,,,,,,,,,
PP_4293,,,,,,,,,,,,,,,,,1.2824102491691134,2.669062959324085,,,,,,,,,,
PP_4323,,,,,,,,,,,,,,,,,1.5377895629509009,2.0976407445883734,,,,,,,,,,
PP_4499,,,,,,,,,,,,,,,,,1.0720825823393612,1.338883998248567,,,,,,,1.4923279478326792,7.398990627729343,,
PP_4648,,,,,,,,,,,,,,,,,1.5031019905680796,3.170444427445013,,,,,,,,,,
PP_4678,,,,,,,,,,,,,,,,,-1.2478651586184495,3.584588190128411,,,,,,,,,,
PP_4799,,,,,,,,,,,,,,,,,1.7279141140899523,1.3280921745095022,,,,,,,,,1.1933196828535766,1.3942197685257884
PP_4888,,,,,,,,,,,,,,,,,1.0794603851678566,1.4267121566709766,,,,,,,,,,
PP_4939,,,,,,,,,,,,,,,,,1.3355084736298926,3.204679952280002,,,,,,,,,,
PP_5201,,,,,,,,,,,,,,,,,-1.196407514445369,2.546003730576052,,,,,,,,,,
PP_5281,,,,,,,,,,,,,,,,,-2.0155716690396264,4.498616956435296,,,,,,,,,,
PP_0368,,,,,,,,,,,,,,,,,,,2.165957262155665,2.8826477800730066,,,,,,,,
PP_0657,,,,,,,,,,,,,,,,,,,1.0250200554319748,2.1499057718606998,,,,,,,,
PP_1607,,,,,,,,,,,,,,,,,,,-1.0236801916142153,1.3674819393045488,,,,,,,,
PP_1996,,,,,,,,,,,,,,,,,,,-1.4352873601452973,1.9076346980568237,,,,,,,,
PP_2215,,,,,,,,,,,,,,,,,,,-1.0703776554619444,1.6612645897412233,,,,,,,,
PP_4376,,,,,,,,,,,,,,,,,,,-1.100409293031535,3.0596052131599327,,,,,,,,
PP_0541,,,,,,,,,,,,,,,,,,,,,-1.2734204164592478,7.412480395193565,,,,,,
PP_1210,,,,,,,,,,,,,,,,,,,,,-1.1324061405501469,5.953893314194852,,,,,,
PP_1314,,,,,,,,,,,,,,,,,,,,,-1.2025952219668625,1.5439578489904577,-1.2485394298766808,1.3052272310755162,,,,
PP_1502,,,,,,,,,,,,,,,,,,,,,-2.0980281468386877,7.000389862932071,,,,,1.0586527106678016,7.193814210106718
PP_2320,,,,,,,,,,,,,,,,,,,,,-1.3620634581118678,3.108579602123655,,,,,,
PP_2679,,,,,,,,,,,,,,,,,,,,,5.0316177036547405,2.915808576168372,,,,,,
PP_3699,,,,,,,,,,,,,,,,,,,,,2.8985954569967087,4.701934089731972,,,,,,
PP_4255,,,,,,,,,,,,,,,,,,,,,1.0081473315474438,3.3728459353033458,,,,,,
PP_4711,,,,,,,,,,,,,,,,,,,,,-1.2303011828543644,9.37130320639699,-1.2595790168766443,9.289867077440437,-1.6561195124674175,2.945782250941215,-1.1278275676401748,6.813337544720516
PP_4720,,,,,,,,,,,,,,,,,,,,,-1.1538016813120757,6.653789069430494,,,-1.2515971519991944,4.5827072558376045,-1.0622348333037281,3.6378174794916984
PP_4912,,,,,,,,,,,,,,,,,,,,,-1.192344823725941,3.3356237578583525,,,,,,
