Protein,Spearman_Correlation,Average_Abundance_Control
Algc,0.09442097703125478,0.015441826000000002
Dut,0.010679175169381095,0.019232497944444437
Coabc,-0.07917396745932415,0.02687304738888889
Pp_5283,0.36450333145060465,0.019454974666666673
Rpmb,-0.4609138696097394,0.22600868344444439
Rpmg,-0.027959949937421777,0.07966209927777779
Pp_5278,0.23464648993059503,0.02648272422222223
Pp_5274,-0.1315087211638936,0.006129966125
Pp_5273,0.19079950108242177,0.008963970277777776
Lrp,0.14827252296458426,0.007851022176470587
Dada2,0.3577316632824035,0.007292040277777779
Dadx,0.335685459214871,0.004138176461538462
Pp_5267,0.14340785181393814,0.0030367126666666663
Xpt,-0.11994038002048014,0.03400009716666665
Rep,-0.03333333333333334,0.0017573079999999995
Pp_5260,0.01903701329385601,0.010035079
Pp_5258,0.05613370408426629,0.007953938411764708
Pp_5252,0.4044444444444444,
Pp_5249,0.2823529411764706,0.0022446985714285714
Pp_5235,0.16871423055577145,0.008905498277777776
Pp_5234,0.002806462623734213,0.08378524455555553
Amtb,0.08812447377403572,0.02648449044444444
Pp_5232,0.11599314391192563,0.006008840499999999
Pp_5231,0.33653287869982623,0.01590155905555556
Pp_5229,0.2763063635114955,0.011508779555555557
Dapf,0.284033223347366,0.015777145944444446
Lysa-2,0.16852952554329276,0.03409905305555556
Cyay,-0.03350383631713555,0.013523312857142858
Rnk,0.25742953229617754,0.009470459277777782
Elbb,-0.0346849470929571,0.025755500388888897
Ppk,0.20138263738764364,0.031982456166666666
Ppx,0.11403836966610723,0.026008440222222234
Trx-2,0.502075321424508,0.12716141638888892
Rho,-0.02401820457389919,0.13091633916666667
Ubid,-0.2422751166230515,0.01720604183333333
Pp_5212,0.14277016358484446,0.007724013647058824
Pp_5207,0.46011648223645885,0.002221852499999999
Pp_5206,0.3377283063579618,0.01561283
Pp_5205,0.26153846153846155,0.003029211
Pp_5203,0.09939088061260004,0.002506029444444444
Pp_5202,0.02635420759951893,0.002800156466666667
Pp_5201,0.3110377198893206,0.04561403716666668
Pepp,0.20577649864143918,0.024417103166666673
Ubih,0.14761682798901457,0.005581866499999999
Ubif,0.1146940963524518,0.008471444388888886
Pp_5196,0.2083310369349749,0.001932847
Gcvt,0.2906451566655768,0.010329848111111109
Gcvh2,0.1542063943565821,0.045990143777777784
Gcvp2,0.39499069552301236,0.00919397611111111
Pp_5187,0.37547798384344067,0.03404109661111109
Arge,0.24525629712560174,0.007661912055555556
Pp_5184,0.2743672772784162,0.024722049222222212
Pp_5183,-0.052998748435544425,0.04831044894444444
Pp_5182,-0.02267199984708172,0.01752907816666666
Potf-2,0.0035221299351462054,0.09245305083333329
Potf-1,0.11938946410285582,0.03778824294444447
Potg,0.04179360564341791,0.02690333455555556
Pp_5175,0.021765177602717112,0.001284146
Pp_5174,0.014015572858731925,
Cysp,0.1406300966461137,0.00493708970588235
Cysa,0.23654919388056478,0.013705184000000004
Pp_5165,-0.14785709409489134,0.011855873722222224
Pp_5160,0.08966537112522513,0.003973445066666667
Pp_5157,-0.06945891539180155,0.0016269644
Pp_5156,0.28183684150642846,0.03776413361111111
Sera,0.16562316532028673,0.1447281695
Pp_5154,0.33376695699641884,0.008427269222222223
Pp_5153,0.2743943565820912,0.021096033611111106
Pp_5152,-0.10567327409432671,
Rpia,0.16359085220161565,0.030733316222222227
Ilva-2,0.08216907498008874,0.017988170666666674
Pp_5147,0.19651100111197012,0.003110516764705882
Rpph,0.11132621858609584,0.0015794769999999997
Ptsp,0.2972542902610716,0.033161746000000006
Pp_5144,0.22695844279914018,0.0025704054545454547
Thya,0.23514398359880148,0.010447549333333328
Cada-2,0.01663036263520525,0.0029819877647058817
Pp_5133,0.36408467716239035,0.0028855233750000003
Fola,0.15269818874659336,0.003404295375
Ilvd,-0.27317510524519284,0.08809252655555556
Pp_5127,0.11676997578020618,0.026838385944444453
Pp_5126,0.20882503800292398,0.006139225722222222
Mutm,0.22183719846994232,0.006851809
Coad,0.06299965866423939,0.05310198338888888
Pp_5120,0.37598231428533185,0.0048237958823529395
Pp_5118,0.3983572647627716,0.05103405694444444
Pp_5114,0.008707719927967003,0.009643254777777773
Pp_5113,0.03666030306645986,0.002557546571428571
Pp_5112,0.31249493685288426,0.012314765277777773
Ftsy,-0.02160336784617135,0.03340093255555556
Ftse,0.35933743116643957,0.013168182055555554
Ftsx,0.29095255432927525,0.0071758647222222235
Thig,-0.16861190124018657,0.03477574927777777
Trmb,-0.021198216143045238,0.01880732788888888
Pp_5101,-0.03244514106583073,0.0015287823333333336
Pp_5100,0.06981043913485384,0.0091729175
Pp_5099,0.1745879571416837,0.004572069466666666
Metw,0.06713250310335162,0.007428661166666667
Metx,0.0099062092299752,0.012750570166666664
Proc-2,0.3260234383888952,0.03765719088888889
Pp_5094,0.04681284440725888,0.005054971461538462
Pp_5090,-0.04578503147985203,0.006244428666666667
Args,0.4434734326999658,0.07773733911111111
Pria,-0.08276797829036636,0.0018167555000000004
Maeb,-0.08503265445443169,0.27782863072222225
Pp_5084,0.15214904994879963,0.01431482127777778
Arok,-0.0924345688030314,0.003595725000000001
Arob,0.185335077938332,0.03426444994444443
Pp_5077,0.3077030378882694,0.03401968794444443
Gltb,-0.456917738081693,0.0827765628333333
Gltd,0.10107898094650974,0.05165131455555555
Heme,0.2225395380589373,0.028099871222222236
Pp_5070,0.06977813447961585,0.0013461740000000001
Trxc,0.27300371852304206,0.006661361222222218
Pp_5068,0.32191823861916524,0.0054968065000000005
Pp_5067,0.21203747400066422,0.0021540893888888895
Nhap2,-0.02295726449157675,0.003243802
Beta,0.44818705199681413,0.01706541349999999
Betb,0.38474099446477616,0.010642404166666666
Pp_5058,0.11937467288656273,0.03531726199999999
Pp_5057,0.05645843604483285,0.011087093100000004
Gpmi,-0.07101126408010013,0.046921243222222235
Pp_5055,-0.07628535669586985,0.031352496388888894
Secb,-0.11493434975537603,0.11375760622222227
Ntrc,0.02744476049607464,0.05224786699999999
Ntrb,-0.011836504136141419,0.031826887444444445
Glna,-0.08133803618159062,0.463986255611111
Thii,-0.10698843063636276,0.01056432627777778
Pp_5044,-0.11832040050062577,0.18237669494444447
Glgp,0.24485508590234112,0.03779553605555554
Fbp,0.07475594493116394,0.0712557242777778
Pp_5039,0.32139410187667566,0.011027731000000002
Hutc,0.02626336031160335,0.006572146055555557
Huth,0.05638603204974885,0.002353276125
Pip,0.43738354761633863,0.022154706388888883
Opgg,0.07119035157583342,0.03477068966666667
Opgh,0.04252998065764023,0.009497486722222219
Pp_5024,-0.047816588917965634,0.03126343016666667
Pp_5023,0.15131660074785433,0.006932469888888889
Pp_5022,0.13362842166569594,0.0034292840000000003
Pp_5020,0.03059963066779942,0.01172311555555555
Pp_5019,0.12352630565064492,0.0029059008235294112
Hise,0.24228163275061512,0.002796220944444446
Hisi,0.22453111844350893,0.02108139377777778
Pp_5012,0.07805590971977322,0.0020633361999999995
Ubie,-0.034698145409034015,0.03042923738888888
Pp_5008,-0.04161661123686441,0.010592872428571426
Pp_5007,0.10800477870064852,0.03352395594444444
Pp_5002,0.1991656484729267,0.0037882841875
Hslu,0.21142996927978153,0.15209160777777778
Hslv,0.15632097030866943,0.07236457072222226
Pyrc,0.2528669442984293,0.045873394972222224
Pyrb,0.0050626920013653424,0.04667808622222223
Pyrr,0.0112090112640801,0.03481680899999998
Pp_4994,0.06329324530919889,0.002417546076923077
Gshb,0.2067083854818523,0.031963235944444446
Pilg,0.36763704460333674,0.00401017725
Pilh,0.22022346114461258,0.01836857361111112
Pilj,0.4660836208874708,0.004894402538461538
Pp_4988,0.2726277749096541,0.004141700588235295
Pp_4987,0.17231909050265057,0.0069452408666666665
Pp_4985,0.02964877826881266,0.0023471999333333333
Bioa,0.14243725117254458,0.006427518333333333
Pp_4983,-0.1705645337638309,0.0030506352352941183
Pp_4981,0.1412593013994766,0.02713917011111112
Rhle,0.10462350665604733,0.0608460056111111
Metf,0.11657735559197957,0.014961007277777777
Pp_4975,0.48597677948805434,0.05126917744444446
Pp_4971,0.28722058703849385,
Pp_4969,0.33311373498634084,0.010193616611111114
Metk,0.13763977699396973,0.06279425444444445
Tkta,-0.06288337694845829,0.09541459533333331
Epd,-0.13472630039810418,0.005221279999999999
Pgk,-0.19124587552622596,0.10385325388888891
Fda,-0.29750073956081463,0.1555276422777777
Pp_4959,0.13286999375325514,0.004633264428571429
Pp_4954,0.3151143995446784,0.0035245407333333333
Pp_4953,0.22383498854087086,
Dbpa,0.12684079081303495,0.01409721288888889
Pp_4950,0.09702947951723204,0.014922012666666668
Pp_4949,0.0013020747039494374,0.004329210764705885
Puta,0.29247582205029016,0.02566724383333334
Putp,0.5318627450980393,0.0027218040000000004
Rlmj,0.21693069285137276,0.006198551055555558
Pp_4944,0.1358148710746802,0.03062689972222223
Pp_4943,0.1019081937360628,0.0056470386111111106
Pp_4942,0.17668630040584965,0.003813301928571429
Pp_4941,0.19700632690763392,0.0018771860000000005
Pp_4940,0.09786334584849962,0.011405875500000004
Pp_4939,-0.13831360123869194,0.010719751333333333
Pp_4938,0.2376107560061715,0.004933608833333335
Pp_4937,0.2799513569235451,0.015378937666666667
Msba,0.16300302504623593,0.010592266833333332
Hlde,0.3132445101831835,0.031551772000000006
Pp_4932,0.340009447331129,0.0035798586666666663
Pp_4931,0.42553827185273335,0.02336259600000001
Kdta,0.2874548375762095,0.0070965712777777785
Pp_4923,0.07862173167104594,0.005819272
Thic,-0.07056047331892137,0.05989181244444447
Pp_4919,0.2499749316685805,0.028494516611111118
Pp_4916,0.17844572082800805,0.003690279
Pare,0.29176265786778927,0.016256539611111117
Parc,0.21437487776444664,0.02410975888888888
Pp_4911,-0.06197866191753366,0.015470463000000002
Pp_4910,0.11000115854245568,0.013636633333333335
Serb,0.1488148822391626,0.05391908338888888
Psd,0.1857361426949182,0.007637597555555553
Rhda-2,0.21781812447133378,0.02573188638888888
Pp_4906,0.39730352677939595,0.0029844008823529406
Pp_4905,0.3336912751677852,0.011078913166666668
Pp_4904,0.15315847975616692,0.008798072277777775
Rsga,0.07420662569731085,0.009563793277777776
Orn,0.2936516133331113,0.010347175722222225
Nnrd,-0.2670807453416149,0.0020973926666666668
Pp_4898,0.3279478894072136,0.031270642944444454
Pp_4897,-0.037775185050590056,
Mutl,-0.021321112515802775,0.0025735413333333335
Miaa,0.37134983037420566,0.008315007777777779
Hfq,0.321328933894641,0.1438396804444445
Hflx,0.14518875867561726,0.0329368238888889
Hflk,0.06969439071566731,0.058109717944444444
Hflc,0.19724587552622594,0.07193689872222223
Hisz,-0.1464079941506215,0.06878256455555551
Pura,0.3156611673683013,0.23445634188888884
Pp_4888,-0.04060120194700403,0.013262285833333332
Pp_4881,0.23865490954602345,0.0282833138888889
Vacb,0.2597949709864603,0.04770229755555554
Rlmb,0.009970190010240071,0.02322543716666667
Rpsf,-0.45498054386164516,0.3834928986111109
Rpsr,-0.3049363977699397,0.3573739659444444
Rpli,-0.4767930367504835,0.39312876833333327
Dnab,0.18562887132797223,0.008600331222222219
Pp_4871,0.09180337941628264,0.0049368070000000005
Pp_4870,-0.15334782114006143,0.036583012944444444
Nade,0.41424121060416425,0.09907125927777778
Pncb,0.1808637190953505,0.005877682166666667
Pp_4867,0.07013471384685402,0.1071360581111111
Pp_4864,-0.20539583336513695,0.002018968666666667
Pp_4863,-0.3972544038199599,0.0038664019999999997
Pp_4862,0.44031976602485995,0.02672252511111112
Pp_4860,-0.12620967741935485,0.0019333259999999995
Pp_4857,-0.09458785256870261,0.0054066064
Pp_4856,-0.09029475336896177,0.008899157277777783
Pp_4849,-0.002541047161726498,0.004316226
Cbpa,0.3665545782439933,0.025273608611111116
Pp_4846,0.3565897724885956,0.007469066647058824
Pp_4845,-0.151121023862478,0.005143266277777776
Pp_4844,0.033816476181081086,0.0032269331818181816
Pp_4842,-0.1784701738939027,0.0027032995714285713
Pp_4841,-0.2109231994538628,0.04336422477777778
Oprc,0.2,
Pp_4836,0.0824062801729566,0.001988144333333334
Pp_4834,0.16489890118769335,0.005210763363636363
Cobh,0.08540174845143435,0.0035967340000000003
Cobi,0.02329749536827917,0.006167269529411765
Cobj,-0.1591074876635915,0.004040978999999999
Pp_4824,0.2570152982429689,0.002276040857142857
Purd,-0.12369666628740472,0.04269569377777777
Purh,-0.3354124473774036,0.06630267633333332
Pp_4819,0.3276797403272145,0.009356074833333332
Prma,0.40795858459437934,0.014041591666666669
Pp_4817,0.4598373028383634,0.010529673529411771
Pp_4814,0.30769230769230765,0.004598232
Proa,0.31913741968585085,0.029184503944444454
Nadd,0.1740395675178284,0.005064942000000001
Rsfs,0.13769848674479462,0.05141309716666668
Rlmh,0.19667485798872658,0.004241891529411765
Mltb,0.03317888786438209,0.004967089714285714
Daca,0.3213730799863465,0.08164818411111109
Pp_4802,0.3957016243494717,0.04942053944444444
Lipb,0.4726957319608321,0.01629066144444444
Lipa,0.11538311995526948,0.015481142944444451
Pp_4799,0.0008578342529021256,0.006335762888888887
Pp_4798,0.15877870064853794,0.032938441333333325
Hola,0.11968619370699742,0.0038202546999999984
Lpte,0.16252565707133917,0.08257774172222218
Leus,-0.3443870747525316,0.09107514099999997
Lnt,0.23813694889794618,0.019006859277777777
Pp_4789,0.11544703606781204,0.026418961999999997
Ybey,0.09837454133946023,0.011846470875
Pp_4787,-0.4175043804755945,0.031812452666666664
Pp_4785,0.34146355331488565,0.004631952411764704
Heml,0.4125591079758789,0.0363900771111111
Thie,0.06029320688894602,0.012242385055555558
Thid,0.16900375469336668,0.02724540350000001
Pp_4780,0.1313497822931785,0.0034166160000000004
Amn,0.07057958812151552,0.033698899944444444
Pp_4776,0.24744216157738316,0.020285423666666667
Pp_4775,-0.34093985517954783,0.004842714555555558
Hrpb,0.12857417445123592,0.0017514035555555552
Pp_4770,0.04843190351575833,0.02327901522222222
Pp_4769,0.36219114306281375,0.0048586471875000006
Pp_4766,0.11926132634935054,0.012139078888888884
Tesb,0.21760031129513993,0.009016849176470587
Pp_4760,0.3401015612679389,0.011989615611111107
Pp_4748,0.24922649544214517,0.003326747000000001
Hsds,0.02906991952579197,0.004782729722222225
Hsdm,-0.010707930367504835,0.020284574666666663
Hsdr,0.28127379033640815,0.0062973263750000005
Pp_4738,-0.016871340429622638,0.008352309222222227
Smpb,0.18567154438259256,0.020944470277777773
Omla,-0.24889851041562128,0.02347330394444445
Fur,0.38150483558994197,0.10767621555555554
Recn,0.13719588777014127,0.012411791666666668
Grpe,0.19768983957219252,0.18375743827777777
Dnak,0.34755148481055864,1.094668815888889
Dnaj,0.1483540789623393,0.07949545522222223
Dapb,0.030299465240641713,0.09914076449999999
Cara,-0.16838297872340424,0.06400080455555557
Carb,-0.1808867903060644,0.10184693961111109
Grea,0.34513255205370347,0.03237201033333333
Pp_4720,0.28225713960632604,0.03180421405555555
Rlme,0.11637664325979756,0.00990043055555555
Ftsh,0.07964754627173805,0.02554605083333334
Folp,0.241599075215194,0.023705084611111114
Glmm,0.1692461030833997,0.0490766291111111
Tpia,-0.1344118784844692,0.03282346533333332
Rimp,0.02515607360930425,0.014006489666666662
Nusa,0.023300489247923536,0.11529347166666666
Infb,-0.3536017749459551,0.1513575669444444
Rbfa,0.09226391019483593,0.03963490733333333
Rpso,-0.24388313104373854,0.12546346072222225
Pnp,0.2989216065536466,0.30777195061111096
Pp_4707,0.015693817458881366,0.013943974944444442
Pp_4704,0.40864916632019616,0.010796005777777775
Acsa2,-0.24009626064420583,0.010158752999999998
Pgi2,0.04228074319004881,0.02686941907142857
Panc,0.48204908609878705,0.014698033166666659
Panb,0.4516359656478106,0.009301180818181815
Pcnb,0.299202563805502,0.019526844111111104
Pp_4696,0.39294072135624075,0.031353608333333345
Pp_4695,0.1452452236180129,0.0017319026000000004
Dksa,0.38216816475139376,0.047495341111111096
Pp_4692,0.33181712380976075,0.009964766499999996
Pp_4689,0.24732723763410194,0.0037229711999999995
Pp_4684,0.4027031516668563,0.05765930133333332
Mrcb,0.10982702377886515,0.0071297862352941175
Pp_4682,0.36535442029809984,0.02087252583333334
Ilvb,0.20579702638093753,0.1309360949444445
Ilvn,0.11137239731482534,0.1140385831111111
Ilvc,0.0016975765160996698,0.7080887082777779
Yedy,0.7142857142857142,
Recc,0.222282980177717,0.0021837658
Recb,0.07172005547512753,0.0028606530000000003
Recd,0.17008032821986313,0.008818257214285714
Pp_4669,-0.02389955440802899,0.003100518333333334
Pp_4668,0.06250753816531004,0.004720683857142857
Mmsa-2,0.15692957105472752,0.1385263515555556
Mmsb,0.21728365184728538,0.08585209133333332
Pp_4662,0.10989010989010989,
Ggt-2,-0.19802160982713055,0.00238127325
Mcps,0.3472581636136079,0.058861000222222216
Pp_4657,0.36080601537602125,0.0053921044
Pcah,0.03571428571428572,
Pcag,0.5000000000000001,
Trma,0.08053657981567869,0.016812827055555563
Pp_4652,0.14985740212600465,0.0028810871428571433
Cioa,0.17517184900501684,0.0028022813571428576
Rlmg,0.05428548909460893,0.007392813611111111
Pp_4646,-0.02883276516060882,0.014540450529411764
Mscl,0.16070224143816134,0.012260778666666665
Rada,0.23477401293217795,0.0023630015555555547
Pp_4643,0.05517946059341958,0.004911713571428571
Pp_4642,0.4470966077026991,0.01546251288888889
Csta,-0.1306335191716919,0.014344200277777781
Pp_4639,0.2830545613636711,0.024797349000000007
Pp_4636,0.28681473712521083,0.006936230500000002
Fabv,0.11651291386960973,0.09290515344444444
Pp_4633,0.18995198543634087,0.013971266611111114
Pp_4632,0.3666964021059467,0.00969954216666667
Mioc,0.23392177853215237,0.012468330111111115
Hmga,0.018529943392754707,0.006584311428571431
Pp_4620,0.1309971809527897,0.03249185933333334
Pp_4619,0.09682060802970527,0.00967723972222222
Pp_4617,0.24408572978838852,
Pp_4616,-0.005247726624250685,0.008399411333333332
Pp_4602,0.017259541366177782,0.0082691172
Pp_4601,0.021908850113885825,0.0018454254999999999
Pp_4594,0.02391580519850247,0.00246342325
Pp_4593,0.29930651872399444,0.0024364255
Rnd,-0.057932083727417774,0.009299623277777773
Pp_4589,-0.16697644923574814,0.002451943166666666
Pp_4588,0.05193384825230201,0.027670217611111114
Pp_4586,-0.034810126582278486,0.0040039896666666675
Pp_4583,0.22396482720268526,0.010331389333333338
Pp_4577,0.2146980798227149,0.004862585111111111
Pp_4576,0.06333941754978616,0.0012242752500000002
Pp_4575,0.40875160875160876,0.0022946425
Pp_4573,0.09743699731903488,0.02210410816666667
Cysk,0.5272611218568666,0.06536272283333332
Pp_4570,0.3175046080327682,0.010926068611111114
Pp_4563,0.12066331804238212,0.01455805894444444
Pp_4562,0.13131883923698723,0.008350547888888888
Pp_4555,0.5106874868768578,0.009659996176470585
Pp_4554,0.4725130833607988,0.008293118277777777
Phaj1,-0.14888451473432698,0.0349614595
Fadd2,0.07574004942425996,0.0019934235
Fadd,-0.1077898755989624,0.02565799833333333
Hrpa,0.19139653969982712,0.023297712611111108
Pp_4545,-0.11527045170098987,0.03846954700000002
Pp_4543,0.022995752410974273,0.007394694285714287
Pp_4542,0.26149008885850994,0.0014207960000000002
Ppia,0.12015988301242994,0.006726452333333336
Pp_4539,0.10628650628650628,0.003411152625
Pp_4533,0.04921005451995295,0.003916827846153847
Pp_4532,0.1461287973603368,0.049854827833333316
Pp_4528,0.22078558306359902,0.00781920975
Pp_4521,0.3233604421701876,0.0036764942941176467
Tolc,0.14017072156671592,0.034158375499999984
Pp_4517,0.4810740698600523,0.057632402111111085
Recq,0.19626443152450504,0.003566943333333334
Pp_4515,0.1942714757082717,0.020223799499999993
Pp_4508,0.2744925424483435,0.0029191243333333322
Pp_4506,0.11219165316626287,0.03660241488888888
Pp_4504,-0.21720878509869335,0.004055170428571429
Pp_4503,-0.22504578754578752,0.007030793615384613
Pp_4499,0.10463738764364547,0.017879714777777778
Pp_4493,0.07281670269655251,0.01649839477777778
Phhb,-0.06914434340402566,0.012207552944444448
Pp_4488,0.2851548801870252,0.005402772
Acsa1,-0.4950517532180138,0.19683061416666667
Pp_4486,-0.25323017408123794,0.059453314444444454
Pp_4483,-0.032500867371077116,0.012484790833333337
Pp_4482,0.1214896214896215,0.004850365666666664
Aruf,0.36107315997466594,0.010523909000000001
Arug,0.01883012856980316,0.024903410888888897
Astd,0.2130581066938109,0.019637870611111108
Astb,0.10909644900415,0.011159329166666667
Pp_4476,0.016705010375126016,0.014700219388888892
Aste,0.4242149359865809,0.012035502555555551
Alas,0.10434361133234725,0.08508996911111112
Pp_4473,-0.09082443964045966,0.13698490455555565
Mgte,0.18928181789133008,0.006464268444444442
Algz,0.15378032947693374,0.007870467545454545
Pp_4460,0.3286282157053926,0.0029525704166666663
Pp_4448,0.18819510461423766,0.016362442166666675
Pp_4447,0.0658263305322129,
Pp_4429,0.10765735620443097,0.0015846175000000001
Pp_4428,0.21309604487599307,0.0020015217000000003
Lpdv,0.05379864081718699,0.007662888388888889
Bkdb,-0.015338029498870287,0.014534498722222223
Bkda2,0.16007309555479327,0.009453396277777781
Bkda1,0.10538597258881817,0.008624763388888892
Bkdr,0.044077592746450886,0.0012749400000000002
Pp_4399,0.2157258064516129,
Ycgr,0.09915121174195017,0.06189777961111113
Chev-3,0.16309510101354288,0.019934495611111113
Cher2,0.15859642735237228,0.010310885999999997
Flge,0.013991899694963327,0.0016192662000000003
Flgf,-0.033557199772339216,0.004159006999999999
Flgg,0.11930577558051589,0.0077476902500000005
Flgk,0.0755109593910854,0.0065915624
Flgl,0.07726395833264393,0.013316532599999998
Pp_4379,0.2396868813289339,0.030342357555555553
Flic,0.18533780862441687,0.2525503408888889
Pp_4377,-0.24767035879903912,0.007931042944444442
Flid,0.1182644621731136,0.02281121622222223
Flis,0.02784743804998869,0.005845366071428572
Fleq,0.3249602912731824,0.045775923611111116
Flif,0.1221254355400697,0.001163325
Flii,0.2963287149368467,0.0018681798181818183
Pp_4364,0.23557354834502028,0.011424161833333328
Pp_4363,-0.22782608695652176,0.007123346000000003
Pp_4362,0.25294594723534186,0.007301008500000001
Flim,0.05245795312746013,0.011779588611111115
Flin,-0.04538143881764834,0.025170876999999998
Pp_4345,-0.042493587252234746,0.005123688500000003
Flhf,0.16889445605263653,0.012008135166666668
Flen,0.19365914284967836,0.020594900388888882
Flia,0.1590714944907686,0.0033739721428571426
Chey,0.07207368326924797,0.033102557500000004
Chez,0.08619183069746272,0.023556608333333347
Chea,0.20274001592900215,0.027024652944444442
Cheb1,0.23288451473432698,0.031611111222222224
Mota,0.1804227766139783,0.008594498666666665
Motb,-0.11666666666666667,0.0013881380000000001
Pp_4334,0.3239811912225705,0.009859763846153849
Chew,0.312265104107407,0.06827537466666662
Pp_4331,0.0411782860670073,0.0014452177142857143
Ccme,-0.3500121119081082,0.003639026722222223
Ccmf,-0.29983698939183023,0.0049578016000000015
Dsbe,-0.29589194361067606,0.00657874970588235
