Name,MAE,MRAE(%),StdAE,MSE,$R^2$
Neural Regressor,13.423850745873564,9.253518618832212,15.066236914830181,407.19126362128185,0.9458889443128957
Random Forest Regressor,13.627494009183685,9.399289843996844,15.129813244416908,414.61984178127057,0.9449017713492218
Support Vector Regressor,66.18176562239057,33.159568010185275,56.777381154410676,7603.697111650269,-0.010444266847176031
Kernel Ridge Regressor,28.09259207725082,15.1078792932452,18.518937753064836,1132.1447851207058,0.8495509236403732
K-NN Regressor,28.149169172222223,17.55775178242033,24.320088947091456,1383.842451480826,0.8161031862807772
Gaussian Process Regressor,13.58094154051433,9.442170066434228,15.16977179293251,414.56394937651856,0.9449091988097207
Gradient Boosting Regressor,23.633786199188364,15.630339371288967,19.59283861656289,942.4351751636242,0.8747611582055087
TPOT Regressor,24.336130502755026,15.059802492336827,23.95104950345674,1165.9000201641588,0.8450652394758269
Ensemble Model,22.663156971799065,14.252176559357224,22.13189155013961,1003.4393075155457,0.8666544076493169
