Sample Group,Source Plate Type,Source Well,Source Plate Name,Destination Plate Name,Destination Well,Transfer Volume
AQ,384PP_AQ_SP2,A15,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A1,1100.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A1,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A1,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A1,2900.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A10,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A10,2000.0
AQ,384PP_AQ_SP2,A17,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A10,2000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A10,5000.0
AQ,384PP_AQ_SP2,A22,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A11,1000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A11,5000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A11,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A11,3000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A12,5000.0
AQ,384PP_AQ_SP2,A19,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A12,4000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A12,5000.0
AQ,384PP_AQ_SP2,A20,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A13,2300.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A13,5000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A13,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A13,1700.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A14,5000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A14,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A14,2000.0
AQ,384PP_AQ_SP2,A18,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A14,2000.0
AQ,384PP_AQ_SP2,A23,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A15,800.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A15,3200.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A15,5000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A15,5000.0
AQ,384PP_AQ_SP2,A3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A16,5000.0
AQ,384PP_AQ_SP2,A8,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A16,5000.0
AQ,384PP_AQ_SP2,A16,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A16,3200.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A16,800.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A17,5000.0
AQ,384PP_AQ_SP2,A24,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A17,900.0
AQ,384PP_AQ_SP2,A9,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A17,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A17,3100.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A18,2900.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A18,5000.0
AQ,384PP_AQ_SP2,A9,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A18,5000.0
AQ,384PP_AQ_SP2,B3,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A18,1100.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A19,5000.0
AQ,384PP_AQ_SP2,B4,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A19,1700.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A19,2300.0
AQ,384PP_AQ_SP2,A9,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A19,5000.0
AQ,384PP_AQ_SP2,A17,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A2,2000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A2,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A2,2000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A2,5000.0
AQ,384PP_AQ_SP2,B1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A20,4000.0
AQ,384PP_AQ_SP2,A4,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A20,5000.0
AQ,384PP_AQ_SP2,A9,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A20,5000.0
AQ,384PP_AQ_SP2,A6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A21,5000.0
AQ,384PP_AQ_SP2,A21,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A21,3500.0
AQ,384PP_AQ_SP2,A11,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A21,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A21,500.0
AQ,384PP_AQ_SP2,A11,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A22,5000.0
AQ,384PP_AQ_SP2,A6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A22,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A22,3200.0
AQ,384PP_AQ_SP2,A23,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A22,800.0
AQ,384PP_AQ_SP2,B7,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A23,3100.0
AQ,384PP_AQ_SP2,A6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A23,5000.0
AQ,384PP_AQ_SP2,A24,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A23,900.0
AQ,384PP_AQ_SP2,A11,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A23,5000.0
AQ,384PP_AQ_SP2,A6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A24,5000.0
AQ,384PP_AQ_SP2,A22,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A24,1000.0
AQ,384PP_AQ_SP2,A11,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A24,5000.0
AQ,384PP_AQ_SP2,B7,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A24,3000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A3,5000.0
AQ,384PP_AQ_SP2,A16,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A3,3200.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A3,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A3,800.0
AQ,384PP_AQ_SP2,A21,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A4,3500.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A4,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A4,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A4,500.0
AQ,384PP_AQ_SP2,A18,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A5,2000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A5,2000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A5,5000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A5,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A6,5000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A6,5000.0
AQ,384PP_AQ_SP2,A19,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A6,4000.0
AQ,384PP_AQ_SP2,A20,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A7,2300.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A7,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A7,5000.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A7,1700.0
AQ,384PP_AQ_SP2,B6,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A8,3000.0
AQ,384PP_AQ_SP2,A1,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A8,5000.0
AQ,384PP_AQ_SP2,A5,Parts_Library_DBTL6,Ligation_Digestion_DBTL6,A8,5000.0
