Line Name,cycle,is_control,number_of_grna,isoprenol,to_keep_improved,line_name_norep
PP_0437_PP_0813-R3,5,FALSE,2,318.4528,TRUE,PP_0437_PP_0813
PP_0528_PP_4120_PP_4191-R2,2,FALSE,3,317.8891,TRUE,PP_0528_PP_4120_PP_4191
PP_0437_PP_0814-R3,3,FALSE,2,317.2207,TRUE,PP_0437_PP_0814
PP_0999_PP_4120_PP_4191-R2,1,FALSE,3,317.1662,FALSE,PP_0999_PP_4120_PP_4191
PP_0814_PP_2136-R2,3,FALSE,2,317.1639,TRUE,PP_0814_PP_2136
PP_0368_PP_0815_PP_1506-R3,6,FALSE,3,316.8816,FALSE,PP_0368_PP_0815_PP_1506
PP_0812_PP_4189-R1,3,FALSE,2,316.7853,FALSE,PP_0812_PP_4189
PP_0814_PP_4192-R5,1,FALSE,2,316.4488,FALSE,PP_0814_PP_4192
PP_0813_PP_2136-R1,5,FALSE,2,316.374,TRUE,PP_0813_PP_2136
PP_0813_PP_0814_PP_1769-R2,2,FALSE,3,316.3622,FALSE,PP_0813_PP_0814_PP_1769
PP_0813_PP_4189_PP_4192-R3,4,FALSE,3,316.3442,FALSE,PP_0813_PP_4189_PP_4192
PP_0751_PP_4191-R1,5,FALSE,2,315.6105,FALSE,PP_0751_PP_4191
PP_0368_PP_4189-R2,3,FALSE,2,315.3215,TRUE,PP_0368_PP_4189
PP_0813_PP_1769_PP_4189-R3,3,FALSE,3,315.2621,FALSE,PP_0813_PP_1769_PP_4189
PP_0813_PP_1769_PP_4189-R2,3,FALSE,3,315.0608,FALSE,PP_0813_PP_1769_PP_4189
PP_4189_PP_4191-R1,4,FALSE,2,315.0289,FALSE,PP_4189_PP_4191
PP_0437_PP_0813-R2,5,FALSE,2,315.0045,TRUE,PP_0437_PP_0813
PP_0528_PP_0815_PP_4191-R3,2,FALSE,3,314.9764,FALSE,PP_0528_PP_0815_PP_4191
PP_0548-R2,0,FALSE,1,314.68627,FALSE,PP_0548
PP_0814_PP_1506-R2,4,FALSE,2,314.6088,FALSE,PP_0814_PP_1506
PP_0548-R1,0,FALSE,1,314.28353,FALSE,PP_0548
PP_0814_PP_4192-R1,1,FALSE,2,314.1309,FALSE,PP_0814_PP_4192
PP_0751_PP_0813_PP_0814-R1,4,FALSE,3,313.9162,TRUE,PP_0751_PP_0813_PP_0814
PP_0812_PP_0814-R3,2,FALSE,2,313.8833,TRUE,PP_0812_PP_0814
PP_0528_PP_0751_PP_0815_PP_1317-R2,2,FALSE,4,313.5371,FALSE,PP_0528_PP_0751_PP_0815_PP_1317
PP_2137_PP_4189-R3,1,FALSE,2,313.3442,TRUE,PP_2137_PP_4189
PP_0813_PP_1769-R3,2,FALSE,2,312.7704,FALSE,PP_0813_PP_1769
PP_0368_PP_0528_PP_4191-R1,2,FALSE,3,312.557,FALSE,PP_0368_PP_0528_PP_4191
PP_0812_PP_0814-R2,3,FALSE,2,312.2412,TRUE,PP_0812_PP_0814
PP_0368_PP_0751-R2,4,FALSE,2,312.2311,TRUE,PP_0368_PP_0751
PP_0751_PP_4191-R3,5,FALSE,2,312.0997,FALSE,PP_0751_PP_4191
PP_0528_PP_0815_PP_4191-R2,2,FALSE,3,311.5081,FALSE,PP_0528_PP_0815_PP_4191
PP_0814_PP_4192-R2,1,FALSE,2,311.2435,FALSE,PP_0814_PP_4192
PP_4174-R2,0,FALSE,1,311.1356,FALSE,PP_4174
PP_0368_PP_0813_PP_4189-R3,5,FALSE,3,310.6837,FALSE,PP_0368_PP_0813_PP_4189
PP_4174-R1,0,FALSE,1,310.41013,FALSE,PP_4174
PP_4189_PP_4191-R3,4,FALSE,2,310.2654,FALSE,PP_4189_PP_4191
PP_0814_PP_5288-R1,1,FALSE,2,310.2145,TRUE,PP_0814_PP_5288
PP_0368_PP_0812-R1,2,FALSE,2,310.0115,TRUE,PP_0368_PP_0812
PP_0368_PP_0815_PP_1506-R2,6,FALSE,3,309.7973,FALSE,PP_0368_PP_0815_PP_1506
PP_0751_PP_0814_PP_1506_PP_1769-R3,4,FALSE,4,309.7199,FALSE,PP_0751_PP_0814_PP_1506_PP_1769
PP_2112_PP_4189_PP_5186-R2,1,FALSE,3,309.3419,TRUE,PP_2112_PP_4189_PP_5186
PP_0814_PP_4192-R6,1,FALSE,2,309.2832,FALSE,PP_0814_PP_4192
PP_4189_PP_4192-R2,3,FALSE,2,309.2708,TRUE,PP_4189_PP_4192
PP_0437_PP_0751_PP_0814-R2,2,FALSE,3,309.0987,FALSE,PP_0437_PP_0751_PP_0814
PP_0751_PP_0813_PP_4191-R1,3,FALSE,3,308.8368,FALSE,PP_0751_PP_0813_PP_4191
PP_0226_PP_0437_PP_0751-R2,1,FALSE,3,308.6022,TRUE,PP_0226_PP_0437_PP_0751
PP_0528_PP_4120_PP_4191-R3,2,FALSE,3,308.5294,TRUE,PP_0528_PP_4120_PP_4191
PP_0528_PP_4120_PP_4191-R3,3,FALSE,3,308.4656,FALSE,PP_0528_PP_4120_PP_4191
PP_0813_PP_4189_PP_4192-R1,4,FALSE,3,308.1441,FALSE,PP_0813_PP_4189_PP_4192
PP_2112_PP_4189_PP_5186-R3,1,FALSE,3,307.9846,TRUE,PP_2112_PP_4189_PP_5186
PP_0368_PP_0812_PP_4192-R2,4,FALSE,3,307.9669,FALSE,PP_0368_PP_0812_PP_4192
PP_0814_PP_1769-R2,4,FALSE,2,307.8523,FALSE,PP_0814_PP_1769
PP_0814-R1,0,FALSE,1,306.44507,TRUE,PP_0814
PP_0368_PP_0528_PP_0812-R2,5,FALSE,3,306.3925,TRUE,PP_0368_PP_0528_PP_0812
PP_0368_PP_0812_PP_4192-R1,4,FALSE,3,306.138,FALSE,PP_0368_PP_0812_PP_4192
PP_0812_PP_4189-R2,3,FALSE,2,306.0144,FALSE,PP_0812_PP_4189
PP_4189_PP_4191-R2,4,FALSE,2,305.7293,FALSE,PP_4189_PP_4191
PP_0812_PP_0814-R3,3,FALSE,2,305.3606,TRUE,PP_0812_PP_0814
PP_0812_PP_0814-R1,3,FALSE,2,305.126,TRUE,PP_0812_PP_0814
PP_0437_PP_0814-R1,3,FALSE,2,305.1196,TRUE,PP_0437_PP_0814
PP_4189_PP_4192-R3,3,FALSE,2,304.9036,TRUE,PP_4189_PP_4192
PP_0368_PP_0812_PP_0944-R2,1,FALSE,3,304.6038,FALSE,PP_0368_PP_0812_PP_0944
PP_0368_PP_0812_PP_0944-R1,1,FALSE,3,304.007,FALSE,PP_0368_PP_0812_PP_0944
PP_0812_PP_0813_PP_1317-R1,5,FALSE,3,303.7683,TRUE,PP_0812_PP_0813_PP_1317
PP_0751_PP_4189-R2,3,FALSE,2,303.603,TRUE,PP_0751_PP_4189
PP_0813_PP_0814-R1,3,FALSE,2,303.3752,TRUE,PP_0813_PP_0814
PP_0813_PP_0814_PP_1769-R3,2,FALSE,3,303.3029,FALSE,PP_0813_PP_0814_PP_1769
PP_0814_PP_2136-R3,2,FALSE,2,303.1426,FALSE,PP_0814_PP_2136
PP_0751_PP_0813_PP_4189-R3,2,FALSE,3,303.1397,TRUE,PP_0751_PP_0813_PP_4189
PP_0437_PP_0814-R1,2,FALSE,2,303.0695,FALSE,PP_0437_PP_0814
PP_0528_PP_4120_PP_4191-R1,3,FALSE,3,302.46,FALSE,PP_0528_PP_4120_PP_4191
PP_0528_PP_0751_PP_4191-R2,2,FALSE,3,302.3938,FALSE,PP_0528_PP_0751_PP_4191
PP_0751_PP_0813_PP_4191-R2,2,FALSE,3,302.0006,FALSE,PP_0751_PP_0813_PP_4191
PP_2112_PP_4189_PP_5186-R1,1,FALSE,3,301.3318,TRUE,PP_2112_PP_4189_PP_5186
PP_4194_NT2-R2,0,FALSE,1,301.2338,FALSE,PP_4194_NT2
PP_4189_PP_4550_PP_4862-R2,1,FALSE,3,300.5382,TRUE,PP_4189_PP_4550_PP_4862
PP_0751_PP_0813_PP_4191-R3,3,FALSE,3,299.8606,FALSE,PP_0751_PP_0813_PP_4191
PP_0528_PP_0813_PP_4191-R3,3,FALSE,3,299.6789,FALSE,PP_0528_PP_0813_PP_4191
PP_0751_PP_0813_PP_4191-R3,2,FALSE,3,299.4071,FALSE,PP_0751_PP_0813_PP_4191
PP_2137_PP_4189-R6,1,FALSE,2,299.3569,TRUE,PP_2137_PP_4189
PP_0813_PP_4191-R2,3,FALSE,2,299.0955,FALSE,PP_0813_PP_4191
PP_0368_PP_0751-R1,4,FALSE,2,298.6419,TRUE,PP_0368_PP_0751
PP_0813_PP_1317-R3,5,FALSE,2,298.2277,TRUE,PP_0813_PP_1317
PP_0813_PP_1317-R2,5,FALSE,2,298.2216,TRUE,PP_0813_PP_1317
PP_0814_PP_3123-R1,1,FALSE,2,297.7279,FALSE,PP_0814_PP_3123
PP_0813_PP_4191-R3,3,FALSE,2,297.2606,FALSE,PP_0813_PP_4191
PP_0368_PP_0812-R3,2,FALSE,2,297.0306,TRUE,PP_0368_PP_0812
PP_0437_PP_0814-R2,3,FALSE,2,296.4198,TRUE,PP_0437_PP_0814
PP_0814_PP_1769-R3,4,FALSE,2,296.0824,FALSE,PP_0814_PP_1769
PP_0368_PP_0437-R1,5,FALSE,2,295.8036,TRUE,PP_0368_PP_0437
PP_0368_PP_0812_PP_0944-R3,1,FALSE,3,295.6319,FALSE,PP_0368_PP_0812_PP_0944
PP_0437_PP_0528_PP_3578-R2,1,FALSE,3,295.2125,TRUE,PP_0437_PP_0528_PP_3578
PP_0812_PP_4121-R3,1,FALSE,2,294.9253,FALSE,PP_0812_PP_4121
PP_0368_PP_0812_PP_4192-R3,4,FALSE,3,294.8993,FALSE,PP_0368_PP_0812_PP_4192
PP_2137_PP_4189-R5,1,FALSE,2,294.3734,TRUE,PP_2137_PP_4189
PP_0528_PP_4120_PP_4191-R2,3,FALSE,3,294.3429,FALSE,PP_0528_PP_4120_PP_4191
PP_0437_PP_0528_PP_3578-R3,1,FALSE,3,294.0537,TRUE,PP_0437_PP_0528_PP_3578
PP_4189_PP_4550_PP_4862-R1,1,FALSE,3,293.9191,TRUE,PP_4189_PP_4550_PP_4862
PP_0751_PP_4189-R3,3,FALSE,2,292.3867,TRUE,PP_0751_PP_4189
PP_2137_PP_4189-R4,1,FALSE,2,291.135,TRUE,PP_2137_PP_4189
PP_0814_PP_4120-R3,4,FALSE,2,290.8575,TRUE,PP_0814_PP_4120
PP_4189_PP_4550_PP_4862-R3,1,FALSE,3,290.5964,TRUE,PP_4189_PP_4550_PP_4862
PP_0528_PP_0751_PP_4191-R3,2,FALSE,3,290.5556,FALSE,PP_0528_PP_0751_PP_4191
PP_0437_PP_0528_PP_3578-R1,1,FALSE,3,289.6852,TRUE,PP_0437_PP_0528_PP_3578
PP_0814_PP_4862-R5,1,FALSE,2,289.5582,TRUE,PP_0814_PP_4862
PP_4189_PP_4192-R3,2,FALSE,2,289.4095,TRUE,PP_4189_PP_4192
PP_0368_PP_0815_PP_1506-R1,6,FALSE,3,289.3695,FALSE,PP_0368_PP_0815_PP_1506
PP_1240-R1,0,FALSE,1,289.0662,FALSE,PP_1240
PP_0437_PP_4189-R2,3,FALSE,2,288.7084,TRUE,PP_0437_PP_4189
PP_0528_PP_0813_PP_4191-R2,2,FALSE,3,288.5537,FALSE,PP_0528_PP_0813_PP_4191
PP_0368_PP_0437-R2,5,FALSE,2,288.0453,TRUE,PP_0368_PP_0437
PP_0815_PP_1506_PP_2136-R1,6,FALSE,3,287.9215,FALSE,PP_0815_PP_1506_PP_2136
PP_0815_PP_1506_PP_2136-R3,6,FALSE,3,287.891,FALSE,PP_0815_PP_1506_PP_2136
PP_0751_PP_0813_PP_4191-R1,2,FALSE,3,287.7525,FALSE,PP_0751_PP_0813_PP_4191
PP_0813_PP_0814_PP_1769-R1,3,FALSE,3,287.2179,FALSE,PP_0813_PP_0814_PP_1769
PP_4192-R1,0,FALSE,1,287.07493,TRUE,PP_4192
PP_0999_PP_4120_PP_4191-R1,1,FALSE,3,286.5191,FALSE,PP_0999_PP_4120_PP_4191
PP_0814_PP_4120-R2,4,FALSE,2,286.5158,TRUE,PP_0814_PP_4120
PP_1240-R3,0,FALSE,1,286.40273,FALSE,PP_1240
PP_0813_PP_4189_PP_4192-R2,4,FALSE,3,286.2883,FALSE,PP_0813_PP_4189_PP_4192
PP_0548-R3,0,FALSE,1,285.7046,FALSE,PP_0548
PP_0437_PP_0814-R2,2,FALSE,2,285.6786,FALSE,PP_0437_PP_0814
PP_0814-R2,0,FALSE,1,285.185,TRUE,PP_0814
PP_0814_PP_1769-R2,1,FALSE,2,285.0732,FALSE,PP_0814_PP_1769
PP_0751_PP_0813_PP_4191-R2,3,FALSE,3,284.9774,FALSE,PP_0751_PP_0813_PP_4191
PP_0814_PP_1769-R1,1,FALSE,2,283.939,FALSE,PP_0814_PP_1769
PP_4189-R1,0,FALSE,1,283.2782,TRUE,PP_4189
PP_1317_PP_4191-R3,5,FALSE,2,282.3137,FALSE,PP_1317_PP_4191
PP_0751_PP_4189-R1,3,FALSE,2,282.1882,TRUE,PP_0751_PP_4189
PP_0815_PP_1317_PP_2136-R2,2,FALSE,3,281.9692,FALSE,PP_0815_PP_1317_PP_2136
PP_0813_PP_4189-R3,4,FALSE,2,281.059,TRUE,PP_0813_PP_4189
PP_4189_PP_4192-R1,2,FALSE,2,280.5267,TRUE,PP_4189_PP_4192
PP_0812_PP_4121-R2,1,FALSE,2,280.4623,FALSE,PP_0812_PP_4121
PP_1769_PP_4192-R1,2,FALSE,2,280.0517,FALSE,PP_1769_PP_4192
PP_0368_PP_0528_PP_0751_PP_0815-R3,6,FALSE,4,279.7427,FALSE,PP_0368_PP_0528_PP_0751_PP_0815
PP_2136_PP_4189-R3,3,FALSE,2,279.3125,TRUE,PP_2136_PP_4189
PP_0368_PP_4191_PP_4192-R2,1,FALSE,3,277.592,FALSE,PP_0368_PP_4191_PP_4192
PP_0814_PP_4120-R1,4,FALSE,2,277.5037,TRUE,PP_0814_PP_4120
PP_0368_PP_0437-R3,5,FALSE,2,277.3986,TRUE,PP_0368_PP_0437
PP_0813_PP_4189_PP_4191-R2,3,FALSE,3,276.7185,FALSE,PP_0813_PP_4189_PP_4191
PP_0814_PP_1769-R1,4,FALSE,2,275.3867,FALSE,PP_0814_PP_1769
PP_0751_PP_0815_PP_4120-R1,6,FALSE,3,274.4607,FALSE,PP_0751_PP_0815_PP_4120
PP_0815_PP_1317_PP_2136-R1,2,FALSE,3,273.8799,FALSE,PP_0815_PP_1317_PP_2136
PP_0368_PP_0597-R2,1,FALSE,2,272.8678,TRUE,PP_0368_PP_0597
PP_0813_PP_4189_PP_4191-R1,3,FALSE,3,272.8145,FALSE,PP_0813_PP_4189_PP_4191
PP_0815-R1,0,FALSE,1,272.805,TRUE,PP_0815
PP_1769_PP_4192-R2,2,FALSE,2,272.5027,FALSE,PP_1769_PP_4192
PP_1319_PP_1457_PP_4192-R2,1,FALSE,3,272.1737,FALSE,PP_1319_PP_1457_PP_4192
PP_0815_PP_1317_PP_4192-R2,4,FALSE,3,271.927,FALSE,PP_0815_PP_1317_PP_4192
PP_0815_PP_1317_PP_4192-R1,4,FALSE,3,271.8173,FALSE,PP_0815_PP_1317_PP_4192
PP_0368_PP_0597-R1,1,FALSE,2,270.8708,TRUE,PP_0368_PP_0597
PP_0813_PP_4189_PP_4191-R3,3,FALSE,3,270.6158,FALSE,PP_0813_PP_4189_PP_4191
PP_0813_PP_0814_PP_1769-R2,3,FALSE,3,270,FALSE,PP_0813_PP_0814_PP_1769
PP_0813_PP_1317-R1,5,FALSE,2,269.9419,TRUE,PP_0813_PP_1317
PP_1240-R2,0,FALSE,1,269.87087,FALSE,PP_1240
PP_4189-R2,0,FALSE,1,269.70547,TRUE,PP_4189
PP_1317_PP_4191-R1,5,FALSE,2,269.4684,FALSE,PP_1317_PP_4191
PP_1319_PP_1457_PP_4192-R3,1,FALSE,3,269.441,FALSE,PP_1319_PP_1457_PP_4192
PP_0437_PP_4116-R2,1,FALSE,2,269.1809,TRUE,PP_0437_PP_4116
PP_1319_PP_1457_PP_4192-R1,1,FALSE,3,268.6526,FALSE,PP_1319_PP_1457_PP_4192
PP_0813_PP_0814_PP_1769-R3,3,FALSE,3,268.4287,FALSE,PP_0813_PP_0814_PP_1769
PP_0528_PP_0815_PP_1317_PP_1769-R2,2,FALSE,4,268.2475,FALSE,PP_0528_PP_0815_PP_1317_PP_1769
PP_1317_PP_4191-R2,5,FALSE,2,267.2375,FALSE,PP_1317_PP_4191
PP_0813_PP_4120-R2,1,FALSE,2,266.549,TRUE,PP_0813_PP_4120
PP_0437_PP_4116-R1,1,FALSE,2,266.2137,TRUE,PP_0437_PP_4116
PP_1317_PP_4189-R2,4,FALSE,2,266.1301,FALSE,PP_1317_PP_4189
PP_4194_NT2-R1,0,FALSE,1,265.8196,FALSE,PP_4194_NT2
PP_0813_PP_0815_PP_1317-R3,2,FALSE,3,265.6001,FALSE,PP_0813_PP_0815_PP_1317
PP_0815_PP_1506_PP_2136-R2,6,FALSE,3,264.9655,FALSE,PP_0815_PP_1506_PP_2136
PP_0751_PP_0815_PP_4120-R2,6,FALSE,3,264.2251,FALSE,PP_0751_PP_0815_PP_4120
PP_1769-R3,0,FALSE,1,263.93507,TRUE,PP_1769
PP_0813_PP_4549_PP_5288-R2,1,FALSE,3,263.1303,TRUE,PP_0813_PP_4549_PP_5288
PP_0813_PP_4120-R1,1,FALSE,2,263.0201,TRUE,PP_0813_PP_4120
PP_1770-R2,0,FALSE,1,262.76233,FALSE,PP_1770
PP_0814_PP_1769-R3,1,FALSE,2,261.7689,FALSE,PP_0814_PP_1769
PP_0813_PP_4549_PP_5288-R3,1,FALSE,3,260.9043,TRUE,PP_0813_PP_4549_PP_5288
PP_0751_PP_0815_PP_1506-R2,6,FALSE,3,260.1399,FALSE,PP_0751_PP_0815_PP_1506
PP_0368_PP_4189_PP_4192-R2,4,FALSE,3,259.6985,FALSE,PP_0368_PP_4189_PP_4192
PP_0368_PP_1769-R1,3,FALSE,2,257.751,FALSE,PP_0368_PP_1769
PP_0813-R1,0,FALSE,1,256.74173,TRUE,PP_0813
PP_4120_PP_4189_PP_4192-R3,4,FALSE,3,256.7013,FALSE,PP_4120_PP_4189_PP_4192
PP_0368_PP_4191_PP_4192-R1,1,FALSE,3,256.3658,FALSE,PP_0368_PP_4191_PP_4192
PP_0812_PP_1769-R2,2,FALSE,2,255.6562,FALSE,PP_0812_PP_1769
PP_0815-R3,0,FALSE,1,255.54267,TRUE,PP_0815
PP_0812-R3,0,FALSE,1,255.52187,TRUE,PP_0812
PP_0437_PP_4189-R1,3,FALSE,2,255.5091,TRUE,PP_0437_PP_4189
PP_0751_PP_0815_PP_4120-R3,6,FALSE,3,255.2075,FALSE,PP_0751_PP_0815_PP_4120
PP_0368_PP_4189_PP_4192-R1,4,FALSE,3,255.0387,FALSE,PP_0368_PP_4189_PP_4192
PP_0368_PP_0814_PP_0815_PP_1769-R3,6,FALSE,4,255.0127,FALSE,PP_0368_PP_0814_PP_0815_PP_1769
PP_1607_NT1-R3,0,FALSE,1,254.9968,TRUE,PP_1607_NT1
PP_0751_PP_0813_PP_0814-R1,2,FALSE,3,254.7543,FALSE,PP_0751_PP_0813_PP_0814
PP_0368_PP_0528_PP_0751_PP_0815-R1,6,FALSE,4,254.7201,FALSE,PP_0368_PP_0528_PP_0751_PP_0815
PP_1770-R3,0,FALSE,1,254.02973,FALSE,PP_1770
PP_1506-R1,0,FALSE,1,253.56809,TRUE,PP_1506
PP_0751_PP_0814_PP_4120_PP_4192-R1,4,FALSE,4,253.5106,FALSE,PP_0751_PP_0814_PP_4120_PP_4192
PP_1769_PP_4192-R3,2,FALSE,2,253.1558,FALSE,PP_1769_PP_4192
PP_0812-R5,0,FALSE,1,252.7312,TRUE,PP_0812
PP_0813_PP_1769_PP_4191-R2,1,FALSE,3,252.3807,FALSE,PP_0813_PP_1769_PP_4191
PP_0815_PP_1317_PP_4192-R3,4,FALSE,3,252.1737,FALSE,PP_0815_PP_1317_PP_4192
PP_0368_PP_0815_PP_1769-R3,6,FALSE,3,251.953,FALSE,PP_0368_PP_0815_PP_1769
PP_0812-R2,0,FALSE,1,251.68627,TRUE,PP_0812
PP_0812_PP_4191-R3,5,FALSE,2,251.2206,FALSE,PP_0812_PP_4191
PP_0812_PP_4191-R2,5,FALSE,2,250.4297,FALSE,PP_0812_PP_4191
PP_0812_PP_4121-R1,1,FALSE,2,250.2044,FALSE,PP_0812_PP_4121
PP_0813_PP_1769_PP_4191-R1,1,FALSE,3,249.9867,FALSE,PP_0813_PP_1769_PP_4191
PP_3355-R2,0,FALSE,1,249.52007,FALSE,PP_3355
PP_0812-R6,0,FALSE,1,249.00007,TRUE,PP_0812
PP_0815-R2,0,FALSE,1,248.58573,TRUE,PP_0815
PP_0368_PP_0815_PP_1769-R2,6,FALSE,3,248.2446,FALSE,PP_0368_PP_0815_PP_1769
PP_0437_PP_1769-R1,2,FALSE,2,248.0365,FALSE,PP_0437_PP_1769
PP_0437_PP_0751_PP_4191-R3,3,FALSE,3,247.9821,FALSE,PP_0437_PP_0751_PP_4191
PP_0813_PP_1769-R3,3,FALSE,2,247.6574,FALSE,PP_0813_PP_1769
PP_0812_PP_1769-R3,2,FALSE,2,247.36,FALSE,PP_0812_PP_1769
PP_0437_PP_3365-R3,1,FALSE,2,247.0341,TRUE,PP_0437_PP_3365
PP_2339_PP_4186-R2,1,FALSE,2,246.8041,FALSE,PP_2339_PP_4186
PP_0368-R2,0,FALSE,1,246.3242,TRUE,PP_0368
PP_0812_PP_4191-R1,5,FALSE,2,246.2904,FALSE,PP_0812_PP_4191
PP_4194_NT2-R3,0,FALSE,1,246.04247,FALSE,PP_4194_NT2
PP_2339_PP_4186-R3,1,FALSE,2,245.7369,FALSE,PP_2339_PP_4186
PP_1769_PP_4192-R1,3,FALSE,2,245.7129,FALSE,PP_1769_PP_4192
PP_0814_PP_0815_PP_1769-R2,5,FALSE,3,245.7095,FALSE,PP_0814_PP_0815_PP_1769
PP_0751_PP_0814_PP_4120_PP_4192-R2,4,FALSE,4,245.6833,FALSE,PP_0751_PP_0814_PP_4120_PP_4192
PP_0368_PP_0815_PP_1769-R1,6,FALSE,3,245.5413,FALSE,PP_0368_PP_0815_PP_1769
PP_0751_PP_0815_PP_1506-R1,6,FALSE,3,245.3584,FALSE,PP_0751_PP_0815_PP_1506
PP_0751_PP_0813_PP_0814-R2,2,FALSE,3,245.253,FALSE,PP_0751_PP_0813_PP_0814
PP_0813_PP_1769_PP_4191-R3,1,FALSE,3,244.7739,FALSE,PP_0813_PP_1769_PP_4191
PP_3744-R3,0,FALSE,1,244.15787,FALSE,PP_3744
PP_0437_PP_3365-R2,1,FALSE,2,244.0988,TRUE,PP_0437_PP_3365
PP_0368_PP_0812_PP_0815_PP_1769-R2,5,FALSE,4,243.8465,FALSE,PP_0368_PP_0812_PP_0815_PP_1769
PP_0815_PP_1317_PP_4191-R1,2,FALSE,3,243.7979,FALSE,PP_0815_PP_1317_PP_4191
PP_0813_PP_1769-R2,3,FALSE,2,243.7555,FALSE,PP_0813_PP_1769
PP_1317_PP_4189-R1,4,FALSE,2,243.5516,FALSE,PP_1317_PP_4189
PP_0815_PP_1317_PP_2136-R3,2,FALSE,3,243.3616,FALSE,PP_0815_PP_1317_PP_2136
PP_0814_PP_4189-R3,4,FALSE,2,242.9581,TRUE,PP_0814_PP_4189
PP_4120_PP_4189_PP_4192-R2,4,FALSE,3,242.8116,FALSE,PP_4120_PP_4189_PP_4192
PP_3744-R2,0,FALSE,1,242.62673,FALSE,PP_3744
PP_0813_PP_4549_PP_5288-R1,1,FALSE,3,242.4518,TRUE,PP_0813_PP_4549_PP_5288
PP_1769-R1,0,FALSE,1,242.39267,TRUE,PP_1769
PP_2136_PP_4189-R1,3,FALSE,2,242.3637,TRUE,PP_2136_PP_4189
PP_0437-R3,0,FALSE,1,242.27493,TRUE,PP_0437
PP_0751_PP_0814_PP_4120_PP_4192-R3,4,FALSE,4,242.2584,FALSE,PP_0751_PP_0814_PP_4120_PP_4192
PP_1607_NT1-R2,0,FALSE,1,241.8028,TRUE,PP_1607_NT1
PP_0751_PP_0814_PP_1769-R2,3,FALSE,3,241.3749,FALSE,PP_0751_PP_0814_PP_1769
PP_0528_PP_0814_PP_4191-R1,2,FALSE,3,241.0897,FALSE,PP_0528_PP_0814_PP_4191
PP_1770-R1,0,FALSE,1,240.8716,FALSE,PP_1770
PP_0813_PP_1769_PP_4189-R1,2,FALSE,3,240.796,FALSE,PP_0813_PP_1769_PP_4189
PP_2136_PP_4189-R2,3,FALSE,2,240.306,TRUE,PP_2136_PP_4189
PP_0368_PP_1769-R3,3,FALSE,2,240.2485,FALSE,PP_0368_PP_1769
PP_0815_PP_1317_PP_1769-R1,2,FALSE,3,239.9988,FALSE,PP_0815_PP_1317_PP_1769
PP_0437_PP_3365-R1,1,FALSE,2,239.6084,TRUE,PP_0437_PP_3365
PP_3355-R3,0,FALSE,1,239.5362,FALSE,PP_3355
PP_0751_PP_1769_PP_4189-R3,3,FALSE,3,238.6056,FALSE,PP_0751_PP_1769_PP_4189
PP_0813_PP_1769_PP_4189-R2,2,FALSE,3,238.3752,FALSE,PP_0813_PP_1769_PP_4189
PP_0658_PP_2136-R3,1,FALSE,2,237.9586,TRUE,PP_0658_PP_2136
PP_0368_PP_4189_PP_4192-R3,4,FALSE,3,237.7362,FALSE,PP_0368_PP_4189_PP_4192
PP_0751_PP_0814_PP_1769-R3,3,FALSE,3,237.3193,FALSE,PP_0751_PP_0814_PP_1769
PP_0368-R3,0,FALSE,1,236.6698,TRUE,PP_0368
PP_0368_PP_0528_PP_0751_PP_0815-R2,6,FALSE,4,236.3725,FALSE,PP_0368_PP_0528_PP_0751_PP_0815
PP_1317_PP_4189-R3,4,FALSE,2,236.1831,FALSE,PP_1317_PP_4189
PP_3355-R1,0,FALSE,1,236.10693,FALSE,PP_3355
PP_2136-R3,0,FALSE,1,235.8306,TRUE,PP_2136
PP_0437_PP_0751_PP_4191-R1,3,FALSE,3,235.628,FALSE,PP_0437_PP_0751_PP_4191
PP_0815_PP_1317_PP_4191-R3,2,FALSE,3,234.6123,FALSE,PP_0815_PP_1317_PP_4191
PP_4193-R1,0,FALSE,1,234.39298,FALSE,PP_4193
PP_2136-R2,0,FALSE,1,234.2294,TRUE,PP_2136
PP_0437-R1,0,FALSE,1,234.11313,TRUE,PP_0437
PP_1769_PP_4192-R3,3,FALSE,2,233.7951,FALSE,PP_1769_PP_4192
PP_0813_PP_1769-R1,3,FALSE,2,233.6436,FALSE,PP_0813_PP_1769
PP_4122_PP_4188-R3,1,FALSE,2,233.6288,TRUE,PP_4122_PP_4188
PP_0813_PP_4120-R3,1,FALSE,2,233.308,TRUE,PP_0813_PP_4120
PP_0368_PP_0812_PP_0815_PP_1769-R3,5,FALSE,4,232.7861,FALSE,PP_0368_PP_0812_PP_0815_PP_1769
PP_0751_PP_0815_PP_1506-R3,6,FALSE,3,232.7355,FALSE,PP_0751_PP_0815_PP_1506
PP_2136-R1,0,FALSE,1,232.3398,TRUE,PP_2136
PP_0814_PP_4191-R3,4,FALSE,2,232.309,FALSE,PP_0814_PP_4191
PP_0814_PP_4191-R2,4,FALSE,2,231.5655,FALSE,PP_0814_PP_4191
PP_0528_PP_0814_PP_4191-R3,2,FALSE,3,231.5226,FALSE,PP_0528_PP_0814_PP_4191
PP_0528_PP_0815_PP_1317_PP_4191-R2,2,FALSE,4,231.2863,FALSE,PP_0528_PP_0815_PP_1317_PP_4191
PP_0368_PP_0812_PP_0815-R2,6,FALSE,3,231.2582,FALSE,PP_0368_PP_0812_PP_0815
PP_0812-R4,0,FALSE,1,231.1432,TRUE,PP_0812
