Protein,PP_0226_PP_0437_PP_0751-R1,PP_0226_PP_0597_PP_4678-R1,PP_0226_PP_0897_PP_5288-R1,PP_0226_PP_2339_PP_3365-R1,PP_0368_PP_0597-R1,PP_0368_PP_0812_PP_0944-R1,PP_0368_PP_4191_PP_4192-R1,PP_0437_PP_0528_PP_3578-R1,PP_0437_PP_3365-R1,PP_0437_PP_4116-R1,PP_0528_PP_5288-R1,PP_0597_PP_1769_PP_4862-R1,PP_0658_PP_0815_PP_4187-R1,PP_0658_PP_1506_PP_3071-R1,PP_0658_PP_2136-R1,PP_0751_PP_1620_PP_4678-R1,PP_0774_PP_1607_PP_3578-R1,PP_0774_PP_1769-R1,PP_0774_PP_2213_PP_5288-R1,PP_0812_PP_2095-R1,PP_0812_PP_4121-R1,PP_0813_PP_1769_PP_4191-R1,PP_0813_PP_4120-R1,PP_0813_PP_4189-R1,PP_0813_PP_4549_PP_5288-R1,PP_0814_PP_1769-R1,PP_0814_PP_3123-R1,PP_0814_PP_4192-R1,PP_0814_PP_4192-R4,PP_0814_PP_4862-R1,PP_0814_PP_4862-R4,PP_0814_PP_5288-R1,PP_0815_PP_1317-R1,PP_0999_PP_3578_PP_5186-R1,PP_0999_PP_4120_PP_4191-R1,PP_0999_PP_4679-R1,PP_1319_PP_1457_PP_4192-R1,PP_1319_PP_4121_PP_4667-R1,PP_1319_PP_4678-R1,PP_1444_PP_4189_PP_4191-R1,PP_1506_PP_4651_PP_4862-R1,PP_1607_PP_4550-R1,PP_1620_PP_4116-R1,PP_2112_PP_2136_PP_4678-R1,PP_2112_PP_4188_PP_4862-R1,PP_2112_PP_4189_PP_5186-R1,PP_2137_PP_4011_PP_4120-R1,PP_2137_PP_4116_PP_4187-R1,PP_2137_PP_4189-R1,PP_2137_PP_4189-R4,PP_2213_PP_2471_PP_4266-R1,PP_2339_PP_4186-R1,PP_2471_PP_3754_PP_4667-R1,PP_3123_PP_3755-R1,PP_3123_PP_4667-R1,PP_3123_PP_4862_PP_5186-R1,PP_3123_PP_5288-R1,PP_3365_PP_3754-R1,PP_4122_PP_4188-R1,PP_4189_PP_4550_PP_4862-R1
sp|P0A118,-0.654597774,0.380728219,0.487778663,0.258131389,0.120144428,-0.376003087,0.346717953,-3.202759992,-1.174955972,-3.656811712,-0.178779185,0.05961483,-0.934429139,0.629427877,0.619843388,-0.738917568,0.31282092,0.136660767,0.769123445,0.192730286,0.121677013,0.359183477,-0.254311143,0.167645779,-0.07009242,0.069712532,0.627377792,0.14255471,-1.897815495,-1.247120581,0.202391922,0.477597065,-0.835635101,0.051215506,-1.049971033,-0.286145786,0.015011226,-2.039464349,-0.133817354,-0.074907605,0.422151246,0.614299142,0.241395265,-0.137407697,0.485819103,0.607626609,-0.692570959,0.854894545,0.46959135,0.338272654,0.005956782,0.662237482,-1.117725953,-1.001236622,0.537873134,0.104779328,0.707333485,0.665795664,0.138184242,0.625646355
sp|P0A120,-0.034037987,-0.148539046,-0.074158864,-0.220503115,0.123900548,-0.013832674,-0.051896917,0.131305728,0.137532312,0.152549122,0.12417286,-0.144088585,-0.049984862,-0.060233881,0.085707207,0.023560304,-0.17738438,-0.057967344,0.023374617,0.115483966,0.085262846,0.024328813,0.070189861,0.094781994,-0.013604892,0.028022117,0.029639898,0.011665487,0.054406277,0.136565232,0.101703355,0.102198825,0.299669629,-0.060206103,0.072222161,0.003786571,0.096004957,-0.341376505,0.017579389,-0.256837963,-0.127845733,0.035709188,0.038096924,-0.046976065,-0.036224113,0.125712431,-0.263681385,-0.016399447,0.138901556,0.117650993,-0.177757701,0.175895384,-0.145248815,-0.237752562,0.084466198,-0.07204581,0.082228852,0.076012593,0.002892592,0.038137608
sp|P0A122,0.260746028,-1.059349375,0.684914043,-0.877452541,-0.046038081,-0.300377277,1.022883684,-1.929981583,-0.213459742,-0.235226958,-0.157480828,-0.920792419,-0.284392821,-0.46333162,0.214715985,-0.809820663,0.535248724,2.030022932,-0.281930384,0.532572283,-0.012318782,0.695710611,0.082335106,-0.323639701,-0.959551676,-0.277054052,0.175163692,0.442557277,-0.348621833,0.045599546,-0.103729186,0.868793153,-0.712349595,-0.911141753,-0.90610594,-0.461695503,1.405532807,-0.798112647,-0.307389807,-0.791755683,-0.312770038,0.702477085,0.715251803,-0.696125962,0.437538268,-1.049559354,-0.201223982,0.319557408,0.195029686,0.967068739,0.885706078,0.73987526,-1.139833089,-0.410791009,0.028513267,0.919844283,0.361417065,0.239961413,1.037684148,0.755550885
sp|P0A124,-0.0300281,-0.278457851,-0.28002615,-0.326493357,0.178873641,-0.085299449,-0.269509689,-0.260374442,-0.435686802,-0.347870791,0.152373602,-0.224949948,0.225442444,-0.35187031,0.04154288,-0.015902328,0.163310503,-0.099947005,0.074892762,-0.123488374,-0.426235113,-0.393227498,0.003351268,-0.062672952,-0.161537091,-0.129537746,-0.150439694,-0.130575904,-0.151050239,-0.092279223,-0.629629999,-0.124326175,-0.17039345,-0.006488848,-0.040987733,0.046721274,-0.183639335,-0.670687236,-0.176615753,-0.567550634,-0.069723103,-0.370220464,0.116468166,0.069379705,-0.019178342,0.089501935,-0.296584328,0.218436484,0.01350642,0.054783278,-0.181592747,0.119837053,0.150082023,-0.333364602,-0.145150443,-0.202331177,0.064279302,-0.220987403,-0.029966002,-0.197808127
sp|P0A126,-0.120047016,-0.316764651,-0.482537823,-0.295054442,0.014047869,-0.404162749,-0.112107232,0.100147498,-0.21172628,0.027166962,0.157930155,0.030729462,-0.104304068,-0.219565082,-0.010648045,-0.201500205,-0.492344722,0.213703106,0.072954007,-0.003267931,0.095994107,-0.155466681,-0.173996412,0.127681051,-0.213777023,-0.049585738,0.153914562,-0.157088595,0.226311439,0.15745061,0.149350289,0.111709175,0.321330882,-0.156161004,-0.255282783,0.302591402,-0.108059124,-0.386059722,0.338246245,-0.295773973,-0.19967335,0.240858869,0.037416896,-0.258120498,-0.182039116,0.02827342,-0.204614167,-0.056910391,0.096242579,-0.081580012,-3.108520042,0.223372114,-3.030991385,-0.506139012,-0.199167265,-0.393888963,-0.195015437,0.028558919,0.031797091,-0.3315422
sp|P0A128,-1.807831071,-0.713979684,-0.292965448,-0.547516346,0.691527796,-1.054773951,0.342259488,0.146356985,1.108571018,1.011663064,1.097761539,0.586360999,0.061332139,0.723560853,0.171467218,0.718765769,-1.648967813,0.744324719,-2.091925967,0.99767157,1.050373725,-0.573497469,1.400914045,1.821088085,-0.678616606,-1.414168737,0.823156559,0.206689175,0.459241128,0.685825519,0.817453114,1.512036399,2.454746544,0.778814939,-1.126919106,0.486207655,0.38635207,0.612668605,1.045550723,-0.51964553,-0.931319689,1.112641129,-0.162739566,-1.358544025,0.38931333,0.836811368,-0.941883712,-0.698682214,0.083549781,0.860668938,-1.636093803,0.998928054,-1.349045917,-0.270094097,-0.400637041,-0.83615599,-1.045193429,-1.24616765,0.498083864,0.03054586
sp|P0A130,0.826703446,0.193482211,1.738037906,-0.17699196,1.1439177,1.145729448,1.948780902,0.569946319,0.593840233,1.034780595,1.152942919,-0.876619181,-0.439930268,-0.40292373,1.440492875,0.809740285,-1.880697072,1.548792034,-0.574881086,0.983799653,0.893406674,1.29970674,1.306234278,1.172860446,-1.477143914,1.529009716,1.615744417,0.454768941,0.593683385,0.949885498,1.222495538,1.248186835,1.088321253,-0.283517096,-0.349181853,0.021730778,2.517481564,-0.059545233,0.625448249,0.071939293,-0.158234173,0.817369989,0.690940835,0.214714992,0.343518497,0.19735502,0.070712487,1.522535383,0.856046846,0.35534581,2.504445576,1.132745288,0.37460909,-0.249408545,0.743513157,2.381821668,0.288261863,0.344026364,0.953298143,1.307261018
sp|P0A136,-0.324022869,0.022748362,-0.057365002,0.001398987,-0.058088604,0.352449129,0.066461453,-0.271499139,-0.263137977,-0.148630568,0.20490403,-0.166081898,-0.096014952,-0.033835426,-0.206387094,-0.059466829,0.031073945,0.683942896,0.020689521,0.338098965,0.112689795,-0.079692957,0.505133629,0.416060378,0.33911927,0.367969406,0.545124675,-0.241942836,-0.378608372,0.582331842,0.472560122,0.559946896,0.320712481,-0.198082277,-0.794439045,0.117790963,-1.166689218,-0.192040113,0.383345448,0.396960134,0.08837574,0.140579314,0.026606609,-0.10002275,-0.266009245,-0.553851424,-0.172379884,-0.013668792,-0.766649419,-0.601465221,-0.388688239,0.04631297,-0.477139104,0.329818067,0.200712036,-0.005947018,0.122296463,0.059244855,-0.456299622,-0.588742768
sp|P0A138,-0.076358529,-0.061876396,-0.133840188,-0.002298621,-0.00633866,0.017554545,0.024961118,-0.006155545,0.070519518,-0.01458495,0.022142156,-0.09801209,0.014788765,-0.104237425,0.027414351,-0.22982685,-0.112891713,0.397684885,-0.091952003,0.178881451,0.136827673,-0.016659623,0.098830587,0.2691219,0.032685441,0.099334116,0.160248143,0.023026057,0.32082698,0.14337435,0.174050577,0.063282416,0.356928489,-0.045418122,0.21021383,0.037159573,0.131626718,0.144744164,0.026837506,0.129001973,-0.092707077,-0.049730734,-0.16081955,-0.05244476,-0.017240462,0.080728207,0.06157991,-0.019351229,0.188467195,0.1546306,-0.115313624,-0.081704355,-0.082147873,-0.006849259,0.06063956,-0.105826306,-0.076980061,0.026595524,-0.006623231,0.123124413
sp|P0A140,-0.189577092,-0.332080362,-0.01481938,-0.190725764,0.083351601,0.084820249,0.097933278,-0.199063094,-0.23210598,-0.11070512,-0.06726607,-0.253099669,-0.122483463,-0.025198814,0.153746182,0.038462755,0.029038452,-0.269272532,-0.06746214,-0.006589041,-0.107049774,-0.249169826,0.149096802,0.054042638,0.190855422,0.035229345,0.138924933,-0.12820303,-0.042415547,0.066290616,0.038852758,0.089728544,-0.687720682,-0.050386649,-0.008898365,-0.300184579,0.079167418,-0.267687542,-0.075252936,-0.092782355,-0.137174286,-0.056462741,0.207703651,-0.081869371,-0.035375998,0.038811521,0.034590281,-0.057646882,0.247913394,0.241265554,-0.588337221,0.08361874,-0.298838779,0.075100096,0.331560676,-0.164363174,0.157538198,0.116562124,0.128819303,-0.033093868
sp|P0A147,-0.199359211,-0.208506509,0.311045953,-0.173788966,0.109865438,-0.445619293,0.078584933,-0.214241166,-0.515913256,-0.093820392,0.256739606,-0.586374614,0.008296852,0.155652507,0.274041899,0.037762658,-0.411081691,-0.682206115,0.042821109,0.068143187,0.193203239,-0.136878185,-0.14521511,-0.039684164,-0.291226751,-0.065501652,-0.02921974,-0.032081561,0.246984921,0.020735891,0.114918875,0.142245228,0.126206639,-0.22312656,-0.395341645,-0.083184784,0.181714451,0.037449439,0.420157962,0.057032276,0.007922637,0.222990756,0.112713937,-0.020428585,-0.138062439,0.055273503,-0.208628537,0.224250179,0.130577038,-0.030434816,0.040311049,0.423803848,-0.354239081,-0.113250808,0.05488031,0.333028132,0.105497314,0.113631373,0.065271721,0.317538584
sp|P0A149,-1.168252839,-0.093916864,0.044082842,-0.186646987,-0.136124502,-0.263150317,0.288609196,-1.183103922,-0.243890588,-0.577830513,-1.137598724,-0.064711869,-0.38240216,-0.528285513,0.080378106,-0.669984208,0.578664756,0.253256746,0.37093391,0.366403781,-1.509554894,-0.917064769,-0.98086204,-0.589002145,-0.99403173,-1.068967599,0.118391817,-0.200804759,-1.899680476,0.089777528,-1.502561626,-1.2428035,-1.185656848,-0.021719075,-0.823951053,-0.745408301,-0.218373943,-4.317751368,-0.02962059,0.430888428,-0.40290096,0.277667621,0.331794225,-0.173404669,-0.245833535,-1.0077216,-1.634910309,0.171593044,-0.439065749,-0.158199509,-0.104950485,-0.174931159,-0.493749597,-0.015633954,0.258291342,0.051498851,0.475464968,0.43451137,-0.515726377,-0.263699712
sp|P0A151,-0.126165161,-0.236854906,-0.293197163,-0.257374419,0.035002035,-0.330462239,-0.031469833,-0.540670629,-0.594723656,-0.229390742,-0.461571339,0.111568382,-0.24193752,-0.437202953,0.032350116,-0.49789824,0.234814089,0.39148718,-0.078272621,0.025478526,-0.264343104,-0.324208892,-0.20171413,-0.297089212,-0.389905113,-0.533811039,-0.351441958,-0.006022694,-0.274114509,-0.006899513,-0.204645211,-0.185777676,-0.792583059,0.007884775,-0.337341287,0.202107716,-0.341744618,-1.260695195,-0.130108828,-0.222056995,-0.009647707,0.086740594,0.059270326,0.176348198,-0.130376396,-0.162055515,-0.509610475,0.104466664,-0.126624695,-0.131682291,0.37624858,-0.23450142,0.012982327,-0.50786293,-0.455883486,-0.366210619,0.11708986,-0.046589237,0.022927395,-0.014777363
sp|P0A157,-0.347559482,0.107074157,0.218501271,0.353405776,-0.06930107,-0.427852782,0.407737937,-0.609082804,-0.398222033,-0.378481507,-0.436895051,-0.068398965,-0.00422242,-0.317151089,0.284853749,-0.643699174,0.177226515,0.113060955,-0.123919599,-0.004467844,-0.218217946,-0.002640029,-0.324652569,-0.513217258,-0.404919803,-0.331962389,0.10782855,-0.268554065,-0.263262638,-0.22528349,-0.257223718,-0.234855209,-0.687323631,-0.488695217,-0.496355261,-0.209709155,0.299414277,-0.451213666,0.025524033,-0.197368038,-0.002222556,0.412222222,0.089935544,-0.266144009,-0.045915339,-0.306662514,-0.085951574,0.321909938,-0.146873898,0.063623132,0.689946226,-0.159082889,-0.377365357,0.282656324,0.046494955,0.807925854,0.37914925,0.070657636,0.028909185,0.31469884
sp|P0A161,-0.219608568,0.276609721,-0.250680014,0.100679169,-0.499131096,-0.372978497,0.023132499,-0.524222077,-0.526755344,-0.642866574,-0.599555403,0.211224091,-0.073560668,-0.036988493,-0.207364972,-0.175214448,0.380304274,-0.26964925,-0.066171689,-0.334744278,-0.276028163,-0.591577345,-0.637381035,-0.621048464,-0.069861448,-0.588927767,-0.35485964,-0.250680014,-0.457453065,-0.398269416,-0.350365259,-0.472025866,-1.139881375,-0.132145727,-0.301829656,-0.211434636,-0.772149591,0.123476179,-0.062491343,0.215777577,0.107229441,-0.229891541,-0.088453136,0.028318946,-0.046044989,-0.105392999,0.169582754,-0.282435405,-0.328101005,-0.159403934,-0.431112673,-0.328101005,-0.167287533,0.548575757,0.283855819,-0.227829075,0.11537568,0.11537568,-0.219608568,-0.336965518
sp|P0A165,-0.238761494,-0.089482009,-0.060095234,0.058909831,-0.269285676,-0.282407521,-0.129283017,-0.47217073,-0.341955769,-0.419406302,-0.568055165,-0.031059481,-0.194548788,-0.098341986,-0.082872552,-0.182198897,0.247092862,-0.048363022,-0.036962014,-0.226298699,-0.196925769,-0.225759272,-0.504846687,-0.487931016,-0.249138675,-0.605107092,-0.330891656,-0.201426336,-0.326547495,-0.429619567,-0.442097008,-0.406511304,-0.837943242,-0.187966538,-0.352810872,-0.032238057,-0.506156145,-0.172030768,-0.014659718,-0.114478294,-0.018391833,-0.007456104,-0.012797274,-0.053379435,-0.066359451,-0.303597,-0.076779566,-0.161160033,-0.281566381,-0.151907013,-0.084094243,-0.148069035,-0.07848301,0.183130321,0.145682341,-0.123493602,0.133330962,0.059573801,0.013713007,-0.247221472
sp|P0A167,-0.769277556,-0.291076947,-0.138239363,-0.569206672,-0.376834742,-1.17920448,-0.724783499,-1.637512526,-1.710025297,-0.754122163,0.750924356,-1.853486396,-1.015520218,-1.769012789,-1.645739576,0.211714445,-2.194012276,-1.796858338,-0.798326518,0.534151167,-1.615418057,-0.80561504,0.126258168,-1.678213637,0.523420177,0.596621269,-1.547328932,-0.381018108,-1.50373225,-0.960510636,-0.519144677,-2.365593207,-0.4754558,0.538614375,-0.360516647,-0.799915413,-1.500321096,-2.234933397,-0.504413318,-1.064689993,-0.229079354,-0.816871282,-1.133903464,0.157109078,-0.233985204,-1.947568496,-0.278274832,-0.668325266,-2.389042972,-0.574575742,-1.669056258,0.38743096,-1.89409038,-0.495111599,0.022183775,-1.383068794,-0.372566199,-0.065027277,-0.057087203,-0.758741698
sp|P0A171,0.573594912,-0.079807375,-0.235594187,-0.60051694,-0.164109259,-0.149599805,-0.413343338,0.24156224,0.456494643,0.555380479,0.379858027,-0.640543072,0.004452282,0.164616831,-0.175746437,0.230992834,-0.051749946,-0.07898115,0.306746242,0.181420287,0.072264989,0.098690018,-0.084622543,-0.221644935,-0.015858002,0.318381213,-0.211353744,0.14950757,0.221557332,-0.004245379,0.064510241,-0.369698037,0.394260134,0.37832392,0.43283074,-0.304955702,0.669596111,-0.459367298,0.215615937,0.287333504,-0.226629857,0.171997506,0.55957593,-0.07065866,0.145420968,-0.021412262,-0.14226191,0.193926983,-0.125956139,0.395828853,0.395538907,0.160246975,0.350152447,-0.192791348,-0.38837901,-0.456948459,-0.205625632,0.007786145,-0.006219648,-0.071468766
sp|P0A173,0.082590731,-0.089786036,-0.056188006,-0.161266116,0.058417556,0.033949738,-0.01892823,0.020754192,0.110670089,0.093261976,0.033821599,0.028300518,0.041209281,-0.001853717,0.029753804,0.072511206,0.040058138,0.76730452,0.178601065,0.041193048,0.186014297,0.045599251,0.334892313,0.163801801,0.123904711,0.073788666,0.168502453,0.079235779,0.101182288,0.13764526,0.139898442,0.27354673,0.007185041,0.132107972,0.214500352,0.069044002,0.082319695,-0.105650289,0.086009019,0.065950263,-0.00224794,0.075209998,0.039208332,0.058321824,0.01822677,0.177514264,0.126603058,-0.053718727,0.182176597,0.343931141,-0.092279717,0.117772749,-0.028630303,-0.074919565,0.047730469,-0.010006282,0.100644822,-0.043313047,0.139710773,0.079659281
