,Line Name,rep,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
0,PP_0368_PP_0812_PP_0813-R1,1,False,PP_0368_PP_0812_PP_0813,3,458.8593,3365514.91,0.7818521076389005,PP_0368,PP_0812,PP_0813,,75115.17,210329.9,28890.45,,1681609.4691666665,3085595.7908333335,4315439.0,,0.04466861740331651,0.06816508520812953,0.006694672314913963,,False,True,True,True,True,False,True,True,True,True,True
1,PP_0368_PP_0812_PP_0815-R1,1,False,PP_0368_PP_0812_PP_0815,3,713.6108,2556706.98,0.5939556930764237,PP_0368,PP_0812,PP_0815,,53607.58,97534.7,,,1681609.4691666665,3085595.7908333335,,,0.03187873342944817,0.031609681439725645,,,True,True,True,True,True,False,True,True,True,True,True
2,PP_0751_PP_0812_PP_0814-R1,1,False,PP_0751_PP_0812_PP_0814,3,410.4078,4053765.75,0.9417415700921342,PP_0751,PP_0812,PP_0814,,157444.35,82470.85,,,4528284.020833333,3085595.7908333335,,,0.03476909780297433,0.026727690725079363,,,True,True,True,True,True,False,True,True,True,True,True
3,PP_0751_PP_0813_PP_0814-R1,1,False,PP_0751_PP_0813_PP_0814,3,313.9162,3805628.24,0.8840960565924574,PP_0751,PP_0813,PP_0814,,1305168.56,1637911.54,,,4528284.020833333,4315439.0,,,0.28822586083277785,0.37954691052289236,,,True,True,True,True,True,False,True,True,True,True,True
4,PP_0751_PP_0814_PP_4191-R1,1,False,PP_0751_PP_0814_PP_4191,3,351.5461,2295389.26,0.5332482484181583,PP_0751,PP_0814,PP_4191,,1464818.82,,8487543.5,,4528284.020833333,,18501220.129166666,,0.32348209901604885,,0.45875587884172137,,True,True,True,True,True,False,True,True,True,True,True
5,PP_0812_PP_0813_PP_0815-R1,1,False,PP_0812_PP_0813_PP_0815,3,660.8518,3288869.02,0.7640462882499263,PP_0812,PP_0813,PP_0815,,51770.62,23532.1,,,3085595.7908333335,4315439.0,,,0.01677816004085817,0.00545300257980706,,,True,True,True,True,True,False,True,True,True,True,True
6,PP_0815_PP_1317_PP_2136-R1,1,False,PP_0815_PP_1317_PP_2136,3,502.9687,3467740.51,0.8056004204385756,PP_0815,PP_1317,PP_2136,,,105229.55,225525.67,,,1144369.93,3259270.566666667,,,0.09195413759255279,0.06919513596278398,,True,True,True,True,True,False,True,True,True,True,True
7,PP_0528_PP_4189-R1,1,False,PP_0528_PP_4189,2,495.3593,3733449.62,0.8673280410933172,PP_0528,PP_4189,,,769503.37,3654244.98,,,572623.0650000001,35416254.06083333,,,1.3438218210787578,0.10317988383873755,,,False,True,False,True,False,False,False,False,True,False,False
8,PP_0368_PP_0812_PP_0813-R2,2,False,PP_0368_PP_0812_PP_0813,3,422.4387,3934114.94,0.9139451584045087,PP_0368,PP_0812,PP_0813,,95162.86,80522.42,36601.1,,1681609.4691666665,3085595.7908333335,4315439.0,,0.05659034499083704,0.026096230828164674,0.008481431437218785,,False,True,True,True,True,False,True,True,True,True,True
9,PP_0368_PP_0812_PP_0815-R2,2,False,PP_0368_PP_0812_PP_0815,3,661.5642,2491190.7,0.5787354242698713,PP_0368,PP_0812,PP_0815,,141182.6,244466.0,,,1681609.4691666665,3085595.7908333335,,,0.08395682980422561,0.07922813504162078,,,True,True,True,True,True,False,True,True,True,True,True
10,PP_0751_PP_0812_PP_0814-R2,2,False,PP_0751_PP_0812_PP_0814,3,391.4559,4417132.22,1.0261562430358375,PP_0751,PP_0812,PP_0814,,96182.52,93641.8,,,4528284.020833333,3085595.7908333335,,,0.02124039030182115,0.03034804502851294,,,True,True,True,True,True,False,True,True,True,True,True
