Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0751_PP_0813_PP_0815_log10_pval,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log10_pval,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log10_pval,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log10_pval,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log10_pval,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log10_pval,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log10_pval,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log10_pval,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log10_pval,PP_0812_PP_0813_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log10_pval,PP_0528_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log10_pval,PP_0751_PP_0815_log2_FC,PP_0751_PP_0815_log10_pval,PP_0528_PP_0812_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log10_pval,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log10_pval,PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log10_pval,PP_0813_PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log10_pval,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log10_pval,PP_0368_PP_0815_log2_FC,PP_0368_PP_0815_log10_pval,PP_0437_PP_0815_PP_1317_log2_FC,PP_0437_PP_0815_PP_1317_log10_pval,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log10_pval,PP_0528_PP_0815_log2_FC,PP_0528_PP_0815_log10_pval,PP_0815_PP_2136_log2_FC,PP_0815_PP_2136_log10_pval,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log10_pval,PP_0368_PP_0751_PP_0812_log2_FC,PP_0368_PP_0751_PP_0812_log10_pval,PP_0812_PP_0815_PP_1506_log2_FC,PP_0812_PP_0815_PP_1506_log10_pval
folP,1.3030209238547945,3.071376777279074,,,0.9390079065771529,1.96204069597427,1.1513149990218117,1.7499188557184888,0.8221756595551014,1.6255731251684822,0.9103372087292115,1.390289218843198,0.8243911685142271,3.6129652294435,0.9280532002992843,3.418178517541259,1.168507570074338,1.5142305314309208,,,,,,,,,,,-3.991862979447604,17.10758877205967,0.995701087631249,1.5813644239673108,1.2069950093075805,1.63412546999843,,,,,0.7951817670359905,1.6279318191398156,,,1.0645635717989466,2.194523159041244,0.7085344686786412,4.119651593796475,0.708962275925537,2.193638642773675,0.9246645514613339,1.3128080654806953
fpr-I,-0.5016581793248384,4.509948648605192,-0.2874909684748661,5.6538838230911015,,,,,-0.6971630167674617,2.2494943883921623,-0.40749993878615626,5.639122879826255,-0.6405058138849007,8.276474849832319,-0.31322014226605344,4.811315596645752,,,-0.45951256394782053,6.195502242770705,-0.2819535921869391,2.6341848399883445,-0.43189304162482645,5.471119191906525,-0.49755308125401243,1.4370084128910814,-0.24424671940572817,3.3077850629201206,-1.0796214265079283,1.9529327382485246,-0.5301219658327571,4.120631874444301,-0.40719635737437526,2.5703484098969933,-0.39009727274528067,4.202346115412328,-0.3011336472045412,1.5120249742423937,-0.48909221481346654,5.356577655399732,,,-0.46270156556855513,8.195524433829476,-0.4657188882529383,3.4047342978263835,-0.2644355255400783,1.6530125024911473,-0.5860202937078223,1.3478809133927694
fruB,1.1582965897459272,1.4925628770289072,,,,,,,,,0.6651861114970248,3.1020283314130115,0.34757386016034436,1.5867474765773006,,,0.8542647433246883,1.3108115419890238,0.3768186707112632,1.8505812451306904,0.601415746768459,2.0017588795642114,,,,,1.149858983483789,10.62474656848299,,,0.37719744151584395,1.969138116995808,,,0.35852673918578787,1.451740129857807,0.9756865434661932,1.3947572884521913,,,,,,,,,,,0.7268008631599432,6.6731971332634235
fruK,-2.76549835326096,6.268723742395872,-1.331089192480579,4.4090760439210746,,,,,,,,,,,,,,,-1.747537256176651,6.202824728058056,-0.7401012542643203,2.677251442979336,-2.817856370345744,7.531914554050151,-2.9378474547796163,7.580729355787939,,,-3.0798683886570197,7.849206793659546,,,-1.0438800717378935,1.3575131202572388,,,-1.8257845218018043,2.1731097974097873,,,-4.137890460488391,8.367431250975086,,,,,,,,
ftsK,2.5734750471972743,3.720654425664046,2.5900852883478223,2.4597269859296405,,,,,,,2.457986030662077,2.2711468856032755,,,,,,,,,2.415900061190802,2.132055520090493,,,,,2.517289431857886,1.5425620764261316,,,,,,,,,,,0.4452805491876401,1.4462808068980104,,,,,,,,,1.8196288124459532,4.088500728551151
ftsY,0.9602524291825655,2.40304874280598,0.7976570003042387,1.8405823973011335,,,0.6164175236944324,3.216459571301313,0.17040079907745992,6.918002726093855,0.8388042336516607,1.6627873903053907,,,0.21173162430925133,2.3898000295366555,0.9060243002209039,2.49149803931128,,,0.6022162271659245,1.6007252569244395,,,,,,,,,,,0.8268061230108078,2.5620532870150887,,,1.7154725120277852,1.7986426780781126,,,1.4031025996414077,1.790247120438108,,,,,0.2297335596831786,1.337058715380314,0.6591181928078509,2.0906924838382848
fumC,0.6302275371918296,1.6230633329084683,0.47425920078822786,1.6018768637113066,,,,,1.2391824847357487,2.2229154358143894,0.5177880992016564,1.5138474133440727,,,0.7852615108041378,2.007081758281542,,,1.4214384885985865,1.4222279040085513,0.6348852635480599,1.9832717246307368,1.4411337451897028,4.217907791981101,1.7618464594253394,1.9660810896433374,,,,,1.1207516755645366,2.3063663488559825,0.7337110644442919,1.7761118884335811,1.412765898682021,2.714069082345592,1.7802990939556864,2.6914277780173745,0.839392043108818,2.5518491548983757,1.0889916055237567,1.6343897964099452,,,0.691630399602547,1.6865923971291152,,,0.7993817308337345,10.29174905840209
fur,-0.354643695835744,1.6590127657369478,,,,,-0.29363121033889117,1.5158425109363138,0.49049051132812926,3.29176312483692,-0.24694728014917436,4.114387863653058,0.5424428984094294,2.1844791349222956,0.3117207690296794,1.324647454489819,,,,,,,-0.6283270280490587,2.4009331654673933,,,-0.3512505338177818,1.343116666576946,-2.76303679695383,3.504667148091439,0.49292305666657626,1.727357537178403,,,,,,,0.30308954981226227,2.4630399084168193,,,0.3519477316027864,2.478429408155247,0.24373025292627787,4.1223677175159175,0.2650996424879321,2.2466841937256135,,
fusA,0.6713935523792527,3.2433214499123575,0.29865398136119764,1.4981094595206932,,,0.48290884867515194,1.690651131321189,-0.2219168254593668,3.8809883550658664,0.5587062364437017,5.096899832491451,,,,,0.43651922260916237,2.162489307254956,,,0.2769691468527744,3.577114883077362,,,,,0.7057053739173142,14.267599136583417,,,,,0.23109256782784646,5.263766294815937,,,,,,,,,-0.2116701763573325,2.771445291976064,,,,,0.13838457308079838,2.367686206255637
gapA,-0.6583355968075044,4.400687999787861,,,,,,,,,-0.26012033891374964,2.451727538956971,,,,,-0.36754907328136277,2.2983047521342255,,,,,,,,,-0.23984825887701766,2.169335883741248,,,,,-0.6343907295972461,5.227271204243803,,,,,,,,,,,0.2950262630144949,2.0400756706700465,0.2722743021512947,1.3831538832761021,-0.9751767826983793,2.8549748703152567
gapB,0.36365127360813315,2.4377320102739524,0.4350101012825102,2.131810818117621,0.4201333756787742,2.517129486086908,0.28807712981732797,4.4744058956037,0.47309424612103784,2.926329406781012,0.25005873157243236,4.58950758896578,0.5262780929145794,3.5622581106550846,0.49032971454231333,5.600127640028601,0.20259456760808828,3.6425553877307313,0.6342135248620001,8.106206495340825,0.3228726360792785,2.5510939152958327,0.8038835977586652,3.7082682143402708,0.9743030440506345,1.6804317384523884,0.28158363949941284,2.2960921429940275,1.10019249961008,1.450288857042453,0.33790598127358984,6.602825978566249,0.3648065115576727,2.5143938193828763,0.5955260806533395,2.0118779513151845,0.9388363369821563,1.9101649645287768,0.483931286622211,7.446791227041299,1.069762611724202,2.2460717634535152,0.2827084573617983,4.278859589625806,0.4737302953501487,2.9692449953822107,0.6844616369844798,2.7589735398781787,,
gcd,2.3873259443363524,1.9238038625233616,2.1306329102958332,6.115611395492217,2.2553741182469844,1.6566759961672544,2.0813419784811575,1.6025265606416328,1.1754340220303154,12.89190439352431,1.5892604228233536,2.7572964611607045,,,0.9745863281585754,2.81180755178483,,,,,2.065724819453937,1.9273180508642809,0.5788880500933052,2.8449350050891,,,1.6105367300473623,1.7016257695734764,1.5590889899880627,1.3869269978386347,1.3131477496178814,9.981886635197116,1.444922350480418,4.277145450260368,,,1.3451468345016813,1.7817447353420595,0.9954065009561464,3.9771917358034017,,,1.2049606068514491,3.2884104039302615,,,0.5306403849250435,2.0879091612990384,1.5475978117566227,1.9465930341704663
gcvP1,-5.619203413812607,12.346105436233078,-3.110904562982877,2.6988203428767994,,,-1.0220232814579537,2.615630129524064,-2.5243329669897894,1.9360803310329098,,,-0.9538124176083921,2.0060169372654726,-2.2570365027583357,2.6887635146776137,,,,,,,,,,,,,,,-4.986506849590478,12.539184852951557,,,,,,,-3.7726864359245047,8.44739266219356,,,-5.616606740083497,12.489368162218906,,,-0.8845925551297622,2.5739867102793887,-2.967401859121819,2.221407763375196
gcvT-I,-0.9947316987597047,9.968766086735075,-0.9583896887420255,1.9274770890651687,-0.5436662569556818,2.4957918424376446,-0.639819187779545,1.6028033481048063,-0.35882882780719577,2.39655060640702,-0.8192261163373871,3.588052776967832,-0.3427491681419057,3.6725856635187357,-0.27799316104717,5.101217785179564,-0.5641717319867583,2.7813040862796816,-0.400728887915474,5.639777717478865,-0.8882829195860913,11.71043329215614,-0.4811615531721868,5.964077695153398,-0.4317342421639122,2.0331223663889104,,,,,-0.3690836448910622,6.819354723535385,-0.706051277036068,5.445207277640067,-0.08879132321493971,1.3952431713414375,-0.277583594240223,5.231746433952295,-0.32808459537397544,5.858276916727732,-0.6763546737828274,4.254540257184219,-0.4229707955871198,5.80703059748727,-0.39895540201660856,6.856900582438367,,,-0.8287784766017923,1.527038388706061
gdhB,1.3652502355879848,2.7464241454115905,1.0649402812505333,2.7672614287069695,0.871502793074443,1.7069879714260932,0.7326964501034062,1.4304740272984373,0.6155941067964974,1.6234995825538765,0.7985687177748658,1.547935311092606,0.6465190963235338,1.6725002534910487,0.5075877842969572,2.4254697052706287,,,,,0.7968589982774272,1.4452100421278928,0.8753425756590101,1.9973956871584189,,,0.9509720456580776,2.105055165262036,1.3801340130314974,1.6185959384589574,,,,,,,,,,,,,0.6207671951864809,1.353808167186995,0.46322777130283926,1.8495233508857958,,,,
glcB,0.2725027110599304,1.7026951706818065,,,,,,,,,0.38787972126393977,2.889256052982718,,,,,,,-0.9263679291340354,2.017470223491813,,,-1.3478215453105267,1.9232809117531513,,,,,-1.9259841241503601,13.092614195061852,,,,,,,,,,,-1.3737033042104572,1.5007778753479688,,,,,,,,
glgP,1.8587873682605929,2.425581450338884,1.5544882607491803,2.476918796227801,1.5142187828466562,2.5361271150771856,,,0.5565459375128287,4.715816914776333,1.3500244682837876,2.3435844173015825,0.521582562157255,1.3898797831249816,,,,,0.8184740537802094,1.5055667202654475,1.6402079480870222,3.295265548524418,0.75771173599106,8.722655271941049,1.3644729863625509,1.8560368854581641,1.6174022764117526,3.1153699345884265,1.2249925927479406,2.031138075478678,0.7408605931950198,1.5505682210980025,1.305949222789502,1.4156750164227048,,,1.3631322971489344,5.068295664012675,,,0.5867840833028214,3.5417001622455997,0.6291575390202595,4.185619602192232,,,,,,
glmU,-2.5059047377614405,2.1277153004884197,,,,,,,0.8772923870782566,14.091450117349304,,,0.6954699438636546,2.246657338745275,1.026293920511023,16.7813980017605,,,,,,,0.36632622782610924,4.149036573813715,,,-4.580935918375149,8.903889963809744,,,0.8417896557610074,1.4770985693408092,-1.1060613126822094,3.4875195012776965,,,,,0.9314763814503034,6.123501858724046,,,0.8336917092757097,1.6100849324602744,0.9624740114043066,5.764348504184075,0.9617869225020023,1.7780968654142753,,
glnA,-0.7279146038065429,14.03515003022524,-0.511011146115966,3.3652795381188962,-0.43676978641669717,1.7644816894802444,-0.5187447373691559,3.9202301413895486,-0.5736645015369223,2.1802993851901586,-0.5970451564470978,13.091419048639153,-0.7262411564639641,13.672822298776984,-0.6286971938646708,2.9852353760322856,-0.48127416219318503,8.558988089564041,,,-0.4804756810124623,11.690041540075859,,,,,-0.5379706144313802,12.442821447656659,,,-0.547044468379351,3.3022329618584276,-0.377806158349497,3.169331776944633,,,0.504841816961406,1.3058296513923302,-0.7136866881393067,2.767985676520347,,,-0.5191901677264368,8.02438682725038,-0.6243071116864044,3.7462689317375495,-0.756100588197678,3.478899023693711,-0.23943952680708275,2.2460839108743857
glnE,0.7260696806877253,3.6786646542334824,,,,,,,,,0.5866740911684043,1.4810192083494642,,,,,,,,,0.7324202114045482,13.96773445555116,-0.5373381437045224,1.404472662116913,,,,,,,,,,,,,,,,,-0.9027910840450024,5.368169510213716,0.5312021275660767,1.5334675274633374,,,,,,
glnK,2.206089241476582,2.5851882330318747,2.291293457893278,2.772955089456746,2.015750509142541,1.5426823126179228,2.259247654436437,1.4521916874225558,1.4721637146716202,2.027963173141277,2.164179023489159,3.3401336101357937,1.4034792959867814,3.1620158100036897,,,2.078984892182752,1.9822048454052825,1.9726772400008405,1.3172391515566968,2.0820514620725543,2.5765985386881836,1.9176735741107105,2.1390583969506234,1.8685596538019829,1.743437872264885,2.0646502579504813,1.912999783005207,1.7571300802861727,1.8942788942899464,1.416880147030661,1.6361453994575785,1.9579954238588708,1.8228658020315116,,,1.8928613608954181,2.4002016448734804,1.3744259148140139,2.902980761337774,1.8819707595312096,1.5910290725815723,1.499302095573897,2.5752968050045557,1.3235783272205468,1.5499339169906245,1.5381617447388765,1.745263374215974,1.7912997647817455,1.609938491630811
glnL,-0.9083404469591508,2.099068108583387,-0.7971703010451774,2.077716462347732,-0.7601290928025377,1.4612221260096354,,,,,-0.6530575734090205,1.6872145865939157,,,,,,,,,,,,,,,-1.0197880353722277,2.256376143612619,,,,,,,,,,,,,,,,,,,,,,
glnS,0.10740129207373182,1.689487309249374,,,-0.3112270419429835,2.0797001370270602,,,0.730142174789322,4.297936494080967,0.2391776658488361,1.537563271910239,0.7173072575198449,4.922656530022048,,,,,,,,,0.43215305513639873,1.4419898901465238,0.31748297740212583,1.4142672434348937,,,,,,,0.38428233454554556,7.061667671157202,0.3037649359896104,2.8729591936432706,0.5160043495277951,2.9095435111859227,0.7358404470984019,4.063305198998958,,,0.5948289026610702,5.595540458332238,0.7321461864662183,3.0298902423256777,0.5927109706386474,1.7224740516302517,,
glpK,0.6240861537407589,1.6207954868733339,,,,,,,0.19847538491405942,2.42447481831317,,,0.24549076351824795,1.3738322325706298,,,,,,,,,,,,,,,-1.510257650274464,2.7305747250756243,,,,,,,,,,,-1.609049187440594,1.7296194899209598,,,,,,,0.6898727699937747,6.874423844372123
glpR,-3.7642108073513456,7.851538289638669,-2.2680354685161723,2.424732121832933,,,,,,,,,,,,,,,,,,,-0.5965526676399863,1.3550673032665779,,,-3.7991846343707154,7.902090311554307,,,,,,,-1.988571820059402,1.507740961560128,-1.5746084358175563,1.3314984568333739,0.5775746137451192,4.258659618355557,,,,,,,,,-4.273428707616451,8.117586570717904
gltA,-0.6192136748135431,10.882589484724186,-0.7592099808932232,2.428007801406298,,,,,-0.32023746506330547,7.0156441350858625,,,-0.48760031853196184,8.319541518559575,-0.2963050349424195,5.501163681044752,,,,,-0.40128445515487343,1.4562950707754356,0.29392735672683545,1.6542579126121628,,,-0.7554743535009343,2.3303109489864675,,,-0.5755779410496321,5.980745085130018,-0.2767573882320716,1.6888259997769604,,,,,-0.4940126927125678,9.545588614875143,,,-0.5626636882461076,5.164571067388156,-0.4323128214036323,7.140857349810661,,,-0.5959444526850701,6.229044462557378
gltB,0.7435220191099219,3.0033782146889045,0.5122924688977188,1.955758273093391,,,,,,,0.6007327654092591,1.6162124218293021,,,0.15067402040185074,2.4515478040276535,0.38859540898417044,2.5315678185277,,,,,0.5305895608934209,2.3992272206524476,,,0.7206833740499545,3.3926760137363745,0.7808922231399581,2.739420515001386,,,,,0.587907936216302,2.042376800578391,0.5188232548884755,1.5998978332328189,,,,,,,0.1263955912952889,1.3225193048653083,0.2331930549173703,1.862254021504978,,
gltI,0.37145267051614855,1.896285757937019,0.9071656148973802,15.046662842350711,0.7836732557128999,1.455346896546584,0.9404990034491907,2.0786027681505987,0.8923037611954437,5.652708120059158,0.6106379000471497,9.184238878050698,0.9363962701715057,8.787589938169583,0.7370338498899331,11.688134862167953,0.7545613144299729,4.233471509094661,0.4716102780656432,6.473233270716656,1.0315405989881952,12.538085661466745,0.6654777714324328,1.5815052834725667,,,0.8538164109627453,11.770507475640885,,,0.8843820575173905,2.630847847191527,0.7564124024778635,1.8371396013494432,,,,,0.8143691533256042,9.951787907010342,1.3329339797811457,2.7666946156737704,0.8389809081127069,14.843311505122855,0.9226088071415629,3.8259212616268363,0.8258545911954207,5.33858749821322,0.8100911003794938,13.407076818299462
gltX,0.8285657811846535,2.020241557633112,0.8001826479135589,2.2620757093098165,0.6238851735395018,3.880174153219105,0.4103648440848155,1.5165163180558712,0.7144761239935772,2.527766088925489,0.6874685919594233,1.5552521502796304,0.5843399009310039,7.2011224935017175,0.7337985402678139,4.285175957483408,0.7320468260605351,3.16527808467356,0.2523868253269005,4.136910913006024,0.4935840850857472,1.552404948005948,,,,,0.8500088847616428,3.213574511852087,-0.5204956262271876,3.017552159480173,0.5314299448132194,2.7778869712811667,0.7149773347639241,4.367472151511956,0.21377443869935345,1.870176741829193,,,0.6875238289814659,3.8724814891256027,,,0.526152450548114,3.760111558568655,0.6700936581748059,5.211636716723957,0.7381155235685841,3.778769899807637,0.6751798316614306,1.4701033815150464
glyS,0.7327472221737327,1.8910778634916652,0.5266264055633844,1.7979699011454955,0.48904089911190646,2.0875564755108664,,,0.40159933395658587,1.9300476046878905,0.34074922718907363,3.0589964342483893,0.4490296304165394,5.4018425677835475,0.43584225305534097,4.026806107170739,0.5757925576337801,2.038772949511915,,,0.30848286125169155,1.588147187806496,,,,,0.5421603105381245,8.995721125221268,,,0.47392607830423894,5.411028477330164,0.541278380087267,6.36802674358787,,,0.29337539798658785,2.855491073187306,0.43402127825474973,2.5829956315309133,,,0.5034640902388804,7.852010396658183,0.4648756063786259,5.521922292397398,0.4411483919718388,3.208636546952686,0.5546045410546222,2.5597388700345447
gmk,-1.8060120669296573,5.050909698808381,-1.9097605663514836,2.6781468167399507,-1.9629573947567989,1.6916119040100488,-1.330261461566043,1.3414069143849836,,,-1.556302197152402,9.90130896407046,,,,,-1.6358620734140081,2.384892377232682,-0.4291412538003914,1.9641670389422647,-1.2301270764380017,1.9060029504536136,-1.0944939551558188,1.9318060054713695,,,-1.6603526584317148,7.844936323418455,,,,,-0.9376670419179924,2.074505963464464,,,-0.5816939123293892,1.5071748649154197,,,-1.8461160812452002,2.5303947812333734,,,,,,,-1.2893023332391054,3.4840455032075077
gnuK,-0.9724118294671066,6.759519524366654,-0.5340085547463513,1.5548036169863368,-0.6066651044386907,1.569943609584575,-0.6956496507451148,4.047217111279457,-0.880453080269979,6.531703435238267,-0.716457303614468,6.347057058485087,-1.044400227126082,6.928211722508843,-0.6421629652026524,5.794825197888123,-0.49020510763979686,2.5547149276828667,-1.7342213485985374,4.245986336644633,-0.9286232788983476,6.803046720187207,-1.4132764886787346,5.362013331073767,-3.078000804699452,3.7335469367061287,-0.5210715638428667,4.868339954235557,-3.6893071484085866,10.646337178803876,-1.0719937829707848,8.26768025038559,-0.8976315191827859,7.414166720158785,-1.1852184204591838,1.578692183336303,-2.360887336867791,3.386279879571454,-0.7720375525848928,6.693424888443797,-1.610214568278573,1.984423364453542,-1.1305773944195174,8.529413064923736,-0.68896534561715,6.16741668643184,-0.41284394359863347,3.4773370147782323,-0.7699826951382405,3.5996265681604296
gpmI,0.2818894979311271,2.9432952874937364,0.3462620655365132,1.4368438366189487,,,0.3351288646780527,1.5487482992105233,0.5139728760060638,2.553213466277655,0.27206652240711304,8.179429288316003,0.4936994054303919,3.7052191732251787,0.534808630425632,2.937659585597524,0.6185238646566947,2.8947902026721657,0.3049035965516344,3.4461011370779397,,,,,0.43157168588880646,1.4369295398267892,0.431400161797728,3.502409751842778,,,0.49334372934754295,1.7152602783583655,0.5853223445325482,4.6876251815598335,0.3855042959461308,1.6531102054330942,,,0.4457290902337484,3.5654058771746024,,,0.48832911346240887,3.10937885052208,0.46787690613096183,2.115985081914611,0.460148238642259,4.525212498672852,0.3352659763876005,1.5480657450481952
groEL,-0.5945400264271976,3.9678920474841304,-0.4656339092944081,4.413573391458802,,,,,-0.295864404361785,2.8842958268673704,-0.45626687680292066,6.828537766921591,-0.3470673754892741,4.280756098747058,,,,,0.3285640701933491,1.5206989570007134,-0.4309658256596281,6.69359147751451,0.4795773232154133,3.6531238799669774,0.7163358443636765,3.2717838851403864,-0.5113399196778009,11.075959444970051,,,-0.30493726410767164,2.4736460993128704,-0.16477015429204045,4.007888327687592,,,0.6720506808212002,1.935929496403105,-0.2840799975020392,1.9046596504094935,0.48297331042503117,2.6211158946832023,-0.1925837993264832,1.8488747481812757,-0.23660886255081381,1.9288001462603874,-0.28960674169320894,1.467681095430935,,
grpE,-0.3771907424179467,1.4069848966341403,-0.5743372533350006,3.357500667706291,-0.3202581511439938,2.1447989539917804,,,,,,,,,,,-0.3948525642743485,1.7486409891575327,0.9762052932835118,1.9346694194526344,-0.5200764361893458,1.8566343512333443,,,,,,,,,-0.7080154482177642,4.609563615131729,0.4687318456234473,2.203378478555863,,,-1.241091217555007,1.6394210806702862,,,,,-0.7640217956100339,3.52925858299882,,,-0.21127018745846637,1.9479117460245263,0.41805437571831344,3.096266383786929
gshB,-0.818770858223588,2.341261882236245,,,,,-0.2934640536897774,2.0373298591074747,0.4900792415807633,3.4696506460149936,-0.2764104056493568,3.071566740950048,0.4400511304767663,2.7227834313446997,0.49082207262950744,6.858630969235286,,,,,-0.3157264739320445,3.998851679417629,,,-1.016032346970249,1.7769782774504685,-0.9620475475701838,3.7731633754147427,,,0.46689809872520255,6.88651039651855,,,,,,,0.540621653799837,4.950483320078614,-1.1048284618080073,1.4325532480800465,0.5140799718929199,1.8941940999577076,0.5552248381470327,3.2649318499640865,0.5043802830871461,8.935079807313711,-0.4615810919809183,1.9218969079070254
gtsA,-0.8298307485651999,8.582953215375134,0.31911084722723426,2.9717768391914747,-0.36630917855852074,2.210684034483423,0.4768807923644789,1.9244806834443249,-0.4424056206819173,5.525012969759278,,,-0.3763123244521103,2.27053448534268,-0.3401769903114774,3.849779670911723,,,-0.27033275934028245,1.5410565847023654,0.7374364876320727,4.311342643857663,-0.6138852343089004,5.902129948078536,-0.46414728746477824,2.0069125266031103,,,,,-0.37180513512887453,3.214940807298672,-0.3344593148246588,4.2569400756372655,,,,,-0.2832223845520377,3.4898248317352927,1.1644416937563031,1.522361389773876,-0.27353398371795495,2.316566093258002,,,,,-0.560775853137354,1.7211790483461298
gtsB,-2.2073750654135327,1.696626435105144,,,,,,,-1.5821877092703402,1.600996438858699,,,-0.4706723202470758,1.981211489297082,-0.6482540271074596,2.9349905492824835,,,-1.7768051267474079,1.8842049148910198,0.8261895706913819,3.7658729919393887,-1.4809670696697945,8.19792975277181,-2.5773162065502153,8.11470739654198,,,-0.9954548938557185,3.269766225722342,,,,,-1.2863426939480125,2.043653295173221,-1.8913127711714184,2.177613518897464,-0.8339789173426174,1.4325101975769632,,,-0.6533611667089917,2.2096639340123367,,,,,-4.837429111679374,12.673966856723245
gtsD,-1.0104907726589274,9.282570447322378,-0.3367518456440745,3.1470146320032932,-0.5409561429157496,7.48998762235824,,,-1.1795332004582844,12.165873056812124,-0.49256479406757625,2.164292227349839,-1.1186965412547598,7.100807016098391,-1.0829404231365494,11.263047175668373,-0.578982971401264,1.9348652704688556,-1.076625279242499,11.62222356400442,-0.1429934083516829,1.4325271199614955,-1.0915160483405857,11.67926642125597,-1.0254228152096778,2.2418465365285174,-0.2857484151470125,4.399800880024134,-1.2439920486535352,1.5507451683725741,-1.4166289266459897,13.007603861008295,-0.9556882359125956,7.973464724307875,-0.8748898274124439,5.407972385275722,-0.7907594184176429,7.088312673320927,-1.0014182247073942,11.08465258960492,-0.2283135505153246,2.117902769587352,-1.1310772508544735,11.652166324221032,-0.7935092877777582,4.080492350115384,-0.3999675678166887,5.9198972523083615,-1.162525908390532,2.5127411850186046
guaB,0.5199272946921244,2.6278550730129067,0.5350230118398676,13.874730185553652,0.5493095439222798,1.6293099128380453,0.3224999447395898,1.4712259782925137,,,0.3820505521343324,2.939505803586727,,,,,0.4680861152618548,4.2214613935854235,,,0.40904457960327684,5.156518951746419,0.2309922770970308,1.9436882733599952,,,0.40159829294848914,11.644887164182736,0.7799742338970516,2.2930378422425703,,,0.23818993580598644,1.9244457400655732,,,,,-0.527791952573583,9.083115090363448,,,0.31688360364588675,3.9662436540103445,,,,,0.4709886275263708,3.7474658657365647
guaD,-1.0643548789141846,5.926511922876193,-0.7029464918516108,4.396584248220996,,,,,0.30416372590864066,1.3425226137330812,-0.4344922094314986,2.7294444729526335,,,0.35824848852171776,1.4022833084706012,,,-0.5491680457441767,1.4842629647325114,,,,,,,-1.141723137047897,6.309145438815935,-1.731997485892487,2.5530398097339666,0.33925589148514246,2.525928056078376,,,,,,,,,-1.425889625214951,7.11833462705191,,,,,,,,
gyrA,0.4844517615793243,2.128718528956916,0.24737987750888477,1.5427785698859535,,,,,,,0.08029602827022844,1.3672252810329506,,,,,,,1.1982130701078155,2.394473002386497,0.23224349869718733,1.7387765238318702,1.2613201516877774,3.5944268011318306,0.9717568603321111,1.9451311228318728,,,1.2384853331293642,1.920328133076613,,,0.0794996637008922,1.7633925381935793,,,1.1481642275828332,2.053032021019918,,,1.5249887980296737,2.0979130912155908,,,,,,,,
hemB,0.8910393263774593,4.4234772756216,0.8066255693068581,3.168110711583582,0.7613830597823109,6.983289424359933,0.7211283480204359,4.6828263407787,0.3825082196725568,3.1841859853350023,0.8178550110399532,5.964384436835506,0.25297090175346426,2.188405639099569,0.35674766632024885,3.8757520094124924,0.903808564373536,1.703396561600859,0.6465674140835184,1.4838783086799492,0.5851637541954993,8.032945697520152,0.690378545941397,1.3287583431926593,,,,,,,0.21543233981138873,1.8676542511143863,0.5832275921715385,6.03834094587698,,,,,0.34866645565230875,3.8547316867660104,,,0.1394386935987772,1.401030179242785,0.29404415090185704,2.4358790914268997,0.498390543439321,3.249761495226007,,
hemE,1.0640648437714733,3.39295295281261,1.0518578290324856,2.0120965490886213,,,,,,,,,,,,,,,,,-0.46151310063383943,3.6087557044757386,,,0.2386568297709265,1.4552007157212798,1.2292973655447266,7.786112723785495,,,,,,,,,,,,,,,,,0.20551044181623884,2.3379386449644644,,,0.7911554604729139,1.365893286122825
hemN,-2.375461378015176,1.73492117646,-2.1058606315734973,1.6202370533526176,-2.7738254800142075,1.86744122237957,-2.799988475243774,1.8793951922943257,-2.434405333852004,1.6685104125219166,-3.0265687596033954,1.9401498153512646,-2.8249791178507717,1.8682569571470693,-2.3081568095863774,1.6974523174225717,-2.8617045427938863,1.8936067953026623,,,-2.9447616880190473,1.9069117165589802,,,,,-2.4104352050345463,1.7448574016152525,,,,,-3.1719666933753996,1.9719102944348814,,,,,-2.28770761519893,1.6857445357940577,,,,,-2.2596805620395153,1.67003566118743,,,-2.8846792782802817,1.8898489512486747
