,line_name,pp_mean,pp_std,number_of_grna,in_expt,to_rec
180602,PP_0751_PP_0815_PP_1317_PP_4191,368.33430031997244,49.5572643284384,4,0,1
179412,PP_0751_PP_0814_PP_0815_PP_1317,367.76086744137086,48.76153809755728,4,0,1
112418,PP_0528_PP_0751_PP_0814_PP_0815,367.1408292065973,48.84552619040471,4,0,1
265792,PP_0815_PP_1317_PP_2136_PP_4191,365.4175901645846,49.192250918032684,4,0,1
266104,PP_0815_PP_1317_PP_4120_PP_4191,364.84780437922063,49.27313711275883,4,0,1
6216,PP_0528_PP_0751_PP_0814,364.62740583668665,48.509947632541056,3,0,1
10233,PP_0751_PP_0814_PP_0815,360.42044863380255,48.706979092080005,3,0,1
6217,PP_0528_PP_0751_PP_0815,357.8503271483572,48.466522570251186,3,0,1
10237,PP_0751_PP_0814_PP_1317,357.26902452331905,48.141841247387184,3,0,1
15872,PP_0815_PP_1317_PP_2136,356.7415302717446,48.29153161118756,3,0,1
10242,PP_0751_PP_0814_PP_1607,356.3149977361628,48.22851635633952,3,0,1
10247,PP_0751_PP_0814_PP_2136,356.1457763308007,48.552257187606344,3,0,1
15867,PP_0815_PP_1317_PP_1607,356.0430848180132,48.12059695127201,3,0,1
6407,PP_0528_PP_0814_PP_0815,355.708484980408,48.24219940128769,3,0,1
225,PP_0528_PP_0751,355.6203386982771,48.02696056554362,2,0,1
6226,PP_0528_PP_0751_PP_1607,355.51709773590414,48.026122813332776,3,0,1
10268,PP_0751_PP_0814_PP_4192,355.19929792076323,48.83594070222585,3,0,1
10276,PP_0751_PP_0814_PP_4862,355.06661063817546,48.32159680849115,3,0,1
15885,PP_0815_PP_1317_PP_4120,354.96605307451097,48.26923095644447,3,0,1
10260,PP_0751_PP_0814_PP_4120,354.8889949391939,48.364408026191086,3,0,1
264,PP_0528_PP_4191,353.9315140605757,47.98963275554653,2,0,1
6846,PP_0528_PP_1607_PP_4191,353.8324277895699,47.989369177006324,3,0,1
10248,PP_0751_PP_0814_PP_2137,353.80147773954405,48.357607190323186,3,0,1
15866,PP_0815_PP_1317_PP_1506,353.34974515657996,48.42030983386772,3,0,1
15874,PP_0815_PP_1317_PP_2213,353.0979557120121,48.40201537527449,3,0,1
15899,PP_0815_PP_1317_PP_4678,353.07412979844366,48.54194240915071,3,0,1
7427,PP_0528_PP_4191_PP_4667,352.8170870520213,48.05447234609111,3,0,1
7429,PP_0528_PP_4191_PP_4679,352.2063139244725,48.1733718751133,3,0,1
15901,PP_0815_PP_1317_PP_4862,352.14724992617374,48.18531211757865,3,0,1
7428,PP_0528_PP_4191_PP_4678,352.0075758875523,48.221868532531374,3,0,1
6201,PP_0528_PP_0658_PP_4191,351.87916414848985,48.05864654993549,3,0,1
6411,PP_0528_PP_0814_PP_1317,351.6528949469085,48.02362480550608,3,0,1
7041,PP_0528_PP_2137_PP_4191,351.02154379438997,48.025002754743625,3,0,1
6656,PP_0528_PP_1317_PP_4191,350.9232375913505,48.0167331589918,3,0,1
14902,PP_0814_PP_1317_PP_4191,345.7429347156129,48.099346722705576,3,0,1
13652,PP_0813_PP_0814_PP_4191,338.0943805603381,48.41310855422224,3,0,1
14057,PP_0813_PP_1607_PP_4191,327.3034177314716,48.30685648244557,3,0,1
1081,PP_1769_PP_4191,323.7328272273466,48.16730492631975,2,0,1
975,PP_1506_PP_4189,300.9790552131784,48.040822074144245,2,0,1
1579,PP_4189_PP_4549,300.7891427018317,48.072647794230875,2,0,1
1431,PP_3755_PP_4189,300.53191029599964,48.1309141219206,2,0,1
1011,PP_1607_PP_4189,300.14415241614495,47.97763834741091,2,0,1
1235,PP_2213_PP_4189,299.6178518235266,48.03296178902699,2,0,1
1563,PP_4188_PP_4189,299.3903140691426,48.03933149948701,2,0,1
1410,PP_3754_PP_4189,298.82568609675354,48.04006408949313,2,0,1
1587,PP_4189_PP_5288,297.2752114198163,48.00749317311303,2,0,1
1388,PP_3578_PP_4189,296.68455485919736,48.050211507130314,2,0,1
1584,PP_4189_PP_4679,296.52223375034254,48.06227628478756,2,0,1
1290,PP_2471_PP_4189,296.30544832735666,48.029381126333504,2,0,1
1521,PP_4122_PP_4189,296.27288027210875,48.06886721315103,2,0,1
1585,PP_4189_PP_4862,296.26170537139296,48.01423117624095,2,0,1
1316,PP_3071_PP_4189,295.87868534953196,48.093211759347916,2,0,1
1586,PP_4189_PP_5186,295.1689670926021,48.07723528112657,2,0,1
478,PP_0812_PP_0813,294.65885574337653,47.993288351567585,2,0,1
536,PP_0813_PP_1607,289.82361015057955,48.00645122518791,2,0,1
562,PP_0813_PP_4192,288.46651477567474,48.02563566660301,2,0,1
541,PP_0813_PP_2136,287.3581040958146,48.317603927116956,2,0,1
542,PP_0813_PP_2137,286.6480197479429,48.08056855954154,2,0,1
569,PP_0813_PP_4679,285.9020506098467,48.08485836089149,2,0,1
543,PP_0813_PP_2213,285.65297454434767,48.037338333885764,2,0,1
