Protein,Spearman_Correlation,Average_Abundance_Control
Hflx,0.12885307873572388,0.03293682388888889
Hflk,0.07365759388798422,0.058109717944444444
Hflc,0.20250283124214144,0.07193689872222223
Hisz,-0.14196530567144153,0.06878256455555555
Pura,0.3025312032680442,0.23445634188888892
Pp_4888,-0.03826942348141634,0.013262285833333333
Pp_4881,0.2511477954724762,0.028283313888888884
Vacb,0.24636815551374788,0.04770229755555556
Rlmb,0.006241421833216314,0.023225437166666668
Rpsf,-0.45714269062717666,0.3834928986111111
Rpsr,-0.30884107824304524,0.3573739659444445
Rpli,-0.47088714900891593,0.39312876833333327
Dnab,0.19580112877272932,0.008600331222222223
Pp_4871,0.09180337941628262,0.004936807
Pp_4870,-0.1366320471437007,0.036583012944444444
Nade,0.41396380513650055,0.09907125927777777
Pncb,0.17900367075682258,0.005877682166666666
Pp_4867,0.0691373553086504,0.1071360581111111
Pp_4864,-0.20562649276411313,0.0020189686666666666
Pp_4863,-0.3971627198402728,0.0038664019999999993
Pp_4862,0.4388976797488992,0.02672252511111111
Pp_4860,-0.17616501145912908,0.001933326
Pp_4857,-0.09999889364383707,0.005406606400000001
Pp_4856,-0.09564903723256984,0.008899157277777776
Pp_4849,-0.002541047161726497,0.004316226
Cbpa,0.36949032801629583,0.025273608611111116
Pp_4846,0.35406179093584433,0.007469066647058823
Pp_4845,-0.13036135424852213,0.005143266277777777
Pp_4844,0.041854838223214064,0.0032269331818181816
Pp_4842,-0.16460251241770474,0.0027032995714285713
Pp_4841,-0.1983599326595493,0.04336422477777777
Oprc,0.1785714285714286,
Pp_4836,0.08240628017295663,0.0019881443333333334
Pp_4834,0.16743866680411099,0.005210763363636363
Cobh,0.08540174845143435,0.003596734
Cobi,0.015875614529361648,0.006167269529411765
Cobj,-0.1750271928124106,0.004040979
Pp_4824,0.25853426736676594,0.002276040857142857
Purd,-0.11035303436303519,0.04269569377777778
Purh,-0.33311958504266986,0.06630267633333334
Pp_4819,0.3220225625484008,0.009356074833333332
Prma,0.3879662343753087,0.014041591666666665
Pp_4817,0.45723495483579585,0.010529673529411766
Pp_4814,0.30769230769230765,0.004598232
Proa,0.3214486551755971,0.029184503944444447
Nadd,0.1796217968530585,0.005064941999999999
Rsfs,0.12562846951335743,0.051413097166666664
Rlmh,0.1966748579887266,0.0042418915294117655
Mltb,0.042968095150273576,0.004967089714285714
Daca,0.3246051162366632,0.08164818411111112
Pp_4802,0.37108053744219577,0.04942053944444444
Lipb,0.4751550406054943,0.016290661444444448
Lipa,0.11944336712867028,0.015481142944444443
Pp_4799,0.006429183105184516,0.006335762888888889
Pp_4798,0.17398828296266663,0.03293844133333333
Hola,0.12681819128005248,0.0038202547
Lpte,0.16491633431311656,0.08257774172222224
Leus,-0.34709345681754183,0.091075141
Lnt,0.22001384213506361,0.019006859277777777
Pp_4789,0.10389110016441042,0.026418962000000004
Ybey,0.11312724288597724,0.011846470875
Pp_4787,-0.41621788444306884,0.03181245266666667
Pp_4785,0.35963419674841557,0.0046319524117647065
Heml,0.4143411451332423,0.03639007711111111
Thie,0.05720654023808992,0.012242385055555555
Thid,0.1830185875182208,0.0272454035
Pp_4780,0.11675040165402507,0.003416616
Amn,0.08227272907896829,0.033698899944444444
Pp_4776,0.2284881913371449,0.020285423666666667
Pp_4775,-0.3409398551795478,0.004842714555555555
Hrpb,0.1220533800896162,0.0017514035555555555
Pp_4770,0.05767971929975105,0.023279015222222223
Pp_4769,0.36219114306281386,0.0048586471875000006
Pp_4766,0.1214264344354558,0.012139078888888889
Tesb,0.2178467528732953,0.009016849176470589
Pp_4760,0.34096661676241163,0.01198961561111111
Pp_4748,0.2492264954421452,0.0033267469999999997
Hsds,0.03680045570671723,0.0047827297222222225
Hsdm,-0.013476855013560203,0.02028457466666667
Hsdr,0.29607768319392147,0.0062973263750000005
Pp_4738,-0.01687134042962264,0.008352309222222222
Smpb,0.1812868081362533,0.02094447027777778
Omla,-0.24087558851051452,0.023473303944444447
Fur,0.380039763222186,0.10767621555555557
Recn,0.1185517764459893,0.012411791666666666
Grpe,0.20776916668108164,0.18375743827777777
Dnak,0.3344004853180458,1.0946688158888886
Dnaj,0.1452151810207235,0.07949545522222222
Dapb,0.04132121981168743,0.0991407645
Cara,-0.15706456821410872,0.06400080455555557
Carb,-0.17110922435231216,0.10184693961111109
Grea,0.3512953776911154,0.03237201033333333
Pp_4720,0.2765033266267435,0.03180421405555556
Rlme,0.11637664325979756,0.009900430555555555
Ftsh,0.0771800176994583,0.025546050833333334
Folp,0.24972811842852757,0.02370508461111111
Glmm,0.15776160345661558,0.04907662911111111
Tpia,-0.14275160966878642,0.03282346533333333
Rimp,0.017296089893001364,0.014006489666666665
Nusa,0.032906463709116325,0.11529347166666667
Infb,-0.36315970589532365,0.15135756694444444
Rbfa,0.09591780180960431,0.03963490733333333
Rpso,-0.2498001681316346,0.12546346072222223
Pnp,0.29949531702635657,0.30777195061111107
Pp_4707,0.01228515315093851,0.013943974944444444
Pp_4704,0.39595906542774434,0.010796005777777777
Acsa2,-0.175350964824649,0.010158753
Pgi2,0.042280743190048806,0.026869419071428573
Panc,0.47823335678153805,0.014698033166666668
Panb,0.4581701834004053,0.009301180818181818
Pcnb,0.3007181058301902,0.01952684411111111
Pp_4696,0.3663901431715571,0.03135360833333333
Pp_4695,0.14524522361801293,0.0017319026000000002
Dksa,0.38400962158723273,0.04749534111111111
Pp_4692,0.32014529946176273,0.0099647665
Pp_4689,0.2548658063387922,0.0037229712
Pp_4684,0.40654246730673305,0.05765930133333333
Mrcb,0.10708933746975935,0.007129786235294118
Pp_4682,0.3641759065605168,0.020872525833333336
Ilvb,0.19679910178482132,0.13093609494444444
Ilvn,0.09957643293966208,0.1140385831111111
Ilvc,-0.013652057236791517,0.7080887082777777
Yedy,0.7142857142857143,
Recc,0.22228298017771703,0.0021837658
Recb,0.069635336337881,0.0028606530000000003
Recd,0.16151097906174702,0.008818257214285714
Pp_4669,-0.02256739973679654,0.003100518333333333
Pp_4668,0.06250753816531004,0.004720683857142857
Mmsa-2,0.1419095088672963,0.13852635155555554
Mmsb,0.20381101174328126,0.08585209133333332
Pp_4662,0.10989010989010989,
Ggt-2,-0.18777111099929228,0.00238127325
Mcps,0.3264332177878533,0.058861000222222216
Pp_4657,0.3700005598830495,0.005392104399999999
Pcah,0.03571428571428572,
Pcag,0.5,
Trma,0.06979857451102844,0.016812827055555552
Pp_4652,0.22031678879907332,0.002881087142857143
Cioa,0.1680942279269624,0.0028022813571428576
Rlmg,0.05607800457696916,0.007392813611111112
Pp_4646,-0.02831113371208003,0.014540450529411764
Mscl,0.15794926679113666,0.012260778666666668
Rada,0.2170342742715573,0.002363001555555555
Pp_4643,0.053041670415370945,0.004911713571428571
Pp_4642,0.4443916900022207,0.015462512888888887
Csta,-0.11520070360508505,0.014344200277777774
Pp_4639,0.2840068593214141,0.024797349000000003
Pp_4636,0.2811937910624887,0.006936230499999999
Fabv,0.11017978221625824,0.09290515344444444
Pp_4633,0.2010973796555533,0.01397126661111111
Pp_4632,0.3754497969417911,0.009699542166666665
Mioc,0.24427597847580082,0.012468330111111111
Hmga,0.018529943392754707,0.00658431142857143
Pp_4620,0.133011638695493,0.03249185933333333
Pp_4619,0.09779645027311623,0.009677239722222222
Pp_4617,0.24408572978838852,
Pp_4616,0.006835060029594677,0.008399411333333334
Pp_4602,0.017259541366177782,0.0082691172
Pp_4601,0.0512861935392936,0.0018454254999999999
Pp_4594,0.032715625715022484,0.00246342325
Pp_4593,0.2993065187239945,0.0024364255
Rnd,-0.05990625248451305,0.009299623277777776
Pp_4589,-0.1669764492357482,0.002451943166666667
Pp_4588,0.056701607279217206,0.027670217611111114
Pp_4586,-0.015443973422227905,0.004003989666666667
Pp_4583,0.21330236446701736,0.010331389333333335
Pp_4577,0.2146980798227149,0.004862585111111112
Pp_4576,0.10501766706129835,0.00122427525
Pp_4575,0.4087516087516087,0.0022946425
Pp_4573,0.09043862673629802,0.022104108166666667
Cysk,0.5312247787659183,0.06536272283333333
Pp_4570,0.3170535478941196,0.01092606861111111
Pp_4563,0.1057123645561231,0.014558058944444443
Pp_4562,0.12944738058667407,0.008350547888888888
Pp_4555,0.5054960367322032,0.009659996176470589
Pp_4554,0.47615859215756606,0.008293118277777779
Phaj1,-0.16012503824665406,0.0349614595
Fadd2,0.08453808412875545,0.0019934235
Fadd,-0.11354326312469436,0.025657998333333334
Hrpa,0.17338087365710075,0.023297712611111108
Pp_4545,-0.11302620372495682,0.038469547
Pp_4543,0.022995752410974277,0.007394694285714287
Pp_4542,0.26149008885850994,0.001420796
Ppia,0.13387619570368248,0.006726452333333334
Pp_4539,0.10174476930946234,0.0034111526250000003
Pp_4533,0.04290906628177131,0.003916827846153847
Pp_4532,0.1570614952402515,0.04985482783333334
Pp_4528,0.22078558306359897,0.00781920975
Pp_4521,0.3359015278217661,0.0036764942941176475
Tolc,0.15217999233524254,0.0341583755
Pp_4517,0.47561486630591904,0.05763240211111112
Recq,0.18442602498294144,0.003566943333333333
Pp_4515,0.19810657126325348,0.0202237995
Pp_4508,0.28830288677365284,0.0029191243333333335
Pp_4506,0.12555490949429177,0.03660241488888889
Pp_4504,-0.21373520888594044,0.004055170428571428
Pp_4503,-0.2250457875457875,0.007030793615384615
Pp_4499,0.11021930701793885,0.017879714777777778
Pp_4493,0.06559918287639133,0.016498394777777776
Phhb,-0.06914434340402564,0.012207552944444443
Pp_4488,0.2851548801870252,0.005402772
Acsa1,-0.48990468518485547,0.19683061416666664
Pp_4486,-0.2525560652160025,0.05945331444444445
Pp_4483,-0.037818839922896,0.012484790833333334
Pp_4482,0.17843459222769564,0.004850365666666666
Aruf,0.34254549677304824,0.010523909
Arug,0.0073543681926036076,0.02490341088888889
Astd,0.19690294039297251,0.019637870611111108
Astb,0.1097476777517462,0.011159329166666669
Pp_4476,0.01670501037512602,0.014700219388888889
Aste,0.40376975613978416,0.012035502555555556
Alas,0.10117671056695589,0.08508996911111112
Pp_4473,-0.07710515266192172,0.13698490455555556
Mgte,0.20216120559847853,0.006464268444444445
Algz,0.17029404274513615,0.007870467545454547
Pp_4460,0.33548390691460156,0.0029525704166666663
Pp_4448,0.20308243719177319,0.01636244216666667
Pp_4447,0.04895975350903938,
Pp_4429,0.107657356204431,0.0015846175000000001
Pp_4428,0.23352226634530804,0.0020015217
Lpdv,0.04767909310307799,0.0076628883888888895
Bkdb,-0.0320729457555698,0.014534498722222225
Bkda2,0.14710232034582413,0.00945339627777778
Bkda1,0.10662464016881003,0.00862476338888889
Bkdr,0.044077592746450886,0.00127494
Pp_4399,0.2157258064516129,
Ycgr,0.10732700283061368,0.061897779611111106
Chev-3,0.16608817953563504,0.019934495611111117
Cher2,0.14559295602602765,0.010310886
Flge,0.004758078185153993,0.0016192662
Flgf,-0.0369664205773471,0.004159007
Flgg,0.11984760802619139,0.0077476902500000005
Flgk,0.09422112146000941,0.006591562399999999
Flgl,0.09141632391835598,0.013316532599999997
Pp_4379,0.22840418613221797,0.03034235755555555
Flic,0.19358982951623996,0.25255034088888884
Pp_4377,-0.2382490184218452,0.007931042944444446
Flid,0.12608046353298824,0.022811216222222225
Flis,0.02350076847782274,0.005845366071428572
Fleq,0.3063703012972361,0.045775923611111116
Flif,0.12212543554006972,0.001163325
Flii,0.2795164061636721,0.0018681798181818183
Pp_4364,0.2443944806486474,0.011424161833333335
Pp_4363,-0.21923076923076923,0.007123346
Pp_4362,0.2529459472353418,0.007301008499999999
Flim,0.04820167584879758,0.01177958861111111
Flin,-0.05451599685523444,0.025170877
Pp_4345,-0.05840928729928435,0.0051236885
Flhf,0.16226653477105202,0.012008135166666666
Flen,0.18598789830159007,0.020594900388888886
Flia,0.15907149449076854,0.0033739721428571435
Chey,0.07207368326924796,0.033102557500000004
Chez,0.08161326948912435,0.02355660833333333
Chea,0.1861048069523972,0.027024652944444442
Cheb1,0.2434337833739637,0.03161111122222222
Mota,0.1759802728359002,0.008594498666666667
Motb,-0.11666666666666665,0.001388138
Pp_4334,0.33147142182333483,0.009859763846153845
Chew,0.3106353770818061,0.06827537466666665
Pp_4331,0.04117828606700731,0.0014452177142857145
Ccme,-0.34450530193882223,0.003639026722222222
Ccmf,-0.2998369893918303,0.004957801600000001
Dsbe,-0.29486860565269224,0.0065787497058823535
Pp_4319,-0.0930479847693214,0.013697126944444443
Pp_4316,0.3712700728997333,0.013282421777777779
