Protein.Group,Group_with_PP_0815_Mean,Group_without_PP_0815_Mean,T-Statistic,P-Value
PP_5185,0.018480756666666667,0.02003763623655914,-1.3945461743943321,0.27464415496268924
PP_3952,0.000636713,0.0005710347634408602,0.5764698255741172,0.6141391721072984
PP_0010,0.023009681333333334,0.0227869301827957,0.16313736868076664,0.884774810140351
PP_0011,0.08766975799999999,0.09384032299999998,-1.597672251816599,0.23551428896557136
PP_0003,0.023112934333333335,0.020806079655913978,2.779671010337033,0.07831788739788645
PP_2471,0.03619994433333334,0.03915513831182795,-0.5456750369383433,0.6383329164071128
PP_1224,0.0009869036666666664,0.0026437644731182796,-2.743253175214139,0.07896567543572668
PP_1506,0.08977493233333333,0.10543136586021506,-4.433146240090287,0.006302146127338998
PP_1223,0.5695898556666666,0.5961370926021505,-2.0559157808979274,0.1081942675499089
PP_0006,0.039676786,0.04483332365591397,-1.1029097493071631,0.3790394804884897
PP_0951,0.11526234033333332,0.11310477669892477,0.22265605778011946,0.8425974318278814
PP_0002,0.014439519333333336,0.015876212279569892,-0.23042401315986097,0.8384973569923972
PP_0001,0.018907804,0.01947596227956989,-0.1676228244329076,0.8815534699791033
PP_0446,0.6306171269999999,0.6072714970645162,0.39814452498644887,0.7236116443808709
PP_0389,0.2625426453333333,0.27083903729032255,-0.8631503760843828,0.4595806870135702
PP_0952,0.015171786000000001,0.017577958419354837,-0.9679735572690952,0.4308930397929054
PP_1222,0.061994684,0.06532708545161289,-2.8204445561781637,0.03857453751596502
PP_0005,0.0059463860000000006,0.008051363462365593,-2.282989348112725,0.12255782427409594
b4055 JW4015,0.5280801883333334,0.6129721240860215,-1.1130582525848465,0.3759063593752656
YNR043W,2.5063976846666667,2.564616083086021,-0.6463410903971731,0.5669878392294977
PP_4288,0.010564360666666666,0.011458233322580644,-1.3815753234542303,0.2584450913658595
PP_5289,0.05701135733333334,0.05275207640860215,3.4816989960435083,0.009867227519243236
PP_3633,0.007199872333333333,0.007360140989247313,-0.0296325656020916,0.9788268892613907
PP_4481,0.06833605266666666,0.07017592347311828,-0.6393954173933247,0.5850663736443147
PP_0396,0.036186832333333335,0.035399393333333334,0.38554063455867293,0.7323878197322695
PP_0477,0.3123471246666667,0.2952895744516129,1.5288204315803133,0.2222468212110379
PP_0823,0.003302603666666666,0.005480100064516129,-5.868626835076549,1.0021648459691022e-05
PP_0966,0.04388891733333333,0.04744650040860215,-1.3254367279560797,0.3126302325297132
PP_1352,0.049349954,0.048997722720430105,0.07422462381396748,0.9471479574532312
PP_1088,0.191211621,0.2005304220215054,-3.565797232597658,0.01905668762719294
PP_1346,0.07418235899999999,0.07449798089247313,-0.23048526628646943,0.8260636419082804
PP_0184,0.062615248,0.06332589088172043,-0.35350231492239254,0.7551503289032043
PP_4007,0.06275113033333334,0.06461417040860216,-1.0643828064213672,0.3603719931840657
PP_1342,0.04222222866666667,0.04076514792473119,0.30921596937926454,0.7852778662932901
EF_1364,1.3552956213333334,1.2819853363870968,1.6597736179602227,0.14585040946876277
PP_1157 PP_3365,0.075008962,0.06388003387096775,1.4992827092242342,0.24257010057248135
PP_5417,0.18922859366666667,0.20017065531182796,-1.9441080790132148,0.12335543412573612
PP_5416,0.07716759166666666,0.07417626277419355,0.23516720194169152,0.8345589785970985
PP_5415,0.3277609346666667,0.3555626073978495,-2.6149564481333436,0.05052952780198704
PP_5414,0.107274098,0.10975837751612905,-0.6829435112597898,0.5262090903053397
PP_5413,0.5327160006666668,0.5629269769677419,-2.6727167906974163,0.016804042216509805
