Line Name,Measurement Type,Time,Value,Units
PP_2471_PP_3754_PP_4667-R1,Optical Density,0.011666666666666667,3.28,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,0.17805555555555555,3.43,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,0.3447222222222222,3.53,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,0.5113888888888889,3.54,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,0.6780555555555555,3.52,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,0.8447222222222223,3.47,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,1.011388888888889,3.46,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,1.1780555555555556,3.41,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,1.3447222222222222,3.39,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,1.511388888888889,3.38,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,1.6780555555555556,3.42,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,1.8447222222222222,3.37,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,2.011388888888889,3.4,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,2.1780555555555554,3.53,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,2.3447222222222224,3.46,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,2.511388888888889,3.4,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,2.6780555555555554,3.47,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,2.8447222222222224,3.51,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,3.011388888888889,3.4,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,3.1780555555555554,3.5,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,3.3447222222222224,3.45,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,3.511388888888889,3.5,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,3.6780555555555554,3.48,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,3.8447222222222224,3.42,n/a
PP_2471_PP_3754_PP_4667-R1,Optical Density,4.011388888888889,3.41,n/a
