Line Name,Measurement Type,Time,Value,Units
PP_2137_PP_4189-R4,Optical Density,0.011944444444444445,3.59,n/a
PP_2137_PP_4189-R4,Optical Density,0.1786111111111111,3.67,n/a
PP_2137_PP_4189-R4,Optical Density,0.3452777777777778,3.82,n/a
PP_2137_PP_4189-R4,Optical Density,0.5119444444444444,3.76,n/a
PP_2137_PP_4189-R4,Optical Density,0.6786111111111112,3.81,n/a
PP_2137_PP_4189-R4,Optical Density,0.8452777777777778,3.67,n/a
PP_2137_PP_4189-R4,Optical Density,1.0119444444444445,3.71,n/a
PP_2137_PP_4189-R4,Optical Density,1.178611111111111,3.7,n/a
PP_2137_PP_4189-R4,Optical Density,1.3452777777777778,3.67,n/a
PP_2137_PP_4189-R4,Optical Density,1.5119444444444445,3.66,n/a
PP_2137_PP_4189-R4,Optical Density,1.678611111111111,3.65,n/a
PP_2137_PP_4189-R4,Optical Density,1.8452777777777778,3.66,n/a
PP_2137_PP_4189-R4,Optical Density,2.0119444444444445,3.62,n/a
PP_2137_PP_4189-R4,Optical Density,2.178611111111111,3.67,n/a
PP_2137_PP_4189-R4,Optical Density,2.3452777777777776,3.69,n/a
PP_2137_PP_4189-R4,Optical Density,2.5119444444444445,3.65,n/a
PP_2137_PP_4189-R4,Optical Density,2.678611111111111,3.73,n/a
PP_2137_PP_4189-R4,Optical Density,2.8452777777777776,3.8,n/a
PP_2137_PP_4189-R4,Optical Density,3.0119444444444445,3.75,n/a
PP_2137_PP_4189-R4,Optical Density,3.178611111111111,3.72,n/a
PP_2137_PP_4189-R4,Optical Density,3.3452777777777776,3.65,n/a
PP_2137_PP_4189-R4,Optical Density,3.5119444444444445,3.76,n/a
PP_2137_PP_4189-R4,Optical Density,3.678611111111111,3.82,n/a
PP_2137_PP_4189-R4,Optical Density,3.8452777777777776,3.84,n/a
PP_2137_PP_4189-R4,Optical Density,4.0119444444444445,3.91,n/a
PP_2137_PP_4189-R4,Optical Density,4.1786111111111115,3.97,n/a
PP_2137_PP_4189-R4,Optical Density,4.345277777777778,4.06,n/a
PP_2137_PP_4189-R4,Optical Density,4.5119444444444445,4.07,n/a
PP_2137_PP_4189-R4,Optical Density,4.6786111111111115,3.94,n/a
PP_2137_PP_4189-R4,Optical Density,4.845277777777778,4.2,n/a
PP_2137_PP_4189-R4,Optical Density,5.0119444444444445,4.17,n/a
PP_2137_PP_4189-R4,Optical Density,5.1786111111111115,4.16,n/a
PP_2137_PP_4189-R4,Optical Density,5.345277777777778,4.27,n/a
PP_2137_PP_4189-R4,Optical Density,5.5119444444444445,4.31,n/a
PP_2137_PP_4189-R4,Optical Density,5.6786111111111115,4.3,n/a
PP_2137_PP_4189-R4,Optical Density,5.845277777777778,4.36,n/a
PP_2137_PP_4189-R4,Optical Density,6.0119444444444445,4.43,n/a
PP_2137_PP_4189-R4,Optical Density,6.1786111111111115,4.61,n/a
PP_2137_PP_4189-R4,Optical Density,6.345277777777778,4.58,n/a
PP_2137_PP_4189-R4,Optical Density,6.5119444444444445,4.76,n/a
PP_2137_PP_4189-R4,Optical Density,6.6786111111111115,4.71,n/a
PP_2137_PP_4189-R4,Optical Density,6.845277777777778,5.03,n/a
PP_2137_PP_4189-R4,Optical Density,7.0119444444444445,4.94,n/a
PP_2137_PP_4189-R4,Optical Density,7.1786111111111115,5.0,n/a
PP_2137_PP_4189-R4,Optical Density,7.345277777777778,5.11,n/a
PP_2137_PP_4189-R4,Optical Density,7.5119444444444445,5.31,n/a
PP_2137_PP_4189-R4,Optical Density,7.6786111111111115,5.36,n/a
PP_2137_PP_4189-R4,Optical Density,7.845277777777778,5.36,n/a
PP_2137_PP_4189-R4,Optical Density,8.011944444444444,5.78,n/a
PP_2137_PP_4189-R4,Optical Density,8.178611111111111,5.74,n/a
PP_2137_PP_4189-R4,Optical Density,8.345277777777778,5.79,n/a
PP_2137_PP_4189-R4,Optical Density,8.511944444444444,5.86,n/a
PP_2137_PP_4189-R4,Optical Density,8.678611111111111,6.2,n/a
PP_2137_PP_4189-R4,Optical Density,8.845277777777778,6.28,n/a
PP_2137_PP_4189-R4,Optical Density,9.011944444444444,6.28,n/a
PP_2137_PP_4189-R4,Optical Density,9.178611111111111,6.7,n/a
PP_2137_PP_4189-R4,Optical Density,9.345277777777778,6.93,n/a
PP_2137_PP_4189-R4,Optical Density,9.511944444444444,7.04,n/a
PP_2137_PP_4189-R4,Optical Density,9.678611111111111,6.84,n/a
PP_2137_PP_4189-R4,Optical Density,9.845277777777778,7.18,n/a
PP_2137_PP_4189-R4,Optical Density,10.011944444444444,7.39,n/a
PP_2137_PP_4189-R4,Optical Density,10.178611111111111,7.43,n/a
PP_2137_PP_4189-R4,Optical Density,10.345277777777778,7.63,n/a
PP_2137_PP_4189-R4,Optical Density,10.511944444444444,7.76,n/a
PP_2137_PP_4189-R4,Optical Density,10.678611111111111,8.01,n/a
PP_2137_PP_4189-R4,Optical Density,10.845277777777778,8.07,n/a
PP_2137_PP_4189-R4,Optical Density,11.011944444444444,7.88,n/a
PP_2137_PP_4189-R4,Optical Density,11.178611111111111,8.41,n/a
PP_2137_PP_4189-R4,Optical Density,11.345277777777778,8.96,n/a
PP_2137_PP_4189-R4,Optical Density,11.511944444444444,7.98,n/a
PP_2137_PP_4189-R4,Optical Density,11.678611111111111,7.84,n/a
PP_2137_PP_4189-R4,Optical Density,11.845277777777778,7.53,n/a
PP_2137_PP_4189-R4,Optical Density,12.011944444444444,7.44,n/a
PP_2137_PP_4189-R4,Optical Density,12.178611111111111,7.47,n/a
PP_2137_PP_4189-R4,Optical Density,12.345277777777778,7.41,n/a
PP_2137_PP_4189-R4,Optical Density,12.511944444444444,7.62,n/a
PP_2137_PP_4189-R4,Optical Density,12.678611111111111,7.76,n/a
PP_2137_PP_4189-R4,Optical Density,12.845277777777778,7.95,n/a
PP_2137_PP_4189-R4,Optical Density,13.011944444444444,7.68,n/a
PP_2137_PP_4189-R4,Optical Density,13.178611111111111,8.1,n/a
PP_2137_PP_4189-R4,Optical Density,13.345277777777778,7.88,n/a
PP_2137_PP_4189-R4,Optical Density,13.511944444444444,8.14,n/a
PP_2137_PP_4189-R4,Optical Density,13.678611111111111,8.42,n/a
PP_2137_PP_4189-R4,Optical Density,13.845277777777778,8.32,n/a
PP_2137_PP_4189-R4,Optical Density,14.011944444444444,8.36,n/a
PP_2137_PP_4189-R4,Optical Density,14.178611111111111,8.66,n/a
PP_2137_PP_4189-R4,Optical Density,14.345277777777778,8.84,n/a
PP_2137_PP_4189-R4,Optical Density,14.511944444444444,8.74,n/a
PP_2137_PP_4189-R4,Optical Density,14.678611111111111,8.62,n/a
PP_2137_PP_4189-R4,Optical Density,14.845277777777778,8.82,n/a
PP_2137_PP_4189-R4,Optical Density,15.011944444444444,8.75,n/a
PP_2137_PP_4189-R4,Optical Density,15.178611111111111,8.99,n/a
PP_2137_PP_4189-R4,Optical Density,15.345277777777778,8.95,n/a
PP_2137_PP_4189-R4,Optical Density,15.511944444444444,8.96,n/a
PP_2137_PP_4189-R4,Optical Density,15.678611111111111,9.08,n/a
PP_2137_PP_4189-R4,Optical Density,15.845277777777778,9.35,n/a
PP_2137_PP_4189-R4,Optical Density,16.011944444444445,9.7,n/a
PP_2137_PP_4189-R4,Optical Density,16.17861111111111,9.83,n/a
PP_2137_PP_4189-R4,Optical Density,16.345277777777778,9.52,n/a
PP_2137_PP_4189-R4,Optical Density,16.511944444444445,9.85,n/a
PP_2137_PP_4189-R4,Optical Density,16.67861111111111,9.67,n/a
PP_2137_PP_4189-R4,Optical Density,16.845277777777778,9.56,n/a
PP_2137_PP_4189-R4,Optical Density,17.011944444444445,10.01,n/a
PP_2137_PP_4189-R4,Optical Density,17.17861111111111,9.71,n/a
PP_2137_PP_4189-R4,Optical Density,17.345277777777778,9.88,n/a
PP_2137_PP_4189-R4,Optical Density,17.511944444444445,10.25,n/a
PP_2137_PP_4189-R4,Optical Density,17.67861111111111,9.76,n/a
