gene_id
Q88K38
Q88MY2
Q88E40
Q88H07
Q88ES6
Q88RJ5
Q88QI8
Q88CB1
Q88GW5
Q88QD4
Q88MX8
Q88L83
Q88P65
Q88MP7
Q88K59
Q88MF4
Q88HZ1
Q88LR2
Q88C45
Q88KH2
Q88NK1
Q88I97
Q88CM3
Q88CD2
Q88ES8
Q88M32
Q88K01
Q88MG9
Q88PD0
Q88GK1
Q88R88
P0A149
Q88H64
Q88NX1
Q88C38
Q88L46
Q88RW7
Q88RD1
Q88FA9
Q88FB0
Q88GL6
Q88P37
Q88DT6
Q88MD2
Q88QC0
Q88FI6
Q88DG7
Q88KZ2
Q88RG2
Q88NV5
Q88EU1
Q88EQ1
Q88EP9
Q88D47
Q88R51
Q88E78
Q88HZ0
Q88QN1
Q88MV7
Q88DE5
Q88DL5
Q88RA6
Q88FS9
Q88N13
Q88G02
Q88N27
Q88BY6
Q88R95
Q88HE3
Q88EQ0
Q88N97
Q88DJ8
Q88F18
Q88L82
Q88LN7
Q88QM4
Q88FB1
Q88DM5
Q88LL9
Q88PG5
Q88NC3
Q88FI1
Q88CF8
Q88NZ7
Q88HZ3
Q88IR3
Q88PM6
Q88R52
Q88D05
Q88QM0
Q88GG2
Q88QN0
Q88FB3
Q88DU7
Q88PR1
Q88GB8
Q88QL0
Q88QM5
Q88ET9
Q88NJ8
Q88Q10
Q88EH6
Q88K34
Q88QM3
Q88QK8
Q88P41
Q88QP4
P0A157
Q88CA0
Q88RV0
Q88RK2
Q88E83
Q88LE6
Q88C99
Q88QN5
Q88KR7
Q88MV3
Q88QP5
Q88DI4
Q88C70
Q88PX7
Q88QL7
P0A136
Q88QN4
Q88QM8
Q88Q09
Q88DA5
Q88N89
Q88QL9
Q88QN3
Q88FG5
Q88QN2
Q88QM7
Q88LV1
Q88NR3
Q88NR8
Q88CB2
Q88NB6
Q88KH9
Q88NR7
Q88FH1
Q88QL6
Q88BZ4
Q88K24
Q88DF1
















































