,Strain,Time,Temperature,Titer
142,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,Induction,24,11.0697
143,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,Induction,24,11.777
144,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,Induction,24,14.8651
145,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,Induction,24,13.157
146,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,Induction,24,13.1392
147,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,Induction,24,13.2671
148,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,Induction,24,13.8043
149,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,Induction,24,15.3742
150,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,Induction,24,13.7957
151,ΔPP_0812-15 ΔPP_0368,Induction,24,12.4608
152,ΔPP_0812-15 ΔPP_0368,Induction,24,13.6335
153,ΔPP_0812-15 ΔPP_0368,Induction,24,11.7416
154,PCK-1,Induction,24,10.9877
155,PCK-1,Induction,24,12.0823
156,PCK-1,Induction,24,11.1135
157,PCK-2,Induction,24,13.2736
158,PCK-2,Induction,24,11.5322
159,PCK-2,Induction,24,12.4109
160,PCK-3,Induction,24,10.774
161,PCK-3,Induction,24,13.1982
162,PCK-3,Induction,24,13.2714
163,PCK-4,Induction,24,13.3472
164,PCK-4,Induction,24,12.2573
165,PCK-4,Induction,24,13.5832
166,PCK-5,Induction,24,11.1379
167,PCK-5,Induction,24,11.1969
168,PCK-5,Induction,24,12.4323
169,PCK-6,Induction,24,11.4657
170,PCK-6,Induction,24,12.3684
171,PCK-6,Induction,24,12.9792
172,PCK-7,Induction,24,13.3814
173,PCK-7,Induction,24,13.2382
174,PCK-7,Induction,24,13.0358
175,PCK-8,Induction,24,13.0173
176,PCK-8,Induction,24,12.7558
177,PCK-8,Induction,24,14.1392
178,PCK-9,Induction,24,10.952
179,PCK-9,Induction,24,11.2171
180,PCK-9,Induction,24,13.1795
181,PCK-10,Induction,24,13.0966
182,PCK-10,Induction,24,14.403
183,PCK-10,Induction,24,12.8871
184,PCK-Control,Induction,24,11.3816
185,PCK-Control,Induction,24,
186,PCK-Control,Induction,24,13.144
187,Control-1,24 hr,24,392.4488
188,Control-1,24 hr,24,415.5569
189,Control-1,24 hr,24,432.4167
190,ΔPP_0368,24 hr,24,345.1866
191,ΔPP_0368,24 hr,24,352.8522
192,ΔPP_0368,24 hr,24,315.8419
193,ΔPP_0751,24 hr,24,381.0304
194,ΔPP_0751,24 hr,24,391.97
195,ΔPP_0751,24 hr,24,416.4351
196,ΔPP_0812,24 hr,24,228.8309
197,ΔPP_0812,24 hr,24,234.2082
198,ΔPP_0812,24 hr,24,206.0565
199,ΔPP_0813,24 hr,24,279.8756
200,ΔPP_0813,24 hr,24,304.002
201,ΔPP_0813,24 hr,24,318.8688
202,ΔPP_0814,24 hr,24,40.741
203,ΔPP_0814,24 hr,24,37.5067
204,ΔPP_0814,24 hr,24,36.1839
205,ΔPP_0815,24 hr,24,84.9371
206,ΔPP_0815,24 hr,24,78.4
207,ΔPP_0815,24 hr,24,80.8535
208,ΔPP_0812-15,24 hr,24,53.2185
209,ΔPP_0812-15,24 hr,24,54.0902
210,ΔPP_0812-15,24 hr,24,50.9592
211,ΔPP_1317,24 hr,24,372.4488
212,ΔPP_1317,24 hr,24,353.2275
213,ΔPP_1317,24 hr,24,331.7746
214,ΔPP_2136,24 hr,24,403.044
215,ΔPP_2136,24 hr,24,343.674
216,ΔPP_2136,24 hr,24,338.8912
217,ΔPP_4120,24 hr,24,309.219
218,ΔPP_4120,24 hr,24,323.09
219,ΔPP_4120,24 hr,24,276.7613
220,ΔPP_4189,24 hr,24,379.4094
221,ΔPP_4189,24 hr,24,352.9437
222,ΔPP_4189,24 hr,24,395.5613
223,ΔPP_4191,24 hr,24,71.3766
224,ΔPP_4191,24 hr,24,70.0388
225,ΔPP_4191,24 hr,24,72.3314
226,ΔPP_0751 ΔPP_0812,24 hr,24,227.5122
227,ΔPP_0751 ΔPP_0812,24 hr,24,113.3465
228,ΔPP_0751 ΔPP_0812,24 hr,24,193.6081
229,ΔPP_1317 ΔPP_0812,24 hr,24,237.4948
230,ΔPP_1317 ΔPP_0812,24 hr,24,254.6545
231,ΔPP_1317 ΔPP_0812,24 hr,24,195.3178
232,ΔPP_0813-15 ΔPP_1317,24 hr,24,225.1291
233,ΔPP_0813-15 ΔPP_1317,24 hr,24,147.8971
234,ΔPP_0813-15 ΔPP_1317,24 hr,24,140.4282
235,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,24 hr,24,44.9922
236,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,24 hr,24,56.9081
237,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,24 hr,24,69.6606
238,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,24 hr,24,377.2409
239,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,24 hr,24,265.6679
240,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,24 hr,24,400.4597
241,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,24 hr,24,100.5707
242,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,24 hr,24,104.2785
243,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,24 hr,24,126.8192
244,ΔPP_0812-15 ΔPP_0368,24 hr,24,55.9503
245,ΔPP_0812-15 ΔPP_0368,24 hr,24,39.4548
246,ΔPP_0812-15 ΔPP_0368,24 hr,24,36.3925
247,PCK-1,24 hr,24,368.5852
248,PCK-1,24 hr,24,353.5799
249,PCK-1,24 hr,24,360.5856
250,PCK-2,24 hr,24,377.4598
251,PCK-2,24 hr,24,364.4685
252,PCK-2,24 hr,24,373.614
253,PCK-3,24 hr,24,446.6448
254,PCK-3,24 hr,24,411.1045
255,PCK-3,24 hr,24,439.661
256,PCK-4,24 hr,24,360.0702
257,PCK-4,24 hr,24,338.8192
258,PCK-4,24 hr,24,360.3466
259,PCK-5,24 hr,24,369.0922
260,PCK-5,24 hr,24,399.135
261,PCK-5,24 hr,24,
262,PCK-6,24 hr,24,296.3359
263,PCK-6,24 hr,24,326.0721
264,PCK-6,24 hr,24,302.8049
265,PCK-7,24 hr,24,360.0942
266,PCK-7,24 hr,24,357.2308
267,PCK-7,24 hr,24,389.7592
268,PCK-8,24 hr,24,419.8666
269,PCK-8,24 hr,24,407.4083
270,PCK-8,24 hr,24,380.4991
271,PCK-9,24 hr,24,352.9416
272,PCK-9,24 hr,24,403.0412
273,PCK-9,24 hr,24,468.5077
274,PCK-10,24 hr,24,398.6534
275,PCK-10,24 hr,24,374.8826
276,PCK-10,24 hr,24,377.2494
277,PCK-Control,24 hr,24,387.222
278,PCK-Control,24 hr,24,346.3377
279,PCK-Control,24 hr,24,370.0591
280,Control-1,48 hr,24,761.1395
281,Control-1,48 hr,24,671.7312
282,Control-1,48 hr,24,656.7698
283,ΔPP_0368,48 hr,24,
284,ΔPP_0368,48 hr,24,632.7465
285,ΔPP_0368,48 hr,24,524.0759
286,ΔPP_0751,48 hr,24,347.5026
287,ΔPP_0751,48 hr,24,363.2026
288,ΔPP_0751,48 hr,24,354.78
289,ΔPP_0812,48 hr,24,475.1793
290,ΔPP_0812,48 hr,24,453.027
291,ΔPP_0812,48 hr,24,466.1726
292,ΔPP_0813,48 hr,24,503.0074
293,ΔPP_0813,48 hr,24,632.7027
294,ΔPP_0813,48 hr,24,740.3502
295,ΔPP_0814,48 hr,24,35.6666
296,ΔPP_0814,48 hr,24,22.2646
297,ΔPP_0814,48 hr,24,19.9951
298,ΔPP_0815,48 hr,24,246.9475
299,ΔPP_0815,48 hr,24,274.1238
300,ΔPP_0815,48 hr,24,306.0993
301,ΔPP_0812-15,48 hr,24,53.4203
302,ΔPP_0812-15,48 hr,24,46.9569
303,ΔPP_0812-15,48 hr,24,47.1517
304,ΔPP_1317,48 hr,24,473.7595
305,ΔPP_1317,48 hr,24,559.542
306,ΔPP_1317,48 hr,24,513.9776
307,ΔPP_2136,48 hr,24,644.8597
308,ΔPP_2136,48 hr,24,674.4231
309,ΔPP_2136,48 hr,24,639.3329
310,ΔPP_4120,48 hr,24,540.7708
311,ΔPP_4120,48 hr,24,613.3866
312,ΔPP_4120,48 hr,24,607.6302
313,ΔPP_4189,48 hr,24,709.639
314,ΔPP_4189,48 hr,24,483.5126
315,ΔPP_4189,48 hr,24,616.261
316,ΔPP_4191,48 hr,24,60.2348
317,ΔPP_4191,48 hr,24,54.7811
318,ΔPP_4191,48 hr,24,70.146
319,ΔPP_0751 ΔPP_0812,48 hr,24,981.5674
320,ΔPP_0751 ΔPP_0812,48 hr,24,450.2819
321,ΔPP_0751 ΔPP_0812,48 hr,24,831.9027
322,ΔPP_1317 ΔPP_0812,48 hr,24,564.8953
323,ΔPP_1317 ΔPP_0812,48 hr,24,740.0498
324,ΔPP_1317 ΔPP_0812,48 hr,24,577.0031
325,ΔPP_0813-15 ΔPP_1317,48 hr,24,517.8162
326,ΔPP_0813-15 ΔPP_1317,48 hr,24,308.7248
327,ΔPP_0813-15 ΔPP_1317,48 hr,24,294.8204
328,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,48 hr,24,131.8424
329,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,48 hr,24,158.1695
330,ΔPP_0812-15 ΔPP_1317 ΔPP_0368,48 hr,24,173.0675
331,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,48 hr,24,844.3523
332,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,48 hr,24,806.9823
333,ΔPP_0812-0815 ΔPP_0751 ΔPP_0368,48 hr,24,591.8184
334,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,48 hr,24,90.9027
335,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,48 hr,24,103.8351
336,IY1449 ΔPP_0812-0815 ΔPP_1317 ΔPP_0368  ΔPP_0751,48 hr,24,151.7884
337,ΔPP_0812-15 ΔPP_0368,48 hr,24,87.91
338,ΔPP_0812-15 ΔPP_0368,48 hr,24,71.5067
339,ΔPP_0812-15 ΔPP_0368,48 hr,24,81.4573
340,PCK-1,48 hr,24,355.332
341,PCK-1,48 hr,24,350.3105
342,PCK-1,48 hr,24,391.7865
343,PCK-2,48 hr,24,765.0487
344,PCK-2,48 hr,24,842.4535
345,PCK-2,48 hr,24,820.4656
346,PCK-3,48 hr,24,955.6997
347,PCK-3,48 hr,24,885.8352
348,PCK-3,48 hr,24,938.221
349,PCK-4,48 hr,24,658.2615
350,PCK-4,48 hr,24,799.4713
351,PCK-4,48 hr,24,662.7899
352,PCK-5,48 hr,24,770.1001
353,PCK-5,48 hr,24,755.4165
354,PCK-5,48 hr,24,770.8763
355,PCK-6,48 hr,24,795.9514
356,PCK-6,48 hr,24,
357,PCK-6,48 hr,24,835.6795
358,PCK-7,48 hr,24,817.6821
359,PCK-7,48 hr,24,741.7974
360,PCK-7,48 hr,24,778.8182
361,PCK-8,48 hr,24,876.4513
362,PCK-8,48 hr,24,825.6254
363,PCK-8,48 hr,24,751.3391
364,PCK-9,48 hr,24,299.0712
365,PCK-9,48 hr,24,391.9595
366,PCK-9,48 hr,24,791.8587
367,PCK-10,48 hr,24,1068.9219
368,PCK-10,48 hr,24,926.6797
369,PCK-10,48 hr,24,850.4606
370,PCK-Control,48 hr,24,660.8045
371,PCK-Control,48 hr,24,503.1804
372,PCK-Control,48 hr,24,377.7331
