,Line Name,cycle,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
1365,PP_0812_PP_0815_PP_1769-R3,6,FALSE,PP_0812_PP_0815_PP_1769,3,418.2505,23743099.5,1.584723356,PP_0812,PP_0815,PP_1769,,2968089.4,,12695624.3,,12236302.73,,8626299.075,,0.242564234,,1.471734772,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1378,PP_0812_PP_0815_PP_1769-R1,6,FALSE,PP_0812_PP_0815_PP_1769,3,390.287,20977509.1,1.400135169,PP_0812,PP_0815,PP_1769,,3595560.2,,13499563.4,,12236302.73,,8626299.075,,0.293843678,,1.564931065,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1160,PP_0812_PP_0815_PP_2136-R1,5,FALSE,PP_0812_PP_0815_PP_2136,3,526.2498,8232442.18,0.692990351,PP_0812,PP_0815,PP_2136,,102417.26,,481959.78,,6837733.683,,12559180.17,,0.014978246,,0.038375099,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1176,PP_0812_PP_0815_PP_2136-R3,5,FALSE,PP_0812_PP_0815_PP_2136,3,510.4002,9417254.95,0.792725497,PP_0812,PP_0815,PP_2136,,331606.5,,447960.15,,6837733.683,,12559180.17,,0.048496551,,0.035667945,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1168,PP_0812_PP_0815_PP_2136-R2,5,FALSE,PP_0812_PP_0815_PP_2136,3,328.045,6562758.7,0.552439769,PP_0812,PP_0815,PP_2136,,556226,,1786152.9,,6837733.683,,12559180.17,,0.081346543,,0.142218909,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1175,PP_0812_PP_0815_PP_4189-R3,5,FALSE,PP_0812_PP_0815_PP_4189,3,502.1074,8810297.44,0.74163304,PP_0812,PP_0815,PP_4189,,91897.19,,27898298.51,,6837733.683,,79821961,,0.013439715,,0.349506554,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1159,PP_0812_PP_0815_PP_4189-R1,5,FALSE,PP_0812_PP_0815_PP_4189,3,491.8601,9319159.88,0.784468052,PP_0812,PP_0815,PP_4189,,76885.16,,26800155.26,,6837733.683,,79821961,,0.011244246,,0.335749146,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1167,PP_0812_PP_0815_PP_4189-R2,5,FALSE,PP_0812_PP_0815_PP_4189,3,387.3665,4636926.1,0.390327071,PP_0812,PP_0815,PP_4189,,0,,22018803.5,,6837733.683,,79821961,,0,,0.275848942,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1372,PP_0812_PP_1506-R1,6,FALSE,PP_0812_PP_1506,2,406.0365,9691139.5,0.646831098,PP_0812,PP_1506,,,132574.5,55969520.5,,,12236302.73,29941416.25,,,0.010834523,1.869301039,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
1375,PP_0812_PP_1506-R2,6,FALSE,PP_0812_PP_1506,2,400.8658,9573343,0.638968819,PP_0812,PP_1506,,,190829.7,57744282.3,,,12236302.73,29941416.25,,,0.015595373,1.928575516,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
1388,PP_0812_PP_1506-R3,6,FALSE,PP_0812_PP_1506,2,365.2459,9898578.3,0.660676515,PP_0812,PP_1506,,,184268.7,61983316.3,,,12236302.73,29941416.25,,,0.015059181,2.070153121,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
882,PP_0812_PP_1769-R1,3,FALSE,PP_0812_PP_1769,2,367.3215,7656926.6,1.840025496,PP_0812,PP_1769,,,2379034.5,5354885.8,,,4730152.07,2303087.684,,,0.502950955,2.325089851,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
884,PP_0812_PP_1769-R3,3,FALSE,PP_0812_PP_1769,2,364.8823,4348091.08,1.044883785,PP_0812,PP_1769,,,1202136.94,1624073.26,,,4730152.07,2303087.684,,,0.254143402,0.705172135,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
883,PP_0812_PP_1769-R2,3,FALSE,PP_0812_PP_1769,2,340.0789,6768290.36,1.626478544,PP_0812,PP_1769,,,1382159.24,4411378.92,,,4730152.07,2303087.684,,,0.292201861,1.915419439,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
744,PP_0812_PP_1769-R2,2,FALSE,PP_0812_PP_1769,2,255.6562,209502.8,0.057063667,PP_0812,PP_1769,,,3649238.4,1483136.1,,,2931757.761,1012275.733,,,1.244727122,1.465150307,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
752,PP_0812_PP_1769-R3,2,FALSE,PP_0812_PP_1769,2,247.36,0,0,PP_0812,PP_1769,,,3056113.3,620787.6,,,2931757.761,1012275.733,,,1.042416717,0.613259392,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
736,PP_0812_PP_1769-R1,2,FALSE,PP_0812_PP_1769,2,228.6812,106965.57,0.029134922,PP_0812,PP_1769,,,3312192.24,1223430.99,,,2931757.761,1012275.733,,,1.129763272,1.208594606,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
555,PP_0812_PP_2095-R3,1,FALSE,PP_0812_PP_2095,2,216.4155,6123796.12,0.707591126,PP_0812,PP_2095,,,2170032.1,765722.98,,,7676928.872,4784235.898,,,0.282669299,0.160051259,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
547,PP_0812_PP_2095-R2,1,FALSE,PP_0812_PP_2095,2,208.9439,6401213.94,0.739646143,PP_0812,PP_2095,,,2618470.89,298747.78,,,7676928.872,4784235.898,,,0.341083125,0.062444199,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
539,PP_0812_PP_2095-R1,1,FALSE,PP_0812_PP_2095,2,207.7021,4916066.26,0.568040606,PP_0812,PP_2095,,,2129954.3,332362.48,,,7676928.872,4784235.898,,,0.277448747,0.069470337,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1278,PP_0812_PP_2136-R1,5,FALSE,PP_0812_PP_2136,2,416.4477,8296429.9,0.698376708,PP_0812,PP_2136,,,1088511.4,423480.2,,,6837733.683,12559180.17,,,0.159191839,0.033718777,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1294,PP_0812_PP_2136-R3,5,FALSE,PP_0812_PP_2136,2,415.5184,11153823.44,0.938906324,PP_0812,PP_2136,,,545873.12,273961.12,,,6837733.683,12559180.17,,,0.079832463,0.021813615,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1286,PP_0812_PP_2136-R2,5,FALSE,PP_0812_PP_2136,2,357.9739,11611587.7,0.977439994,PP_0812,PP_2136,,,838583.3,1443433.7,,,6837733.683,12559180.17,,,0.122640532,0.114930567,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
583,PP_0812_PP_4121-R3,1,FALSE,PP_0812_PP_4121,2,294.9253,417101.16,0.048195118,PP_0812,PP_4121,,,7181999.34,14012278.8,,,7676928.872,15295486.8,,,0.93553027,0.916105449,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
575,PP_0812_PP_4121-R2,1,FALSE,PP_0812_PP_4121,2,280.4623,319777.08,0.036949536,PP_0812,PP_4121,,,7480870.86,13561725.18,,,7676928.872,15295486.8,,,0.974461401,0.886648811,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
567,PP_0812_PP_4121-R1,1,FALSE,PP_0812_PP_4121,2,250.2044,609682.94,0.070447518,PP_0812,PP_4121,,,5177353.9,13827831.06,,,7676928.872,15295486.8,,,0.674404308,0.904046484,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
710,PP_0812_PP_4189-R1,2,FALSE,PP_0812_PP_4189,2,404.938,3747082.78,1.020617785,PP_0812,PP_4189,,,150805.74,10037666.58,,,2931757.761,25916447.48,,,0.051438677,0.387308738,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
726,PP_0812_PP_4189-R3,2,FALSE,PP_0812_PP_4189,2,397.4022,3176535.7,0.865214093,PP_0812,PP_4189,,,0,10941501.8,,,2931757.761,25916447.48,,,0,0.422183704,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
718,PP_0812_PP_4189-R2,2,FALSE,PP_0812_PP_4189,2,391.0815,4192853.2,1.142035231,PP_0812,PP_4189,,,133191,11350689.8,,,2931757.761,25916447.48,,,0.045430425,0.437972442,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
887,PP_0812_PP_4189-R3,3,FALSE,PP_0812_PP_4189,2,322.1197,6612957.3,1.58915067,PP_0812,PP_4189,,,188356,18566589.7,,,4730152.07,43905769.35,,,0.039820284,0.422873576,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE
885,PP_0812_PP_4189-R1,3,FALSE,PP_0812_PP_4189,2,316.7853,7154126.04,1.719198186,PP_0812,PP_4189,,,85229.76,22262879.26,,,4730152.07,43905769.35,,,0.018018397,0.507060452,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
886,PP_0812_PP_4189-R2,3,FALSE,PP_0812_PP_4189,2,306.0144,2756006.05,0.662292022,PP_0812,PP_4189,,,109908.59,13724723.13,,,4730152.07,43905769.35,,,0.023235741,0.312594981,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,FALSE
1295,PP_0812_PP_4191-R3,5,FALSE,PP_0812_PP_4191,2,251.2206,3818608.2,0.321442724,PP_0812,PP_4191,,,6940261.66,32468175.69,,,6837733.683,40840521.86,,,1.014994438,0.79499904,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1287,PP_0812_PP_4191-R2,5,FALSE,PP_0812_PP_4191,2,250.4297,4828860.51,0.406483722,PP_0812,PP_4191,,,5398963.36,31758238.26,,,6837733.683,40840521.86,,,0.789583744,0.777615878,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1279,PP_0812_PP_4191-R1,5,FALSE,PP_0812_PP_4191,2,246.2904,2371884.4,0.199660437,PP_0812,PP_4191,,,4768164.8,32501406.4,,,6837733.683,40840521.86,,,0.697331166,0.795812711,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
95,PP_0813-R2,0,FALSE,PP_0813,1,359.93587,11310405.74,1.431290859,PP_0813,,,,404853.12,,,,6573745.295,,,,0.061586372,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE
97,PP_0813-R3,0,FALSE,PP_0813,1,354.33373,6837341.84,0.865240832,PP_0813,,,,1572459.36,,,,6573745.295,,,,0.239202964,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE
93,PP_0813-R1,0,FALSE,PP_0813,1,256.74173,384838.35,0.048699899,PP_0813,,,,3720957.65,,,,6573745.295,,,,0.566033134,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE
98,PP_0813-R6,0,FALSE,PP_0813,1,222.43527,6953612.46,0.879954458,PP_0813,,,,97247.4,,,,6573745.295,,,,0.014793302,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE
94,PP_0813-R4,0,FALSE,PP_0813,1,216.197,10206740.1,1.291625972,PP_0813,,,,232904.39,,,,6573745.295,,,,0.035429482,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE
96,PP_0813-R5,0,FALSE,PP_0813,1,197.1834,7564134.44,0.957213802,PP_0813,,,,595201.68,,,,6573745.295,,,,0.090542248,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,TRUE
890,PP_0813_PP_0814-R3,3,FALSE,PP_0813_PP_0814,2,388.5411,2938717.38,0.70619913,PP_0813,PP_0814,,,80335.4,8033.54,,,5011359.792,47735.7775,,,0.016030659,0.168291802,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
701,PP_0813_PP_0814-R3,2,FALSE,PP_0813_PP_0814,2,373.2724,4085032.25,1.112667323,PP_0813,PP_0814,,,38260.75,3478.25,,,2820323.063,176130.7333,,,0.013566088,0.019748115,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
685,PP_0813_PP_0814-R1,2,FALSE,PP_0813_PP_0814,2,364.2763,3636649.32,0.990538291,PP_0813,PP_0814,,,9076.43,825.13,,,2820323.063,176130.7333,,,0.003218224,0.004684759,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
693,PP_0813_PP_0814-R2,2,FALSE,PP_0813_PP_0814,2,363.0782,3849946.2,1.048635377,PP_0813,PP_0814,,,112011.1,3316.68,,,2820323.063,176130.7333,,,0.039715698,0.018830785,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
889,PP_0813_PP_0814-R2,3,FALSE,PP_0813_PP_0814,2,325.089,5990193.6,1.439495182,PP_0813,PP_0814,,,68460.9,6846.09,,,5011359.792,47735.7775,,,0.013661142,0.14341633,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
888,PP_0813_PP_0814-R1,3,FALSE,PP_0813_PP_0814,2,303.3752,7846669.68,1.885622395,PP_0813,PP_0814,,,60372.6,6037.26,,,5011359.792,47735.7775,,,0.012047149,0.126472435,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1217,PP_0813_PP_0814_PP_0815-R2,5,FALSE,PP_0813_PP_0814_PP_0815,3,619.0211,9141238.2,0.769490964,PP_0813,PP_0814,PP_0815,,89120.4,,,,4654177.084,,,,0.019148476,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1225,PP_0813_PP_0814_PP_0815-R3,5,FALSE,PP_0813_PP_0814_PP_0815,3,614.2366,9658093.7,0.812998816,PP_0813,PP_0814,PP_0815,,205568.5,,,,4654177.084,,,,0.044168603,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1209,PP_0813_PP_0814_PP_0815-R1,5,FALSE,PP_0813_PP_0814_PP_0815,3,600.8576,7258767.2,0.611028358,PP_0813,PP_0814,PP_0815,,321206.7,,,,4654177.084,,,,0.069014714,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
729,PP_0813_PP_0814_PP_1769-R1,2,FALSE,PP_0813_PP_0814_PP_1769,3,326.484,3524942.69,0.960112016,PP_0813,PP_0814,PP_1769,,868287.78,2237.53,998515.58,,2820323.063,176130.7333,1012275.733,,0.307868198,0.012703802,0.986406715,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
737,PP_0813_PP_0814_PP_1769-R2,2,FALSE,PP_0813_PP_0814_PP_1769,3,316.3622,3448755.5,0.939360406,PP_0813,PP_0814,PP_1769,,1113467,0,513071,,2820323.063,176130.7333,1012275.733,,0.394801225,0,0.506849057,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
745,PP_0813_PP_0814_PP_1769-R3,2,FALSE,PP_0813_PP_0814_PP_1769,3,303.3029,4661617.8,1.269715753,PP_0813,PP_0814,PP_1769,,1203067,131777,1365951.7,,2820323.063,176130.7333,1012275.733,,0.426570635,0.748177206,1.349386986,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
891,PP_0813_PP_0814_PP_1769-R1,3,FALSE,PP_0813_PP_0814_PP_1769,3,287.2179,8365994.53,2.010420635,PP_0813,PP_0814,PP_1769,,1757780.48,8758.81,2182871.96,,5011359.792,47735.7775,2303087.684,,0.350759186,0.183485228,0.947802368,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
892,PP_0813_PP_0814_PP_1769-R2,3,FALSE,PP_0813_PP_0814_PP_1769,3,270,3457840.6,0.830948917,PP_0813,PP_0814,PP_1769,,669780.4,14468.6,343417.6,,5011359.792,47735.7775,2303087.684,,0.133652427,0.303097608,0.149111822,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,FALSE
893,PP_0813_PP_0814_PP_1769-R3,3,FALSE,PP_0813_PP_0814_PP_1769,3,268.4287,4560934.37,1.096031863,PP_0813,PP_0814,PP_1769,,402879.03,9643.67,739983.03,,5011359.792,47735.7775,2303087.684,,0.080393156,0.202021848,0.321300416,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0,FALSE
637,PP_0813_PP_0814_PP_4191-R1,2,FALSE,PP_0813_PP_0814_PP_4191,3,208.0058,23133.2,0.006300943,PP_0813,PP_0814,PP_4191,,2884468.8,197612,12758408.6,,2820323.063,176130.7333,12495217.14,,1.02274411,1.121962058,1.021063376,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
645,PP_0813_PP_0814_PP_4191-R2,2,FALSE,PP_0813_PP_0814_PP_4191,3,204.4867,653158.54,0.177905123,PP_0813,PP_0814,PP_4191,,2905290.56,171537,12915534.14,,2820323.063,176130.7333,12495217.14,,1.030126867,0.973918616,1.033638231,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
653,PP_0813_PP_0814_PP_4191-R3,2,FALSE,PP_0813_PP_0814_PP_4191,3,171.4237,415904.9,0.113282776,PP_0813,PP_0814,PP_4191,,3078205.32,155984,12547962.86,,2820323.063,176130.7333,12495217.14,,1.091437134,0.88561489,1.004221272,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1073,PP_0813_PP_0815-R1,4,FALSE,PP_0813_PP_0815,2,562.1718,4004541.38,0.93030612,PP_0813,PP_0815,,,35672.9,,,,4315439,,,,0.008266343,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1081,PP_0813_PP_0815-R2,4,FALSE,PP_0813_PP_0815,2,542.7107,3328207.8,0.773185189,PP_0813,PP_0815,,,0,,,,4315439,,,,0,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1089,PP_0813_PP_0815-R3,4,FALSE,PP_0813_PP_0815,2,520.5602,3530043.58,0.82007422,PP_0813,PP_0815,,,42711.7,,,,4315439,,,,0.009897417,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
905,PP_0813_PP_0815_PP_1317-R3,3,FALSE,PP_0813_PP_0815_PP_1317,3,393.2824,6516473.8,1.565964853,PP_0813,PP_0815,PP_1317,,2120039.1,,42225.72,,5011359.792,,2427608.03,,0.423046676,,0.017393961,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
904,PP_0813_PP_0815_PP_1317-R2,3,FALSE,PP_0813_PP_0815_PP_1317,3,389.8426,4219115.15,1.013889757,PP_0813,PP_0815,PP_1317,,857874.8,,46061.1,,5011359.792,,2427608.03,,0.171186032,,0.018973862,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
642,PP_0813_PP_0815_PP_1317-R2,2,FALSE,PP_0813_PP_0815_PP_1317,3,382.8079,3460464.1,0.942549555,PP_0813,PP_0815,PP_1317,,1145229.9,,1150000,,2820323.063,,1604365.957,,0.406063374,,0.716794068,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
903,PP_0813_PP_0815_PP_1317-R1,3,FALSE,PP_0813_PP_0815_PP_1317,3,380.0306,5952969.42,1.430549891,PP_0813,PP_0815,PP_1317,,733061.42,,51864.36,,5011359.792,,2427608.03,,0.146279942,,0.021364388,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
634,PP_0813_PP_0815_PP_1317-R1,2,FALSE,PP_0813_PP_0815_PP_1317,3,361.8555,3348868.394,0.912153492,PP_0813,PP_0815,PP_1317,,1138815.426,,683098.855,,2820323.063,,1604365.957,,0.403788999,,0.425774962,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,FALSE
650,PP_0813_PP_0815_PP_1317-R3,2,FALSE,PP_0813_PP_0815_PP_1317,3,265.6001,3481501.3,0.948279596,PP_0813,PP_0815,PP_1317,,1358281,,734988,,2820323.063,,1604365.957,,0.481604756,,0.458117424,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,FALSE
1500,PP_0813_PP_0815_PP_1506-R1,6,FALSE,PP_0813_PP_0815_PP_1506,3,0,613894.4,0.040974128,PP_0813,PP_0815,PP_1506,,2196736.8,,79259184.2,,8685842.9,,29941416.25,,0.252910031,,2.647142124,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1501,PP_0813_PP_0815_PP_1506-R2,6,FALSE,PP_0813_PP_0815_PP_1506,3,0,669708.8,0.044699437,PP_0813,PP_0815,PP_1506,,2523713.6,,76730094.4,,8685842.9,,29941416.25,,0.290554829,,2.562674182,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1502,PP_0813_PP_0815_PP_1506-R3,6,FALSE,PP_0813_PP_0815_PP_1506,3,0,476134.4,0.031779394,PP_0813,PP_0815,PP_1506,,2980124.4,,76250390.2,,8685842.9,,29941416.25,,0.343101347,,2.546652756,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1379,PP_0813_PP_0815_PP_1769-R3,6,FALSE,PP_0813_PP_0815_PP_1769,3,385.8689,29190746.9,1.948324329,PP_0813,PP_0815,PP_1769,,692162.5,,9694148.6,,8685842.9,,8626299.075,,0.079688582,,1.123789996,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1380,PP_0813_PP_0815_PP_1769-R1,6,FALSE,PP_0813_PP_0815_PP_1769,3,384.2869,25922624.6,1.730194858,PP_0813,PP_0815,PP_1769,,68231.4,,6750185,,8685842.9,,8626299.075,,0.007855472,,0.782512285,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1384,PP_0813_PP_0815_PP_1769-R2,6,FALSE,PP_0813_PP_0815_PP_1769,3,369.4348,33730449.2,2.251324881,PP_0813,PP_0815,PP_1769,,686573.2,,10047962.7,,8685842.9,,8626299.075,,0.079045086,,1.164805743,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1350,PP_0813_PP_0815_PP_2136-R3,6,FALSE,PP_0813_PP_0815_PP_2136,3,522.6864,30848408.5,2.058964267,PP_0813,PP_0815,PP_2136,,2481318.5,,952510.9,,8685842.9,,19036028.13,,0.285673887,,0.050037271,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1355,PP_0813_PP_0815_PP_2136-R1,6,FALSE,PP_0813_PP_0815_PP_2136,3,506.602,23928133.4,1.597073367,PP_0813,PP_0815,PP_2136,,2801273.3,,1012417.3,,8685842.9,,19036028.13,,0.322510243,,0.053184272,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1358,PP_0813_PP_0815_PP_2136-R2,6,FALSE,PP_0813_PP_0815_PP_2136,3,461.7207,31596980.3,2.108927382,PP_0813,PP_0815,PP_2136,,2410680,,1570000,,8685842.9,,19036028.13,,0.277541285,,0.082475188,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1296,PP_0813_PP_1317-R3,5,FALSE,PP_0813_PP_1317,2,298.2277,10447084.42,0.879414461,PP_0813,PP_1317,,,808503.64,776067.84,,,4654177.084,3115493.01,,,0.173715702,0.249099529,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1288,PP_0813_PP_1317-R2,5,FALSE,PP_0813_PP_1317,2,298.2216,10525187,0.885988978,PP_0813,PP_1317,,,1187581,294134.9,,,4654177.084,3115493.01,,,0.25516455,0.094410387,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1280,PP_0813_PP_1317-R1,5,FALSE,PP_0813_PP_1317,2,269.9419,10552316.1,0.888272651,PP_0813,PP_1317,,,1036504.88,1416266.88,,,4654177.084,3115493.01,,,0.222704221,0.454588367,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1452,PP_0813_PP_1506-R2,6,FALSE,PP_0813_PP_1506,2,196.1274,1834417,0.122437404,PP_0813,PP_1506,,,8737552.5,29778412,,,8685842.9,29941416.25,,,1.00595332,0.994555894,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1454,PP_0813_PP_1506-R3,6,FALSE,PP_0813_PP_1506,2,193.3266,566945.8,0.037840563,PP_0813,PP_1506,,,7419898.8,28348408,,,8685842.9,29941416.25,,,0.854252015,0.946795828,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
