,Line Name,cycle,is_control,line_name_norep,number_of_grna,isoprenol,dCas9,dCas9_normtocontrol,target_1,target_2,target_3,target_4,target_1_value,target_2_value,target_3_value,target_4_value,target_1_control,target_2_control,target_3_control,target_4_control,target_1_norm,target_2_norm,target_3_norm,target_4_norm,has_missing_control,above_dcas9_thresh,target_1_belowthresh,target_2_belowthresh,target_3_belowthresh,target_4_belowthresh,all_targets_belowthresh,all_reps_belowthresh,all_reps_above_dcas9_thresh,to_keep,to_keep_improved
1232,PP_0437_PP_0815-R1,5,FALSE,PP_0437_PP_0815,2,354.4465,8777776.6,0.738895501,PP_0437,PP_0815,,,6638.7,,,,153335.2408,,,,0.043295331,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1039,PP_0437_PP_0815_PP_1317-R3,4,FALSE,PP_0437_PP_0815_PP_1317,3,618.2326,4052009.7,0.941333617,PP_0437,PP_0815,PP_1317,,,,1730281.05,,,,1144369.93,,,,1.511994509,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1031,PP_0437_PP_0815_PP_1317-R2,4,FALSE,PP_0437_PP_0815_PP_1317,3,575.3111,3938784.1,0.915029864,PP_0437,PP_0815,PP_1317,,,,1806293.52,,,,1144369.93,,,,1.578417497,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1023,PP_0437_PP_0815_PP_1317-R1,4,FALSE,PP_0437_PP_0815_PP_1317,3,574.7462,3922131.8,0.911161322,PP_0437,PP_0815,PP_1317,,,,2091641.78,,,,1144369.93,,,,1.827767163,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
755,PP_0437_PP_1769-R1,2,FALSE,PP_0437_PP_1769,2,248.0365,0,0,PP_0437,PP_1769,,,0,1225507.1,,,61460.84167,1012275.733,,,0,1.210645539,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
762,PP_0437_PP_1769-R2,2,FALSE,PP_0437_PP_1769,2,230.0272,0,0,PP_0437,PP_1769,,,0,699147.8,,,61460.84167,1012275.733,,,0,0.690669328,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
769,PP_0437_PP_1769-R3,2,FALSE,PP_0437_PP_1769,2,223.1004,0,0,PP_0437,PP_1769,,,0,740485.1,,,61460.84167,1012275.733,,,0,0.731505336,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
807,PP_0437_PP_1769-R1,3,FALSE,PP_0437_PP_1769,2,194.8278,1575827.78,0.378685006,PP_0437,PP_1769,,,65518.58,1704026.88,,,231956.0075,2303087.684,,,0.282461234,0.739887974,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
808,PP_0437_PP_1769-R2,3,FALSE,PP_0437_PP_1769,2,184.137,460636.95,0.110695032,PP_0437,PP_1769,,,16571.14,3632740.71,,,231956.0075,2303087.684,,,0.071440874,1.577334956,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
809,PP_0437_PP_1769-R3,3,FALSE,PP_0437_PP_1769,2,170.8997,497371.45,0.119522649,PP_0437,PP_1769,,,204908.27,2995792.08,,,231956.0075,2303087.684,,,0.883392813,1.300772046,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
580,PP_0437_PP_3365-R3,1,FALSE,PP_0437_PP_3365,2,247.0341,7127629.18,0.823581821,PP_0437,PP_3365,,,21650.58,314752.36,,,100380.0392,7219523.458,,,0.215686108,0.043597387,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
572,PP_0437_PP_3365-R2,1,FALSE,PP_0437_PP_3365,2,244.0988,8237318.6,0.951803984,PP_0437,PP_3365,,,24123,217107,,,100380.0392,7219523.458,,,0.240316702,0.030072206,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
564,PP_0437_PP_3365-R1,1,FALSE,PP_0437_PP_3365,2,239.6084,8433361.5,0.974456309,PP_0437,PP_3365,,,30821.4,277392.6,,,100380.0392,7219523.458,,,0.307047101,0.038422564,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
548,PP_0437_PP_4116-R2,1,FALSE,PP_0437_PP_4116,2,269.1809,7165257.2,0.827929655,PP_0437,PP_4116,,,15048.18,115369.38,,,100380.0392,30507894.78,,,0.149912075,0.003781624,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
540,PP_0437_PP_4116-R1,1,FALSE,PP_0437_PP_4116,2,266.2137,7484459.16,0.864812737,PP_0437,PP_4116,,,20571.21,788034.6,,,100380.0392,30507894.78,,,0.204933273,0.025830514,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
556,PP_0437_PP_4116-R3,1,FALSE,PP_0437_PP_4116,2,172.8632,8259250.04,0.954338114,PP_0437,PP_4116,,,23176.32,475859.24,,,100380.0392,30507894.78,,,0.230885744,0.015597905,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
731,PP_0437_PP_4189-R1,2,FALSE,PP_0437_PP_4189,2,353.2988,3468281.65,0.944678873,PP_0437,PP_4189,,,3318.15,5195715.55,,,61460.84167,25916447.48,,,0.053988034,0.200479466,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
739,PP_0437_PP_4189-R2,2,FALSE,PP_0437_PP_4189,2,332.2186,1675239.9,0.456296201,PP_0437,PP_4189,,,0,6666521.4,,,61460.84167,25916447.48,,,0,0.257231297,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
747,PP_0437_PP_4189-R3,2,FALSE,PP_0437_PP_4189,2,331.9523,2527763.8,0.688503789,PP_0437,PP_4189,,,0,5884043.6,,,61460.84167,25916447.48,,,0,0.227038972,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
812,PP_0437_PP_4189-R3,3,FALSE,PP_0437_PP_4189,2,328.5849,3979493.9,0.956306704,PP_0437,PP_4189,,,17710.52,8402188.18,,,231956.0075,43905769.35,,,0.076352927,0.191368658,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
811,PP_0437_PP_4189-R2,3,FALSE,PP_0437_PP_4189,2,288.7084,2774950.4,0.666844513,PP_0437,PP_4189,,,11654.28,9772795.8,,,231956.0075,43905769.35,,,0.050243493,0.222585686,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
810,PP_0437_PP_4189-R1,3,FALSE,PP_0437_PP_4189,2,255.5091,5002477.01,1.202138368,PP_0437,PP_4189,,,16216.58,10234037.77,,,231956.0075,43905769.35,,,0.069912309,0.233090956,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
57,PP_0528-R1,0,FALSE,PP_0528,1,402.64727,18943953.7,0.859381183,PP_0528,,,,120928.8,,,,785481.1971,,,,0.153955054,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE
58,PP_0528-R2,0,FALSE,PP_0528,1,393.75147,22230674.6,1.00848132,PP_0528,,,,105752.8,,,,785481.1971,,,,0.134634413,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE
59,PP_0528-R3,0,FALSE,PP_0528,1,384.7004,17489522.7,0.793401786,PP_0528,,,,106666.4,,,,785481.1971,,,,0.135797522,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE
1241,PP_0528_PP_0751-R2,5,FALSE,PP_0528_PP_0751,2,501.3062,5641941,0.474927195,PP_0528,PP_0751,,,79855.3,3945782.9,,,1484490.116,20411591.37,,,0.053793083,0.19331089,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1233,PP_0528_PP_0751-R1,5,FALSE,PP_0528_PP_0751,2,496.3058,7736802.2,0.651268379,PP_0528,PP_0751,,,90570.2,1073352.6,,,1484490.116,20411591.37,,,0.061010982,0.052585444,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1249,PP_0528_PP_0751-R3,5,FALSE,PP_0528_PP_0751,2,468.2586,6529947,0.549677746,PP_0528,PP_0751,,,81386.9,4024276,,,1484490.116,20411591.37,,,0.054824818,0.197156406,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1319,PP_0528_PP_0751_PP_0812_PP_0815-R1,6,FALSE,PP_0528_PP_0751_PP_0812_PP_0815,4,762.3653,30954529.9,2.066047296,PP_0528,PP_0751,PP_0812,PP_0815,32959.8,395357.4,98879.4,,3184623.625,17770618.26,12236302.73,,0.010349669,0.022247813,0.008080823,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE
1320,PP_0528_PP_0751_PP_0812_PP_0815-R3,6,FALSE,PP_0528_PP_0751_PP_0812_PP_0815,4,748.9053,9242451.8,0.616883623,PP_0528,PP_0751,PP_0812,PP_0815,53118.3,621991.9,729960.8,,3184623.625,17770618.26,12236302.73,,0.016679616,0.03500114,0.05965534,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE
1328,PP_0528_PP_0751_PP_0812_PP_0815-R2,6,FALSE,PP_0528_PP_0751_PP_0812_PP_0815,4,706.0525,24357135.9,1.625706962,PP_0528,PP_0751,PP_0812,PP_0815,56463.3,812552.9,169389.9,,3184623.625,17770618.26,12236302.73,,0.017729976,0.045724515,0.013843226,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE
691,PP_0528_PP_0751_PP_0813-R2,2,FALSE,PP_0528_PP_0751_PP_0813,3,481.3839,3288576.74,0.895731455,PP_0528,PP_0751,PP_0813,,22571.1,117369.72,145392.2,,73937.88333,4218397.295,2820323.063,,0.305271114,0.027823297,0.051551612,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
683,PP_0528_PP_0751_PP_0813-R1,2,FALSE,PP_0528_PP_0751_PP_0813,3,474.5426,4070949.98,1.108831642,PP_0528,PP_0751,PP_0813,,6984.85,61982.85,119612.13,,73937.88333,4218397.295,2820323.063,,0.094469164,0.01469346,0.04241079,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
699,PP_0528_PP_0751_PP_0813-R3,2,FALSE,PP_0528_PP_0751_PP_0813,3,473.966,4335688.37,1.180940193,PP_0528,PP_0751,PP_0813,,5485.45,76359.75,147142.11,,73937.88333,4218397.295,2820323.063,,0.074189979,0.018101602,0.052172076,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1324,PP_0528_PP_0751_PP_0813_PP_0815-R1,6,FALSE,PP_0528_PP_0751_PP_0813_PP_0815,4,724.6307,20915064,1.395967296,PP_0528,PP_0751,PP_0813,PP_0815,53644.8,621219.4,1259408,,3184623.625,17770618.26,8685842.9,,0.016844942,0.03495767,0.144995485,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE
1326,PP_0528_PP_0751_PP_0813_PP_0815-R2,6,FALSE,PP_0528_PP_0751_PP_0813_PP_0815,4,719.4565,19856595.8,1.325320274,PP_0528,PP_0751,PP_0813,PP_0815,51189.3,1741447.7,1951675.4,,3184623.625,17770618.26,8685842.9,,0.016073893,0.097995898,0.224696143,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE
1327,PP_0528_PP_0751_PP_0813_PP_0815-R3,6,FALSE,PP_0528_PP_0751_PP_0813_PP_0815,4,714.812,9932367.4,0.662931754,PP_0528,PP_0751,PP_0813,PP_0815,49150.8,1818190.6,98301.6,,3184623.625,17770618.26,8685842.9,,0.015433786,0.102314426,0.011317451,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE
1040,PP_0528_PP_0751_PP_0814-R3,4,FALSE,PP_0528_PP_0751_PP_0814,3,423.2471,3427858.2,0.79633525,PP_0528,PP_0751,PP_0814,,1056842.8,477611.3,,,572623.065,4528284.021,,,1.845616889,0.105472912,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1024,PP_0528_PP_0751_PP_0814-R1,4,FALSE,PP_0528_PP_0751_PP_0814,3,411.9265,3763893.2,0.874400474,PP_0528,PP_0751,PP_0814,,1825319.9,1040599,,,572623.065,4528284.021,,,3.187646484,0.229799852,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1032,PP_0528_PP_0751_PP_0814-R2,4,FALSE,PP_0528_PP_0751_PP_0814,3,385.896,3150560.9,0.731915545,PP_0528,PP_0751,PP_0814,,69198.3,487823.7,,,572623.065,4528284.021,,,0.120844416,0.107728159,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,FALSE
1321,PP_0528_PP_0751_PP_0815-R2,6,FALSE,PP_0528_PP_0751_PP_0815,3,748.225,14687992.4,0.980343978,PP_0528,PP_0751,PP_0815,,86273.4,575156,,,3184623.625,17770618.26,,,0.027090611,0.032365559,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1322,PP_0528_PP_0751_PP_0815-R3,6,FALSE,PP_0528_PP_0751_PP_0815,3,746.4432,22920852.8,1.52984284,PP_0528,PP_0751,PP_0815,,83611.8,557412,,,3184623.625,17770618.26,,,0.026254845,0.031367057,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1323,PP_0528_PP_0751_PP_0815-R1,6,FALSE,PP_0528_PP_0751_PP_0815,3,736.2201,17542184,1.170845816,PP_0528,PP_0751,PP_0815,,70947.9,472986,,,3184623.625,17770618.26,,,0.022278268,0.026616181,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
606,PP_0528_PP_0751_PP_0815_PP_1317-R3,2,FALSE,PP_0528_PP_0751_PP_0815_PP_1317,4,385.5152,2540293.98,0.691916717,PP_0528,PP_0751,PP_0815,PP_1317,21129.4,3535785.46,,1401139.34,73937.88333,4218397.295,,1604365.957,0.285772314,0.838182185,,0.873329015,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
814,PP_0528_PP_0751_PP_0815_PP_1317-R2,3,FALSE,PP_0528_PP_0751_PP_0815_PP_1317,4,367.1486,5018205.03,1.205917946,PP_0528,PP_0751,PP_0815,PP_1317,35199.15,10206031.45,,2675908.83,466358.6358,13836581.33,,2427608.03,0.07547657,0.737612218,,1.102282081,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
813,PP_0528_PP_0751_PP_0815_PP_1317-R1,3,FALSE,PP_0528_PP_0751_PP_0815_PP_1317,4,353.3719,7468880.3,1.794836349,PP_0528,PP_0751,PP_0815,PP_1317,56453,14838867.6,,2597681.5,466358.6358,13836581.33,,2427608.03,0.121050616,1.072437421,,1.070058044,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
590,PP_0528_PP_0751_PP_0815_PP_1317-R1,2,FALSE,PP_0528_PP_0751_PP_0815_PP_1317,4,353.2063,4329933.5,1.179372701,PP_0528,PP_0751,PP_0815,PP_1317,0,5170175.8,,859241.1,73937.88333,4218397.295,,1604365.957,0,1.22562562,,0.535564281,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
815,PP_0528_PP_0751_PP_0815_PP_1317-R3,3,FALSE,PP_0528_PP_0751_PP_0815_PP_1317,4,332.0168,8519239.64,2.047246757,PP_0528,PP_0751,PP_0815,PP_1317,37220.35,14620250.84,,2439639.07,466358.6358,13836581.33,,2427608.03,0.079810573,1.05663751,,1.004955924,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
598,PP_0528_PP_0751_PP_0815_PP_1317-R2,2,FALSE,PP_0528_PP_0751_PP_0815_PP_1317,4,313.5371,4150154.9,1.130405211,PP_0528,PP_0751,PP_0815,PP_1317,0,3418129,,1341004.42,73937.88333,4218397.295,,1604365.957,0,0.810290914,,0.835846968,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1460,PP_0528_PP_0751_PP_0815_PP_1769-R2,6,FALSE,PP_0528_PP_0751_PP_0815_PP_1769,4,189.3506,3924491.25,0.261938545,PP_0528,PP_0751,PP_0815,PP_1769,1558083.3,18187632.85,,6871721.95,3184623.625,17770618.26,,8626299.075,0.489251944,1.023466521,,0.796601403,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1469,PP_0528_PP_0751_PP_0815_PP_1769-R3,6,FALSE,PP_0528_PP_0751_PP_0815_PP_1769,4,180.0579,2863426.4,0.191118211,PP_0528,PP_0751,PP_0815,PP_1769,995767.6,29760132.4,,11922603.1,3184623.625,17770618.26,,8626299.075,0.312679838,1.67468188,,1.382122622,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE
1470,PP_0528_PP_0751_PP_0815_PP_1769-R1,6,FALSE,PP_0528_PP_0751_PP_0815_PP_1769,4,175.8958,10566513,0.70525754,PP_0528,PP_0751,PP_0815,PP_1769,4374286,30012868.7,,10677872.8,3184623.625,17770618.26,,8626299.075,1.373564513,1.688904025,,1.237827799,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,FALSE
816,PP_0528_PP_0751_PP_4191-R1,3,FALSE,PP_0528_PP_0751_PP_4191,3,400.7445,5505330.04,1.322978287,PP_0528,PP_0751,PP_4191,,42111.9,9483232.64,14978003,,466358.6358,13836581.33,25386657.36,,0.090299389,0.685373967,0.589995082,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
817,PP_0528_PP_0751_PP_4191-R2,3,FALSE,PP_0528_PP_0751_PP_4191,3,372.2955,4779646.62,1.148590303,PP_0528,PP_0751,PP_4191,,32576.05,9454115.14,13974084.7,,466358.6358,13836581.33,25386657.36,,0.069851928,0.683269582,0.550449967,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
818,PP_0528_PP_0751_PP_4191-R3,3,FALSE,PP_0528_PP_0751_PP_4191,3,356.2941,2191937.9,0.526741581,PP_0528,PP_0751,PP_4191,,69054,3748613.1,15082534.8,,466358.6358,13836581.33,25386657.36,,0.148070594,0.270920469,0.59411267,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
589,PP_0528_PP_0751_PP_4191-R1,2,FALSE,PP_0528_PP_0751_PP_4191,3,321.5996,1846050.2,0.502820935,PP_0528,PP_0751,PP_4191,,6470,1216990.5,7782364.7,,73937.88333,4218397.295,12495217.14,,0.087505886,0.288495942,0.622827488,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
597,PP_0528_PP_0751_PP_4191-R2,2,FALSE,PP_0528_PP_0751_PP_4191,3,302.3938,2638925.42,0.718781616,PP_0528,PP_0751,PP_4191,,20358.66,2425838.05,8589823.26,,73937.88333,4218397.295,12495217.14,,0.275348158,0.575061541,0.687448898,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
605,PP_0528_PP_0751_PP_4191-R3,2,FALSE,PP_0528_PP_0751_PP_4191,3,290.5556,1371382.16,0.373532453,PP_0528,PP_0751,PP_4191,,23748.4,2442715.66,10546779.96,,73937.88333,4218397.295,12495217.14,,0.321193939,0.579062494,0.84406536,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
1250,PP_0528_PP_0812-R3,5,FALSE,PP_0528_PP_0812,2,444.1071,12363038.6,1.040695613,PP_0528,PP_0812,,,62270.25,853695,,,1484490.116,6837733.683,,,0.041947231,0.124850578,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1234,PP_0528_PP_0812-R1,5,FALSE,PP_0528_PP_0812,2,428.0768,11714053.06,0.986065321,PP_0528,PP_0812,,,282927.42,761778.96,,,1484490.116,6837733.683,,,0.190588955,0.111408106,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1242,PP_0528_PP_0812-R2,5,FALSE,PP_0528_PP_0812,2,412.2365,12782268.14,1.075985509,PP_0528,PP_0812,,,65590.77,590518.99,,,1484490.116,6837733.683,,,0.04418404,0.0863618,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1033,PP_0528_PP_0812_PP_0815-R2,4,FALSE,PP_0528_PP_0812_PP_0815,3,645.0948,3702034.8,0.860029977,PP_0528,PP_0812,PP_0815,,24130,74399.6,,,572623.065,3085595.791,,,0.042139413,0.024111907,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,FALSE
1041,PP_0528_PP_0812_PP_0815-R3,4,FALSE,PP_0528_PP_0812_PP_0815,3,637.3932,3201174.3,0.743673685,PP_0528,PP_0812,PP_0815,,459232.5,112436.5,,,572623.065,3085595.791,,,0.801980444,0.036439154,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
1025,PP_0528_PP_0812_PP_0815-R1,4,FALSE,PP_0528_PP_0812_PP_0815,3,613.9505,3898590.72,0.905692428,PP_0528,PP_0812,PP_0815,,31321.36,86133.74,,,572623.065,3085595.791,,,0.054698041,0.027914784,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,FALSE
820,PP_0528_PP_0812_PP_4191-R2,3,FALSE,PP_0528_PP_0812_PP_4191,3,364.5482,2689298,0.646261502,PP_0528,PP_0812,PP_4191,,0,4457851,13206353,,466358.6358,4730152.07,25386657.36,,0,0.942432914,0.520208423,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
612,PP_0528_PP_0812_PP_4191-R1,2,FALSE,PP_0528_PP_0812_PP_4191,3,346.6012,2938705.98,0.800434835,PP_0528,PP_0812,PP_4191,,15385.55,1980809.82,6352139.79,,73937.88333,2931757.761,12495217.14,,0.208087509,0.675638979,0.508365698,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,FALSE
819,PP_0528_PP_0812_PP_4191-R1,3,FALSE,PP_0528_PP_0812_PP_4191,3,343.7711,4605784.28,1.106809683,PP_0528,PP_0812,PP_4191,,44025.2,4602234.28,11438987.88,,466358.6358,4730152.07,25386657.36,,0.094402026,0.972956939,0.450590549,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE
821,PP_0528_PP_0812_PP_4191-R3,3,FALSE,PP_0528_PP_0812_PP_4191,3,341.3216,4210067.65,1.011715564,PP_0528,PP_0812,PP_4191,,89263.9,3051802.2,10948483.2,,466358.6358,4730152.07,25386657.36,,0.191406126,0.645180568,0.431269192,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE
620,PP_0528_PP_0812_PP_4191-R2,2,FALSE,PP_0528_PP_0812_PP_4191,3,340.7315,2626841.86,0.715490337,PP_0528,PP_0812,PP_4191,,6490.45,1892811.88,6186475.6,,73937.88333,2931757.761,12495217.14,,0.08778247,0.645623559,0.49510749,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE
628,PP_0528_PP_0812_PP_4191-R3,2,FALSE,PP_0528_PP_0812_PP_4191,3,340.6295,2591714.28,0.705922405,PP_0528,PP_0812,PP_4191,,23396.6,1631247.5,5803089.52,,73937.88333,2931757.761,12495217.14,,0.316435891,0.556405963,0.464424864,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,FALSE
1259,PP_0528_PP_0813-R2,5,FALSE,PP_0528_PP_0813,2,406.1983,9952843.5,0.837810259,PP_0528,PP_0813,,,19361.16,16595.28,,,1484490.116,4654177.084,,,0.013042296,0.003565674,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1251,PP_0528_PP_0813-R1,5,FALSE,PP_0528_PP_0813,2,373.6773,9456654.3,0.796042054,PP_0528,PP_0813,,,79935.1,68515.8,,,1484490.116,4654177.084,,,0.053846839,0.014721356,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1267,PP_0528_PP_0813-R3,5,FALSE,PP_0528_PP_0813,2,359.6431,9344267,0.786581518,PP_0528,PP_0813,,,0,0,,,1484490.116,4654177.084,,,0,0,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1332,PP_0528_PP_0813_PP_0815-R2,6,FALSE,PP_0528_PP_0813_PP_0815,3,661.7207,28520607.92,1.90359618,PP_0528,PP_0813,PP_0815,,23843.64,2291791.52,,,3184623.625,8685842.9,,,0.007487114,0.263853669,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1334,PP_0528_PP_0813_PP_0815-R3,6,FALSE,PP_0528_PP_0813_PP_0815,3,652.3416,26585186.4,1.774417271,PP_0528,PP_0813,PP_0815,,77802,2164840,,,3184623.625,8685842.9,,,0.024430516,0.249237757,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
1338,PP_0528_PP_0813_PP_0815-R1,6,FALSE,PP_0528_PP_0813_PP_0815,3,613.9456,24473919,1.633501601,PP_0528,PP_0813,PP_0815,,45546,3593914,,,3184623.625,8685842.9,,,0.014301847,0.413766867,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,TRUE
822,PP_0528_PP_0813_PP_0815_PP_1317-R1,3,FALSE,PP_0528_PP_0813_PP_0815_PP_1317,4,473.4303,5595731.4,1.344702514,PP_0528,PP_0813,PP_0815,PP_1317,48408.25,5490621.25,,384619.25,466358.6358,5011359.792,,2427608.03,0.103800479,1.095635013,,0.158435483,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE
