Protein.Group,PP_0368_log2_FC,PP_0437_log2_FC,PP_0528_log2_FC,PP_0751_log2_FC,PP_0812_log2_FC,PP_0813_log2_FC,PP_0814_log2_FC,PP_0815_log2_FC,PP_1317_log2_FC,PP_1506_log2_FC,PP_2136_log2_FC,PP_4120_log2_FC,PP_4189_log2_FC,PP_4191_log2_FC,PP_4192_log2_FC
hemH,0.9193704228676794,0.9796133485406445,,,,1.2412061823779852,,,,0.7433849257501545,,,,1.757903389340273,
hemE,,0.40386721087711003,,,,0.20979299413745472,,,,,,,,,0.3651872505597658
hemF,,,-0.3463161175334491,-0.640243784951934,,,-0.9256276301600469,,,-1.0871213376871696,,,,-0.563243918513946,
