Protein.Group,PP_5417_log2_FC,PP_5417_log10_pval,PP_1770_log2_FC,PP_1770_log10_pval,PP_1240_log2_FC,PP_1240_log10_pval,PP_0548_log2_FC,PP_0548_log10_pval
PP_1821,0.37033519879905985,4.520356620832878,0.31129184934330645,3.455003931346042,,,,
PP_1826,-0.16233574556618277,1.348158807444242,-0.19893702534709573,2.3509685466154755,-0.2445617786507609,2.1783707746283767,-0.23311828917089417,2.2989154005053543
PP_1842,1.2507607867626678,1.8754240151250847,1.8985328236813244,3.2184426055915765,1.7783989700986966,5.160676992274775,,
PP_1867,-2.8087960909228022,3.316100936654005,,,,,,
PP_1876,0.13335517022860888,2.4864314034172685,,,-0.2485492681354312,6.298668329652576,0.3291489943635595,2.39489454388937
PP_1901,1.12682258797551,1.7919370440953444,,,,,,
PP_1910,-0.21830301495001495,1.5877960737235535,0.5767610925258448,1.760614857449047,,,-0.39566677971691655,2.722108151347767
PP_2013,2.3472415145901504,2.83834791984269,,,2.516459942112647,7.323319824316466,,
PP_2032,1.1148179509186817,3.572807895926875,1.71354649089273,1.4835006570741354,2.1390639209010054,10.372567166745574,,
PP_2036,-2.9241284865527017,2.335604226921592,,,2.386400414225006,2.201308043362645,,
PP_2053,-0.5818743695403514,2.340877067905167,,,-0.4997725472723384,1.7155028169122468,,
PP_2059,0.5189282783294625,2.1839921531594317,,,,,-0.7786677013465926,2.2388544930138123
PP_2099,0.3346088850806903,2.3075219579636967,1.0033067676006324,1.7324785376467433,0.5574677585143556,1.3223275301314008,,
PP_2130,-1.2412092432213182,2.1165839737242877,,,,,,
PP_2147,0.5464190945263678,4.862430216887528,,,0.8226802528805254,1.3162729500309394,,
PP_2165,-3.2322274020685695,4.662470337707913,,,-1.8544948730803235,2.801823576024302,,
PP_2166,0.11645557273437576,3.0080961526132324,,,,,,
PP_2215,0.3222984664472595,2.0732304522167033,-0.34425215436931295,1.9995079808300877,,,0.3504640844138418,1.380399841540029
PP_2233,0.21072934620154976,1.5885503187876853,,,0.2935492321398689,1.6123844596705732,,
PP_2240,-1.8099813491232184,1.7225715753657596,1.3176678733011513,1.51425565779009,,,-2.3082809551525085,1.838306644930853
PP_2258,-1.242415804836315,1.3687964369500385,-3.0696683028935703,3.0347674321969116,-2.9570111851640353,2.9621895510072993,,
PP_2292,0.3013142774892699,1.5533508951937491,,,0.47834648863896856,5.407092686532579,0.5086379413986036,1.5624737992006932
PP_2307,0.4940294729210508,1.6712321988105925,,,1.792326264748833,2.3696708901543824,0.778046766218585,1.5115146343758885
PP_2310,0.7196903047195359,2.4668812125860953,-0.8242850442238002,1.9254159551426882,,,,
PP_2323,-3.4248231846595396,2.0386464408419935,-2.2603973114679032,1.5154499921702773,,,,
PP_2325,0.5536395309646073,1.3772853895020745,,,,,,
PP_2355,0.3953424956213201,2.509255845410632,,,,,,
PP_2364,0.2201909445109654,2.750112625632011,,,,,,
PP_2370,0.43009913105427294,3.849371997384058,,,-0.4114110080171083,1.337203714358365,,
PP_2387,1.4705064250368969,2.083640859289815,1.3612353336306449,1.4811142170506886,-2.920499268558732,2.6272104465236903,,
PP_2422,-2.372179592335681,4.609564087100715,-2.114766819654137,3.092731135239924,,,,
PP_2449,0.3416697618552464,2.7779633975184357,,,0.6877649107120172,1.363884948653591,,
PP_2486,0.9282707655832355,1.3227509260876098,,,-1.3224859090098604,2.0473544048922494,,
PP_2648,0.7425864413211886,6.786613518416757,,,1.4510217974480875,8.748175483169101,,
PP_2662,-1.6633977747753514,2.251091253167089,-2.264325157262723,2.207549967971329,-3.143877526474088,3.055982156587654,1.622271796903843,1.4095366457109695
PP_2663,-1.2408325564947538,2.217748245727148,-2.9361607626759105,4.490717304890914,-2.1919856748171873,1.7302028985762987,1.205986151453874,1.9305831496937575
PP_2664,-2.0971460176577907,2.028115446716531,-4.627285146425452,4.515370326903282,-2.230684715325987,2.0524594020994025,,
PP_2673,-1.8556695752139662,2.0638270779316814,-2.9924905636918955,2.625475725051564,-3.055690484283078,2.657640840950787,-1.5194600975595258,1.320180068418794
PP_2687,0.3698719774926598,2.524086825223503,,,-0.44285969184541263,5.057065554633089,0.7943653027993464,2.4105327991054737
PP_2791,0.25612755114948255,1.3790227164094109,0.8724566397392172,1.675458820240452,1.1646398102111162,1.9378460197156342,0.7809612154184706,1.7555051004717406
PP_2792,0.5140357621674457,2.909770124335368,0.94519071248927,1.3646892889515596,1.690056952713978,4.431330148174238,1.0475911496048003,1.4602013846905393
PP_2930,0.581086024715191,5.6711104794336515,,,,,,
PP_2932,0.29250303456181875,2.0151027694418415,0.4374199585955601,3.048980356112054,0.46642839162707955,2.6142091560777154,,
PP_2942,0.9648484501350849,1.7387898564138229,-3.350348247296789,5.073043397444517,,,1.9337866246117088,8.340674119077857
PP_2947,0.10592350372424081,1.6705515348060331,,,,,,
PP_3107,0.3882633423761864,2.8515709123360087,,,,,0.7028746306387078,1.4904969056301405
PP_3135,1.6524763523075727,5.307248890934297,,,2.1988997837034177,3.810792996537909,,
PP_3139,0.6562007134128951,1.7706458785510624,,,1.9111873036722553,1.6947877234462492,0.7300406104491867,2.016005238346331
PP_3157,0.32779983440322275,1.8833554721165937,,,,,,
PP_3192,1.2107464005055892,3.505096522535786,,,,,,
PP_3227,0.39826217577201983,1.3308647014501163,0.854744001023828,1.6695024406932697,,,,
PP_3359,-4.196835508200469,3.266503762921534,,,,,,
PP_3383,0.288422914953221,1.373219185658405,,,,,-0.5562341528623428,2.361833930773275
PP_3431,0.5661172277057794,6.617892759593275,,,1.3086014565384245,1.93765213233558,0.7130410345009871,2.6681809032962676
PP_3443,0.26782039062461444,4.585294298361702,,,0.5071730487990831,4.2377527054285435,,
PP_3484,0.7950959603797104,1.9558346902703447,,,1.997823527700586,3.125608115913458,1.0246285707136835,1.9771047717795684
PP_3506,1.375748191280749,6.015943169171639,,,-1.9438196650389776,2.336035041576623,,
PP_3611,0.563633644678947,1.6326305923522628,,,1.0165189037584226,2.3796226520883095,0.4801897084162731,1.3247437952274237
PP_3651,-1.5991395118851341,2.695146289354349,,,,,,
PP_3806,-1.1723157853556228,4.906743455738546,-1.2123920863196065,6.159540467409454,-1.100356090250965,1.8515090918137818,,
PP_3924,-2.836327024268166,3.1000354758703526,,,,,-1.7943548673846335,2.148268164791801
PP_4104,0.19892471553623908,1.5300055604204752,,,0.40977588563291456,1.6079833331274016,,
PP_4115,1.1825498346182386,9.370414176160125,,,2.5190945314392565,1.5071741089092556,,
PP_4198,0.3672743306705893,4.5689197913409085,0.6108263879874392,1.5713038402736719,,,-0.27601613509473893,2.1581963567159437
PP_4232,1.620407063448695,1.660505594986137,1.5093700995623138,5.19414458383759,,,,
PP_4283,0.2310177520195719,1.6023101088531373,,,,,,
PP_4289,1.1806751936007998,5.397970383749452,,,,,0.9672247361844352,3.1048306179707286
PP_4293,0.473248826599598,3.8042145665278975,,,,,,
PP_4332,0.20664754471310715,2.6594160231331574,0.2106955230703453,1.5289457593847597,0.20836921789692545,1.846602843508302,0.19221843871314448,3.7776273084071503
PP_4336,0.49021493164019503,1.6034711634530772,,,,,,
PP_4362,-0.6974776829129723,3.6785666312711585,,,,,1.0697447954573767,1.9023211948129626
PP_4364,-0.4891820622544046,3.3639158017858817,-1.1816552487186887,3.0803437363804536,-1.2147224191637576,7.3422834946616256,0.9593128331929233,5.233269161730139
PP_4377,-1.262494421346992,2.9407511517237164,,,-2.0008761276401192,3.774873824999804,,
PP_4379,0.23442097512829252,2.2354148777943768,0.2291157700762321,4.083751895661224,,,-0.21398661922370488,3.6859055291228637
PP_4428,1.3357593728071078,2.327724564589993,,,,,,
PP_4476,0.5704374344485578,2.3737748841588724,,,0.41802910699319296,2.363411937402981,,
PP_4503,-3.947676618513245,2.1468588841714102,-4.414040814736166,2.1974214967637185,-1.8020328815263722,1.3041251788139119,-2.0618412433267386,1.6181021865383574
PP_4515,0.43448138346580367,3.075633734832215,,,-0.8940770559585861,3.0817236750828956,,
PP_4517,0.24779129029256844,6.353709574539557,,,0.3280006615360871,1.528712416446897,0.16648544456242068,2.0891082981310034
PP_4521,0.4396340370916201,1.4457523269158614,,,1.1600174495246984,3.2112714323473366,1.4985474298650705,1.6281963909040953
PP_4545,0.09412790625139451,1.5170074731372984,,,0.23672838863710735,2.4121975353703133,,
PP_4554,1.2487948032219198,2.804318484804482,1.7636382523035148,4.4184755598382015,2.023325557752705,2.553052882722816,,
PP_4562,-0.8961046689801319,6.122903702213019,,,-0.8084703834483107,1.6935965495728977,,
PP_4628,-0.7271667361790429,1.8501965634913182,,,,,-0.6602948474722307,5.219624492148043
PP_4633,0.633364531369534,2.8119400850997143,1.094826875223164,1.7360272670158594,1.140646077864272,2.067277723851,-0.5093793730963093,2.175777078708371
PP_4684,0.17086895282916842,3.407694086800633,0.17814347509770262,1.3889683902230259,0.25435366682539684,2.0173067582006494,,
PP_4692,0.37547416838101494,3.878660408804762,0.630399185651593,2.248497352829519,,,,
PP_4704,0.4872832717486082,3.0448482003334765,0.19541945660283552,1.4819310218896602,0.9570533696661876,1.992262853380057,0.5395147004213321,5.429796337816342
PP_4720,-0.6260745769269872,2.923959759761337,,,-0.9233650696997812,5.978587349350081,-0.6083561372796158,3.9428229556854757
PP_4738,-1.0588473021766942,1.3698188152378479,,,,,,
PP_4776,-0.19672833465215228,1.5174040118829892,,,,,,
PP_4817,1.0172181586938718,4.715252521494412,1.6928901179407168,1.8097523891331835,0.8947775241980966,2.0850792507703964,,
PP_4867,0.6214725270178906,6.350334426994703,0.7332097973293904,1.333067080965166,0.6919075973700372,4.1226230911483315,0.7104291387898899,2.850316964888975
PP_4881,-0.2920596895659106,3.744772093888171,,,0.5357387413755774,1.9767808985294308,,
PP_4906,0.534751520356367,1.5039494915456666,,,1.4709262174698792,2.1735687290276116,,
PP_4937,0.32912856633545473,1.6086064239501512,,,,,,
PP_4943,0.8474214691840188,3.6014839508674337,,,,,,
PP_4944,0.12609499084423084,2.8343708874641242,0.5425630814266611,1.6153694296980001,,,0.1588629528415307,2.0872752866723547
PP_4949,1.1687603363564834,1.8268457199579862,,,,,,
PP_4981,-0.6997174521781458,3.061293119221277,,,,,-0.18321886781975827,1.3433106249167948
PP_5007,0.5782273700837623,2.2267063961927884,,,0.7861251229338431,1.9504938875642992,0.44580693587026643,2.4009222106042434
PP_5008,-3.2266268724090668,1.5686217120393282,-3.9122846200158548,1.6606445531805112,,,-3.7249266874241096,1.635137079100429
PP_5024,-0.47739155485334406,2.2027855573354214,-0.3162848537357063,1.3630930448572467,,,-0.29861988380862897,2.098123858205537
PP_5077,0.287991373655761,2.2297328630496405,,,,,,
PP_5156,-0.2605087248630178,1.4820550898272853,,,1.2996944033440978,1.734578078763713,,
PP_5202,-1.073114270250217,1.5408347491695336,,,,,,
PP_5229,-1.1123509264696856,1.6649461646966366,,,,,,
PP_5249,-1.898726854732271,1.9091378366745437,,,,,,
PP_5273,-1.1180989040345748,2.356143142236002,,,0.30563343738458504,2.3030596339428078,,
PP_5292,0.10188971535692694,2.590920522338719,0.3371504196076289,2.545237166622274,,,,
PP_5311,0.39298548522113463,9.835384886380968,0.3768717882781179,5.791701668872321,0.49334311318474655,1.441304158151737,,
PP_5350,-3.3967966588640754,8.623963600522142,,,-2.3917567412412786,1.8529383899507994,,
PP_5353,0.13068325115611656,1.322862587912726,0.5166784398582153,4.347625181964028,0.24369422789385375,1.5875705457066267,0.30630458112385034,4.2368355448701704
PP_5392,0.34349557566238015,1.8310890809317901,,,1.2885106781613878,1.9179337355977737,,
aacC1,-0.8239147651805959,4.637883614368149,-2.613386733009985,4.141609159476996,-3.5738716355931937,2.9033978815085675,,
aacs,0.5495360216691507,1.7591260902992316,,,1.5937417472072497,2.4398573843913627,0.7325108191615779,1.4494681692588018
aat,0.3368425367056094,2.4118784033141574,,,,,0.2623176016913053,2.176616044428011
accC,0.4011679049956301,4.342364018790098,,,0.8260468104305576,7.508406392690177,,
accD,0.1772859768995494,1.3218148278384323,0.41338420067054144,1.312152985982951,0.2217697700345691,1.5393438590660506,,
acd,0.9758811195497461,1.5912622206219091,,,1.3418297924334044,1.8869656130420638,,
aceA,-0.8203974743298129,1.989508236405039,-2.1821276481130094,3.8705459149229853,-2.4559380396492534,3.429176232007055,1.2865468521193486,6.817929039414885
aceE,0.20799473851838923,3.3329640962022613,0.26761115173234057,1.3101489697628999,0.25836883740700295,1.446915200161225,-0.23120048310562916,8.790752898280694
aceF,0.2404045886785194,3.0145327207515678,0.2962117702182608,5.366665277680584,0.6965416808641461,1.7186314456576262,-0.7432319313667298,1.5425471292112203
acnA-I,0.4120510984575451,2.0087968634723414,,,1.5616885952686617,2.2773623438962503,,
acnA-II,0.24469102915717017,2.268295277303802,-0.518840535645072,5.892410970820988,-0.6743536066797919,2.7953336338033745,,
adhP,0.7124959368002511,6.096066659831421,,,0.9983787473502449,8.274213964163435,,
adk,-0.275667817912348,2.6165407160945855,,,,,,
agmR,-1.3664517639940355,1.5431888521172004,-2.9055395246269944,3.630847807485046,-2.486909806378025,3.189774015039018,,
ahpC,0.23246161781343838,1.3446147539591995,,,-2.5027334040116105,8.42280396875525,,
alaS,0.28671255700964865,1.623114107135523,0.5122645332767263,1.9754228694925495,,,0.09887061699399691,1.6213051044387095
aldA,0.6693636928003963,2.0777609047529393,,,-3.2864379256526903,4.795860323873715,,
aldB-I,0.5577741855083748,2.7270549715455674,,,1.049323450901593,2.442838928368931,,
aldB-II,-0.6525229725144833,1.5880623110693846,-2.180820011234549,3.7186780321863906,-2.0993604159935444,3.09974783470589,1.179801494859251,7.42949297745826
alkT,-0.8043081643365115,2.0141664760305544,,,,,,
ampD,-2.3285781702324435,3.0580910073149843,,,3.4437298781461148,3.5390159319379646,,
amtB,0.3118013642059155,3.1541555727170536,0.5902495816643663,8.891958292015905,0.8306781287745189,1.6788215434875853,0.2139120976928859,2.2482013813199417
anmK,0.7251348263372569,3.307322605687954,1.0337381860531178,2.9963898336446038,1.2238821881803763,2.5664759656180407,,
arcA,0.3173659055921165,1.871929901139195,-0.7530213264471961,5.338158630485285,1.077027365786166,4.9083797074112505,,
arcC,0.17900748853603002,1.3640849409035387,-1.0608361119472498,4.715836239342777,1.1462152926383162,2.854835404128794,,
argA,-0.1686619207587925,1.3411186357653855,,,0.2711571313579888,2.174580462659575,-0.2175989636436647,4.6531504062407425
argF,-0.5813412525840519,1.4166405876707087,,,-0.15995418220931745,2.6510230738776137,,
argH,0.19872479154786912,6.397619673485258,0.25484943869710347,1.6503978395020038,,,,
aroA,0.27214354698467763,3.5994514102005306,0.3910098643582812,2.420086775639837,,,0.12148144247518425,1.7439264590769321
aroB,0.36739877306198926,8.700975016305167,0.24548212830703925,5.5629839050344,,,0.1970492361955377,2.654660229775914
aspS,0.0638524609091693,1.3865044346434199,0.2855741668526828,1.45055989921247,,,,
astA-I,0.36123102091740944,1.8057650333961184,,,,,0.535764327056917,2.456297820975293
astA-II,0.6541939978161416,2.6404899736878864,,,,,0.46057596470664763,2.4966250780786874
astB,0.39443144108856115,1.7465540178142902,,,,,-5.543607668868328,15.189920716636276
astD,0.31026646275388564,1.9075016069010677,,,0.17099561820461756,5.8820734753691575,-1.9193165057958612,2.7209218917618427
astE,0.38232164969313687,2.1197630811192663,0.4736666547965814,2.7699381386416606,0.8775363117092511,8.44001163899258,-0.1174007169254228,1.4980302119621707
atnUDX,-1.5110838440663104,2.208961530091225,-1.3810131708931765,2.194968126850124,,,,
atpD,-0.23701219757373176,1.6785510974387483,,,-0.4698356324435614,3.6535828843473386,,
atpG,-0.14585330971036753,2.5972774512017285,0.2025389210388325,6.969745154736902,,,,
bamE,0.2986760449836968,3.8045951880726028,0.7006187608079245,7.124712435225469,0.3829205696125462,1.868082376791214,-0.17819998287149968,3.1568113544697476
bfr-II,0.3062517876904543,2.3073559838644346,,,0.4870211287751547,4.7526629270780765,0.486787196647128,4.652490741602438
bioA,0.42633767669884065,1.958157216480386,1.5543660897607425,1.7206760199344437,,,,
bkdAA,0.24042632408827283,1.6909928373688552,,,,,,
cas9,-6.167871599990146,13.737929068071825,-5.620984239888869,14.336203393662318,-4.74622145367054,11.189193503924749,-0.37694551831597994,4.372060293606326
cbcX,0.6095379059321757,2.1121203563854256,0.6751935637433494,1.7187590088040032,1.6295681048201665,2.322288374207392,0.868912523524015,2.6608703579536113
cbpA,0.3348741442500493,4.316674655981825,,,,,,
ccmF,-2.3709287445828444,2.825191075792766,-2.4458595692656186,2.1537071813950357,,,,
ccoN-I,1.3961754550950853,2.409698324345754,,,2.304082895369478,1.8489332572123172,,
ccoO-I,0.8647428931377528,3.070848666162018,,,2.091076109862239,2.117818222460041,,
ccoO-II,-0.7345361218552182,1.7231037674423586,,,-0.8670481610820933,2.093649737850048,,
cheA,0.39161335007302933,4.413704387350718,0.4334566740893417,5.274927489944319,,,0.6048588397743896,1.854681697969885
cheR2,0.5374783110819754,1.5490350283389174,0.5408203866155255,3.5164325110796826,0.8481459805950514,5.717314184535072,,
cioA,-1.4884307518866013,2.469349712831787,,,1.7710596299353534,1.7731518568818596,1.2136242460216002,6.192356421676825
clpB,0.27721893923961344,1.9777236077738856,,,,,,
clpP,0.11230229150152926,3.3369042936766835,,,0.20599540263776883,1.566715184148466,-0.6082109405430486,6.376739411694003
cmk,0.1730771802313091,2.2504944661071002,,,0.38016259314736844,3.364404944054276,,
copB-II,0.9122095998009085,6.558728621346986,-1.807961496003323,1.5830905213049287,1.4023506501695673,8.052071404630327,,
corC,0.25387602214972543,4.685585250000243,,,,,,
cpoB,-0.7097467213489058,1.989765102903446,,,1.6230661637069896,1.5050295377309817,,
ctpA,0.1463627127051965,1.6409079136219056,0.4654909176401802,1.7934790280180808,0.7464939703626562,2.0276735037018585,,
cyoB,0.14302012351224036,1.903675217139463,,,-0.4744515102020726,2.996857698590908,,
cysB,0.1309108625064241,1.6363200160594635,0.30972985570974715,7.214516485626928,0.5761738753250157,3.539978492286636,,
cysG,0.17306247951571918,2.7170069467345797,,,0.22057944832483684,1.8914472498146664,,
cysS,0.24698975863029474,2.5311603407204766,0.2883654805875881,1.4765168606368977,,,0.2553368803238204,2.482565368762148
czrSA,-1.3935651857791385,1.3925868147064977,-1.9537620929498385,1.6034767790391784,,,,
dapA,0.9476589973580561,6.00015199426607,,,,,0.6284943122586761,2.860879706281954
davA,0.7511776907317346,3.0617889388275965,,,1.0936759458156107,1.8490499311209263,,
davD,0.22543613451122496,1.6866081532618113,,,0.24484772173667485,1.786950574951418,,
dctD-II,0.764867765826968,2.4171440842817247,0.7037696420396534,3.6963224051136288,,,0.6785445047768159,3.9690649178212
der,0.27719110625033616,2.258267243771494,0.4765763922132613,1.6451857562171486,,,,
dinG,-1.7484302739724245,2.3750442871353203,-1.6711253187708932,1.376508284645227,-2.5788917161372926,4.98973894344113,,
dnaX,-1.2015033930600991,1.9229680354388505,,,-0.9739109067554859,1.3369947434129157,,
