Protein.Group,PP_5417_log2_FC,PP_5417_log10_pval,PP_1770_log2_FC,PP_1770_log10_pval,PP_1240_log2_FC,PP_1240_log10_pval,PP_0548_log2_FC,PP_0548_log10_pval
dut,-1.257355347540703,2.2230233813039293,-0.5278264575031747,2.0565993626842034,-0.9837584444018536,3.3104041304327514,,
dxr,0.5975637462791226,1.6824141034354954,0.7134870879018738,1.3070145214681426,,,,
eda,0.2485567634478778,1.9774903117542217,0.6097066271474801,1.6993782793020216,0.27826128215805424,2.628347099604076,,
elbB,0.15163096066099863,1.5032703186244147,,,0.7186807057709612,12.553737980701802,,
eno,0.2273716465276197,7.974747045813172,,,,,,
etfB,-0.5632940970813599,9.758250421544776,,,,,,
eutC,0.5025112841920731,4.247351588610291,0.9339217489811232,7.124529542306725,0.9694741843560012,3.167478935825496,0.30787154402494094,1.4216413920917508
exbB,-1.9240946920072988,3.6592145529110813,-3.533585691734429,5.48454764012962,-3.80516040350813,5.642988738352199,,
fabD,-0.4933855418673748,9.972804376035999,-0.2593490168041587,1.3982412860892637,,,,
fadA,0.7064934354378923,4.195750020959418,0.7642501004783894,4.247927377522663,0.9824996020599885,4.280694222673608,,
fadBA,-0.49766679833728356,1.8004547564656854,-1.5258105133543838,4.596584061547244,-0.9757052963227708,3.362584886991917,,
fadD-I,-0.252948495149203,1.8824781252494407,-0.34260487703353026,2.054845515855458,,,,
fadH,-1.4571439783566367,1.569182259399089,,,-3.6010359598304915,2.7081429760191025,-1.601640692412686,1.3651628212018516
fdhE,0.6480885372513565,2.2777974183097336,,,0.849033180472633,2.1888302716289822,0.9481703533257607,1.678519804786571
fdoH,0.8948541232148087,4.08366042391583,,,2.204484545375034,2.4867016110231677,1.2740974683413948,1.8779472375795594
fimV,0.24971931465081396,2.2065885957505045,,,0.5424597557241186,1.5257789050227542,0.36006064258816667,1.6058921121359497
fklB-I,-0.20540891781891576,1.7799870451665905,,,-0.9026916762781256,2.287991615815321,-0.2757820381738172,1.9029177067099752
fklB-II,0.3936790201346354,3.3040794318293507,,,,,0.46877427663866017,4.193903801668874
fleQ,0.28110128604326634,2.4314045004551748,0.4736285906755199,3.483692192269241,0.48958388513337536,4.454137795261353,0.16708461283777665,1.9233249106693282
flgG,0.6197383836441139,1.3658985151238878,,,,,,
fliA,0.5178745780717023,1.57097406168351,,,-2.922914083450702,3.64439750823936,,
fliC,0.4298117447916766,2.070020585503052,-0.5546525624093277,2.606908812565676,,,,
folA,-0.5784267728414587,1.4187965043252517,,,,,,
folM,-0.6863737401827906,3.0537515000799105,,,,,,
frmA,0.13530627313404864,1.3325058501972682,,,,,0.5243190760919716,3.138067985224723
ftsK,0.8843204482382045,2.576109940299317,,,,,-1.7560901750286368,3.216834007869279
fumC,-0.2188785818192701,2.1818710501249985,,,0.8809946040627167,3.4110865970438735,0.31599569933693056,1.7864759907010286
fur,-0.27580538992971193,3.8036649063788697,0.4461587970153437,1.6041007988471112,,,,
fusA,-0.1581546631959766,2.7643997822620183,,,-0.10649915156117397,1.348620577709786,-0.1440772109889339,2.4639863770330703
fusB,1.2907226997017178,3.941312513504022,1.1364748313836552,1.783874619115721,1.568921348553677,13.54197413221677,1.2814498928846456,4.992272260655585
galU,-0.32858338706582785,5.66869825665759,,,,,,
gapA,-0.34725645201608923,3.4179706357372828,-0.8944260846044341,7.677389997899699,-1.590465420147025,10.18698008065969,-0.3336230170401819,2.592178116253668
gcvP1,-0.8675027403283434,2.0952516948328963,,,-4.1823416780750176,11.530980533017507,,
gcvT-I,0.15378957419694006,3.1953906525659903,,,,,,
gdhA,-0.7220793287939127,3.791144594416875,,,-2.371995555363153,6.8700246688147475,-1.2354069273189197,5.129430072403121
gdhB,0.4304339180653543,3.7094048358959024,,,0.5339192252559584,1.4399223092212712,0.6114764741292072,2.8649251444329877
ghrB,0.3781765665034573,1.3149018021079737,,,-0.4214999078594298,3.9602878119752787,,
glgP,0.48024862775986205,2.8168831347873047,0.6385459733560085,4.919921885779444,0.9681757959170046,2.498881490794068,0.3256522264271421,2.2473658060155652
glnA,-0.6934321311344288,1.764234603003157,-0.7216012748968581,2.7902740364117657,-0.7495115278753861,2.264453644877236,,
glnE,0.2514805281626173,4.924055436206773,0.14711553510247818,2.4118470509548264,,,,
glnG,0.16990925915449454,1.7927519613188811,,,,,,
glnK,0.4382913600377569,2.400742776505335,,,,,,
gloA,0.16599972459514273,1.767813647679741,0.7819641623391091,2.530785559420759,0.40919195060822167,1.3191241675536696,,
glpK,0.1695922826387868,1.4189946122566552,,,,,,
gltA,0.1268994909108914,2.1061915443753483,0.11239038347385988,2.2924346815475625,,,,
gltL,-0.6359376005820139,1.6759610197730543,-0.894466460959039,2.923085835156357,-0.7813534414511811,2.354654742762222,,
glyA2,0.16586318505918987,1.5618945839473721,,,-0.16343478488546678,2.311745675961158,,
gmd,0.12418992609172941,1.3555956071177253,,,0.33510135644439887,2.9156041587708366,-0.10984756470235892,1.4290515550458835
gmhB,0.48559984522574373,1.3935483427940523,,,,,,
gmk,0.40093510962438234,2.351147456890746,,,,,,
gntT,0.35106066761302845,2.951433302272793,,,,,,
gnuK,0.33012855401834856,1.7086012326859759,,,-1.305111382107338,8.859319982240631,,
gpmI,0.19689709894922763,5.593462234153973,,,0.07600948825220856,1.6065436810130276,,
gpsA,0.09878851468304427,2.834073759313293,,,,,0.11857160175511566,2.298134887880943
groEL,0.13718912170150527,4.003431766793999,,,0.4251587346428817,1.517093534910272,,
gshA,0.1285528508438448,1.4402292023571768,,,,,,
gstB,-2.2783413645623414,3.9380201916762148,-2.988798134499396,3.4550920749614478,-1.0574177488545267,1.5235333565670106,-3.493407598847404,4.649820233306651
guaA,-0.22044345156102502,2.2385995931785954,,,-0.2830363604710016,3.9967543490258963,-0.2964607812465191,4.956030538482465
gyrA,0.31372101416606135,9.640630897601646,0.6011818744959033,2.2186814247198554,0.2431275117775185,2.7866083485241937,,
hemB,0.2935378335972257,2.3573709999931363,,,-0.27314202013912575,2.103169981819333,,
hemC,0.3486477864724466,2.1342038562663994,0.4799772754052703,2.2223964439284556,0.31160318016818145,4.832283634920906,,
hflK,0.1459260642657244,1.5229316104030706,0.6607273443260404,8.505833210783598,0.8699476826171487,9.326041433328466,,
hfq,-0.3192488489801064,3.078221793004478,,,-0.27548757730476925,1.4456133093143229,-0.2604201285431238,3.523093719557977
hisB,0.3601461912038429,3.997182720645784,,,,,,
hisC,0.17636564929253218,3.6144635568795573,,,,,,
hisP,0.4323088967696993,1.4676579211507677,,,,,,
hisS,0.16661858079075828,1.7986006420485494,0.29221014615481566,1.817559077393088,0.11415363156443849,3.7368847007089263,,
hisZ,0.0887316073056274,1.3649887079025722,,,,,,
hmgA,-0.6364388544115532,1.402656532261084,-4.398994278531038,4.922278299159202,-4.286337160801503,4.901678904116292,-1.9851574274696364,2.9547537590997552
hmgB,0.3804270785387742,1.4200870921752116,-3.27544094969734,6.703072025092633,-1.111016715539068,3.2053464842058434,-0.5242725255308012,1.5297871808380614
hpd,0.20153714264354375,1.7133743703466622,-1.6016773475306652,9.321823172423024,-0.7717723531275348,3.8445818716283298,-0.19519075730573843,1.4190753623883012
hslU,0.185147967463055,1.3346146641816306,0.4112888676579187,1.695463447081558,0.42028232614354777,1.6071241181237823,,
hslV,-0.21026380199229364,2.6856478588382946,,,,,-0.4993489964442101,6.4645131466512185
hupA,-1.0953741056070099,1.5381323180879656,-1.6192944136081058,6.391689815045741,-0.8064701264153067,2.88616991726976,0.6603200426503548,3.0398823546379705
ibpA,0.21550559826145518,1.6947284196218184,,,-1.2550470178006454,6.912033363524105,0.8505214264455652,2.5079826902652367
icd,0.6434973141091557,6.838674216491254,,,1.1519647946218616,2.096569560007814,,
idh,0.4042325886708144,2.6373781043829103,,,-0.3144335852833758,1.680939744735609,-0.3666890944882247,1.998731125314494
ihfA,0.1835421328732806,1.305763816155578,,,0.38826416089223975,1.5424600898863887,,
ihfB,-1.1986995332124695,2.5227939222437574,,,,,,
ilvA-II,0.2543104760165184,1.7625945037371662,,,-0.20949483004688743,1.6134110056851811,,
ilvC,-0.1592969696985844,2.218401336724364,-1.3003237031674302,6.273728908883988,-1.1890179338332472,12.565451311318158,-0.5538169940860531,8.281554098341596
ilvE,0.22074119966815917,3.5599111985125127,,,0.2741410013191996,1.5441543758844232,,
ilvH,-1.120434516460381,2.7492907434721583,-0.965199064065359,1.4055790586796597,-1.636067836629959,1.729778899476523,-0.3400265146488902,1.6449409136692776
ilvI,-0.21215470700154435,2.4117317655728985,,,-1.2456392719335856,9.84564115790159,-0.2291616033572184,2.145792336962449
infA,-0.09892363296732194,1.5421781918622837,,,-0.7378152326870102,4.058613046789049,,
infC,-0.37275041123605945,2.4446941230210024,,,-0.3356713513312984,1.4149141803664014,-0.22741549000146397,2.2079342756213065
iscS,-0.825091653522402,5.777210368027993,0.2633407164631825,2.2316369385357753,,,,
ispE,-1.6678631639795731,1.5623113949581366,,,,,,
ispG,0.23480396849930577,1.8808787778318306,0.24969957916658783,1.8458823023078859,,,,
kauB,0.31239961544938366,1.316254717307321,,,,,-0.16780533197245465,1.8318784949641993
kdsA1,0.3756270605772602,3.5098184814300484,0.3536050783292128,3.3991656777556005,0.6381218098803356,2.027044297972307,,
kdsC,0.6282831750698155,1.5534562992037246,0.7707122472300948,2.612832209396285,0.8641725035638872,2.452073248342417,0.5306377359872523,2.5828918060685995
leuB,0.07482095212278922,1.6738699496719018,,,-0.11041657686864816,1.986023996010183,,
leuC,0.14955530892426977,1.6776185735796842,,,-0.2093173876982566,3.8686396741361655,,
lipA,0.32707962475092645,2.7210012811016036,0.3960046744739487,1.4731905333704505,-0.6666025060416408,5.1299776462358855,,
livF-II,1.440201862479633,2.578026932947144,,,,,,
livK,0.22520577756190727,2.354545017536839,,,,,0.569365854472798,2.009960077534825
lolE,0.3523538422072805,2.256221168336718,,,0.8507347873846971,3.2526922652372994,0.71842176599988,4.267881087762973
lpdG,0.14807194426171397,1.7226222043746275,,,,,-0.4562696791150414,5.62038049844632
lptE,0.16755104794742307,3.251169787928577,0.23900361041116527,1.3140850849949368,0.21207331467425167,2.7104024333944654,,
lpxA,0.5755100494280398,1.8139824640183337,0.6609090039061393,4.529434476759666,,,0.49686750510903105,3.4317352726369883
lpxC,0.10281911357675458,3.0102424614013423,,,-0.24309262649631702,1.729686045083781,,
lysA-II,-0.5779394373512672,9.73319560349522,0.3591091658947345,1.8548969625341905,,,,
maeB,0.09212914842470697,1.731113514263707,,,-0.22548449681590482,4.835477694022342,,
map,-0.8289929610965828,1.5568130935464057,,,,,,
mcpS,0.27946922874772123,2.312514335061168,0.48950156136167844,1.321014293926321,,,0.28434013779690576,3.0812890864371787
metN1,0.36885814443389847,3.459774734571139,,,0.3908105459617822,1.3521379144380592,,
metQ,0.334664216360497,3.2543564329882892,,,1.102182698582688,1.825520598130539,0.4267209778930666,1.4052746678250108
metR-I,0.3197851803290502,3.0895750275812923,0.46776641287836995,1.3540398551102815,,,,
metW,0.9999150968490166,1.8332687161519332,,,1.1903394040353954,2.54323854849001,,
mgtE,-2.1427354791951365,1.934326538627239,,,-3.439414362870868,6.2129664835749026,-1.1997538756244428,5.387443986275052
minC,-1.3299649741805404,2.0100137831486453,-1.626170985772319,3.3135189697325624,-1.541636313791312,2.101859351497224,,
mlaF,0.24766675661916232,2.4030413326299964,,,,,,
mltB,-1.516090689845537,1.8368199584168898,,,2.102589143826133,1.9206264956046397,,
mltF,-1.867379751757589,1.6933843202787018,,,,,,
mmsB,0.43285927888739284,1.6676591225587671,0.6649527000697684,4.760976075161347,,,,
mnmG,0.22086406900427766,1.694180796323343,,,-1.435753582524064,2.4747847448034395,0.23164007198953573,3.3843904058584084
moaB-I,0.7375077745818915,2.4046654312133455,0.9101550870080252,1.817732398934112,1.3068289514721336,6.928407810957834,0.45820780541466416,2.227195553718429
mqo1,0.3895614367483109,2.6842035332405896,1.0707739792509987,14.917543806862206,,,,
mreB,0.30033575384994915,7.907245747411612,,,0.20444222703507345,2.1007885606764165,,
msrA,-0.36028237189141715,1.4524089720765285,,,0.4341173172114091,1.668142643377745,,
murB,0.613991516781426,1.5544248986702562,,,,,,
murC,0.35529956284883796,4.183891866117114,,,,,,
murD,0.4914383367797621,7.81975072082569,,,,,,
murU,-1.1461098957605373,3.693825565205005,,,,,,
mutS,-0.686751820157644,1.3699645002507665,-0.8127863673010555,1.3648587913982952,-1.2238992799341877,2.310584272556897,-0.792448472307989,1.5965123503789158
mvaS,-0.3105812618731707,3.3886668939157274,-0.8101416847272932,3.9245172656858576,-0.6081176949685383,5.945736482843195,0.31002345747114163,2.09589396474839
mvk,0.15508620053610211,1.3924839996896428,,,,,,
nadD,-1.4756925267470684,1.4453874936916027,,,-3.846535520372091,7.680732317747867,,
nadE,0.21628665717167556,4.374347688267874,0.741199730565367,6.175817002842958,0.41730175526712954,2.0056628346234855,0.2909635040755115,5.714217117136258
nagZ,-0.37589466220469336,5.964447786957104,,,,,,
ndk,-0.14644400007463992,1.6759309070191712,,,-0.7223246767238362,3.200925185387533,,
nfuA,0.18072356803623726,3.8188603483499937,0.7452896945065786,5.040522767030842,0.6344326347803011,1.5054590073001488,,
nicB,0.8837658336033679,2.0211544798278434,-4.776873803783854,6.546175114608488,-4.813458354969331,6.554664492055314,-4.636121074415093,6.537642552488046
nudL,2.4530981109664767,2.514078519922401,,,,,,
nuoF,0.29218041215615387,1.795320991717805,-1.5277308425467435,2.143109452466662,,,,
nuoG,0.2106250387286559,1.387390348459188,-0.879224825200362,2.2355559705495125,0.27239941863036093,1.8484608096321893,0.14131502343476776,4.601044812824613
nusA,0.12010283549995525,1.3990808483205779,0.5145156858535183,10.328285514909933,,,,
nusB,0.2719842759184982,1.7884573833463386,0.150416825498281,2.200732563948182,0.2608736290675274,1.5411067001760421,0.07630315237151111,2.4926582291003325
ohr,0.2898100658217123,1.6768102628165567,0.9424501383337467,1.7848118369698671,1.4311287165268791,1.6754768145651562,,
oprE,0.3328533303052042,3.815358882877433,,,0.647839493633322,2.4902813656380003,,
oprF,0.3185609465522794,2.0555971268754907,,,0.7371252803730401,1.6796706459993562,0.2474829792272011,5.687381832018302
oprG,1.00966979323345,2.981209641024046,,,0.7585511038296374,1.8658469267775757,,
oprH,0.3173549104976306,1.4565087796268235,-0.7941908312264115,2.4051201608050965,,,,
oxyR,0.14377777165774172,1.425246669800107,0.4338461260493456,9.582574857971768,0.5045828320323614,1.805366509325719,,
pagL-II,0.35665172911829585,1.6401842948349938,,,,,,
parC,-0.26772490354603407,1.8824797636305863,,,,,-0.2822180330558624,2.0094835585444417
parE,0.30108652333256536,1.8548821340169008,,,,,,
paxB,0.16776492702779144,2.114946523657316,,,0.5722560811815935,1.5475552337021776,0.36935118528997596,1.7083164088839415
pcnB,0.11808617997914399,2.242275256848095,0.5815316238966598,1.5655761539845678,-3.6958836398930868,3.123427893439338,,
pepA,0.1696476034376069,4.208961859876075,0.3115940038610337,1.6568802818625823,0.8071369660890289,2.455172072705276,0.1600529234938201,2.7593829212930907
pepN,0.3269320326748567,4.716133405389253,,,0.8503687196301858,2.0016338165967613,0.323994482869071,2.8807227788034084
pepP,-1.934342086080762,3.8038001892914965,-1.6959978242283698,3.379682875837877,,,-1.6141333913604057,2.3917911226425392
petA,0.7950715177842864,4.787002123151454,,,1.2870899529823594,2.3890503951836477,,
petC,0.4543875966596426,3.8784012946329267,,,1.391383824419249,2.5828233038127713,,
pgi2,1.2425346531409311,4.716094877579907,,,,,1.0119309436395973,3.42146826409237
pgl,0.23288587694737906,2.245266404640483,0.29497291662013947,3.756035543420438,,,,
pheA,0.19067754175495397,2.865352727205424,0.20702050762796992,1.616195524523999,,,,
pheS,0.3789324904713569,3.183557251192533,,,,,,
phnX,0.5825393431921554,2.0478933453395394,,,,,1.3393652452751124,7.054731493055392
pncB,-0.48643072754829053,4.28682065262794,,,,,,
ppa,-0.2905731700144126,2.396807381251829,-0.5032872668805956,1.3370149520404442,-0.6183315411653333,2.7673968152086514,,
ppgL,1.5835678037470318,4.596630802406978,1.774343476546678,4.747528600156731,3.1299864853582258,2.224129838204228,2.1390943295519604,2.3755832063001936
ppiB,-0.14840587143648837,3.154445463072718,,,,,-0.14952823034052531,1.5560571830873753
ppx,-0.16838582804581126,1.7320152754042624,,,,,,
pqqD1,-4.5776817225798245,3.338576925314606,-4.2314440224112575,3.288263915134159,-4.725817975903334,3.357165366628688,0.8319848774247149,2.320482153180737
pqqE,-0.9690506646009792,2.3105048145828238,-1.2668209868143658,2.5919752116745056,,,1.2541987858247041,8.049948722380707
prc,0.38331206056057837,7.428714900670746,,,0.5902964702306049,1.539983219555116,0.1797333348885372,3.3165359686083646
prlC,0.2501682780539221,1.984323200800344,0.2866972610511813,2.73832340115194,0.37690493262587244,1.4827593979427325,,
prmA,0.16480470740305372,3.8152171817600524,0.4345720938490913,1.5251496197488943,0.23804948004079157,1.3950385054206045,0.11370288735304065,2.5111174284561724
proA,0.15889018161494087,2.3018988340814857,,,,,,
proB,0.3272676376325104,7.748482654018867,,,,,,
proS,0.4934708188692002,4.927167486474409,,,-0.4006658327003364,4.1170419592658485,,
prpB,0.14066571687770218,1.3253947349606574,,,-0.5155131687163508,6.465581819628439,,
prpC,0.4876926102203973,14.437172692113775,-0.11390202323008178,3.439113472051106,,,,
prpF,0.43634958293737813,7.723732331515031,-0.19121577540801893,3.1438941962002587,-0.3934989519975309,2.132389057424571,,
ptxB,0.31989861478208265,2.3306629521538924,0.9138946867804484,4.817148775316498,1.4199449237383723,8.410545408111862,0.4550104279408592,3.155529569017038
purA,-0.4081605904446079,3.721003155164375,,,-0.15772863771074003,1.4734010277420826,-0.29266849331378075,6.130834892272589
purB,0.17580986883690183,2.99216724764799,,,-0.4815530280734548,7.278205423551841,-0.1308217004932035,1.3154401939853158
purH,-0.13977630334676608,1.6722515603664518,,,-0.292255587563405,3.0702251068414426,-0.4046861983434471,3.7120178426502712
purK,0.1963661398410191,1.6263080591008774,,,0.23968487612772932,3.775882446275368,,
puuE,0.1253181635676001,1.3826144690366131,0.4054710046235486,1.342601026525545,,,,
pycB,-0.4413853420768582,7.300456550792951,-0.3185167656964323,2.6491221761619275,,,,
pyrC,-0.4666335780767124,7.364824011061314,,,,,0.1520627714405232,2.069705599613545
pyrC',0.16584574626727863,3.148452578927442,0.25429835682761415,2.908451325818509,,,,
pyrD,0.288278293603097,4.579030318424494,,,,,0.37338775601313157,2.3387135753739283
qedH-I,-0.7445828098240614,2.0235549618157966,-1.729985105350641,4.308936560881502,-1.7605934033760198,3.707304148777891,0.7038181107042967,3.814826754943048
qor-I,-0.4530893902551921,2.177407084645719,,,,,,
rapA,0.2079951268243992,1.4784838183357996,,,,,,
rbfA,-0.611003615403669,8.201553532927022,,,-1.0691297065685248,4.016429967215189,-0.6128183217796134,2.3102557400048305
recA,-0.199979218591918,1.3932728170294648,-0.27061666276540725,1.6072175029368736,-0.3614117717717391,5.365425464654924,0.71571133790594,1.8829496967405992
rfbA,0.1923469229672989,1.362507408142666,-0.2195891549193032,1.7960662365791003,,,,
rfbC,-2.9514371578428924,3.517750337191347,,,-4.93445592347933,4.567314565159233,,
rhlE-I,0.3398961353862789,6.318140762861412,0.7024343715723693,3.4038545473190087,0.4094899195310564,1.903194050426283,0.32669839948098167,3.22529595879021
rho,-0.14107386884166292,2.9198102220844953,0.41046082889730634,4.438506388935438,,,-0.27476926936385443,6.029276119403041
ridA,0.46323913048239374,2.6832481637906693,,,,,0.4280851580312869,2.5824703046416464
rimM,0.24627408989252966,1.7816980662632773,0.5888678197141916,3.704860378174462,,,0.47165040304586603,1.314387084549184
rlmG,1.0122063701704431,2.825782993643189,1.2055691578879,1.8097941336644836,0.4748375448108166,1.6948166281237056,,
rlmI,0.3639499837279721,1.4887530787402774,0.42286966202781856,1.808368785626582,0.3183099086188916,2.210881134799464,,
rmd,0.32729428176472974,1.8842586090251623,,,,,,
rnd,-0.3681956033463175,3.433513002241525,,,,,-0.5064749987094241,2.8941751016604043
rnk,-0.3931261501668036,2.973963953923263,-1.3731247836805618,4.275165823110061,-0.44134963127487864,1.3324850116253955,,
rnr,-0.6963675951662388,2.2656514267361043,,,,,,
rph,-0.33999248190505493,2.5447291814482655,-0.22384561543058612,1.58022883029982,-0.3091052424799591,1.6449347555616356,-0.9968200772877249,4.726041139108361
rplB,-0.31484069056220176,4.857012724025807,-0.29167799911743303,2.522997689504602,-0.7692900563812101,10.071095857026632,-0.5093980433006976,3.4580686965892866
rplF,-0.3621230246880163,3.5591084303298683,-0.2637540489270808,2.0857865330947485,-0.7138838070722525,9.428339083977368,-0.3916000994601123,4.550923102789517
rplJ,-0.3772540448177436,5.333688131734049,,,-0.5385197927756351,6.339399215092526,-0.530451369317201,3.6117765531176733
rplK,-0.24429394275577926,3.34529240095951,,,-0.622030095669284,4.3573433678975,-0.460083762670689,5.096025283936577
rplL,-0.2606023438093161,1.4536150316840617,,,,,-0.5476250357768946,2.9908765967385165
rplO,-0.14468950098092725,1.7874926897077756,,,-0.6788660368322377,6.1408513187842075,-0.34826468142138284,1.7805353693224224
rplR,-0.25458003999926737,1.3164056914803437,-0.4037735008107609,3.054510242157018,-1.1230654991997422,7.345696612474724,-0.547418453683718,4.2922524507249795
rplU,-0.5493091897541932,8.828592596845882,,,-1.139204168094457,9.033521567043467,-0.47714629965042604,8.090681499781859
rplV,-0.39696368338275134,3.3861488087431924,-0.41042934179661844,3.4917924584194617,-0.8326987020301606,6.838032117788793,-0.684117859117181,4.316918206344133
rplX,-0.3193170826574293,4.339460906908855,-0.700667805070686,1.826805760535869,-1.562192535378115,12.146712331905485,-0.2719079521096052,3.1856944127332456
rplY,-0.4737169401055626,4.748328817684648,,,-1.3528582797827484,12.90922957971521,-0.48550241643784453,5.610232617858474
rpmB,-0.46115515723332967,2.23035775406161,-0.4497797656243097,4.095091232717515,-0.8755923872420691,9.8041255597274,-0.43062202456593085,2.2151450936129393
rpmF,-0.23578737764509541,2.0734626330071664,-1.0580434906793974,1.8954295446260339,-1.3862893089943775,8.0125381489897,-0.3487408096776507,1.5220812216751456
rpmG,-0.19420188644650338,1.472428348613047,,,-1.9543647054077655,11.522225766149758,-0.4018177618489347,1.3053214390361365
rpoC,-0.26943873612096947,3.836925787348698,-0.317381711323778,3.4481393088333983,-0.5478209868913679,7.707694781237807,,
rpoS,-0.9796397007513966,1.6034784113200775,-1.7571717124846344,2.1156056688615776,-1.4353713588021502,4.736431477355137,,
rpoZ,0.11593967850278045,1.9617619550361776,,,,,,
rpsE,-0.5826103671893978,5.998454905872192,,,-0.9744108312903088,6.268500095031575,-0.6438138734907416,7.412110874803251
rpsF,-0.43367550869114085,4.819540847645522,,,-0.70943159891839,5.3376638506752805,-0.633614724480642,8.164676009659
rpsH,-0.17843813474886372,3.305462820369741,,,-0.5854506326822151,5.417198579594693,-0.3636759083120866,3.1277685480869146
rpsJ,-0.07876691855374908,1.558223633573902,,,-0.7084592004317302,8.568166602237776,-0.3627081235467022,2.370489678133576
rpsM,0.15965461132889766,3.226834283540073,,,-0.8570060182008356,2.2947356250993782,,
rpsQ,-0.14117490609427788,1.3280350576223598,,,-0.8566068402974496,8.307810204877608,-0.37488277630490596,2.40418710099532
rpsS,-0.7126788729138686,1.6423037737479496,-0.9497081050526069,2.0681793579174226,-2.0038581643763966,8.6550553348238,-0.3928849615381742,4.92550579299649
rpsU,0.1913606639356534,4.528500602666535,,,-0.8220589005332699,11.716888539485714,-0.2585908311052993,1.6777059050267482
rsmJ,0.6531282676754432,1.7075803797398288,,,,,,
ruvA,-3.449588932781484,7.50535726677839,,,,,-2.1144088887160972,1.369034491179181
sdhC,0.3828198087867286,6.474098251974125,,,,,-0.5448352903318064,6.352960302162335
sdhD,0.5444691616082499,1.8717453112469515,0.5511573415207612,1.437245011860084,,,,
secD,0.18745358006023694,3.7041874388239315,0.3473906750288693,1.5528835347543557,0.3457021723838915,2.6492887408317003,0.10022439662057807,1.3987726165776802
secY,-0.3119586325425599,1.715961241519986,,,,,,
selO,-1.5600453017566218,4.383418907742385,,,0.9139458212611149,2.0548226663524884,0.6941022855487236,5.06354903715134
serA,-0.720685279811908,3.3599756434560093,-0.5351460881573394,2.414894864912856,-0.4650295400089581,3.601616289051915,,
serS,0.15237950583570134,2.0452819287688215,0.45853934638775057,1.3718843318417384,,,,
slyB,0.5506698307930267,2.4773285529131868,0.8682073893354366,1.979099430345673,1.4377060143812186,6.6071789712294455,,
smpB,-0.9492240557359525,5.420419881316956,,,-0.7857469487036685,1.8699662875026934,,
spoT,0.2822675535377885,1.631160827346092,0.2774199231736579,3.3282294740532494,0.41521451826106115,2.072707040914017,,
spuF,-0.4756349569739946,9.334854556252662,,,-0.1116183608580257,1.9347149079470072,,
sseA,0.3948455100929045,7.116969539486005,,,0.30119380681739805,2.149811624844259,0.3232833759017765,2.2066632879903576
sthA,0.29150987788716043,1.9447059014027177,,,,,,
sucC,0.17532982768498406,3.244343580666168,-0.7981269359786237,3.268188925065302,-3.776192905438079,8.710757930049434,-0.34566662823574296,8.547046339821225
suhB,0.1572269741631274,1.6289009441570028,0.5648319810675848,2.282226401524774,-0.2595918120145433,3.780310809476533,-0.14441468529415122,1.376613260457604
surE,0.5811891690816702,1.5001266971726075,,,,,0.3441320921905021,1.3697966690687602
tgt,-0.5097303333115817,2.2809978799812503,,,-0.5491193123590502,1.5570161041956267,,
thiC,0.3975779692516971,3.9128764903558357,,,-0.8635608809849675,7.639601036957988,,
thrB,0.34741311371394257,4.466806075698727,,,-0.46374706112940817,1.3364989982482545,,
thrC,0.17965724212836615,3.4825812456570264,,,0.17415757455585562,1.834496482228658,,
thrS,0.27129709910063726,3.2628429302319213,,,-0.17874159189106503,1.3308756437514648,,
tig,-0.29813170274806755,3.6462330805914824,,,-0.35826189730792724,3.5560625762720868,-0.49953405234717885,5.994238130229176
tldD,0.1338632533257058,2.2704461096984128,0.2962767097598262,1.5000177039402398,0.8933311363656249,3.484841105228042,,
trmB,-0.14345971817808972,2.2494400449034777,,,-0.6946080099204447,1.727599761991508,-0.21145592948152944,2.0444727932328863
trpA,-0.16660539502251248,2.5078453491410815,-0.4147819630721604,1.380850717299285,-0.7607963365667808,6.91188256448586,-0.4824674418331691,3.520801210004512
trpC,0.21104543699753212,1.4872683208226762,-0.296227853944449,3.204882024432996,,,-0.4579103471675685,4.987855941594735
trpS,0.16190079218888784,3.1208123453180177,,,0.16423546656861598,1.3578282694908834,,
truD,0.7338642698234654,4.994265508902128,,,,,-0.5260703670027894,1.6566048978154477
tsaC,0.2268272811533002,2.4497927247018962,,,,,,
tsf,0.12603196078861284,1.9392864325212495,-0.26242849596455764,3.3427804808190307,-0.08549089463789403,2.311399385892455,-0.2193445518209787,4.133272923440215
ttgB,0.627986708077382,1.3571235202804381,,,1.8420361817963455,1.9323524172428124,-0.5806798895393217,1.3606526629322595
tufA,-0.1860757247704084,1.6369619972912606,-0.1511696109233184,1.3152500925873811,-0.2853727862545345,2.214071586578045,,
ubiD,-0.8150104045639038,2.2869076775353476,,,,,,
ubiG,-0.5652838106089806,4.994776064439024,,,-0.4547232583663016,2.1433513987203936,,
ureE,-1.6001042699802324,5.974596104863074,0.47215667334116346,3.917820964095627,-0.8719647490839163,1.6893955125857902,,
urtD,-2.1352807992262806,2.1436890073104204,1.2545003907683314,1.5650602808307084,,,,
waaG,-2.4354435696644585,3.4024462699079,,,,,,
wbpY,0.9419227271660608,1.3642292756660555,,,,,,
xdhB,0.2299616392676693,1.842661689031087,,,,,0.41441067734643233,2.7473395707847303
xseA,0.9943989908959928,1.5323979069385179,,,,,,
yadG,0.2800240437411139,1.6497565167676238,,,0.8362817244469399,2.342392305108754,,
