Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log2_FC,PP_0751_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0368_PP_0815_log2_FC,PP_0437_PP_0815_PP_1317_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0815_log2_FC,PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0751_PP_0812_log2_FC,PP_0812_PP_0815_PP_1506_log2_FC
rpe,-1.6997758554503672,,0.6314605430433498,,,,0.5551043285725944,,,0.4330246599753164,,-0.32260625305670465,,,,,,0.5819775922753454,,,,,0.47695417627535136,,
tktA,0.7338806932689305,0.6067633739169702,0.4757588521740928,0.42602788023183885,0.6265271290836393,0.4790110087774743,0.6023143932504716,0.6473891256861269,0.5806681195426525,0.521512335798734,0.4402729846320598,0.7756625040409842,0.6362341947569606,0.6614787333058582,,0.6346285705231994,0.49418117106812615,0.5566147562868411,0.6261623706934325,0.5731632316412125,0.6926171927586857,0.6373833616533555,0.5886089749143327,0.5976358488175846,
tpiA,0.2574097187521296,,,,-0.5302286181329666,,-0.4379295224171484,-0.36457582713208636,0.3291602980986865,-0.6221493447432392,0.09218040161974385,-0.7317426703989661,-1.724780432948716,0.2788212623493099,-2.6176558290161682,-0.5850638309656985,,-1.226690374321516,-1.6122128871582089,-0.4761671268121745,-1.7653614143013607,,,,
zwfA,0.4657896155406811,0.46049262134232044,,0.41752600855233196,0.08860158931339608,0.294556368889649,,,0.27146968306901176,-0.33368401572096174,0.4057585899403378,-0.2894637398329465,-0.47060948668993396,0.3753532130599982,-0.8788548958605155,,0.27476267961381484,-0.3253139811172396,-0.40955683718484653,0.13466041177178242,-0.6923702200352592,0.13417184175040606,,,
glk,,0.1378254144257643,,,0.43363518702779763,,0.5635642029619936,0.2752002281940026,,0.7362932548398374,,,,-0.4040656233124404,,0.40208253422547713,,,1.0079505308475636,0.3138054105760496,,,0.35219799472341456,,
pgk,,0.3022113979537796,,,-0.20901928015219526,0.36179251471546753,-0.28498658939905613,,,0.5425000269531418,0.23535828529075584,,,,0.24625564546507844,-0.28688844568694966,0.6299730148310307,0.5723069708011631,0.6047461737891867,-0.19533696969096928,0.2412577038430411,,-0.1942110209310972,-0.17472437393112725,0.6203908248932745
PP_3383,,,,0.644796926035337,1.0409700831221738,0.9172144904133951,1.1411464021570266,1.2643966090702872,1.1845561302092156,0.5131341444506629,,0.2637560896483419,,,,1.2070502527791076,1.2715707562108118,,,1.2024558861181553,,1.216683127010118,,1.0716558081925067,
PP_3384,,,,-0.44971587088003906,,-0.43741466298940307,0.771949683928781,,,0.7299260072120202,-0.5244846171489262,,,,,,0.7795109821032361,,,,-0.5447673170940331,,,,0.8446339224013045
PP_3443,,,,,-0.44071268361895727,,-0.49675893984031355,-0.4687208840847735,,,,,,,,-0.27809868341268196,,-0.277107840760358,,-0.5613131537203307,,-0.21993764264782253,-0.6434765735572314,-0.3768274361109661,
edd,,,,,0.11823138633045967,-0.12994410008593688,,,,-0.3305941091023279,-0.08110586756299695,-0.4076548560931984,-0.42599049183688786,,-0.6223817558284622,,,,-0.3038906550463676,0.2622321302729661,-0.46418105548553035,0.17778100500432883,0.20012319153759991,,
eno,,,,,0.3216804061246727,0.14364859234622207,,0.5212571885451152,0.5342591154281534,,0.22254769782812872,0.19763463989312527,,0.3870720473802024,-1.214636779365022,0.24975872374946123,,,,0.3871717766578471,,0.22888583454661005,0.38478451459294893,0.5623081473346419,0.3727621296712408
kguK,,,,,-0.6774358763788397,-0.3903120667845738,-0.5412607909427984,-0.5836291176479435,-0.3591994082513095,-1.1780259730623786,-0.6747831867680468,-0.9106829305575683,-0.8132491992530486,-0.5822030102350664,-1.8443015049028733,-0.9432236394567272,-0.5584700177244992,-0.8743630033220665,-1.0835123219294398,-0.6493044156408124,-1.2976038845652536,-0.8579422407979427,-1.03342591262016,-0.25959826266072517,
PP_3382,,,,,,,0.4277544734701604,,0.29289238236273596,0.4044174007425186,,,,,,,0.6205076109737544,0.3644681550066516,,0.2173398775840432,,0.11800340704880578,,,0.7176179356971696
fba,,,,,,,,,,0.3935275041304131,-0.21475020501904404,0.47166007411518635,0.7622505711665032,,,0.13313293806133464,,,0.7532959303918768,,0.270843063737264,,,,0.20181251686929938
rpiA,,,,,,,,,,,,,,,,,0.2846829248318294,,,-0.19473338908661197,,,,-0.45437046020309535,0.37484912845992124
