Protein.Group,PP_0751_PP_0813_PP_0815_log2_FC,PP_0528_PP_0751_PP_0815_log2_FC,PP_0528_PP_0751_PP_0812_PP_0815_log2_FC,PP_0528_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0751_PP_0815_log2_FC,PP_0368_PP_0751_PP_0813_PP_0815_log2_FC,PP_0368_PP_0814_PP_0815_log2_FC,PP_0368_PP_0751_PP_0812_PP_0815_log2_FC,PP_0368_PP_0751_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0813_PP_0815_log2_FC,PP_0751_PP_0815_log2_FC,PP_0528_PP_0812_PP_0815_log2_FC,PP_0368_PP_0813_PP_0814_PP_0815_log2_FC,PP_0814_PP_0815_log2_FC,PP_0813_PP_0814_PP_0815_log2_FC,PP_0812_PP_0813_PP_0815_PP_1506_log2_FC,PP_0368_PP_0815_log2_FC,PP_0437_PP_0815_PP_1317_log2_FC,PP_0368_PP_0812_PP_0813_PP_0815_log2_FC,PP_0528_PP_0815_log2_FC,PP_0815_PP_2136_log2_FC,PP_0368_PP_0812_PP_0815_PP_2136_log2_FC,PP_0368_PP_0751_PP_0812_log2_FC,PP_0812_PP_0815_PP_1506_log2_FC
eda,0.797997850081228,0.8480028126458632,,,-0.5576444719679895,0.6088514643026688,-0.4246946765081588,-0.4792497333359065,,-0.19693700946870668,,,,0.7959803445081578,,-0.44720661901906206,0.9036886553089306,,,-0.5208280649350726,,-0.26165502742105057,-0.538351000088563,-0.5900851771646373,
fbp,-0.5482148986490579,-0.5228853680969363,-0.3033535734043053,,-0.23468774584086785,-0.9473968812079866,-0.14014368428335808,-0.3832566056058994,,,-1.133909388242424,-0.3352486374369447,-0.5398121749322836,-0.32098473952772394,,-0.3714439444308974,-1.0837428368238893,,,-0.2757320922606105,-1.2478444339628856,-0.44772461462899055,-0.26334111714980185,-0.35506538820853556,
gapA,-0.6583355968075044,,,,,-0.26012033891374964,,,-0.36754907328136277,,,,,-0.23984825887701766,,,-0.6343907295972461,,,,,,0.2950262630144949,0.2722743021512947,-0.9751767826983793
gapB,0.36365127360813315,0.4350101012825102,0.4201333756787742,0.28807712981732797,0.47309424612103784,0.25005873157243236,0.5262780929145794,0.49032971454231333,0.20259456760808828,0.6342135248620001,0.3228726360792785,0.8038835977586652,0.9743030440506345,0.28158363949941284,1.10019249961008,0.33790598127358984,0.3648065115576727,0.5955260806533395,0.9388363369821563,0.483931286622211,1.069762611724202,0.2827084573617983,0.4737302953501487,0.6844616369844798,
gcd,2.3873259443363524,2.1306329102958332,2.2553741182469844,2.0813419784811575,1.1754340220303154,1.5892604228233536,,0.9745863281585754,,,2.065724819453937,0.5788880500933052,,1.6105367300473623,1.5590889899880627,1.3131477496178814,1.444922350480418,,1.3451468345016813,0.9954065009561464,,1.2049606068514491,,0.5306403849250435,1.5475978117566227
gnuK,-0.9724118294671066,-0.5340085547463513,-0.6066651044386907,-0.6956496507451148,-0.880453080269979,-0.716457303614468,-1.044400227126082,-0.6421629652026524,-0.49020510763979686,-1.7342213485985374,-0.9286232788983476,-1.4132764886787346,-3.078000804699452,-0.5210715638428667,-3.6893071484085866,-1.0719937829707848,-0.8976315191827859,-1.1852184204591838,-2.360887336867791,-0.7720375525848928,-1.610214568278573,-1.1305773944195174,-0.68896534561715,-0.41284394359863347,-0.7699826951382405
gpmI,0.2818894979311271,0.3462620655365132,,0.3351288646780527,0.5139728760060638,0.27206652240711304,0.4936994054303919,0.534808630425632,0.6185238646566947,0.3049035965516344,,,0.43157168588880646,0.431400161797728,,0.49334372934754295,0.5853223445325482,0.3855042959461308,,0.4457290902337484,,0.48832911346240887,0.46787690613096183,0.460148238642259,0.3352659763876005
pgl,0.14068854164849165,0.40673832283575284,,,0.38278647429483087,-0.21450701771297156,0.29849255140268616,0.2960172179048996,,0.45095902043335434,,,0.4057996701681884,,,0.3909116575329806,,,0.495728108164292,0.37286724731516296,,0.4493575349948439,0.30949647146449455,,
ptxD,-0.5753714340343915,-0.5895066950269744,,-0.3818458941749109,-0.9190885502793463,-0.24929876255884426,-0.8261394441584307,-0.6122507713888836,,-0.6500044574045589,-0.7878866368888281,,-0.9101426457307559,-0.14048424914888727,-1.091996645939494,-0.7757386793033298,-0.5901332912951877,,,-0.6431663067854188,-1.0072555179221219,-1.5906635612440794,-1.5681132438135907,-0.4222664326917895,-0.9096068912142338
pykA,0.3386057105918106,0.12050733661699918,,,,0.1498007698318475,0.2021577925818329,,,,-0.11680953151236126,0.6918572419229916,,0.19653990299209997,,0.21956227453460084,0.17857185909629664,0.40461829803989363,,0.18110431635071272,0.45436702851949445,0.4737979210012359,0.1376364937500497,0.38385286328958057,0.18314538134225655
