Protein,File1_abundance,File2_abundance,log2_change,p_value,log10_p_value
Ihfa,0.046063604111111114,0.028866940916666667,-0.6742090643721255,0.000303498669782499,3.5178432080726987
Ihfb,0.001524826,0.002051216166666667,0.4278349135747,0.45549315297139803,0.3415181470095101
Iles,0.093994515,0.0837408395,-0.16664519040819686,0.16215381071014423,0.7900728406947319
Ilvc,0.5853300422222223,0.5898807203333333,0.011172929599310424,0.9365645975859804,0.028462262701325375
Ilvd,0.13366062566666667,0.08581018750000001,-0.6393536908983444,3.81550470355302e-08,7.418448006733861
Ilve,0.15755308455555556,0.15400576083333334,-0.032853681284552495,0.6933374969533107,0.1590553117303362
Infa,0.021681063555555557,0.0835537885,1.9462697152863708,1.1290467976800406e-09,8.94728805669948
Infb,0.188529749,0.16922268650000002,-0.15586919768451848,0.2986656773571057,0.5248146836258235
Infc,0.15075089666666666,0.17862492458333334,0.24476681890131896,0.10490560919850332,0.9792012898919492
Iscs,0.06407263333333334,0.04323408125,-0.5675392538215632,0.0007574795091277838,3.1206291109353574
Iscu,0.026404263555555554,0.031109213916666666,0.2365710369936321,0.2657994087239502,0.57544598948889
Ispa,0.00843294711111111,0.005957493833333333,-0.5013313532546713,0.1869998617090036,0.7281587146348317
Ispb,0.03613149277777778,0.036894694166666665,0.030156495787782702,0.782036171776214,0.10677315891009662
Ispf,0.004675005222222223,0.00266053975,-0.8132490181872452,0.07257547008780153,1.1392101424631915
Ispg,0.04675286733333333,0.03854668533333333,-0.27844804084737407,0.0005890526901137295,3.2298458563127586
Isph,0.023967651333333333,0.024931067,0.05685608700349313,0.6642814792294803,0.17764785591396134
Kata,0.0015009511111111111,0.0033716651666666664,1.1675842858823604,0.13000208000799301,0.8860496990103398
Katg,0.03526943511111111,0.023518027666666667,-0.5846513951890658,0.007178033501775372,2.143994519031168
Kdpd,0.0010587732222222222,0.0002564587777777778,-2.0455947565490167,0.2715040973683107,0.5662236119277297
Kdsa1,0.009203742999999999,0.020961473083333335,1.187447502665743,0.021293083776846366,1.671761437186232
Kdsa2,0.007672352555555555,0.015049339583333333,0.971959257075613,0.006756019034060153,2.170309135540394
Kdsb,0.027350533222222223,0.02503902616666667,-0.12739050670404542,0.043549836776342644,1.3610134683777082
Kguk,0.04660921166666667,0.05000512825,0.10146094551682887,0.7422998484834282,0.1294206280945168
Krt1,0.026086801444444443,0.0030158574166666667,-3.112679935464228,0.010281613514864073,1.9879387252614897
Krt10,0.009844257222222222,0.0005156780833333333,-4.254739718265947,0.07493201248162613,1.1253326032096098
Krt2,0.006328381333333333,0.0003486258333333333,-4.182085152932388,0.11855027649814505,0.9260974287673737
Krt9,0.011591825222222222,0.0011107961666666666,-3.383441739002447,0.07211437067660657,1.1419781821091661
Lepa,0.049655624777777775,0.038674081,-0.3605901395885589,0.0014193196803638577,2.8479197752391223
Lepb,0.041695715111111115,0.032544477499999995,-0.3574863797234405,0.003882061171754987,2.4109376254787414
Leua,0.13276411577777777,0.13778912708333332,0.05359678996402517,0.5435603311009893,0.264752245487327
Leub,0.15929719155555555,0.142248967,-0.16330265621706785,0.10627541738152338,0.973567180727939
Leuc,0.10661106955555555,0.0903687085,-0.23846203287869983,0.016020103424925342,1.7953346844609337
Leud,0.08672540000000001,0.09242394491666667,0.09181207953350878,0.37169382261160633,0.4298146566282056
Leus,0.1186709348888889,0.0852250425,-0.4776173117095117,8.179510466724277e-05,4.087272687522099
Liga,0.03592085933333333,0.018173392166666667,-0.9829941321150807,0.017329950966879518,1.7612026660710676
Lipa,0.013767037333333334,0.013155968499999999,-0.0655006659048083,0.7768796783065358,0.10964623872019076
Lipb,0.028820904444444444,0.015013685333333334,-0.9408374587418711,0.0023492934488690644,2.6290627323646696
Lnt,0.021158806,0.015896614666666666,-0.4125386551167979,0.07503059032640524,1.1247616365900621
Lola,0.03203396522222222,0.031444751,-0.02678317713470843,0.8789256888936174,0.05604784195433594
Lold,0.008410625,0.00769156875,-0.12893513615566457,0.5823245910186433,0.23483486965807426
Lole,0.003471698666666667,0.006517859333333333,0.9087564850719729,0.01170904194541775,1.931478638218848
Lpdg,0.2823464485555556,0.35380448308333334,0.3254858438909675,0.038813061373340986,1.4110221010086546
Lpta,0.01676310711111111,0.01956405625,0.2229159344835336,0.5407713166600787,0.26698635210084015
Lptc,0.010580758666666667,0.015634153916666668,0.563258070164116,0.06704237612510279,1.1736506017803277
Lpte,0.05670243744444444,0.08757834083333334,0.627163365233227,5.843961731008784e-07,6.233292636691562
Lpxa,0.025547484111111112,0.02910224241666667,0.18794909838115087,0.3451498853412893,0.4619922665481761
Lpxb,0.007584378333333332,0.0037552895833333332,-1.0141067691078915,0.3575961028785994,0.4466072228390452
Lpxc,0.06815087933333334,0.12097998758333334,0.8279642407425752,1.789115824098257e-08,7.747361543089147
Lpxd,0.005757154555555556,0.006544144000000001,0.18484855116513405,0.4601116029008133,0.3371368147415935
Lyss,0.11562767033333333,0.08191617916666667,-0.4972663538653826,0.012414911793538196,1.9060563617087496
Maeb,0.2606671818888889,0.327460829,0.32911338281673796,0.0011560245731263713,2.937032934202894
Map,0.021517745222222225,0.02633026025,0.2911948708695706,0.2794700252264141,0.5536647658700838
Mcps,0.02322351311111111,0.06335690158333333,1.4479155525398424,3.5847697072191173e-10,9.4455387390468
Metf,0.07069388222222223,0.014441199166666667,-2.2913948255050927,7.653458643978583e-07,6.116142260199794
Metg,0.06683659233333333,0.05487327783333334,-0.2845344222087762,0.263606003324469,0.5790447034065497
Meth,0.037644107555555556,0.024575994916666666,-0.615174234281251,0.01323174880774793,1.8783827523837642
Metk,0.065117155,0.07407108941666667,0.18587288717227735,0.33443389450262984,0.475689713740509
Metn1,0.017797773444444442,0.018963135500000002,0.09150076249630829,0.6793463103943413,0.16790877895677522
Metw,0.007990382555555555,0.0117934035,0.561643649036937,0.13193078566285632,0.879653851281166
Metz,0.03970701066666667,0.03576607808333333,-0.15080182318953622,0.15088259305829882,0.821360860786271
Mfd,0.10611476533333333,0.016909690416666668,-2.649703261764353,0.00046387472463708533,3.333599290446728
Mgte,0.0032267585555555557,0.0015052526666666666,-1.1000799579423033,0.25452565721717335,0.594268432477708
Miaa,0.009887063777777778,0.006036112416666667,-0.7119224636661045,0.025391553512926143,1.5953107271904103
Mind,0.05601043688888888,0.05817531983333333,0.0547115556851369,0.63271154222919,0.1987942428591323
Mine,0.014885684555555556,0.020956417416666664,0.4934665344169241,0.019236624099115782,1.7158711414336776
Mltb,0.007291021111111112,0.004185337916666667,-0.800776770771195,0.23896156315959946,0.6216719494708516
Mmsb,0.054415579444444445,0.049717332249999996,-0.13027087537469914,0.7230668446708484,0.140821552041865
Mnma,0.020872505222222223,0.019953375166666665,-0.0649709675411541,0.7509036199383208,0.12441580203055337
Mnme,0.009715933777777777,0.009478994833333334,-0.03561857511971567,0.9343164628744278,0.02950599871466391
Mnmg,0.014481955888888889,0.013554988333333332,-0.09543259012113772,0.4678753492282314,0.3298698357143644
Motb,0.005713202333333334,0.000394419,-3.8564986677570747,0.0002846772723152336,3.5456472040932425
Mpl,0.07865539966666667,0.030110500083333335,-1.3852791406375868,0.001382889413526609,2.859212548029101
Mqo1,0.05374153633333333,0.055975733916666666,0.05876397395266153,0.8990320479174284,0.046224826636493015
Mqo2,0.030423881333333333,0.03281091075,0.1089714231301725,0.4889176880979115,0.3107642505161613
Mqo3,0.002511148777777778,0.0036904471666666665,0.5554481300036179,0.507917539968264,0.29420678937675737
Mrcb,0.013981565555555556,0.0051225325,-1.4485967748313666,0.00011284976994811911,3.947499321923962
Mreb,0.13399159800000002,0.12986635441666666,-0.045114830819954946,0.6621892391015547,0.17901788102397972
Mrec,0.007534100777777778,0.010144137083333333,0.42913891032645113,0.2127881504135841,0.6720525603679657
Msba,0.012085743000000001,0.011141529333333332,-0.11735889228336517,0.5007537277959163,0.30037580897363725
Msra,0.018362161555555555,0.018337518,-0.001937517774764827,0.9920557973608495,0.0034639006236027808
Mura,0.07530950922222222,0.06846751133333333,-0.13741246930197484,0.6964813216024457,0.1570905260939465
Murb,0.003709068,0.004329824166666667,0.22325172091539086,0.5027652853320194,0.2986347168835069
Murc,0.023314925,0.022283413749999998,-0.06528352276681666,0.6515439689936259,0.1860562709000242
Murd,0.02305189211111111,0.015226910500000001,-0.5982619201661046,0.003389558686073849,2.4698568424102705
Mure,0.03370259488888889,0.018306940166666667,-0.8804689958323297,0.00012745998066218263,3.8946261517459067
Murf,0.028527638444444448,0.021768417499999998,-0.3901237920162039,0.052252427552660755,1.281893528217197
Murg,0.02513293111111111,0.011833880916666666,-1.0866556518084263,0.0010035653390558271,2.9984543466766165
Mutl,0.0026034747777777777,0.0016119209166666666,-0.6916574653480853,0.23556469979826,0.6278897895701943
Mutm,0.004791625333333333,0.005760241416666667,0.2656141721666662,0.4188490264306123,0.37794248969109184
Muts,0.037133060333333336,0.049246553500000005,0.4073185413997461,0.2624957005803353,0.5808778055133662
Mvas,0.5377788006666667,0.8464192355,0.6543595290873,0.00025255924673300926,3.5976367264127402
Mvd1,2.4909123738888885,2.8737290300833336,0.20624976259309763,0.12871335016497187,0.8903764056807744
Mvk,0.6782222468888889,1.1035585288333334,0.7023331338783154,6.575630616723638e-05,4.182062591092145
Nadb,0.023102438,0.012486053416666665,-0.8877275643419671,0.002418790961405481,2.61640166294482
Nadc,0.025943192777777777,0.01907399041666667,-0.443749342703327,0.02046771339897159,1.6889306729055382
Nade,0.05677393988888889,0.11081614075,0.964867262579747,4.0218282738035324e-06,5.395576477083813
Nadk,0.00946499388888889,0.00827249375,-0.19427927788818408,0.5012010136912382,0.2999880593058487
Nagz,0.018622297222222223,0.018860030166666666,0.018300930761856852,0.925446995491692,0.03364845019544074
Ndh,0.002486363111111111,0.007678907500000001,1.6268640647276407,0.005617676950411605,2.2504432389129283
Ndk,0.3462827277777778,0.35918292175,0.052768325965303765,0.5505285435966745,0.25922015897167755
Neo,2.6070275141111114,4.020311455916667,0.6249014632713236,0.0004781188005168895,3.320464178704944
Nfua,0.0047476390000000005,0.013662932666666667,1.5249850378032002,0.0014811990543956255,2.8293865738781263
Nicb,0.008238845777777778,0.0050346965,-0.7105374242444669,0.4190582851603345,0.3777255685299069
Nicr,0.0017252237777777776,0.0042521001666666666,1.3013920776500594,0.0024271713800919745,2.614899557495631
Nrda,0.051003884444444446,0.046708951500000005,-0.12690806602079033,0.19061659231871106,0.7198392986671248
Nrdb,0.018884724888888888,0.011554365416666665,-0.7087817398950468,0.0011528015218782856,2.938245458857057
Nspc,0.050934766,0.014501976,-1.8124012261324325,5.087230530452132e-07,6.293518581646258
Nude,0.017077688666666667,0.01769873025,0.05153313103270763,0.83779267433735,0.07686344143096382
Nuob,0.05237514944444444,0.047559394166666664,-0.1391521178357811,0.459943328794717,0.33729567594438065
Nuoc,0.06120680044444445,0.05708723983333333,-0.10052364418899873,0.5579939564195013,0.25337050483997564
Nuoe,0.010548673333333335,0.015553342999999999,0.5601631352071472,0.050549431320497044,1.296283725844678
Nuof,0.066350274,0.04499509583333333,-0.5603346575278315,0.0003958034733652788,3.4025203989705637
Nuog,0.09168481922222221,0.07577721325,-0.27491879346453285,0.08056524320652082,1.0938522775393331
Nuoh,0.014855624888888887,0.017194460666666665,0.2109345718481259,0.5233673757392672,0.2811933527278597
Nuoi,0.034125144999999996,0.027197596749999997,-0.3273559993103019,0.04817665433817553,1.317163363177856
Nusa,0.148254479,0.12424511841666667,-0.25488652200787343,0.16272858495815493,0.7885361520466746
Nusb,0.04921645188888889,0.03728519933333333,-0.4005376003631971,0.00217847714010133,2.661846992983191
Nusg,0.11165782766666668,0.08394766441666666,-0.4115223011609971,0.001534938121925887,2.8139091275795005
Obg,0.05176567444444444,0.04745836975,-0.12533322806086045,0.4741586878809655,0.32407628757189966
Ohr,0.035492527777777776,0.07795977975,1.1352146879393115,2.0523220416269444e-05,4.687754490573982
Opgg,0.03270454166666667,0.03239995141666666,-0.01349934631315447,0.9333432082606109,0.029958628444866176
Opgh,0.013211651999999999,0.0103704385,-0.34933397623958007,0.013018943181453971,1.8854242683861813
Oprd,0.3763164712222222,0.77235452725,1.0373167904380443,6.429270623478359e-05,4.1918382933534994
Opre,0.09685719122222222,0.15175560899999999,0.6478187688408099,0.0007691325336720858,3.1139988179579485
Oprf,0.24678557488888886,0.54024040825,1.1303434843078093,1.5517655939650095e-09,8.809173881619108
Oprg,0.006135450666666667,0.009663805333333334,0.6554220755401414,0.1691610357791456,0.7716996643161621
Oprh,0.17524112133333333,0.12262227608333333,-0.5151202623794419,0.027863433887895514,1.554965362188232
Opri,4.735805436888889,0.42418656374999997,-3.4808389824684904,0.00955253609971521,2.019881312406631
Oprq,0.13668285044444445,0.14177945516666665,0.05281625134250528,0.6550302150295313,0.18373866654570933
Orn,0.007741720222222222,0.007894283666666667,0.02815418971133668,0.9514678143254258,0.021605898178097792
Pal,0.12096923211111113,0.3573219879166667,1.5625845410808676,1.5565550998292579e-06,5.80783550130446
Panb,0.009139062666666666,0.0081667225,-0.16228899847976827,0.6062901994609624,0.2173194519768507
Panc,0.009956735111111111,0.011022704416666668,0.14673357774653686,0.6917219984960632,0.1600684124469067
Parb,0.02148775166666667,0.01981787925,-0.1167119516211335,0.46106225232339393,0.33624043249479274
Parc,0.041704481555555555,0.017379194083333334,-1.2628412414030186,0.0015762399532083429,2.8023776685584862
Pare,0.015308025222222223,0.013499992166666667,-0.18132961301667858,0.39669352939493396,0.4015448833952553
Pcab,0.005859306888888889,0.0063254515,0.1104384456363226,0.7943530929244629,0.09998640913192368
Pcad,0.018007103,0.007711926,-1.223402984424211,0.008242328369151695,2.0839500874491583
Pcar,0.003269125,0.013439397,2.039491961679435,5.272562085024915e-07,6.277978297690898
Pcnb,0.01888392488888889,0.019484759583333334,0.04518748090723845,0.6887093448598662,0.16196402418247385
Pdxa,0.004494945888888889,0.006342380000000001,0.4967205698879243,0.15654125797058513,0.8053711804976844
Pdxb,0.0068877773333333335,0.007568762416666666,0.13601891723510318,0.6618908675965847,0.17921361102506272
Pdxh,0.004099052,0.0024057316666666667,-0.7688145574479738,0.23837107438356808,0.6227464460700816
Pdxj,0.021844678111111113,0.023739281416666664,0.11999441822016853,0.5495755069134022,0.25997263084185845
Pepa,0.1386521867777778,0.14499467608333333,0.06452955803495299,0.41452433909544606,0.38244996445141993
Pepn,0.06646845433333333,0.053462129,-0.31415251508876507,0.017447272547923314,1.7582724546627853
Pepp,0.005495234777777778,0.006271210833333333,0.19056290267935821,0.6944248990086865,0.15837471567111966
Peta,0.037391483777777776,0.05221644916666667,0.4817946328512788,0.026005723639249217,1.5849310569762367
Petb,0.01119775688888889,0.014697984833333335,0.3924086043818235,0.25938571122817833,0.5860539515583159
Petc,0.032599380666666664,0.05605309775,0.7819495492055977,0.002655894135205998,2.5757892400766744
Pgk,0.1469475097777778,0.11508465566666666,-0.35260542024127844,0.041766165873251694,1.3791753910627973
Pgl,0.1600965751111111,0.21433927033333333,0.42095375358265297,8.437040938040659e-05,4.0738098436127155
Phea,0.04648005433333333,0.040993528333333334,-0.18121558640132707,0.08243879324704634,1.0838683741221382
Phes,0.04712422311111111,0.03987606625,-0.24094573858337584,0.17252401508362822,0.7631504432436063
Phet,0.08182078255555555,0.06257731341666667,-0.3868276138085349,0.03671507193829007,1.4351556165131785
Phnw,0.012941174666666666,0.011033089583333334,-0.23013173255278574,0.5653130959208734,0.24771095365133944
Phnx,0.010129966444444444,0.016830266916666666,0.7324286618045905,0.13296096388988618,0.8762758451653991
Phop,0.10480345455555556,0.041235920583333335,-1.3457127511943283,1.011183775236496e-06,5.995169907398112
Phoq,0.07374089966666666,0.012791821666666666,-2.5272432867881505,3.8232851261421255e-09,8.417563312733597
Pilh,0.0051795750000000005,0.024969149750000003,2.2692410650893695,1.2182820522590957e-05,4.914252153772942
Pip,0.011510751888888887,0.0197431315,0.7783687626545744,0.008026343795916263,2.095482241877088
Pmba,0.11127044266666666,0.03882604133333333,-1.5189738891252973,1.7118365800798542e-10,9.766537697460922
Pncb,0.00744067911111111,0.0051689995833333335,-0.5255492161926011,0.19343978916992152,0.7134541898207185
Pnp,0.2950056351111111,0.30894351291666666,0.06660056789888616,0.4799540629389297,0.3188003275553259
Pntb,0.016605000777777778,0.017672190555555557,0.0898630897538726,0.9181160085744768,0.037102440039920415
Pola,0.028918407555555557,0.01829020625,-0.6609167660955475,0.0004556176025953626,3.341399505483288
Pp_0002,0.005653007333333333,0.0098390045,0.7994937840774193,0.14457611063873438,0.8399034627461659
Pp_0017,0.03169414666666667,0.04351399616666667,0.45726308942235144,0.0010031003888862902,2.998655601219206
Pp_0018,0.036158201555555554,0.04452126816666666,0.30017176527181366,0.022859014378791388,1.640942499184841
Pp_0019,0.0026211888888888887,0.004735565583333334,0.8533154202128171,0.10130076316912365,0.9943872827849252
Pp_0020,0.003171621777777778,0.006147308083333333,0.9547340530845024,0.020871132461753466,1.6804539855992706
Pp_0052,0.009472575222222222,0.0172110265,0.8615045487482941,0.029746237544953317,1.5265679582312295
Pp_0063,0.0035495039999999998,0.0058080520833333335,0.7104369510449399,0.061734446133296976,1.2094724438878734
Pp_0088,0.019223916555555554,0.017461431083333333,-0.13873048884036418,0.5098646269710552,0.29254511716405107
Pp_0111,0.017680156444444442,0.010653323833333334,-0.7308274195660793,0.0001878369191357655,3.726219043586809
Pp_0116,0.013668401,0.019633789250000002,0.5224941556646415,0.005325446787494711,2.273643950480068
Pp_0129,0.07388929422222222,0.015700675666666667,-2.2345387025104824,0.0802438481255541,1.095588252724164
Pp_0139,0.015069087666666666,0.010005581083333333,-0.5907871184422074,0.025512786798932333,1.593242100179111
Pp_0140,0.014770071222222224,0.01060004975,-0.478605746974615,0.13934258503934574,0.8559161368335322
Pp_0165,0.01156115511111111,0.0045992498333333335,-1.3298150764000243,0.024750803734925865,1.6064106936202847
Pp_0166,0.02492112822222222,0.007658381333333333,-1.7022579800006243,2.923722742527251e-10,9.53406381403279
Pp_0168,0.005076356333333334,0.03791595375,2.900939765986638,2.2438042610790063e-07,6.649015031569636
Pp_0173,0.005043421222222223,0.01069313275,1.0842099509484675,0.05794871109289074,1.2369562192598398
Pp_0180,0.0033588014444444446,0.0007925957777777777,-2.0832893260871788,0.054337359722756357,1.2649014679736208
Pp_0183,0.015646671777777777,0.013620333083333333,-0.20009382772187168,0.42566449746024493,0.37093257063583873
Pp_0188,0.030477471000000003,0.03711424658333334,0.28422988859265136,0.050745333730762655,1.2946038869744076
Pp_0215,0.005555740666666666,0.00266718625,-1.0586606861213625,0.05315911139382882,1.2744222873226503
Pp_0228,0.018430399333333333,0.018477200750000002,0.00365887826734897,0.9837476291691644,0.007116301280899517
Pp_0285,0.005077617555555556,0.005804583916666667,0.19304091996995215,0.6207546723263909,0.20708000289231457
Pp_0287,0.02384089877777778,0.018057338000000003,-0.40085339755853555,0.13553089230161405,0.8679617023764672
Pp_0333,0.006583905555555556,0.0057988768333333334,-0.1831701446953222,0.6920264422596896,0.15987731087839624
Pp_0346,0.012150304444444445,0.008152802416666667,-0.5756245064031756,0.08742898332186944,1.0583445718262845
Pp_0347,0.020837441777777778,0.0061130680833333334,-1.7692096280667762,0.01795803524321215,1.7457411804586718
Pp_0354,0.015282229666666666,0.0091516605,-0.7397496085024156,0.2392054614647842,0.621228908893737
Pp_0368,0.024983283777777778,0.02123775425,-0.2343318969114969,0.6233930518771089,0.20523804252797476
Pp_0370,0.028869325999999997,0.009702542083333333,-1.5731027353612148,0.0032686912003604468,2.485626106129355
Pp_0375,0.014954304444444443,0.013176153666666668,-0.18263152361338827,0.6013205964046165,0.22089392046569323
Pp_0386,0.0009372663333333335,0.0010049180833333333,0.10054693674177863,0.9277577889640819,0.032565390856925704
Pp_0396,0.021241884222222222,0.03281920975,0.627628757355905,0.001838989116076163,2.73542084109474
Pp_0412,0.009143606777777778,0.010751120416666668,0.23365174991452015,0.30924111470785043,0.5097027699164237
Pp_0500,0.012064858555555556,0.009118263083333333,-0.4039800619088238,0.08384153541452465,1.0765407769258353
Pp_0501,0.008166620888888889,0.009564628583333333,0.2279696900435855,0.29562413062489235,0.5292601190948308
Pp_0512,0.014863593222222221,0.012316895916666667,-0.2711442083036792,0.06493628117138132,1.1875125865599387
Pp_0541,0.05441242366666667,0.045110057749999995,-0.27048695810696066,0.14056523593923162,0.8521220740998121
Pp_0544,0.003916987555555555,0.004024829666666667,0.03918318396458104,0.9188737939651792,0.03674413425960357
Pp_0550,0.01087182088888889,0.010090418666666667,-0.10760755802056228,0.7626096956346845,0.11769767751255195
Pp_0564,0.024698510333333333,0.03793386183333333,0.6190622221012803,3.2896413194445507e-06,5.482851452043312
Pp_0576,0.002324873333333333,0.006842345916666667,1.5573389261513013,0.0015116645261480071,2.820544578284585
Pp_0581,0.006700441111111111,0.009667515833333333,0.5288891462887745,0.07026770320860345,1.1532442417115567
Pp_0584,0.03204309366666666,0.012462074250000002,-1.3624692247134111,1.647868291568634e-05,4.7830775029124535
Pp_0591,0.016254942666666668,0.018511789333333334,0.18756588412578043,0.39744467565837027,0.4007233166389362
Pp_0592,0.023171319777777775,0.019979438083333332,-0.21382421041357336,0.38658220167930457,0.412758144850666
Pp_0596,0.02364559366666667,0.012272463666666665,-0.9461464682675336,0.03596662435496605,1.4441003209472867
Pp_0599,0.013070894333333333,0.00493945225,-1.403934885005994,2.1287661304093406e-05,4.671872048214909
Pp_0613,0.005763377444444445,0.0022832856666666667,-1.3358031356686344,0.18751983506752726,0.7269527876441615
Pp_0614,0.004126693444444444,0.00189156475,-1.1254061082695814,0.24617030430402,0.6087643374921788
Pp_0616,0.0025726613333333335,0.00030712733333333335,-3.0663527340340258,0.13171309744446627,0.8803710369969334
Pp_0619,0.004006056555555556,0.0011328126666666665,-1.8222734862869043,0.07784944981361777,1.1087444523797936
Pp_0640,0.009344816333333334,0.013424029916666668,0.5225796220001088,0.05375384144872227,1.2695904940101428
Pp_0657,0.01995560277777778,0.01998266933333333,0.0019554572287730477,0.9912624171935125,0.003811359386978653
Pp_0658,0.027007141666666665,0.029390297583333332,0.12199900811217165,0.46468071887732343,0.33284534744561345
Pp_0680,0.05243927922222222,0.06051615733333334,0.20667252607840758,0.17890124376233596,0.7473866401076318
Pp_0693,0.020834434111111112,0.011145821083333333,-0.9024670151356794,0.0007130542804088531,3.1468774087389364
Pp_0695,0.006211792777777777,0.0021637119166666666,-1.5215012759143485,0.03862963112954459,1.413079438869629
Pp_0707,0.05992726711111112,0.0038837811666666664,-3.9476787646848104,0.0017286598610090393,2.762290452081184
Pp_0725,0.01672849222222222,0.012614066333333333,-0.4072739927754397,0.1266075153896837,0.8975405139442943
Pp_0742,0.005298084222222222,0.00534771975,0.013453084212204404,0.9793487240477976,0.009062638163474865
Pp_0747,0.005002634333333333,0.004747944,-0.0753850835473963,0.9032579819244198,0.044188191962637104
Pp_0749,0.012652073777777778,0.011310346083333334,-0.16173079897000267,0.679656801751273,0.16771033248651307
Pp_0750,0.043659550444444445,0.07028667566666667,0.68695394650773,0.00013111787890884334,3.882338084953389
Pp_0753,0.06297951344444444,0.05990167366666666,-0.0722862989965362,0.4292337129720284,0.36730617491036655
Pp_0756,0.007491960666666668,0.010417238,0.47555758536065773,0.10267055656030502,0.9885540837321458
Pp_0759,0.009046788,0.014062825583333334,0.6364089288310849,0.0024550299218339816,2.6099432103401186
Pp_0763,0.05128916333333333,0.03936209466666667,-0.38184704099575006,0.3123321327354566,0.5053833332471509
Pp_0765,0.004191578,0.0083409995,0.9927267954062756,0.04155770015284186,1.3813484947666195
Pp_0766,0.03794134977777778,0.028286471500000004,-0.4236587802252367,0.01190959318227725,1.9241030732535505
Pp_0768,0.014088057999999999,0.0104091745,-0.4366170936287632,0.3093191658307798,0.5095931696939686
Pp_0769,0.01234576411111111,0.01417712,0.19954835582853522,0.704882295034038,0.15188339773909862
Pp_0772,0.007293671444444445,0.0023155351666666667,-1.655299544728575,0.01231035164372909,1.909729541321328
Pp_0777,0.024758278333333335,0.013901813583333334,-0.8326378901098678,0.003708234352630434,2.430832827160208
Pp_0790,0.007729317111111112,0.009014211833333332,0.22186039670302463,0.6606290180873302,0.1800423538683116
Pp_0797,0.008353499555555555,0.008862981416666667,0.08541137174270795,0.8272999675791488,0.08233699269208239
Pp_0852,0.010477334222222223,0.0133419375,0.34869649357690724,0.1607061876333179,0.7939674013743533
Pp_0855,0.033043619777777776,0.04391073825,0.41020205392874076,0.010477590242186387,1.979738589953454
Pp_0858,0.007513544333333334,0.011457097833333334,0.6086761151552368,0.04021129150257227,1.3956519780427477
Pp_0859,0.004987053111111111,0.005664569416666667,0.1837787285230799,0.7076092110266803,0.15020652246663382
Pp_0870,0.008534556222222222,0.013643682833333332,0.6768450795608052,0.1508617367578024,0.8214208968852986
Pp_0886,0.005435182777777778,0.006473607166666667,0.25224127022529486,0.34554421720572126,0.46149637069287075
Pp_0891,0.0037650507777777778,0.0043682464166666666,0.2143849201679041,0.5877498470306473,0.23080747523365586
Pp_0897,0.17943212633333333,0.15998177241666667,-0.16553067950567044,0.18494937787077045,0.7329471252177185
Pp_0909,0.023833337,0.04423068058333333,0.8920664782238658,0.002240734718998701,2.649609556626304
Pp_0913,0.03413179822222222,0.11629354533333332,1.7685826953565706,0.0014736922759457983,2.831593192739388
Pp_0914,0.008365692333333334,0.008858009916666668,0.08249767165532526,0.7954062943172651,0.09941097661828131
Pp_0919,0.006360210222222222,0.0030591641666666666,-1.0559369216774899,0.20159580857662956,0.6955185016459777
Pp_0938,0.006727634333333333,0.0034545762500000003,-0.9615905373993543,0.18356905657624648,0.7362005240648574
Pp_0941,0.013656471333333333,0.016742115166666665,0.2938970498549007,0.12793511567405141,0.8930102338615326
Pp_0949,0.020307939222222224,0.020257818916666667,-0.00356499453648348,0.9888067766638531,0.004888565862023024
Pp_0973,0.010368493,0.0056703685833333324,-0.8706918011849412,0.1598907335936653,0.7961767048951086
Pp_0982,0.020448836333333335,0.016500571583333335,-0.3095027465311289,0.07372261837746039,1.132399248511448
Pp_0983,0.0005173193333333333,0.005237834916666666,3.3398435760289025,0.0004861049213965566,3.3132699820430296
Pp_0998,0.007405679,0.009539406416666667,0.3652674811831998,0.4806180998465077,0.3181998779028109
Pp_1013,0.0015902876666666667,0.004511529833333333,1.504328968083121,0.0015220612918829196,2.817567858609746
Pp_1026,0.0008855063333333334,0.00631733725,2.834742061714833,4.723893300004041e-05,4.3256999204875655
Pp_1057,0.010333240555555555,0.02029402283333333,0.9737621137781937,0.0037682801003891594,2.4238568230945963
Pp_1058,0.0003148207777777778,0.0014741953333333334,2.2273250314213344,0.1502758040842948,0.8231109395633852
Pp_1060,0.01644233588888889,0.014834228833333333,-0.1484853414279948,0.550497874231527,0.25924435373364657
Pp_1078,0.0044116872222222225,0.008597217833333334,0.9625393502513169,0.012917954490779428,1.8888062497849876
Pp_1087,0.009219048222222222,0.0063571493333333335,-0.5362378353798263,0.1748256737235302,0.7573947894492408
Pp_1111,0.02280149177777778,0.022920963916666665,0.007539501190881198,0.9841373202596482,0.006944298651878642
Pp_1113,0.010644229444444443,0.009652662083333333,-0.14107273459925418,0.6516536322862152,0.18598317966212669
Pp_1121,0.11070147933333334,0.030535395583333333,-1.858120060965332,0.0022374228531720085,2.650251930322355
Pp_1122,0.02270979511111111,0.002962615,-2.938371628649496,1.0119216826230087e-05,4.994853098287559
Pp_1134,0.012614332777777777,0.014627762333333334,0.21364519313309263,0.2674548247518927,0.5727495632420478
Pp_1143,0.004992561888888889,0.008033256083333334,0.6862045555925353,0.1442300261944947,0.8409443176116358
Pp_1146,0.005838818111111112,0.00295642625,-0.9818220809085276,0.005642390767401492,2.2485368397954315
Pp_1157,0.075222384,0.05079194341666667,-0.5665623541514639,0.014263477439272572,1.8457745804747059
