Protein,File1_abundance,File2_abundance,log2_change,p_value,log10_p_value
Argc1,0.06289633188888889,0.057737496500000006,-0.12346732803182925,0.24618414172413597,0.6087399261549798
Argc2,0.0019520732222222223,0.0007336,-1.4119416253283659,0.4762252560544702,0.32218757601590725
Argd,0.061601329,0.05520005108333333,-0.15829187415594376,0.4117801024149004,0.3853346427111613
Argf,0.022104488444444445,0.022396025250000003,0.018903364755685804,0.8801821031969447,0.05542746622277752
Argg,0.20302398366666666,0.20563025558333334,0.01840238612280056,0.841116719886362,0.07514373394609727
Argh,0.07165389722222222,0.06657785716666667,-0.1060027365914915,0.010572488722041942,1.9758227694544188
Argj,0.093605018,0.061939746166666663,-0.5957204014582889,0.14130142391883496,0.8498534616689444
Args,0.11457090044444446,0.07966997141666667,-0.5241327019455485,1.5233588666825701e-07,6.817197775284553
Arob,0.034813565222222224,0.033939453333333335,-0.03668623916309506,0.7749468670347561,0.11072807316421415
Aroc,0.04761971044444444,0.033845102583333335,-0.49261175857170814,3.1641595471465516e-05,4.499741626091429
Arok,0.01042778988888889,0.005734082083333334,-0.8627989571936077,0.043066136563077055,1.3658640867838332
Aroq1,0.009728495666666667,0.010409763666666667,0.09764867438737498,0.8125080666046358,0.0901723186389457
Asd,0.05716344933333333,0.08644380824999999,0.5966696574231487,0.033599656610113895,1.4736651610951186
Aspa,0.004319674333333333,0.007653684166666667,0.8252318190935447,0.18013666796132244,0.7443978747853038
Asps,0.18306080833333332,0.14398345991666667,-0.346419864447994,7.447292895751283e-05,4.128001565384893
Astb,0.020772765888888888,0.008664875333333334,-1.2614424257336676,0.0242376774832673,1.6155089977287553
Astd,0.022842512666666665,0.018609691916666667,-0.2956671834824327,0.2786328286979347,0.5549677160440557
Aste,0.01087376111111111,0.011357840833333334,0.06283756075662493,0.8280283659876433,0.08195478521887119
Atpa,0.435146279,0.4386445965833334,0.011552037303628516,0.9370703798421862,0.028227789657326304
Atpc,0.07588367522222222,0.08519287783333333,0.16694327196912292,0.3780224993301944,0.42248235083960906
Atpd,0.47455925855555553,0.49902413058333334,0.07252133069159025,0.5772146721180671,0.2386626381833094
Atpf,0.3192244786666667,0.16702477308333333,-0.9345091852392597,0.010560933633492623,1.9762976865417254
Atpg,0.07372922033333335,0.10902371350000001,0.5643335604002749,0.01425868142674473,1.8459206340609995
Atph,0.09501456077777777,0.08937686175,-0.08824723139587602,0.6667523241426228,0.1760354617864822
Bama,0.05288840811111111,0.03208807008333333,-0.7209145300869755,0.01024937948252849,1.9893024268493276
Bamb,0.0883575628888889,0.053992812333333334,-0.7105862616310581,1.1135425772681393e-05,4.953293172685541
Bamd,0.04535663677777778,0.046067768,0.022444033008733395,0.8100826216889341,0.09147068443778568
Beta,0.017510868111111112,0.016428669916666666,-0.09203492513477883,0.7708909127786402,0.11300707373913937
Betb,0.020792460444444445,0.010103026416666666,-1.0412729625523465,0.005252470148695934,2.2796364071359028
Bglx,0.010503163000000001,0.008675083083333333,-0.27587437724929453,0.3973195196574838,0.4008600982436731
Bioa,0.004664913,0.008983784416666666,0.9454731326284663,0.00876238250331991,2.0573777925347776
Biod,0.01606334588888889,0.012510871166666666,-0.3605901761480507,0.06608358541070578,1.1799064021004664
Bkdb,0.010222898777777777,0.008432820583333334,-0.27771717592231726,0.42325699128896377,0.37339585955537247
Braf,0.0009488021111111112,0.013403256,3.82033248131311,8.079164599525815e-07,6.092633543751784
Cara,0.07829166744444443,0.08062990608333333,0.042456271533775645,0.6816269359027959,0.1664532558546065
Carb,0.17322537077777778,0.12948843083333333,-0.41982703841046126,0.0015920457816256325,2.7980444476401187
Cas9,0.05447828822222222,0.022246010416666667,-1.2921347453342504,0.0040991504598096905,2.387306140559845
Cbpa,0.023267298555555555,0.026500024583333334,0.18768998133981094,0.26587608626246734,0.5753207227334769
Chea,0.016064214666666667,0.03225899375,1.0058509841085035,0.0006836333257990648,3.1651767744213672
Cheb1,0.029514049333333334,0.028925098833333333,-0.029079983547002433,0.8585543926477579,0.06623218544368578
Cher2,0.01131114311111111,0.014921731083333334,0.3996701772930749,0.11738255083325029,0.930396457092271
Chey,0.0043610014444444446,0.033151115333333335,2.9263260356853293,2.1730642730310276e-07,6.6629274282998585
Chez,0.012572177222222224,0.020913665416666668,0.7342114226943052,0.013267176815077861,1.8772214828685667
Cioa,0.0031651839999999997,0.0062355190833333326,0.9782202944149258,0.1542184707211831,0.8118636077903366
Clpa,0.04888595266666667,0.04620944933333334,-0.08123207027613899,0.5648122821021684,0.24809586792083868
Clpb,0.15852681933333335,0.16587866391666667,0.06540139806673022,0.6188540095393289,0.20841179093045023
Clpp,0.049240079888888885,0.061322229,0.3165770359268416,0.013352057012484436,1.8744518219134017
Clpx,0.1556294388888889,0.14921995008333333,-0.0606745557747093,0.18638898484903343,0.7295797570069064
Cmax,0.0033164928888888886,0.00830417975,1.3241792397143817,0.0006692469901872759,3.1744135732945553
Cmk,0.035705226444444446,0.033532857666666666,-0.09055983321951343,0.6285065026364228,0.2016902246693407
Cmoa,0.001671939111111111,0.00124023375,-0.4309102534940592,0.4875776795818021,0.311956183809054
Cmpx,0.020309453555555555,0.01571969975,-0.36957776108353585,0.04007525156189157,1.3971237427954404
Coad,0.04289621955555555,0.05361992558333333,0.32191870847825793,0.011492461299628278,1.939586950043277
Coae,0.0029137047777777775,0.009625977249999999,1.7240783055003075,2.1166683488155084e-05,4.674347184287056
Cobi,0.0019694576666666667,0.0037158265833333332,0.9158847664148574,0.11464510251421604,0.9406444930184801
Cobj,0.013608819777777777,0.004816188999999999,-1.498578041331013,0.0006153594592054211,3.2108711191112134
Cobw,0.04231966166666667,0.02850090191666667,-0.5703205192035132,0.0008200688875379732,3.0861496644199264
Coda,0.022164125444444446,0.025133249166666666,0.18137075392044708,0.3562543628367275,0.44823980840290234
Csda,0.010059788111111112,0.008314537833333333,-0.2748919399238188,0.4971254505121272,0.30353400243323564
Cspd,0.016566178333333334,0.030084207833333335,0.8607655444167267,0.003493478860971406,2.4567418803161063
Csra,0.013823229444444444,0.008487081166666667,-0.7037543240191393,0.00402828896555335,2.3948793832912108
Cti,0.013323487222222222,0.008376634416666666,-0.6695291194044178,0.11100650178320162,0.954651583322604
Cynt,0.11415542033333333,0.10581652133333334,-0.10943446756674685,0.43632935983197796,0.36018556312132066
Cyoa,0.042742098888888885,0.04769266108333334,0.15810952774096015,0.7192872533027204,0.14309763588903954
Cyob,0.05580456288888888,0.04168242458333333,-0.4209438908376233,0.21581615614269584,0.6659160468589271
Cysa,0.027082821,0.010160577416666667,-1.4143956291695918,0.007675279367444907,2.114905807963915
Cysb,0.059878113999999996,0.05259036291666667,-0.1872303284546136,0.05889145001434421,1.2299477524306164
Cysd,0.06196381711111111,0.060647245583333335,-0.030983896202566075,0.7617830277272023,0.11816870750407246
Cyse,0.023538028000000003,0.012980201416666668,-0.8586806872985397,0.09124336239208465,1.0397987189957618
Cysg,0.03168647777777778,0.020699931,-0.6142413420426297,1.3283289521576057e-07,6.87669436140177
Cysh,0.033279631000000004,0.03190394516666667,-0.060904601872375216,0.5137786875693732,0.2892239149840154
Cysi,0.2290082651111111,0.10411770091666667,-1.1371843071830503,2.2071200517695986e-08,7.656174043638033
Cysk,0.06227646011111111,0.069197355,0.1520299515713471,0.16349675536419625,0.7864908616055759
Cysm,0.009911674,0.010836995833333333,0.12876423449406094,0.6107982242903356,0.21410223419261332
Cysnc,0.14499658833333334,0.139378995,-0.05700579766551054,0.45686993387210884,0.34020742146514815
Cysq,0.00901756588888889,0.004799553916666667,-0.9098377352873261,0.05463844630742847,1.2625016586988518
Cyss,0.04566532622222222,0.0403006225,-0.18029701620764035,0.08325956865315226,1.0795658434137023
Daca,0.0595115761111111,0.08727738525,0.5524375536938203,1.1843307219582043e-05,4.926527004821434
Dacb,0.016062442444444446,0.023239106666666665,0.5328633264447182,0.07752873190898175,1.1105373194670423
Dada2,0.011665082777777776,0.004156234833333334,-1.4888474689802893,0.01920622884085958,1.7165579008533305
Dapa,0.0818381561111111,0.034197319250000004,-1.2588904044586813,5.412358672877406e-06,5.2666134307569745
Dapb,0.08822239166666666,0.11311551891666667,0.3585800970316438,0.00020385832668577572,3.6906715448945295
Dapd,0.07737770066666666,0.08932221866666668,0.2071012278693402,0.00445167036150964,2.3514770019019378
Dape,0.004283981333333333,0.012153580666666665,1.5043573218102109,2.6929237460366008e-06,5.56977594407991
Davd,0.08591084588888889,0.07404157466666667,-0.21450469933464583,0.00990012628673322,2.0043592654750193
Davt,0.058497511333333335,0.04904476075,-0.2542762217523662,0.014639257263382185,1.8344809570615985
Dbpa,0.019990078555555554,0.012887370416666667,-0.633326220216175,0.021961159525638815,1.6583447333343226
Dcd,0.015590355,0.014652682916666666,-0.08948893195795778,0.7168536449067671,0.14456950220859613
Ddlb,0.036498515555555555,0.031197561,-0.22640454404069058,0.36521358146760496,0.43745308040728315
Dead,0.21550133722222223,0.0848037755,-1.3454964207836042,0.00010978255556799181,3.9594666637333176
Def1,0.026942591333333335,0.020915808499999997,-0.3652948492126083,0.008531907126109625,2.0689538807000623
Der,0.06474667255555555,0.04452633175,-0.5401472901643841,0.01911126611178713,1.7187105402004519
Dksa,0.07954979977777778,0.05224630733333333,-0.6065292254442326,0.0007113211816419214,3.1479342587374957
Dnaa,0.02841321288888889,0.015137055416666668,-0.9084773889612218,4.019872807101911e-05,4.395787688220923
Dnab,0.012558801000000001,0.009748107166666667,-0.36550471875907226,0.26373543478108263,0.5788315156520554
Dnaj,0.08982986222222222,0.08940651483333334,-0.0068151602295665305,0.9364344105837793,0.028522635927916436
Dnak,1.0120033077777777,1.188244861,0.23161815663799276,0.025084896548572475,1.600587685685732
Dnan,0.08957585344444445,0.06837710808333333,-0.38959647670804815,0.024603087007380085,1.6090103975243153
Dnax,0.014787017000000001,0.010981323166666666,-0.4292791467540949,0.2248886535114133,0.6480324558213315
Dppd,0.008172294777777776,0.007001718416666667,-0.2230322005172433,0.5808998829682764,0.23589871101944498
Dusa,0.009369034333333333,0.006069125250000001,-0.6264117627536621,0.15153897328344407,0.8194756595364071
Dut,0.003848654111111111,0.00854818725,1.1512644928152533,0.00510866220360774,2.291692812909678
Dxr,0.01752196211111111,0.012328674666666666,-0.507146618858567,0.1073739729364462,0.9691009772949715
Dxs,0.07300316177777778,0.023646436833333336,-1.626336141445842,2.2837051812689633e-06,5.641359962778354
Eda,0.6186460253333332,0.5639594905833333,-0.13352263239516507,0.28710758887546883,0.5419553280079108
Edd,0.16037033455555555,0.14023997475,-0.19350965403006767,0.02385948130290744,1.6223390019789072
Efp,0.26622063855555556,0.47401004825,0.8322952228226916,1.9140212207177982e-08,7.7180532515176115
Elbb,0.030001108777777778,0.036195837083333335,0.27080796048385175,0.16378897317758734,0.7857153397509674
Emra,0.005766726222222222,0.003990303416666666,-0.5312540804824388,0.4685480965389184,0.3292458220881928
Engb,0.02201916866666667,0.012382127666666666,-0.8305007615403369,0.001805620349813098,2.743373559290433
Eno,0.135230605,0.12386726299999999,-0.12662674857488895,0.12713888111651292,0.8957216148896936
Epd,0.012156575222222223,0.008850206916666667,-0.45795375600112703,0.1505239949508509,0.8223942638966437
Era,0.02631152577777778,0.01958031966666667,-0.42629059284869836,0.019493549372221138,1.7101090776383465
Estb,0.004365764555555556,0.007222960083333334,0.7263558692589656,0.07277776212355437,1.1380013028626443
Eutb,0.01416784988888889,0.008418134666666667,-0.7510483375788127,0.08056285276075129,1.0938651636520975
Eutc,0.012370237333333332,0.015098696750000001,0.28755084824059685,0.15844391665558302,0.8001244305893597
Faba,0.0638969628888889,0.08739413491666666,0.4517891031621682,0.00046954508144873836,3.328322704389324
Fabb,0.05498876788888889,0.06175679641666667,0.1674609548449978,0.16410509457484773,0.7848779362448965
Fabd,0.034638854999999996,0.037439794166666665,0.11218126137491602,0.37145127610072126,0.43009814531757473
Fabf,0.03822013944444444,0.024153512749999998,-0.6621000202224946,0.00047692580786392577,3.3215491759732783
Fabg,0.19475874555555556,0.11726676333333334,-0.7318939419779984,7.066613887766489e-07,6.150788637423558
Fabv,0.08705488822222222,0.08688276716666667,-0.002855256083339063,0.9823725531771881,0.007723779926655352
Fabz,0.037287123444444445,0.026373289166666664,-0.4995999937979636,0.03985099032235149,1.3995608816408052
Fada,0.041140256666666666,0.033112654916666664,-0.31316810638528314,0.5718859160850851,0.24269059875293825
Fadb,0.1280183828888889,0.04858740858333333,-1.3976965966352384,0.10630440328718077,0.9734487459779388
Fadh,0.007167984666666667,0.0018718320833333334,-1.9371165305622877,0.058177905727230056,1.235241916424778
Fbp,0.06184678955555556,0.0597901865,-0.04878999634967073,0.31679784081248946,0.49921778707754666
Ffh,0.029754294666666667,0.033859653499999996,0.18646929086288289,0.04440580949715047,1.352560208545133
Fleq,0.03455353766666666,0.04639266383333333,0.42506326263087846,0.012331481097456855,1.9089847584551394
Flgf,0.0019353946666666668,0.00106658925,-0.8596230989873557,0.4092463625206174,0.38801517201191443
Flgg,0.006615709777777778,0.002657550083333333,-1.315799066242198,0.009389551077320087,2.027355171237971
Flgk,0.011405967222222223,0.002257133583333333,-2.3372250830926657,0.0009631480120459562,3.016306967418171
Flgl,0.009263589333333334,0.005315681333333333,-0.801316678317017,0.18404478437923644,0.7350764854567191
Flhf,0.018295682111111114,0.0065888754166666666,-1.4733990506776224,0.0007414469612504534,3.129919910394344
Flic,0.3078197173333333,0.16165026583333333,-0.9292097662086408,0.010208469615794883,1.991039359502898
Flid,0.04047521800000001,0.01215312975,-1.735710957390294,0.0004762190590897413,3.322193227385848
Flim,0.006327329333333334,0.008291268416666666,0.3899961361622989,0.3097658753937205,0.5089664269399053
Fmt,0.022937378222222225,0.019136588,-0.2613668742337295,0.32308262577239855,0.49068639615770987
Folc,0.005376370111111111,0.006224446000000001,0.211312980259471,0.17921330639904393,0.7466297475693455
Fold2,0.036475492,0.0450836105,0.30567561961943845,0.011793891813644028,1.9283428603595445
Fole1,0.04109342588888889,0.03181435375,-0.36922979435176634,0.004215815173404924,2.3751184373898826
Folp,0.03301475011111111,0.021867619416666664,-0.5943145539711628,0.00015461738996223374,3.810741662164706
Frr,0.12485162455555557,0.141464004,0.18022040748613571,0.5061962313436412,0.2956810925099524
Frua,0.012135350444444444,0.003907608333333333,-1.6348579954873026,0.006582911526295172,2.18158198174523
Frub,0.024246442,0.019617534750000002,-0.3056293014171662,0.14340894428653764,0.8434237612682858
Fruk,0.02319026777777778,0.012204405833333334,-0.9261174190727455,0.01956693372238201,1.7084772260428116
Ftsa,0.04824642466666666,0.041418873833333335,-0.22013370681864478,0.1385572630748811,0.8583707038718785
Ftse,0.007809423888888889,0.009352015166666667,0.2600611467190043,0.4920186821046799,0.30801840662098495
Ftsh,0.03426260888888889,0.02466109075,-0.4743983970747556,0.045644579209037084,1.3406107922675097
Ftsi,0.016817343444444445,0.0012712505833333333,-3.725629486735513,8.305997192725896e-05,4.080608220009654
Ftsk,0.011784716555555555,0.005030787333333333,-1.228060950572941,0.0007085598090416764,3.149623485373497
Ftsx,0.004760114888888889,0.007291468749999999,0.6152130572504361,0.0019984170411992282,2.6993138755736052
Ftsy,0.04530356988888889,0.03721894691666667,-0.28358750213167144,0.0008130305496703188,3.089893135458852
Ftsz,0.037782546666666667,0.03644963908333333,-0.05181541798706807,0.5397322446840167,0.2678216355385908
Fumc,0.006192160777777778,0.015101235916666665,1.2861517912882918,0.000706237050326949,3.151049502391067
Fur,0.05254013444444444,0.11165502866666666,1.087556430756946,7.634356817544514e-06,5.117227545687785
Fusa,0.9175588411111111,0.8309332504999999,-0.14306808904891125,0.10012396341807576,0.9994619671288304
Fusb,0.003979693111111111,0.005608118750000001,0.4948597147515374,0.39714265681823435,0.40105346316067747
Gacs,0.000875512,0.00058543525,-0.5806173374000452,0.3187997621716552,0.49648201126455865
Galu,0.053345018555555554,0.05742280608333333,0.10627027638912337,0.3453357677466887,0.4617584377798679
Gata,0.04237869144444444,0.043094496499999996,0.024164596454074094,0.7985234468929888,0.09771232723151865
Gatb,0.02780939677777778,0.03307163866666667,0.2500220803186123,0.07099969743644767,1.1487435020127723
Gcd,0.020741663888888887,0.007751507416666667,-1.419982831121018,0.006782591525853722,2.1686043370569625
Gcvh2,0.028776659999999996,0.05443037850000001,0.9195129148223042,0.0005515965098926648,3.2583784903916775
Gcvp1,0.023882366555555555,0.0128824345,-0.8905405462609485,0.10701834392998498,0.9705417738591849
Gcvp2,0.0028300007777777776,0.004988444083333333,0.817787453521984,0.1009523601530354,0.9958835232834135
Gcvt,0.008017000333333335,0.007667974416666667,-0.06421701059451572,0.8852566573375017,0.0529307985613004
Gdha,0.020372982666666664,0.025547367916666664,0.3265174507381241,0.14347478874876943,0.8432244060325551
Glcb,0.036375220666666666,0.037174673,0.031364051924893825,0.7621818225125585,0.11794141305089913
Glgp,0.04849554566666667,0.0368985545,-0.3942879414774271,0.08303189833614605,1.0807550328043354
Glk,0.04072270255555556,0.0342395545,-0.25016937824316554,0.07303917144737591,1.1364441620601975
Glmm,0.06650672222222222,0.05097471966666667,-0.3837182333613164,0.09771188288486056,1.010052617882937
Glms,0.021108241333333333,0.019941488833333333,-0.08203325776492289,0.748869984380085,0.1255935761157791
Glmu,0.03130902533333333,0.031549361166666665,0.011032195505270691,0.9613323044650275,0.01712646347677893
Glna,0.40173392688888887,0.33702504116666665,-0.2533845152586082,0.015539328288746662,1.8085677581731805
Glnd,0.013135657444444443,0.0078092633333333335,-0.7502300426997195,0.011552263530319276,1.9373329125325687
Glne,0.02675065277777778,0.018082380083333332,-0.5649895128451488,0.005290867418498273,2.2764731211245346
Glns,0.06355341855555556,0.038714373833333336,-0.7151004220956725,0.00011774160155430457,3.929070061088259
Gloa,0.028148472333333334,0.034131338500000004,0.2780403656493067,0.2678749055250626,0.5720679691183883
Glpe,0.030079905666666667,0.022670864750000002,-0.4079606207863067,0.02194313321188806,1.6587013603765906
Glpk,0.01785295611111111,0.013438357,-0.40980621482410384,0.19085246093308691,0.7193022357003718
Glpr,0.007623828555555556,0.0028574415000000002,-1.4157917136783094,0.045655765186737064,1.3405043740837395
Glta,0.27040249066666666,0.22101489258333332,-0.2909648546887148,0.043899292332716576,1.357542480634265
Gltb,0.13642121455555556,0.08681972141666666,-0.6519733136077189,0.006566983188827514,2.1826340954847203
Gltd,0.06035726955555555,0.03620301225,-0.737417801766539,0.007632254266211987,2.117347169675375
Gltx,0.05422394755555556,0.047602856666666665,-0.18788199374252995,0.02992469807366266,1.5239702227295298
Glxr,0.0037183769999999997,0.0035257459166666665,-0.0767445397003079,0.938127588953896,0.027738091887042682
Glya2,0.1678075451111111,0.15074830375,-0.15466581624107523,0.0019016573308167318,2.720867738052053
Glyq,0.056398535666666666,0.06931240633333334,0.2974559007302458,0.062459845689720905,1.2043990930514734
Glys,0.13982596644444445,0.09440404299999999,-0.5667117502470869,2.1684621441372726e-08,7.663848155131911
Gmd,0.08896229266666666,0.12383979433333332,0.47720910698230423,8.274712565507647e-06,5.082247083157321
Gmha,0.010405993333333334,0.0115378235,0.1489564108792207,0.6069122760194408,0.21687407794274546
Gmk,0.006479354888888889,0.011385543583333333,0.8132810873841566,0.00019906458137104515,3.701006005082909
Gnuk,0.09199151877777778,0.116673563,0.34290493644283404,0.0008032267930515678,3.095161813296197
Gor,0.014495935888888888,0.025871720249999997,0.8357275042879168,0.003116287934891779,2.5063624217448424
Gpmi,0.05113174755555556,0.04800766966666667,-0.09095442653911658,0.20973769905409623,0.6783235007714145
Gpsa,0.037669732,0.03608378533333333,-0.06205507830864549,0.5099981724957503,0.29243138013036424
Grea,0.026537358555555557,0.0263065,-0.012605461494846011,0.9589635425645204,0.01819790332362229
Grpe,0.11889657011111113,0.23528032616666664,0.984673592037137,1.6037421385284228e-07,6.794865459503745
Gsha,0.03371846444444445,0.027431640416666667,-0.2976979385602805,0.014788080009150769,1.8300882083938537
Gshb,0.020088709444444446,0.031084843749999997,0.629826442857388,0.0009827347222094408,3.0075636990842765
Guaa,0.133136307,0.08836036925,-0.5914327030324141,0.005132724263022822,2.2896520660069526
Guab,0.12126078455555556,0.08145449991666666,-0.5740467547040558,2.619734330002496e-05,4.581742748704712
Gyra,0.07169417244444445,0.059364700416666666,-0.2722505292216061,0.001402613643932059,2.853061940814689
Gyrb,0.04619778955555556,0.03824601241666666,-0.2725144858545397,0.0039724966790068246,2.4009364571890823
Hemc,0.01929452588888889,0.020402319,0.08054154939440011,0.4391919195328763,0.3573456588461379
Heme,0.016058356000000003,0.02710226066666667,0.7550889931717115,0.0006012313405001623,3.220958388944207
Hemf,0.019915199333333335,0.021508594416666665,0.11104332808125542,0.6929510276099307,0.15929745686048613
Hemh,0.006720046777777777,0.0046798605,-0.5220057497808509,0.26562414335965423,0.5757324532071193
Heml,0.03577418611111111,0.029001898333333335,-0.3027716093232485,0.1604483592296367,0.794664719710006
Hexr,0.013550245555555555,0.00833104425,-0.7017497502967589,0.02502844407696472,1.601566147986335
Hflc,0.08166526444444444,0.08729818100000002,0.0962290212540325,0.41077829651573394,0.38639251043126893
Hfld,0.022246450777777777,0.007098100083333333,-1.6480703636694283,0.0009314289306056892,3.0308502768099026
Hflk,0.06361812444444444,0.07869812375,0.30689140096308876,0.004909256784711189,2.3089842509992433
Hflx,0.023677158555555557,0.03303731125,0.48060032077920206,0.008810653094866503,2.0549918980596775
Hfq,0.10356694877777778,0.13489735875,0.3812984304526409,0.012371585353637086,1.907574644249612
Hisa,0.08794497855555555,0.07882295883333333,-0.1579852997101964,0.0700150211289365,1.1548087757919117
Hisb,0.03312515611111111,0.03305944,-0.0028649669057226315,0.9769354952309864,0.010134110784881308
Hisc,0.06527239633333333,0.054587573,-0.25790045034472153,0.4099508998590835,0.38726815595636466
Hisd,0.06224920544444444,0.04103834825,-0.6010827574155827,0.016646887952145306,1.7786669436312328
Hisf,0.010448452444444443,0.019865423666666666,0.9269702861795781,0.0030295614904802854,2.518620228278769
Hisg,0.06970514455555556,0.05804315975,-0.2641390785677986,0.004798656951521054,2.318880295991026
Hish,0.04647671644444444,0.03030385825,-0.617006659145065,0.0028095421368453393,2.5513644500747987
Hisi,0.016416390444444443,0.024277140416666666,0.5644615485401233,0.006020648240968248,2.220356745898499
Hiss,0.06653121133333334,0.05409175041666667,-0.29862271703677984,0.002491696198349849,2.603504910417091
Hisz,0.044625950222222224,0.06993838516666666,0.6482015966643526,0.0015319787845666157,2.8147472489393466
Hlde,0.03983450455555556,0.030963224916666667,-0.3634628909031373,0.0069858941001990785,2.155778002157829
Hmga,0.004849789111111111,0.0018388754166666667,-1.399098273471204,0.14428601315580938,0.8407757666449898
Hom,0.07369506066666667,0.05490129633333333,-0.42472771280352917,6.076344262270766e-05,4.216357628658975
Hpd,0.031509506666666666,0.030657525416666664,-0.03954591507281358,0.8829279471646838,0.05407473631549264
Hpf,0.059163913111111105,0.12242947324999999,1.0491615284841733,3.3078424302698456e-05,4.480455186330547
Hpra,0.009102981444444444,0.008057006083333334,-0.17609529507229577,0.656531186510154,0.1827446392506963
Hrpa,0.02944044722222222,0.01974508683333333,-0.5763058747898964,0.0025497869761190784,2.593496101511344
Hrpb,0.0069147286666666665,0.0020339725833333332,-1.765372408554416,0.017876338231326602,1.7477214368149288
Hsca,0.038201915333333336,0.024914015333333334,-0.6166874165341494,0.04282460410912422,1.3683066431672972
Hsdm,0.03230790755555556,0.017132517166666666,-0.9151501838953043,1.1023503821913837e-06,5.957680342992186
Hsdr,0.0069990569999999995,0.005943878166666666,-0.23575601247773662,0.6186973460146092,0.20852174694053316
Hsds,0.005374335666666666,0.005150756583333333,-0.061302068877808265,0.8105898872987845,0.0911988187015685
Hslo,0.04042428822222222,0.04838026441666666,0.25919628280466306,0.01870501697373393,1.7280418933681745
Hslu,0.16080722877777778,0.16773475133333335,0.0608493562987407,0.6115470393250875,0.21357013203143058
Hslv,0.05996984711111111,0.0779832265,0.37892655168249534,0.02485940481492072,1.604509273469513
Htpg,0.224046855,0.28849111975,0.36472643576115493,0.0006950060194091076,3.1580114339928516
Hupa,0.015629854111111112,0.008773569,-0.8330685712245784,0.03518897123804355,1.453593429731213
Hupb,0.7772917867777778,1.0353649755,0.41361124315362824,0.005329145054765617,2.273342458474247
Hupn,0.15733108944444446,0.09600195308333333,-0.712668121266965,0.00040105140057876306,3.3967999626487595
Hutc,0.007498714666666666,0.008492042083333333,0.17946819215960566,0.6177057764995099,0.20921833732163644
Hyi,0.0019582322222222222,0.0026123430833333333,0.41579251990154575,0.3779929415022426,0.4225163099385632
Ibpa,0.13194164644444445,0.1794830473333333,0.4439475710500837,0.06134428087985298,1.2122259202735532
Icd,0.04139039411111111,0.05383753908333333,0.3793164801020108,0.08211439096882321,1.0855807238713995
