Protein.Group,File1_abundance,File2_abundance,log2_change,p_value,log10_p_value
PP_0747,0.004747944,0.005002634333333333,0.07538508354739651,0.9032579819244198,0.044188191962637104
PP_0749,0.011310346083333334,0.012652073777777778,0.16173079897000261,0.679656801751273,0.16771033248651307
PP_0750,0.07028667566666667,0.043659550444444445,-0.68695394650773,0.00013111787890884334,3.882338084953389
PP_0751,0.055975733916666666,0.05374153633333333,-0.05876397395266139,0.8990320479174284,0.046224826636493015
PP_0753,0.05990167366666666,0.06297951344444444,0.07228629899653613,0.4292337129720284,0.36730617491036655
PP_0756,0.010417238,0.007491960666666668,-0.47555758536065773,0.10267055656030502,0.9885540837321458
PP_0759,0.014062825583333334,0.009046788,-0.636408928831085,0.0024550299218339816,2.6099432103401186
PP_0761,0.011773626666666667,0.015027706555555556,0.3520660633588765,0.22590945020615064,0.6460656013658683
PP_0762,0.008057006083333334,0.009102981444444444,0.17609529507229568,0.656531186510154,0.1827446392506963
PP_0763,0.03936209466666667,0.05128916333333333,0.38184704099575006,0.3123321327354566,0.5053833332471509
PP_0765,0.0083409995,0.004191578,-0.9927267954062756,0.04155770015284186,1.3813484947666195
PP_0766,0.028286471500000004,0.03794134977777778,0.42365878022523673,0.01190959318227725,1.9241030732535505
