Protein.Group,File1_abundance,File2_abundance,log2_change,p_value,log10_p_value
PP_0768,0.0104091745,0.014088057999999999,0.4366170936287633,0.3093191658307798,0.5095931696939686
PP_0769,0.01417712,0.01234576411111111,-0.19954835582853514,0.704882295034038,0.15188339773909862
PP_0772,0.0023155351666666667,0.007293671444444445,1.655299544728575,0.01231035164372909,1.909729541321328
PP_0773,0.04868853941666667,0.08116710244444444,0.7373128896115207,0.009716271085958602,2.0125003767926413
PP_0774,0.00792341825,0.027051600222222222,1.7715190741329774,0.0003517480499399118,3.4537683015767513
PP_0776,0.09360031883333332,0.05042408488888889,-0.8924004474864996,5.718422726512264e-07,6.242723743170803
PP_0777,0.013901813583333334,0.024758278333333335,0.8326378901098679,0.003708234352630434,2.430832827160208
PP_0786,0.05067423575,0.03462747455555556,-0.549335252656377,2.490829550467296e-05,4.603655990578405
PP_0787,0.01907399041666667,0.025943192777777777,0.44374934270332694,0.02046771339897159,1.6889306729055382
PP_0790,0.009014211833333332,0.007729317111111112,-0.22186039670302465,0.6606290180873302,0.1800423538683116
PP_0792,0.021477759583333336,0.05274260066666667,1.2961252014623617,0.00017956635087430735,3.7457750429401804
PP_0793,0.019617534750000002,0.024246442,0.3056293014171664,0.14340894428653764,0.8434237612682858
PP_0794,0.012204405833333334,0.02319026777777778,0.9261174190727455,0.01956693372238201,1.7084772260428116
PP_0795,0.003907608333333333,0.012135350444444444,1.6348579954873026,0.006582911526295172,2.18158198174523
PP_0797,0.008862981416666667,0.008353499555555555,-0.085411371742708,0.8272999675791488,0.08233699269208239
PP_0799,0.0093863615,0.012346384444444445,0.3954506905964759,0.28394001741064057,0.5467733953717296
PP_0812,0.04769266108333334,0.042742098888888885,-0.15810952774096018,0.7192872533027204,0.14309763588903954
PP_0813,0.04168242458333333,0.05580456288888888,0.4209438908376233,0.21581615614269584,0.6659160468589271
PP_0817,0.10448569233333334,0.125059218,0.25930599965111495,0.48639658998523094,0.31300947846350546
PP_0823,0.007498603416666667,0.006550477111111111,-0.1950219340099544,0.31919269013329166,0.4959470630328556
PP_0824,0.029615772916666668,0.023516161999999997,-0.33271311669028975,0.14733605074600864,0.8316909753268148
PP_0832,0.011601336666666668,0.01665973877777778,0.5220747422781673,0.2249102497428428,0.6479907521885344
PP_0833,0.010961453916666667,0.0076943283333333334,-0.510571869745431,0.0642937073374822,1.191831531000219
PP_0834,0.05778990675,0.062166810555555556,0.10532702187905632,0.25359364286439856,0.5958616376338267
PP_0835,0.065426521,0.06460125866666667,-0.018313284527446756,0.7002982824488816,0.1547169388010701
PP_0836,0.019346342083333332,0.016610056999999998,-0.22000378992288153,0.0662048169676989,1.1791104107659727
PP_0837,0.030194978666666667,0.052899997000000004,0.8089589868339775,0.004650721960745795,2.332479623619697
PP_0838,0.06428232891666667,0.087235742,0.4404971552841613,0.0010966010558463321,2.959951340298229
PP_0839,0.014151528416666668,0.01342918588888889,-0.07558603019169169,0.7512385906501066,0.1242221107367282
PP_0840,0.012980201416666668,0.023538028000000003,0.8586806872985396,0.09124336239208465,1.0397987189957618
PP_0842,0.04323408125,0.06407263333333334,0.5675392538215632,0.0007574795091277838,3.1206291109353574
PP_0843,0.031109213916666666,0.026404263555555554,-0.2365710369936323,0.2657994087239502,0.57544598948889
PP_0846,0.024914015333333334,0.038201915333333336,0.6166874165341495,0.04282460410912422,1.3683066431672972
PP_0849,0.35918292175,0.3462827277777778,-0.05276832596530376,0.5505285435966745,0.25922015897167755
PP_0852,0.0133419375,0.010477334222222223,-0.34869649357690724,0.1607061876333179,0.7939674013743533
PP_0853,0.03854668533333333,0.04675286733333333,0.2784480408473741,0.0005890526901137295,3.2298458563127586
PP_0854,0.05409175041666667,0.06653121133333334,0.29862271703677995,0.002491696198349849,2.603504910417091
PP_0855,0.04391073825,0.033043619777777776,-0.4102020539287407,0.010477590242186387,1.979738589953454
PP_0856,0.053992812333333334,0.0883575628888889,0.710586261631058,1.1135425772681393e-05,4.953293172685541
PP_0857,0.04452633175,0.06474667255555555,0.540147290164384,0.01911126611178713,1.7187105402004519
PP_0858,0.011457097833333334,0.007513544333333334,-0.6086761151552368,0.04021129150257227,1.3956519780427477
PP_0859,0.005664569416666667,0.004987053111111111,-0.18377872852307972,0.7076092110266803,0.15020652246663382
PP_0864,0.034573084999999996,0.028485061222222226,-0.2794438358832266,0.17575283755405355,0.7550976545066056
PP_0868,0.0277377175,0.019176430888888887,-0.5325148436768411,0.19306936314048662,0.7142866359805573
PP_0870,0.013643682833333332,0.008534556222222222,-0.6768450795608051,0.1508617367578024,0.8214208968852986
PP_0872,0.02269284766666667,0.03240256366666667,0.5138703021475008,0.01956125353091083,1.708603318049755
PP_0879,0.007001718416666667,0.008172294777777776,0.22303220051724312,0.5808998829682764,0.23589871101944498
PP_0883,0.003748053083333333,0.004736780222222222,0.33776534921015267,0.5310883603153871,0.2748332167623597
PP_0885,0.02589956833333333,0.019766490444444444,-0.38987131060195973,0.1179260708000754,0.9283901715549966
PP_0886,0.006473607166666667,0.005435182777777778,-0.2522412702252947,0.34554421720572126,0.46149637069287075
PP_0888,0.022367563083333333,0.01652031088888889,-0.43716724873250246,0.0799364284456891,1.0972552598910277
PP_0891,0.0043682464166666666,0.0037650507777777778,-0.21438492016790409,0.5877498470306473,0.23080747523365586
PP_0897,0.15998177241666667,0.17943212633333333,0.16553067950567052,0.18494937787077045,0.7329471252177185
PP_0909,0.04423068058333333,0.023833337,-0.8920664782238656,0.002240734718998701,2.649609556626304
PP_0913,0.11629354533333332,0.03413179822222222,-1.7685826953565709,0.0014736922759457983,2.831593192739388
PP_0914,0.008858009916666668,0.008365692333333334,-0.08249767165532527,0.7954062943172651,0.09941097661828131
PP_0915,0.25908988433333335,0.19058545699999999,-0.4430146536107826,0.0026770583969387106,2.5723421550769356
PP_0919,0.0030591641666666666,0.006360210222222222,1.0559369216774899,0.20159580857662956,0.6955185016459777
PP_0920,0.0030466810833333336,0.01003734888888889,1.7200678718854865,0.036106070348470194,1.4424197760108157
PP_0930,0.03307163866666667,0.02780939677777778,-0.25002208031861217,0.07099969743644767,1.1487435020127723
PP_0931,0.043094496499999996,0.04237869144444444,-0.024164596454074067,0.7985234468929888,0.09771232723151865
PP_0933,0.12986635441666666,0.13399159800000002,0.0451148308199549,0.6621892391015547,0.17901788102397972
PP_0934,0.010144137083333333,0.007534100777777778,-0.4291389103264511,0.2127881504135841,0.6720525603679657
PP_0937,0.014171376333333333,0.012168626111111112,-0.21981358961638048,0.5541531790367908,0.25637017098424303
PP_0938,0.0034545762500000003,0.006727634333333333,0.9615905373993542,0.18356905657624648,0.7362005240648574
PP_0940,0.02493119716666667,0.020882811444444444,-0.2556362065737378,0.046609139123165125,1.3315289184686527
PP_0941,0.016742115166666665,0.013656471333333333,-0.2938970498549008,0.12793511567405141,0.8930102338615326
PP_0942,0.03882604133333333,0.11127044266666666,1.5189738891252973,1.7118365800798542e-10,9.766537697460922
PP_0949,0.020257818916666667,0.020307939222222224,0.0035649945364835175,0.9888067766638531,0.004888565862023024
PP_0950,0.01194793025,0.05880608466666667,2.2992047178916786,0.00019071438762686385,3.7196165422384495
PP_0951,0.12242947324999999,0.059163913111111105,-1.0491615284841733,3.3078424302698456e-05,4.480455186330547
PP_0952,0.019341747833333336,0.04065759,1.0718065301527464,5.199247208149874e-10,9.284059532713952
PP_0953,0.036082841666666664,0.03072576711111111,-0.23186393109782427,0.024904237221064406,1.6037267555078174
PP_0954,0.01956405625,0.01676310711111111,-0.22291593448353367,0.5407713166600787,0.26698635210084015
PP_0955,0.015634153916666668,0.010580758666666667,-0.5632580701641161,0.06704237612510279,1.1736506017803277
PP_0956,0.0125140455,0.030184301666666667,1.270250169178957,0.00012467864031184486,3.9042079425861087
PP_0957,0.0161815965,0.01057136177777778,-0.614192719946119,0.017504594268989072,1.756847951096108
PP_0958,0.012605069333333335,0.014457247999999999,0.19778890148639477,0.45372982861855804,0.34320266887456974
PP_0959,0.010015736749999999,0.004414467333333334,-1.1819572762708725,9.368008641736489e-05,4.028352717310508
PP_0960,0.018554031500000002,0.02497910788888889,0.428989257127014,0.09723133979284847,1.0121937298746617
PP_0961,0.06243513375,0.03600423533333333,-0.7941914697882344,7.069620283778458e-05,4.150603911958168
PP_0964,0.06846751133333333,0.07530950922222222,0.13741246930197476,0.6964813216024457,0.1570905260939465
PP_0965,0.05804315975,0.06970514455555556,0.26413907856779856,0.004798656951521054,2.318880295991026
PP_0966,0.04103834825,0.06224920544444444,0.6010827574155825,0.016646887952145306,1.7786669436312328
PP_0967,0.054587573,0.06527239633333333,0.2579004503447216,0.4099508998590835,0.38726815595636466
PP_0973,0.0056703685833333324,0.010368493,0.870691801184941,0.1598907335936653,0.7961767048951086
PP_0975,0.09600195308333333,0.15733108944444446,0.7126681212669649,0.00040105140057876306,3.3967999626487595
PP_0977,0.08756130416666667,0.1060333198888889,0.2761523404677226,0.006078911005300274,2.216174214600412
PP_0980,0.14499467608333333,0.1386521867777778,-0.06452955803495303,0.41452433909544606,0.38244996445141993
PP_0982,0.016500571583333335,0.020448836333333335,0.30950274653112875,0.07372261837746039,1.132399248511448
PP_0983,0.005237834916666666,0.0005173193333333333,-3.3398435760289025,0.0004861049213965566,3.3132699820430296
PP_0986,0.043671024333333336,0.03814951322222222,-0.19501172213325954,0.024822150858010743,1.605160589263809
PP_0988,0.0128824345,0.023882366555555555,0.8905405462609486,0.10701834392998498,0.9705417738591849
PP_0998,0.009539406416666667,0.007405679,-0.3652674811831999,0.4806180998465077,0.3181998779028109
PP_0999,0.06238347341666667,0.04517458055555555,-0.46565267623053463,0.09571854933556817,1.0190038919676256
PP_1000,0.09949006458333333,0.10471436388888888,0.07383498782488515,0.7613437342230831,0.11841922210972566
PP_1001,0.1785691815,0.09974814555555556,-0.8401211881378883,0.01668078102313165,1.7777836188004765
PP_1009,0.14907173658333334,0.13978058633333335,-0.09284275077657864,0.28803892347960125,0.5405488208859179
PP_1010,0.14023997475,0.16037033455555555,0.19350965403006767,0.02385948130290744,1.6223390019789072
PP_1011,0.0342395545,0.04072270255555556,0.25016937824316565,0.07303917144737591,1.1364441620601975
PP_1012,0.020156488916666666,0.027929823222222223,0.4705620863990866,0.01139189282871277,1.943404109391699
PP_1013,0.004511529833333333,0.0015902876666666667,-1.504328968083121,0.0015220612918829196,2.817567858609746
PP_1015,0.28217768925000003,0.1576325211111111,-0.8400387164457532,0.0017260491212537936,2.762946848953424
PP_1016,0.03008482025,0.05294572522222222,0.8154784703422701,0.00036565766113937624,3.4369253229488796
PP_1018,0.14177508641666667,0.1513931881111111,0.09469625750081334,0.5589968198034001,0.25259066285733955
PP_1019,0.22883969591666667,0.19101230066666666,-0.2606717855811434,0.3599579799062622,0.4437481941214963
PP_1021,0.00833104425,0.013550245555555555,0.701749750296759,0.02502844407696472,1.601566147986335
PP_1022,0.183625485,0.19821044833333334,0.11026671249425639,0.1682760894194407,0.7739775891395418
PP_1023,0.21433927033333333,0.1600965751111111,-0.42095375358265297,8.437040938040659e-05,4.0738098436127155
PP_1024,0.5639594905833333,0.6186460253333332,0.13352263239516518,0.28710758887546883,0.5419553280079108
PP_1025,0.13778912708333332,0.13276411577777777,-0.05359678996402525,0.5435603311009893,0.264752245487327
PP_1026,0.00631733725,0.0008855063333333334,-2.834742061714833,4.723893300004041e-05,4.3256999204875655
PP_1027,0.005212907583333333,0.011502666333333333,1.1418081300061973,0.0035264770317009714,2.4526589404137393
PP_1031,0.08145449991666666,0.12126078455555556,0.5740467547040558,2.619734330002496e-05,4.581742748704712
PP_1032,0.08836036925,0.133136307,0.5914327030324141,0.005132724263022822,2.2896520660069526
PP_1037,0.09802371091666667,0.14168857744444444,0.5315207872273574,0.0009195275110309712,3.036435272722578
PP_1057,0.02029402283333333,0.010333240555555555,-0.9737621137781935,0.0037682801003891594,2.4238568230945963
PP_1058,0.0014741953333333334,0.0003148207777777778,-2.2273250314213344,0.1502758040842948,0.8231109395633852
PP_1060,0.014834228833333333,0.01644233588888889,0.14848534142799494,0.550497874231527,0.25924435373364657
PP_1063,0.017866450333333336,0.014156582555555556,-0.33577999516324125,0.18531486381008394,0.7320897452153221
PP_1066,0.006852678833333334,0.0063129783333333335,-0.1183472736787357,0.9082516808080713,0.04179378976032609
PP_1068,0.007773154083333333,0.008278522333333333,0.09087316393524425,0.6916472486277978,0.16011534634457683
PP_1070,0.011333831333333334,0.012766198222222223,0.17169331600496607,0.6708318821764515,0.17338630515320896
PP_1071,0.08493924608333332,0.1049926898888889,0.30578567525055683,0.003399214034580981,2.4686214888117837
PP_1074,0.0028574415000000002,0.007623828555555556,1.4157917136783091,0.045655765186737064,1.3405043740837395
PP_1075,0.013438357,0.01785295611111111,0.4098062148241039,0.19085246093308691,0.7193022357003718
PP_1078,0.008597217833333334,0.0044116872222222225,-0.9625393502513166,0.012917954490779428,1.8888062497849876
PP_1079,0.022396025250000003,0.022104488444444445,-0.01890336475568568,0.8801821031969447,0.05542746622277752
PP_1081,0.10219168183333333,0.05574687488888889,-0.8743149325659368,0.0003509876010780355,3.4547082250683654
PP_1082,0.2716937293333333,0.10979131922222223,-1.307217278174753,0.0029569720907730956,2.529152774520362
PP_1084,0.52168208075,0.5095639818888889,-0.033907573621053934,0.6862705075079316,0.16350466452442428
PP_1085,0.013861371916666665,0.0071252089999999995,-0.9600658162588807,0.001791250000329763,2.746843796514647
PP_1086,0.03787177891666667,0.06626916444444444,0.8072145400737789,0.015282408438568689,1.8158081975171447
PP_1087,0.0063571493333333335,0.009219048222222222,0.5362378353798263,0.1748256737235302,0.7573947894492408
PP_1088,0.20563025558333334,0.20302398366666666,-0.018402386122800617,0.841116719886362,0.07514373394609727
PP_1097,0.05487327783333334,0.06683659233333333,0.2845344222087761,0.263606003324469,0.5790447034065497
PP_1098,0.02110736958333333,0.012579750888888888,-0.7466434466555246,0.02877035418839743,1.5410547915292183
PP_1099,0.3828655944166666,0.37850168022222225,-0.01653831605793475,0.8612864341073,0.06485239318640895
PP_1100,0.014652682916666666,0.015590355,0.08948893195795779,0.7168536449067671,0.14456950220859613
PP_1108,0.003008646833333333,0.0025068175555555557,-0.26325776580776056,0.6438753124726608,0.19119822634822053
PP_1111,0.022920963916666665,0.02280149177777778,-0.007539501190881216,0.9841373202596482,0.006944298651878642
PP_1113,0.009652662083333333,0.010644229444444443,0.14107273459925412,0.6516536322862152,0.18598317966212669
PP_1121,0.030535395583333333,0.11070147933333334,1.8581200609653323,0.0022374228531720085,2.650251930322355
PP_1122,0.002962615,0.02270979511111111,2.938371628649496,1.0119216826230087e-05,4.994853098287559
PP_1125,0.0028028811666666667,0.0027750174444444446,-0.014413739312969048,0.9713204040069994,0.012637488177029291
PP_1129,0.0024057316666666667,0.004099052,0.7688145574479737,0.23837107438356808,0.6227464460700816
PP_1131,0.02393664466666667,0.13719351177777778,2.5189194135537414,1.955410652089026e-06,5.70876202332791
PP_1134,0.014627762333333334,0.012614332777777777,-0.21364519313309263,0.2674548247518927,0.5727495632420478
PP_1137,0.0048573955,0.012567803222222222,1.3714776335105343,0.002050509500078557,2.6881382142710892
PP_1138,0.013403256,0.008970921555555556,-0.5792554099078253,0.09043253983515147,1.0436752716480073
PP_1141,0.07273078525,0.057313058,-0.34370227782370455,0.012331246655922121,1.9089930151788794
PP_1143,0.008033256083333334,0.004992561888888889,-0.6862045555925353,0.1442300261944947,0.8409443176116358
PP_1145,0.03947413808333333,0.05994825944444445,0.6028101013868018,0.0018992721102839855,2.7214128090761402
PP_1146,0.00295642625,0.005838818111111112,0.9818220809085275,0.005642390767401492,2.2485368397954315
PP_1157 PP_3365,0.05079194341666667,0.075222384,0.5665623541514639,0.014263477439272572,1.8457745804747059
PP_1162,0.011332139083333333,0.0029963054444444442,-1.9191636083891939,0.0001422022316084526,3.8470935880814143
PP_1177,0.011554365416666665,0.018884724888888888,0.7087817398950467,0.0011528015218782856,2.938245458857057
PP_1179,0.046708951500000005,0.051003884444444446,0.12690806602079033,0.19061659231871106,0.7198392986671248
PP_1184,0.006021222499999999,0.0009003186666666665,-2.7415487927281896,3.935452335713002e-06,5.4050053431997025
PP_1185,0.12262227608333333,0.17524112133333333,0.515120262379442,0.027863433887895514,1.554965362188232
PP_1186,0.041235920583333335,0.10480345455555556,1.3457127511943283,1.011183775236496e-06,5.995169907398112
PP_1187,0.012791821666666666,0.07374089966666666,2.5272432867881505,3.8232851261421255e-09,8.417563312733597
PP_1190,0.0238595315,0.012610450222222224,-0.9199459307663567,0.008447173505216768,2.0732885853030485
PP_1197,0.012574264416666666,0.03228995900000001,1.360611602981929,0.00027446156348422417,3.561518467008082
PP_1201,0.00467236425,0.004794633555555556,0.03726780831615877,0.9331646836328926,0.0300417057908287
PP_1205,0.06705084241666667,0.09346185455555556,0.47912220671415356,4.69866578950431e-05,4.328025444727202
PP_1206,0.77235452725,0.3763164712222222,-1.0373167904380443,6.429270623478359e-05,4.1918382933534994
PP_1207,0.01260932525,0.011049916111111112,-0.19045565927063182,0.41551902473938773,0.3814090870418792
PP_1210,0.08106546033333333,0.04225109155555555,-0.940098740539203,0.009243238092489236,2.0341758600194932
PP_1213,0.14398345991666667,0.18306080833333332,0.34641986444799394,7.447292895751283e-05,4.128001565384893
PP_1214,0.009547067583333334,0.009622958555555554,0.011422843188831721,0.9445792885960627,0.024761581252495786
PP_1217,0.006888874166666666,0.00761511211111111,0.1445970507339891,0.8497225022598063,0.07072288065494374
PP_1219,0.02128696183333333,0.027423189,0.36542629278822075,0.01727938027365556,1.7624718375838646
PP_1221,0.0033280743333333335,0.011918577000000001,1.8404524358579288,0.029149875990766714,1.535363288474102
PP_1222,0.06112779033333334,0.09424826233333333,0.6246376024332659,9.108696516952783e-10,9.040543767483395
PP_1223,0.3573219879166667,0.12096923211111113,-1.5625845410808676,1.5565550998292579e-06,5.80783550130446
PP_1224,0.016592478916666667,0.008188779444444443,-1.018809104923002,0.0040343718359282885,2.3942240766612435
PP_1230,0.016619837916666668,0.022500850444444446,0.43707321828663126,0.005618026663952212,2.250416203906276
PP_1232,0.00708687825,0.007973359333333334,0.17003742386323206,0.5510550087768268,0.2588050457656584
PP_1235,0.014465051333333333,0.018066837,0.3207725094978628,0.23601560668739482,0.6270592780717793
PP_1237,0.0679331685,0.0818381561111111,0.2686574950912147,0.03243215341951329,1.489024214226719
PP_1238,0.05002776750000001,0.06750950688888889,0.432361607875141,1.13127825970124e-05,4.9464305588329145
PP_1240,0.09133535558333333,0.09880160577777779,0.11336105914992872,0.06903006593629556,1.160961711781104
PP_1246,0.011317240583333332,0.0022089954444444444,-2.3570598885668335,0.001029203993557251,2.98749853729213
PP_1251,0.03281091075,0.030423881333333333,-0.10897142313017265,0.4889176880979115,0.3107642505161613
PP_1261,0.0319620765,0.025496961444444445,-0.326035813089147,0.18298348999216876,0.737588093486837
PP_1262,0.006495231416666666,0.007005348222222223,0.10907583805937414,0.8280239773959964,0.08195708700739035
PP_1272,0.003911447416666667,0.0031795144444444444,-0.2988961073350203,0.6377286171430796,0.19536409424298964
PP_1274,0.005665222333333333,0.0067006010000000005,0.24215792551271223,0.6847033846465382,0.16449752530971987
PP_1291,0.0545062915,0.03282086688888888,-0.7318094206442733,0.0002452316067251045,3.6104235564142817
PP_1295,0.008107765416666668,0.010429087444444445,0.36323667334067505,0.13425221668771262,0.8720785347733309
PP_1296,0.007222960083333334,0.004365764555555556,-0.7263558692589656,0.07277776212355437,1.1380013028626443
PP_1297,0.22198655725000002,0.16256095633333334,-0.4494915200122563,0.0028911445781210944,2.538930189923875
PP_1298,0.014174962499999999,0.011100961555555556,-0.35266027154168733,0.14477130932235516,0.8393174977906596
PP_1300,0.02143086425,0.019829694777777778,-0.11202755974136566,0.6703624287366456,0.17369033424889724
PP_1301,0.004242293083333334,0.0038377446666666665,-0.14458556528425012,0.7917355156752802,0.10141987303952332
PP_1302,0.009719798833333333,0.020124492,1.0499540055303085,0.018993277959743624,1.7214000759699166
PP_1303,0.060647245583333335,0.06196381711111111,0.030983896202566075,0.7617830277272023,0.11816870750407246
PP_1304,0.139378995,0.14499658833333334,0.057005797665510595,0.45686993387210884,0.34020742146514815
PP_1309,0.050579700166666665,0.03899948322222222,-0.3751034777081764,0.029387713266528042,1.5318342061820964
PP_1311,0.052739830833333334,0.05597790055555555,0.08596443615558658,0.2392663091347108,0.6211184496815033
PP_1312,0.013405537333333334,0.014983771555555556,0.16057176141669607,0.4378560569957839,0.3586686381873164
PP_1314,0.02462114241666667,0.028326847222222222,0.20227233453837928,0.27812383054064704,0.5557617977992596
PP_1315,0.39033511849999997,0.4251064338888889,0.12311082593099282,0.06565194811489745,1.1827523824001334
PP_1316,0.41526693566666667,0.46514942811111104,0.16365524667061981,0.1385163214602017,0.858499050408375
PP_1317,0.05221644916666667,0.037391483777777776,-0.4817946328512787,0.026005723639249217,1.5849310569762367
PP_1318,0.014697984833333335,0.01119775688888889,-0.3924086043818236,0.25938571122817833,0.5860539515583159
PP_1319,0.05605309775,0.032599380666666664,-0.7819495492055977,0.002655894135205998,2.5757892400766744
PP_1320,0.013627448416666667,0.014519577222222222,0.09148398653763767,0.757525422149834,0.12060278788951355
PP_1322,0.01687257825,0.011458020555555556,-0.5583226134740789,0.04851946240307332,1.3140840197731523
PP_1323,0.0115378235,0.010405993333333334,-0.1489564108792207,0.6069122760194408,0.21687407794274546
PP_1325,0.060417096499999996,0.07545861833333334,0.32072883098716326,0.039983042284822114,1.3981241637636024
PP_1326,0.023777050583333334,0.018991273,-0.32423315382070605,0.04818035113584699,1.317130039210962
PP_1329,0.02022470975,0.00885149,-1.1921267640342041,0.0034494025833349397,2.462256115717384
PP_1331,0.0012712505833333333,0.016817343444444445,3.725629486735513,8.305997192725896e-05,4.080608220009654
PP_1332,0.018306940166666667,0.03370259488888889,0.8804689958323297,0.00012745998066218263,3.8946261517459067
PP_1333,0.021768417499999998,0.028527638444444448,0.3901237920162039,0.052252427552660755,1.281893528217197
PP_1335,0.015226910500000001,0.02305189211111111,0.5982619201661047,0.003389558686073849,2.4698568424102705
PP_1337,0.011833880916666666,0.02513293111111111,1.0866556518084263,0.0010035653390558271,2.9984543466766165
PP_1338,0.022283413749999998,0.023314925,0.0652835227668166,0.6515439689936259,0.1860562709000242
PP_1339,0.031197561,0.036498515555555555,0.22640454404069071,0.36521358146760496,0.43745308040728315
PP_1341,0.041418873833333335,0.04824642466666666,0.22013370681864494,0.1385572630748811,0.8583707038718785
PP_1342,0.03644963908333333,0.037782546666666667,0.05181541798706793,0.5397322446840167,0.2678216355385908
PP_1343,0.12097998758333334,0.06815087933333334,-0.8279642407425752,1.789115824098257e-08,7.747361543089147
PP_1345,0.12682669883333333,0.13534381333333334,0.09377045701215915,0.22286067279502605,0.6519665627220892
PP_1346,0.061939746166666663,0.093605018,0.5957204014582889,0.14130142391883496,0.8498534616689444
PP_1347,0.027554185,0.03442451544444444,0.32116489164590645,0.4987611967629072,0.30210734165554376
PP_1348,0.00817556175,0.021267260444444446,1.3792444356289295,0.1317377287466485,0.8802898283797076
PP_1352,0.028712999083333333,0.086611246,1.5928503347879897,0.0006068497553781249,3.2169188187879034
PP_1355,0.0013101010833333334,0.0025471363333333333,0.9591980507904923,0.2889045619273807,0.5392456004048649
PP_1358,0.006545197083333333,0.011137799666666667,0.7669557093923492,0.005789340112969886,2.2373709356902114
PP_1360,0.8034909685833332,0.2580502651111111,-1.6386296949861137,1.317702243849751e-07,6.880182714523636
PP_1361,2.7497979481666666,2.169924073,-0.34168105229052903,1.864355488029506e-05,4.729471274508993
PP_1362,0.105975439,0.12420071466666667,0.2289435323072774,0.0038970040164083386,2.409269146605801
PP_1365,0.007889643916666666,0.010275643222222222,0.3811966111447193,0.025899658856883678,1.5867059562874235
PP_1366,0.41238704333333337,0.38065491377777777,-0.1155153041019811,0.2423532282243327,0.6155511909580305
PP_1367,0.043522922666666665,0.044530716,0.03302536854896234,0.762850170269225,0.11756075249732469
PP_1371,0.016112824166666668,0.01518577111111111,-0.08548921551528721,0.7786111840064012,0.10867936234739548
PP_1372,0.01686094583333333,0.015149210444444443,-0.1544428636980051,0.5233474347633389,0.28120990022623
PP_1373,0.010185053666666668,0.009558296444444444,-0.09162816445942928,0.6933526774601528,0.15904580303044644
PP_1375,0.013439397,0.003269125,-2.039491961679435,5.272562085024915e-07,6.277978297690898
PP_1379,0.0063254515,0.005859306888888889,-0.11043844563632271,0.7943530929244629,0.09998640913192368
PP_1380,0.007711926,0.018007103,1.223402984424211,0.008242328369151695,2.0839500874491583
PP_1384,0.008518604333333334,0.050690226,2.573018608725311,2.2745241267648404e-05,4.643109452078579
PP_1385,0.014930040333333333,0.132144187,3.1458229944547242,2.331909830934326e-07,6.632288246659489
PP_1386,0.03402984383333333,0.04025030888888889,0.24219932416574394,0.3449015371459223,0.46230487007881305
PP_1389,0.0050145022499999995,0.005889303888888888,0.23199061569622392,0.6754656534023049,0.1703967294207641
PP_1392,0.019868369833333333,0.011916976666666667,-0.737455235786826,0.007036981650978589,2.1526135813996525
PP_1399,0.00035883450000000005,0.00041976144444444446,0.22625105530593168,0.519775395601948,0.28418428237099974
PP_1403,0.008675083083333333,0.010503163000000001,0.2758743772492947,0.3973195196574838,0.4008600982436731
PP_1406,0.006588572,0.011777749777777778,0.8380262123687389,0.02058906813753416,1.6863633091316095
PP_1418,0.0023624191666666667,0.014414069111111113,2.6091407962131505,0.03705266540181109,1.431180545372576
PP_1423,0.026811339166666667,0.02542577377777778,-0.07655160050675545,0.5719049797325424,0.24267612191643484
PP_1426,0.012486053416666665,0.023102438,0.8877275643419672,0.002418790961405481,2.61640166294482
PP_1427,0.011950126083333333,0.010854248888888888,-0.1387659445689224,0.3232506196474043,0.4904606339365382
PP_1429,0.023571993333333333,0.02239946277777778,-0.07360963175888452,0.7705288050135133,0.11321112122254265
PP_1430,0.05255038708333334,0.07787877666666666,0.5675288310913311,0.01080628436609616,1.9663236082384794
PP_1431,0.038674081,0.049655624777777775,0.36059013958855884,0.0014193196803638577,2.8479197752391223
PP_1432,0.032544477499999995,0.041695715111111115,0.35748637972344044,0.003882061171754987,2.4109376254787414
PP_1433,0.009488477916666667,0.01247546311111111,0.39484478928727984,0.01427727564717633,1.8453546556043647
PP_1434,0.01958031966666667,0.02631152577777778,0.42629059284869836,0.019493549372221138,1.7101090776383465
PP_1436,0.023739281416666664,0.021844678111111113,-0.11999441822016842,0.5495755069134022,0.25997263084185845
PP_1441,0.00124023375,0.001671939111111111,0.4309102534940592,0.4875776795818021,0.311956183809054
PP_1443,0.059706209749999996,0.061986406,0.05407087136610881,0.675003432827814,0.17069401849581067
PP_1444,0.007751507416666667,0.020741663888888887,1.419982831121018,0.006782591525853722,2.1686043370569625
PP_1457,0.04608413941666667,0.07058664155555555,0.6151248710463898,0.0002544901225921034,3.5943290690717844
PP_1459,0.003061970166666667,0.009216505555555555,1.5897596290396288,0.08302047322329525,1.0808147954373826
PP_1461,0.033859653499999996,0.029754294666666667,-0.186469290862883,0.04440580949715047,1.352560208545133
PP_1462,0.46214018674999996,0.20851723211111112,-1.14816393409705,2.1847303909811182e-08,7.6606021499675485
PP_1463,0.01132410325,0.012619711222222222,0.15628208889635922,0.5661695475155459,0.24705349368096033
PP_1465,0.2971059251666667,0.4249638578888889,0.5163627718240631,2.4720852792551934e-07,6.606936551515615
PP_1470,0.05490129633333333,0.07369506066666667,0.424727712803529,6.076344262270766e-05,4.216357628658975
PP_1471,0.11264254733333334,0.0922119831111111,-0.2887257162727331,0.0017869307052467748,2.7478922885197905
PP_1475,0.004207639166666667,0.0027334734444444445,-0.6222756292437814,0.16543698594929837,0.7813673908051545
PP_1476,0.02446409366666667,0.018988132666666668,-0.3655678007610063,0.011416448159164348,1.9424689910819322
