Locus,PP_0528_PP_0751_PP_0812_PP_0815_log2_change,PP_0528_PP_0751_PP_0812_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0813_PP_0815_log2_change,PP_0528_PP_0751_PP_0813_PP_0815_log10_p_value,PP_0528_PP_0751_PP_0815_log2_change,PP_0528_PP_0751_PP_0815_log10_p_value,PP_0751_PP_0813_PP_0815_log2_change,PP_0751_PP_0813_PP_0815_log10_p_value
A0A140FWL3,-0.1268636438579416,0.4753539819288877,-0.1965294108412039,0.44132646253342994,-0.3478178455349164,1.8174101127530673,0.02996796581336547,0.10227226645002219
A0A140FWM3,-1.046291086059386,1.1212834316556977,0.5522569924807785,0.5737877704626956,-1.780580209630038,2.6690709205574126,-3.419976462525466,4.235321262198439
A0A140FWP7,-1.167946429101148,2.566595933009428,-1.1472529022997182,2.5484786273268085,-3.0007625639510382,3.5428397819314568,-2.0540536080307086,2.74467952331017
A0A140FWQ2,-6.3527819195391055,8.347914889709461,-6.378944914768672,8.339046955019947,-5.684817071098395,8.307288994591044,-2.6940868537658273,1.885355085797682
A0A140FWQ5,0.2803614948115437,0.4033221550302597,0.5967318806924152,1.3909779097851602,-0.0521523022472854,0.12487195108546809,0.15946982424884062,0.5511833999681863
A0A140FWQ8,-5.377823557578119,2.711361512140939,-0.8099403192770498,0.301688147834992,-6.999458835615488,2.759701482905534,-0.9852670548203791,0.3593017996132458
A0A140FWQ9,0.15804536101821534,0.5128209345074844,0.17145407652165248,0.4574320059078164,-0.21437698761443627,0.7921715278464123,0.016375557305148097,0.03332073050508982
A0A140FWR3,-3.1679332341744795,5.2654871965524075,-3.468754525726802,5.582060458943183,-4.0611709037082,5.901445964476659,-4.330771650149879,5.9459903697144405
A0A140FWS3,-0.028331217498535576,0.08310455021198845,-0.20212060003529206,2.1267990873070572,-0.049965065685465465,0.6245305630155178,0.16985452552304575,0.7625612753574162
A0A140FWS4,1.8884465554681813,0.5616157847823902,1.7106527219315266,1.1325882805092964,0.22640893338338614,0.17057137319639315,0.4565157789153246,0.6616869992348116
A0A140FWS5,0.28100205347593227,0.8604567011629026,1.2335914142947377,0.4399688502495529,0.21614197404674163,0.9177097488907773,0.49331435430235576,2.1729799111126247
A0A140FWU0,1.9563220212668218,1.2968396142115728,0.9575370689485799,1.10634101217003,1.2567211732928174,7.955905480947052,0.9739836081842685,2.3851787815584493
MM_1762,0.553918891198603,2.3094724311029817,0.5032190823428208,3.7660965285958388,0.4763887018605582,2.3217839282271937,0.2843170538275109,2.9464319521022073
PP_0001,-0.8251414832989004,2.7148791917182975,-0.7690356123638187,1.6247895596713537,-0.40320056457876624,0.41175706442479326,0.2567463414307075,0.4544334534413135
PP_0003,0.411044703224418,0.5670678771799956,0.21189339939635238,0.34334375505773485,0.11152048260244339,0.37240329893435475,-0.23362836414809882,0.43419799809481036
PP_0004,0.6834271777174985,0.7738660648130715,0.5859061715327907,2.9994073541987807,-0.3171483214199958,0.8839951265969137,-0.06065959623095134,0.13085666353305145
PP_0006,0.0408081097360218,0.06668407742984242,0.1393606921585014,0.5470277534970119,-0.17670501403421998,0.5371019279018173,0.04172707640545967,0.2585775040118048
PP_0010,0.10027421234628733,0.10926791373038472,0.37215595764267206,0.5207320573489364,-0.001416669484631622,0.0010662642395479701,0.20255248564852393,0.18751168855478847
PP_0011,0.2937559657308377,0.8410317956052442,0.03787802340093789,0.240556889576204,0.12144520750100396,1.627794016842631,0.21576097713744596,2.3497915026149068
PP_0013,0.1002423551173401,0.3645694029552704,-0.28381305116525857,1.5303704953947093,-0.18150275949463127,0.25869132310171056,0.2871493665092129,0.4313904357767975
PP_0017,-0.2184097240878421,0.2283451916849215,-0.39885242212711813,0.44355972980164327,-0.21860897599341572,0.541036821019848,-0.10484661980464742,0.3808472313890157
PP_0018,0.33652190649299646,2.5939910441011813,0.3184816565384478,0.8413703035935804,0.23856232096660146,0.5000335833033673,0.13410616934415487,0.4589351745956303
PP_0019,0.5065825808114374,0.7621085386528262,1.4391753492196127,1.5031686197016678,-0.8339179251562097,0.33694828886549333,-0.8747131300618599,0.3515612774837185
PP_0052,1.0023890952838135,1.439477148337762,1.5697445415917253,1.9618224821641712,1.0221634461430138,1.212216851684769,-1.4016406917258157,1.4481896726433223
PP_0060,0.06308914296034476,0.32422146230965493,-0.1782206005561072,0.5665171214507028,0.10067464941182255,0.4516908395420319,0.30679546602217106,1.1486451655911099
PP_0061,-0.203626835071346,0.17320073323239513,-0.4459796045292994,0.43950044287599016,0.05427193830154409,0.2768408432497104,0.19444420899252934,0.5129604761288049
PP_0065,-0.2690256352484945,0.39075905322175775,0.41382619355458605,0.30390392435578334,0.28912299434363753,0.3458626882584118,-0.27811795319762916,0.3270974474682606
PP_0067,1.1889668675944307,0.7760161589731019,1.306148466661452,1.021211088996705,-0.011508745620841252,0.004939247781120756,1.0241801885709834,0.8301985554079182
PP_0068,-0.1378714588595714,0.11377926887956863,-0.1266443205663677,0.1490998769434971,0.18760481650436822,0.37733503330329066,0.17527374878419003,0.34103769415522084
PP_0072,0.20019440764214827,0.4495338242853787,0.5335213488780411,1.2245309091268914,0.35519566588469875,1.0734035803655786,0.3758514831494145,1.2233215929951793
PP_0073,-0.5533477223576626,2.44407273980765,-0.02560601504825581,0.03581347803877469,0.057063083022153495,0.1172738045695795,-0.23619989997133908,0.2678800019196301
PP_0074,0.8260786508675108,0.4647519357727496,0.8281340373535908,1.3881761644697703,0.8039480936782011,0.4710465143354292,-0.8616839909792836,1.7801480154970988
PP_0082,0.15274803253123154,1.0664273745687602,0.055232553652410386,0.16284899173711725,-0.17316567311189637,0.3569905935070208,-0.2941649995106566,0.530434489070877
PP_0083,-0.05125747149879944,0.11488414081980797,0.050908412031573105,0.18280532471660949,-0.20639431028579908,3.713594071102416,-0.165755684423618,0.9977383116194679
PP_0088,0.904911503630776,3.498600257358998,0.5476260535538585,1.0196733978529666,0.5847800349809251,0.7503785697810887,0.6031310362316618,2.4306627698506404
PP_0089,-3.7962722404226095,1.692447759713363,-3.822435235652176,1.6958120189930477,-1.2106499366941892,0.5919722760982836,-3.397908138423578,1.6409388432849914
PP_0096,0.18954965888143646,1.1063850122811962,-0.03368618398401015,0.05331473426142346,0.39961515945226805,3.069882612520874,0.3780970234019287,1.0975264569071286
PP_0100,-0.10654222017597838,0.37773746175646944,-0.1307072693853467,0.4748240757878457,-0.285604234012194,2.0561906401617867,-0.48123890665011676,1.6363756578435733
PP_0111,0.8342711874459852,2.5061428434930857,0.47936264431606695,1.5461547800350215,0.784260440680586,1.768307417789401,0.24689732231595704,0.16303375851124344
PP_0112,0.7188027122841437,0.9368996988640714,0.6270732921287404,0.9136998399150003,0.39068082917942315,1.14316427568941,0.5680168305938386,1.1822498699788804
PP_0114,-0.28403785869788895,0.3127595254578254,-0.2604927390781877,0.25247024814330515,-0.06758845552589113,0.1254230000036169,-0.042791275961671746,0.07501829944166627
PP_0116,0.39384470921814785,0.5062433231191849,0.22714891155828199,0.3696349275698399,-0.2590301728893508,0.28098965995063024,-0.41411167205316535,0.8774773722937941
PP_0121,0.19327629746913436,0.3133513367091094,-0.0508035884342074,0.08909383947275522,0.3788961870593354,0.6048901889100804,0.32331403443132206,0.6041680746309832
PP_0123,0.33597737728158195,0.45530065874386716,0.02465883589600199,0.04777698950160013,-0.23107879966725367,0.531398414746084,-0.07244924434763547,0.22160217887983025
PP_0124,-0.9394212937057796,1.464534594102746,-0.1649468025266294,0.08527781505541049,-0.14230988801191044,0.06535889909447198,-0.721815758220953,0.5662065291482689
PP_0126,4.702119811995893,2.9470344385046574,3.957471145021841,9.642607346916035,3.134594507579901,0.6275851171961562,-0.6716713119660392,0.4058734307022774
PP_0127,-0.009303872123305959,0.007926343374273724,-0.5262316939825463,0.6700907163307853,-1.2127023588609187,2.4053931597211813,-0.1493324980717241,0.34218728968364254
PP_0133,0.8887274853780444,1.7857415209099463,0.3940617952442375,0.339334850887942,-1.3954415037802872,1.187945453820617,-2.2540975329204525,1.4365358440423275
PP_0134,2.3003234319071493,0.4956435504587097,2.4949051463310075,0.838863125090762,0.9588986441442032,0.39507604195890206,1.0750438943249134,0.3425519523679227
PP_0139,0.6124715812945357,0.8214713413569829,0.43802554669807536,1.2281104009961372,0.19438768364984402,0.26650349832231396,-0.014098211624941449,0.02166389210537661
PP_0140,1.3210778279807067,0.7251578764370314,0.8850473647359723,0.5403932970295626,0.6177374714462616,0.4334850190071282,0.5559362480838306,0.3005200766720807
PP_0144,1.4028396491235753,0.44808911828661446,1.1852756379023652,1.44473768767447,0.05708661020738422,0.016811602558854655,-1.990628769020136,1.663818070554242
PP_0145,3.1605469823819927,2.0490767560006518,3.8046974267535716,0.9433533365862434,1.6112921450445852,0.3813610474328591,3.8724555557925746,0.9285433824749569
PP_0155,0.6084122116522772,0.21789934952909146,1.6207754595709312,3.1062244374913823,1.702222906381694,4.31630464838824,1.2075300803339004,1.0334072228640938
PP_0165,2.6408721422771237,1.829505068815814,1.6032102518452702,0.7774895348928338,1.0804910405157462,0.4119407691311418,1.374038299832496,0.4764208543509489
PP_0166,1.286040682646986,3.609917830354814,1.102462045361854,4.300458437572517,0.9403586009646137,0.7125198967991231,0.7286295875300719,0.4197889556797844
PP_0167,2.1000028198112335,1.5585420620738528,1.9930528767585065,7.500468119071488,1.6048385848557163,0.6805213721635287,1.2614100714931489,1.2766876188880592
PP_0168,-0.4063726301164944,0.6288862146535898,0.06497293605063932,0.08894078973950123,1.1025671886233426,3.350912127180802,1.2302569235369096,6.5471433411161035
PP_0173,1.868912971370723,1.3769136835154732,1.2552344324891829,2.060038408766839,-0.0459509731113046,0.020427497021003202,0.8569001335616262,0.7953486704937868
PP_0183,0.8032549524496747,1.2692188523635346,0.5876615451959902,2.4925868618499685,0.83083492096847,1.9478728849484246,0.3723078704071182,0.5506558746998073
PP_0184,0.19512507255508918,1.038757911451032,0.13512511254395795,1.5944922144286382,0.18075753765679636,3.058974603477016,0.3119321184433249,3.077951715382498
PP_0185,1.6476851983179757,0.7121545579369254,1.448621053653633,0.9462412409838434,1.4459943553250596,3.1464141685227927,0.5796986905034994,0.334748335507313
PP_0186,-0.34121877682118634,0.8644543629210493,-0.07712920076340442,0.10192968493842214,-0.37477068759030563,1.0107823289881874,0.5036336407176204,0.38799937096398057
PP_0188,0.3786881924771285,2.4333783897766303,0.15524860604959032,0.7303909418103616,0.18364639382364498,0.4130774321374375,0.03682895772434227,0.15132545534549016
PP_0189,0.39526012289495593,0.9719319283002437,0.3549339899646616,2.3533808206269473,0.33394942654524384,2.097271122952545,0.39437213733961984,4.818017767931567
PP_0194,0.5556550392491191,0.269603543872866,0.3315222536634014,0.1669872049779103,0.947670881512328,4.521335604715729,1.1068338219159306,1.0265891923889388
PP_0196,2.039053970752282,0.3430529198974953,0.8132997747317271,0.909304089240993,-1.265324516209477,1.2124436992635488,-1.320345855094431,1.223598750512863
PP_0202,1.2575747586814279,0.7861617140734949,1.6192133782258866,1.152311989661908,1.5444914910221792,3.2681369947602095,1.1296581802218049,1.47116773883816
PP_0213,-0.43946405592932347,1.2211084829433012,-0.835494331343619,1.4995532317626048,-0.37042821861101694,1.8409217071457409,-0.4171980437895047,1.6102996083947612
PP_0214,-0.21466946096555914,0.7756657730029917,-0.39369017154248115,0.6659699052736492,-0.247193146600573,0.890975855809401,-0.08347635834774769,0.44410312687107933
PP_0215,0.480206103697935,0.1834836138332158,1.31861079676136,1.850073764425141,-0.7234749500017408,1.3786492654863947,-0.4888481143032224,0.5496176984511881
PP_0227,0.5953031536210087,0.6452414488918288,1.0810739037807524,1.2486061991300095,0.5252236664298368,0.8832169880699692,0.2975583197766116,0.413001245887077
PP_0228,1.7856552168067734,4.973159749600959,1.5086254210082346,2.3547821053478137,1.760552368201723,5.048471758013868,1.4457852969657563,0.7967119795162694
PP_0234,0.4771128922496161,1.83825814432413,0.31391770442665895,0.9893495727578601,0.12153523689868369,0.5578951086058842,0.4139138980955579,2.9301940796919586
PP_0235,-0.11308823427566111,0.12463989338759021,0.29521795237760684,0.3103399743317678,0.4874098953541149,1.5349996619369075,0.5720282690666963,2.2048235134959357
PP_0243,-0.01800684690160109,0.03756549823770578,0.02941065369524144,0.05939921579321527,-0.15328961117463558,0.2122554337496925,-0.20477232014300276,0.3611523914083118
PP_0245,-0.942165484848949,1.6462638311535815,-3.34424398795223,5.607261082838271,-1.7743471641016744,1.73422756901544,-1.4504090612195015,4.7008861168826845
PP_0246,-0.0693038985563408,0.09963386229708387,-0.1341535019387631,0.2767645899062875,0.13780252286988817,0.412442474981093,0.07099184146009654,0.3282772134257049
PP_0252,0.1568701307669051,0.37381890661763395,0.027685087619796458,0.15241968759582603,-0.03251347238052089,0.34692147109145105,-0.1667727167191303,1.0792790919734172
PP_0258,0.9759427515328135,1.1434346924009096,0.8293549399637312,0.9303619425713503,1.2719159442139365,3.249032436612221,1.4341529382835156,1.7569514883648423
PP_0260,1.125087668607216,2.531712220241159,1.7506152279013427,1.1087990541996597,1.0781827551461736,2.3601557414595566,1.2426523116087798,1.3242636196392485
PP_0261,-0.10271677800268231,0.038923048608233764,-0.23726003620528133,0.14084452183579763,0.4739080383636181,0.9141241999142854,0.6258923995320737,1.7359210827061728
PP_0268,0.408270320192746,1.0570402261833827,0.30107086970053887,2.4725725806490337,0.13849539243988118,1.5356140160156875,0.2627513598599126,1.1696145020805349
PP_0282,1.0609296661143586,1.5828788508744893,0.9979881004354776,1.1781764120069989,0.40712375188214284,0.8332402971290063,0.18778396520209842,0.14774022903517484
PP_0283,0.15504404270041372,0.044432643632375306,0.6592124683192915,0.40875987485710485,-1.6274503077095197,1.0774814546732117,-1.8774759454593413,1.3639186486838908
PP_0285,0.1396401113989453,0.09441079156262715,0.5282321794565246,0.2953236563257479,-1.7922885568845526,3.326204304229881,-0.005397508069869718,0.0029085022124511833
PP_0287,3.170084724129137,1.33182028646298,3.290744037781375,2.866285663445587,2.6888640562118185,0.573050543666393,2.7923155877797368,1.33087749917487
PP_0289,0.8253926107999363,0.7465536847622064,0.7418583415265338,0.5980301799393514,0.4395743717785655,0.43302253422938847,0.34971270888968914,0.5632315693642422
PP_0290,-0.05846047213912953,0.18417905579738944,0.014076033215928962,0.04597054213077069,0.37421963764122385,2.057055672397369,0.4293372048072105,2.8088620645719877
PP_0292,0.2827946723860622,0.9469404839807334,0.02729653287632559,0.05788699674678783,0.06222175558490042,0.19229772387296507,0.08773568226163819,0.42837554397653826
PP_0293,1.0081807982020012,2.455485424283508,1.0424326905087318,2.425147970995185,-0.41438781510068906,0.3134424039002454,-0.14211069668223056,0.0682628855020598
PP_0296,1.0927314902298908,4.490354715907679,0.8091641226269523,2.1439876471577115,0.8842410477761709,0.4411787504201809,-1.1649694578836711,2.839288154967567
PP_0321,-2.2915724025156385,0.5014084551264036,-1.0318588147379215,0.28457333948719915,-1.6236086903815043,0.40830517029215474,-1.8932087333390206,0.45064815208868825
PP_0333,-0.5406894193146093,0.16395376395527514,-1.040507457676029,0.5166972303457674,-3.6496563608572536,2.3407226395054357,-3.9192571072989324,2.380616138691646
PP_0336,0.9861641240068885,1.5885454522237274,0.35817371329468745,0.22395072490276263,0.5547172016408835,0.2888149597466337,-0.9023693349899393,0.7233005360192745
PP_0338,-0.14805069442106092,0.23945583622808161,-0.5747596691323602,1.0525912731886644,-0.25502986141747735,1.2694620477644736,-0.15985925779093443,1.4659416747043856
PP_0339,-0.2175948198094282,1.2385215048723046,-0.10435771865059328,0.7202116047148106,-0.20047810254855436,2.921885460070147,-0.09863505372850671,0.25723951305559256
PP_0340,0.022217781283127316,0.010979832745061056,0.24826426484692204,0.36025156750941173,0.41352801039316384,0.5959654674533182,0.526893793946824,3.599813970728119
PP_0341,2.021216056780526,0.6152743084059887,2.4902823717358324,0.828355149179957,3.799650277404444,0.7133903314968364,0.5203648666747808,0.2357559465515675
PP_0344,0.1275739129408909,0.09393830176284915,-0.08136000093327102,0.06348058186137985,-0.2784685296250739,0.13783771200733255,-1.8282194523916826,2.0126750011088475
PP_0347,0.5834192237321416,0.31543936532514644,1.1390425983021295,0.6826389542654595,0.4783877878288514,0.36712410992680994,1.0770223740253866,0.3847444275255023
PP_0354,0.16669001210890855,0.08522053412212592,-0.7727427660972973,0.266478383000775,0.7252939049196709,1.911034041414847,1.1709672916354217,1.7172396675197046
PP_0356,-0.1660005146035757,0.2097329494157532,0.09487088112132072,0.17551904614699135,-0.18548757507086933,0.775973535088243,-0.0715053943861459,0.4179212453814084
PP_0359,-0.49618402780395515,0.23383552937504892,1.8996741370763441,2.64445170265374,-0.3986622601110756,0.14132357595221143,0.27932615480144823,0.08395489403061658
PP_0366,0.805298298449457,0.6601673915517065,-0.5976411922001935,0.8010420289678204,0.5308407154260738,0.47057390400301935,0.49797559713397305,2.5809703685365397
PP_0368,-0.12675509112323788,0.18440682140264306,-0.23448885728909002,0.3633926574210855,0.06595234207357,0.1704565769403376,0.5252904788022794,1.8442149828030965
PP_0370,0.42160128080741804,3.4757817086982246,0.2594834728443385,0.8630618627131263,0.08302962265174879,0.10335457801655676,0.3800764794855108,0.856178518614862
PP_0375,-2.506046769287337,2.7949544466129868,-0.2353147328423057,0.7536833748960585,-0.22454758048010254,0.32056193627701024,-1.4605962265879593,4.733483435589687
PP_0376,-3.227793547119019,3.342067467653177,-0.464121976059362,0.5497757542632913,-5.705625956413678,6.579298914497157,-5.975226702855358,6.593658786243891
PP_0377,-6.086124898177561,3.025029030041487,-4.63201731417997,2.942760070002454,-5.4181611860434264,2.9967482077735066,-5.687761229000943,3.0097388401384366
PP_0378,-1.6446083436948529,8.405308907836165,-0.8733701383046474,3.9655966625143155,-0.601240900513369,2.5491599757133163,-2.3828361810014584,4.019723585525259
PP_0379,-3.520686043944715,6.27576024357923,-1.20706091089893,0.964204500986864,-2.9889370742391588,2.219510440613275,-3.672858143202066,3.8853230333679654
PP_0382,0.6139249490333675,1.144656995560285,1.087624524089511,1.464252878007826,0.8126464577383987,1.0556059979478858,0.6879929668407861,0.5333954853514613
PP_0383,-0.2460540893157114,0.38982190036772846,-0.27221708454527815,0.9449965370798188,0.42191075912499854,1.6325016151940026,0.15231001268331973,0.44340013622156643
PP_0386,1.5686399951904,5.422380544880228,4.0468707242885635,0.48099619420197726,4.519779704140955,0.7881822082815576,4.861474818999434,1.0400533643577803
PP_0387,0.30182261236696806,1.1225780671718257,0.1567573303372785,0.18939583439782168,0.45242286129726056,1.5501161917689765,0.9425681851756207,1.7422127251474058
PP_0389,-0.7393889372127779,2.1062835602747882,-0.89300006892792,1.4843150577354989,-0.62924432108276,1.2209973942379964,-0.5791941913240746,1.105238211001016
PP_0390,-0.08958694400923971,0.08562191261129386,-0.003179410430282923,0.003457457426175639,-0.5877406433013288,0.3740926128714136,-2.056325458913922,1.2171763703357592
PP_0395,0.29337657160036673,0.32432803016096484,0.05608611196543857,0.1874874779931502,0.4819386366602992,3.6082958890097885,0.4146636771853433,3.836861932085276
PP_0396,-0.001959883270978399,0.0018433250648145897,-0.11762783527881618,0.1121195018840349,0.27355844408168584,1.3340043803104837,0.2842615109947655,3.0229599212201435
PP_0397,0.31332075088094996,1.5181189038554095,0.46336975189495744,2.251026941491068,0.3998790165957548,5.599344398249288,0.594784485463527,1.4649328838225177
PP_0399,-0.28152815583266283,0.14156094370429145,0.134194567977228,0.10278739826628594,0.9418424803231128,4.566603882755184,0.7327414861427111,0.5550963031415423
PP_0400,1.0553647905451287,1.4130923180398247,0.8107335164567021,3.3389859164182525,0.7215710019570849,1.2147143816401926,0.5817455590031796,0.9690947558829127
PP_0401,0.9115823434526585,1.7155590734785036,1.0192244206402803,0.3219932321562078,-1.6637741480460977,1.2594854435469267,-0.08301532660085899,0.035003641056101174
PP_0402,1.4722811044783561,0.24580457970701275,1.5453239196819846,0.9864262661108858,0.6811779560551995,0.3286320398500423,-2.0769295227097153,1.421937167523194
PP_0403,-0.2043277945483122,0.3801231577376715,-0.0995383206439355,0.1530322796604067,-0.36944229400866163,0.7342019125741946,-0.8591092433653211,1.0300927572377359
PP_0405,0.34922126158498407,0.556572080397097,0.07621271784388962,0.20060776128012323,-0.0883417166434481,0.0897518795679177,-0.24988580202552188,0.9042853404599451
PP_0412,1.1530239515359697,2.274397011115251,1.0296075431105867,1.5841673394754192,0.20077978530847543,0.08865683678394,-0.747076855020932,0.27651454512770485
PP_0415,0.6560122923598727,2.0897536556905223,0.6454119379772361,0.42645901476005743,-0.15888592817766373,0.05347738946714298,-1.6752241061338442,2.654883877950536
PP_0417,-0.08189373079533833,0.2525061315105359,-0.06810583491847931,0.2335434741992832,-0.036336504734718944,0.10099555607874543,-0.04768846872495515,0.13412854952441353
PP_0420,0.05845811240685887,0.07978634747255701,-0.16179687373734827,0.2403554168371523,-0.3625743759461462,1.1320169051778202,-0.436283127507453,1.5843900418858718
PP_0421,-0.5347469319554727,0.6400414871938219,-0.5795648941699303,0.6484758247350056,-0.20741926025522553,0.16308884954177882,0.15663488511637239,0.1421866993298838
PP_0422,0.1144411427298922,0.10567162539117432,0.20512284963075733,0.36777279336219537,-0.7613628809328203,1.426898106350234,-0.7420491617766278,1.4000237266521993
PP_0428,1.4206821101529723,2.8345920506014872,1.1496016097947281,1.204461950029979,0.3875074225856608,0.5616984996424214,0.24851660657164515,0.29072450138717515
PP_0432,0.5102255922052816,0.7031637412747707,0.46725515750837665,0.8628187978325239,0.8670317272067168,2.5110539542634043,0.6614429133015596,0.46445456545441716
PP_0434,1.2983555176015102,0.9654309831290214,1.114621229428824,0.9209740157901868,1.0416905962859297,1.0147236570524898,1.2358097149813114,3.183168276012288
PP_0436,-0.24213160621360444,0.2992720929652744,-0.4763836875317476,2.7480242382864177,-0.10006827097902685,0.3859744968612832,-0.06932663191976116,0.29377605170921894
PP_0442,-0.0866752284168448,0.21592483933229195,-0.09005030783357303,0.6948692090257377,-0.12674964679717887,1.3529049500960848,-0.18958942333760082,1.6799454149085613
PP_0443,-1.0237108334265712,9.158906497329014,-0.6138404293429559,2.3343931597695344,-1.2293671340478052,9.75567082882019,-1.2285666890052542,9.938891997374524
PP_0444,-0.7988046043980882,2.163354293965127,-0.6975533360170237,2.0404927556382675,-0.964099112826903,5.577979251202269,-1.1156167754614679,6.455237657841529
PP_0445,-0.43070787063103694,1.2436575053410217,-0.4814907985257309,1.2620284439444172,-0.7189549560682,9.657896787592577,-0.7028342298913882,6.652496461631532
PP_0446,-1.255056085047499,3.5520563814155284,-0.8306095049075453,2.43282480489332,-1.0992120356484634,4.158332519376955,-1.0664929506897427,4.088295326949033
PP_0447,0.014820227906975111,0.030062228059281642,-0.006952485986222275,0.015515414550525979,0.08893547812774123,0.40169803066777754,0.6379940600555035,1.9992035558432906
PP_0448,0.038180377986919846,0.07208337403086626,0.042216199071357,0.07315705389557838,0.26384298778476656,1.4791364048414437,0.7251564461361409,6.362704953791603
PP_0449,-0.6747267947854408,12.403944832555661,-0.586918241598279,3.4509963555073577,-0.6166315736741272,9.500708286276678,-0.615576365260963,11.987546221673151
PP_0450,-0.5604309920760585,6.263610327442796,-0.5583977224372179,5.252134885731776,-0.5724716705973657,6.069483954129872,-0.45423335952263744,3.355774073976041
PP_0451,-0.3079720426092658,1.1552180053270928,-0.198054385250408,0.9927574266207203,-0.3823092525643624,2.459728027310665,-0.009569681546307171,0.03894500606633484
PP_0452,-0.1089772518744633,0.7726466391503275,-0.08707890432032635,0.3487833812321406,-0.4200696540966264,5.0345289467840955,-0.2184186214344863,1.0714917288648116
PP_0453,-0.5701301055814862,1.8601478456859042,-0.6156943851936624,2.289853161168425,-0.7903259243118425,5.5789446683645005,-0.7951608222790328,8.312782567501594
PP_0454,-0.8222048917882915,2.4350364502895867,-0.8229592527741262,2.0475431037879774,-0.7637390344884928,9.638067814459701,-0.8800743622721678,7.813714210291265
PP_0455,-0.8083488616212535,4.207480354354145,-0.7473984553736437,6.048196962384997,-0.8035824483840112,8.54977440822585,-0.931052837699157,8.99127911554473
PP_0456,-0.6942033100762663,8.14307704597832,-0.5951898542022461,5.041784215918948,-0.85147016354917,3.4301990064258554,-0.8987726915823299,4.4009364826661175
PP_0457,-0.5022740280789597,4.9164276462368415,-0.5488078909083015,5.538878562096486,-0.6557798314735724,6.144436276615485,-0.5451517514818699,5.391878979517741
PP_0458,-0.2418538732316275,0.3015945104849554,-0.367743335976821,0.5233320624413595,-0.3046303671876415,0.24024055719218665,-0.6495538188810964,1.13323311851573
