Locus,PP_0368_log2_change,PP_0368_log10_p_value,PP_0751_log2_change,PP_0751_log10_p_value,PP_0812_15_log2_change,PP_0812_15_log10_p_value,PP_0812_log2_change,PP_0812_log10_p_value,PP_0813_log2_change,PP_0813_log10_p_value,PP_0814_log2_change,PP_0814_log10_p_value,PP_0815_log2_change,PP_0815_log10_p_value,PP_0751_PP_0812_log2_change,PP_0751_PP_0812_log10_p_value,PP_1317_PP_0812_log2_change,PP_1317_PP_0812_log10_p_value,PP_1317_log2_change,PP_1317_log10_p_value,PP_2136_log2_change,PP_2136_log10_p_value
A0A140FW13,0.8324860631252577,0.6712358976226858,0.598189941387747,0.437274923816,-1.1838524918840312,,-0.06009825578098266,0.08859645881985717,0.7445184345929096,0.6783282963500898,0.08631636755479002,0.07940623326551566,0.6472844489725128,0.884839823394644,-0.9107692246589864,,-0.15676491611979632,0.3744084067766012,,,,
A0A140FW16,-0.5011063542489441,,-0.4552603963363027,0.13788570856399798,0.9342419200427607,,0.4347241720721719,0.25989445087218954,,,0.22742880865677956,0.1426164355442483,-1.011983629297163,,-0.4128514933990355,0.1272646421150841,,,,,,
A0A140FW18,0.27477895379160466,0.2983994592524274,0.4911656420806885,0.7267893331371893,-0.1560709202707477,0.14065055623079487,-0.652155423078595,0.8467661924920683,0.5774343909175507,0.5208186263382587,-1.0827152967817677,2.1582478299075314,-0.14794958139525974,0.13807017038654884,-0.43326416539050217,0.1790113243687224,-0.33797306789095694,,,,,
A0A140FW22,0.2263416016733067,0.548657419254098,0.07066931267483927,0.3957092904616561,-0.11851794282083537,0.1677522439771864,0.25963269662873506,0.6908324457564994,0.11635507086099553,0.29256962535188247,-0.32463995510805893,0.5043413697466942,-0.34194303392338415,0.8445004852694735,0.3531674317747971,0.21660203644561293,-0.2367712830724653,0.2788344175484395,0.9031791064617598,0.736437537477621,1.915079869767704,1.2415688533691684
A0A140FW30,0.23186880728998918,0.0658802402141253,0.5526046067370682,,0.49925033775783006,0.6624054316091088,0.15284127601573502,0.20695280259218593,-0.03267159321741972,0.037772088510235426,-0.1635286051247663,,-0.6323440404554167,,-0.522313046606419,0.3327742047353616,-0.14044528009404364,0.33535346556888657,,,,
A0A140FW35,0.0920510041810651,0.03740203277295098,0.7494003648954287,1.968712271085443,1.1620737044753138,1.6858126834050498,0.05290687430894048,0.07712007666445689,0.6868751638575334,1.0515645273722107,0.01958635864309886,0.03180402308283669,-0.485728928284108,1.0063529985895634,-0.03684278250008519,0.0372071218885745,0.15988366220950517,0.04247837579149801,,,,
A0A140FW37,0.9665343701764499,1.0557688832343188,-0.9097701047810566,,1.2702210496202588,,-1.3991066181094398,,-1.017098700195701,,-1.9122842173937966,0.31830744730587984,-0.1404176182062031,,-0.9615955131095508,0.386931781436919,-0.850216050637277,,,,,
A0A140FW41,3.9898608275708702,,,,,,,,,,,,1.2120415349232374,,,,,,,,,
A0A140FW42,-1.2788677171657004,1.3346320439408275,-0.023422501591312768,0.0636430697872356,5.056491115663486,0.4753798936832749,1.0737403862683217,0.633065473513847,0.9669427115341981,0.4242012761321532,-2.2179073569964958,0.8399273497318953,-0.8430641294227743,0.2971732547711165,0.632946294769061,0.350686220250616,-0.355348040560918,0.2367900158591991,0.4113066137284167,,,
A0A140FW43,0.20131724533877496,0.1392739594464015,0.565978139984582,0.3656480067293552,-0.12263514142276861,0.028855308713430554,2.2944291075274332,0.6780673843725935,1.724811113651144,0.399239212279365,1.0221023532008595,0.7543745445606596,2.8874325033167376,1.7606654980196583,0.632946294769061,0.350686220250616,1.3932318113411313,,,,,
A0A140FW50,0.012069662056468358,0.0064397266110590426,1.5373263298931301,,,,0.32308905542816546,,-0.4052783536040261,,,,,,,,,,,,,
A0A140FW57,0.04645490632903343,0.03522462934958489,-0.4271820549444666,0.8974117687643746,-0.5609133924811077,1.4487379335279569,-0.059162557758259446,0.08196890320226499,-0.37038814658656594,0.42385300707964096,-0.2277314009619892,0.15650235488151454,0.4459027014380959,0.8010623208285417,-0.11408093862792991,0.19100141518266298,-0.016263914513551626,0.011670451118522409,1.548467562237097,2.0258496565430013,1.1196285065061464,
A0A140FW71,-0.5011063542489441,,-0.81087015649345,,0.4718755604839789,,0.5024507263948502,,,,-1.45672944241871,,,,0.632946294769061,0.3506862202506161,,,,,,
A0A140FW79,0.23959672362087872,0.6428206002583292,-0.3212970014023638,,-0.41602413650374664,0.16098735810514045,0.08275782131595047,0.15240756067905478,0.4344220943499639,1.5640614850062293,-0.29404061639641754,0.42642627087133583,0.16689144252698462,0.674798441530259,-0.7376156703134282,0.25419805324011363,0.34608006669378505,0.2920945311991732,,,,
A0A140FW85,0.2482456364901822,0.10046540218714373,1.2827514512136036,,1.362225589753888,,1.3447147428519715,,1.3234037710240243,0.6070067966083025,1.0995261756825732,0.5484596438258055,0.6038230473592715,2.1202814644367316,1.127587105356561,0.6461212746602945,1.094944037509133,,,,,
A0A140FW92,0.2176960137033487,0.12639907742955897,0.9252086169967138,0.3691195878918248,0.6928555711871963,0.35046846273181886,0.16967271028754735,0.04696277898487218,1.111582067079834,0.9077465728362679,-0.1404477781085861,0.06801807050445798,-1.9821368939425617,,0.632946294769061,0.350686220250616,-0.7646781131536334,,,,,
A0A140FWA3,1.5700173221941371,1.3003810770691224,1.037961369963379,0.6041937554268245,1.1809806398073723,0.872421476987671,-0.23701807902138797,0.1040800671715225,0.14647112813529872,0.048069431740081325,-0.9333263546142619,0.60498087513601,1.7917549788546134,0.7255734315307192,0.39740737332799836,0.12101511501388991,,,,,,
A0A140FWA4,0.21633352312939477,0.1814976443560536,0.8093248251252413,0.2973410977669452,0.4103909385414537,0.11309361958949574,-0.1518694115406374,0.24133309790272284,-0.09081141684979613,0.25455000787379745,0.22482472783474491,0.605276516325353,-0.18272849885078568,0.8923478036182314,0.6124357286512471,0.1737336598411691,-0.09143127712087654,0.16147040202202315,,,,
A0A140FWC7,0.12183907222348345,0.18261497500551743,0.4509191610843734,1.0693490839797277,0.5375410694253829,1.3515605826099863,0.6558215635525192,1.4716398729376534,0.5072236198512867,0.7533177345401308,-0.32319047815356594,0.2949741023614041,-0.11508209574443583,0.09443728728814244,-0.3100310701865143,0.2299677792864942,-0.4119610816869679,0.24745402693471333,,,,
A0A140FWH0,1.9737599867993587,,2.5755196172808335,,-0.13382345772881704,,0.6570681097662443,,0.17824310390692058,,,,,,,,,,,,,
A0A140FWJ4,-1.013643214898848,,-0.712798961093579,,1.5122820849160854,,0.11734764302620267,0.03542726206278775,,,1.4114314393375433,1.2170529181056595,1.7067198743219631,1.3758798408415014,1.2761888407583728,0.5874585274993873,,,,,,
A0A140FWJ5,-0.5225841840509431,0.2675671687213188,0.7645460113248932,0.38904889615175986,0.9834483852043564,0.5377473431489133,0.34727927629625616,0.42975073817172516,0.12571297292166783,0.10080364313509463,0.538389671789506,0.7611763965163073,0.15864385520484933,0.28454086483619273,0.7893320844341134,0.25386049162061886,-0.4163337570003588,1.1663616372102963,,,,
A0A140FWK0,1.1560149379299187,1.070209627512121,0.36650569149662277,0.1923863551494984,0.15928129128766078,0.14484779705367504,0.28837118261944183,1.1715854614080965,0.8379744866319666,0.5020424451033892,-0.42453907538208185,0.18372762327155523,-1.4669393514706885,1.4021394360156125,-0.7880114865416266,0.5055919734387349,-0.3072304863764344,0.32225540779103623,,,,
A0A140FWK1,-0.5011063542489439,,-1.128013668043465,,0.9342419200427604,,1.4780763531260905,0.4274337461447701,1.544708391349567,,0.641887030301895,0.3681716936765026,0.4907021149255239,0.3215253235759417,-0.0767755014628695,0.02369111640246829,-0.6440613087729931,,,,,
A0A140FWK7,0.05294897829849799,0.22882792970316196,-0.1867162369963308,0.3793874348955767,-0.14786816946597742,0.22013624245811592,-0.18302689209211273,0.6582424445265102,-0.0674156570064509,0.08720796527887442,0.32071775505144534,0.9139219627531743,-0.3709235804564693,1.740058990171554,0.42799198071142414,0.8415037469811364,-0.15263286021398603,0.3340994851781069,0.8004623559790588,,-0.13372065590532717,
A0A140FWL0,-0.6819648061735826,,3.7058571136825513,,,,-0.7966802317559329,,,,-0.29929606045746515,0.4045102226495613,0.9150207867975495,,,,0.19932711036390477,,,,,
A0A140FWL3,0.2581509363085708,0.5639830392857629,0.5172455011564614,0.8029166550162292,0.3402829579265092,0.49648792504511907,0.12416236854847054,0.7962041273791303,0.14057510938821655,0.46027286324537225,0.07776213390327992,0.14293483054596012,-0.2743102516614857,1.1096998748908111,0.4856754052692214,0.5197466608775659,-0.40522032974351213,0.28380354784344825,2.408680670902179,,,
A0A140FWM3,-0.034031210042133,0.05923502134346695,0.751162912382817,1.3691031396534332,0.13409916266818067,0.06733842036921664,-0.37881129587376006,0.372150642015022,0.24823744856145297,0.18494651136482174,0.0063500496713065685,0.0060861973254495,-0.7397727154826326,1.0158142057077038,0.2806543289309216,0.14255456152050885,0.651521511144492,,,,,
A0A140FWM4,0.16368478310871687,0.05111093777917376,1.6822080491090172,,0.5442168709339492,0.9998946047657681,0.3266972452531225,0.9601492505947787,-0.5837476592718982,0.515721751410137,-0.07081636950675882,0.06318571720852448,-1.3137606723633939,,-0.9455891474057987,,,,,,,
A0A140FWP7,-0.34895587635724773,0.5483748719887152,0.04471657691565624,0.09745237786703025,-0.12939783256501353,0.18724677972688908,0.1255372090400653,0.3096905326869174,-0.27319853039994146,0.6690865866705047,-0.40845113660777443,0.7086110914687179,-0.9572268028208352,0.9915150663647063,0.7079893840105117,0.8656702176113273,0.01508368265831864,0.016979055780525217,1.1694526043109965,1.550592752125932,0.9710895503504424,0.6298945258621078
A0A140FWQ2,-1.48624646033977,2.7130072243939503,-0.06207733489753553,0.07288383267662066,-0.9519032721560526,0.6235642725256256,0.07405879105840092,0.0533952802298885,-0.8309259431287945,1.2002933918353274,1.2183520103175765,0.25221443618684514,-3.8383126890896793,2.4058530642454423,1.3832097610177052,0.31496502675215193,0.852422615592309,0.7148945485790934,0.7122805995548366,0.35718458392538044,1.527752586551109,
A0A140FWQ5,0.047487115781418475,0.21797146273885307,-0.032285907086746966,0.3671327803867842,-0.1692933459479014,0.44976779790232124,0.05464058606670241,0.2526428977988607,0.0005439417585652428,0.003861102410329973,-0.16846701585551632,1.0597481033156533,0.08181598380671959,0.4408114357001336,0.01707388991336658,0.026109454547621282,-0.4267661453495773,0.9348338796493972,0.7254004989447972,1.3362689538370638,0.7836686762243709,2.7191805611455626
A0A140FWQ8,-0.2638907763555504,0.7388432285413887,0.139451183593978,1.3167153973788182,0.6287745639193636,0.31453855598917785,0.4785563261774653,0.3786552546872588,-0.009446743640977216,0.016445890735557446,-0.4049725788153046,0.22419424323459594,-0.7450830828570658,1.826292375902227,-0.6848523705525658,0.4136991137047486,-1.341614639898455,1.482322990176873,0.7176969118739893,0.643152123122765,,
A0A140FWQ9,0.2895844530683182,1.1944591486702534,0.30679840276258796,1.0745288675814622,0.23786764341201844,0.8038527411854858,0.26820148093975194,1.8142324840703072,0.1917122392762849,1.4723315939383173,-0.01996423581555689,0.07120440597441248,-0.2753755448691647,0.9621382573124516,0.552585326874814,1.0041583773854812,-0.13359343968180581,0.15831881200981893,1.6236280612230702,1.4152899606361318,1.5813164118586356,1.1746158199189316
A0A140FWS3,0.08718194883084456,0.367283675620489,0.06852170928223568,0.7795919951607181,0.017549931261724615,0.04456682135060231,0.005777206278602243,0.04201360991338712,-0.035920218721120396,0.2739852818114745,0.012928575767835406,0.18396062527344095,0.0798064959041719,0.7819819691718848,0.03882913900396883,0.2699455822317667,-0.10595769815493478,0.8435060091606437,0.8618328493228392,1.315180406873691,0.2858676982499313,0.6975492373464272
A0A140FWS4,0.04321563348862914,0.027775702932933376,0.30376664191418123,0.5767440679634743,0.38724498063506235,0.29173971165469637,-0.9156477606008606,1.4397699063461518,1.0956003499622273,0.606306748697059,0.300965416754372,0.5182645339539191,-0.3460970727108284,0.34284211198535175,-0.4455233596255683,0.26363341154042536,-0.13704220514358076,0.06623341678874381,1.500196393923576,,,
A0A140FWS5,0.17483741286635193,0.37554897116802355,0.11492366504376088,0.21861004067179343,0.44607305899427335,0.5679550211424894,0.2889199998035075,0.9143140082259813,0.17646828825015698,0.42260642195887776,-0.43974343562387075,1.1833018143941756,0.06689996887053001,0.07091613639269939,0.14534604276481652,0.10605297100280418,-0.9412416183642839,0.8780747945765793,,,0.2846585080720691,0.27116193218627505
A0A140FWS6,-0.2957359362575509,,0.10261795863889876,,-0.22072971177163464,0.12771991576661956,0.1371491992970047,0.0890567451310155,-0.2714188149014796,0.167600026804359,-1.0556156991295842,0.4407245840592258,0.6600977455901669,1.0593288418225513,0.362858296338967,0.15771163687896392,0.3112348571215532,,,,,
A0A140FWS9,0.5805213935905851,1.3719103931648404,0.09375408559159953,0.35244822570159856,0.11596395924876006,0.07624697079505573,0.3181013251469909,0.47223830831724994,0.2556330102592309,0.7114903856331541,-0.1637869846268345,0.3703373559421514,0.17675983438639853,0.33575366764012676,0.1822828944093337,0.09235901980610205,0.2936301598404701,0.48446599044920857,,,,
A0A140FWT6,-0.5011063542489441,,1.9171003859505868,,0.4718755604839789,,0.5024507263948502,,,,-0.2193348828004888,,,,0.632946294769061,0.3506862202506161,,,,,,
A0A140FWU0,0.2880674802159581,0.45098193187902974,0.04477875703066358,0.06674214294877033,0.23741514236704145,0.07239837956899606,0.32298300933297075,0.5655294127013726,-0.4961837816171824,1.145021156930544,-0.07026653853391253,0.09578616045331528,0.5653985807423498,1.074055742945136,0.10485438983284344,0.12237916126325867,0.46363234180268365,0.15382618541608706,,,2.306289365048672,1.0359954899758812
MM_1762,0.025771257327392518,0.42872692441864274,0.01697951434842124,0.07165883681596648,0.09162753641865415,0.6877234288782773,0.20205250995539975,1.5283521393368291,-0.2038173526462416,1.729489425003421,0.6089522273162459,2.2015115682781192,0.4829478500214608,4.744438558664639,0.08682652245780963,0.8916360562463332,0.10264054469358834,0.7785916459658928,0.30776985087234776,1.3882709492043397,0.1572055384055563,1.204373917943575
P15252,-0.5011063542489441,,-0.81087015649345,,0.4718755604839789,,0.5024507263948502,,,,-0.2193348828004888,,1.032296932263531,,0.632946294769061,0.3506862202506161,,,,,,
PP_0001,-0.16392746529812913,0.30673659920151536,0.2038466900478345,0.35614275342953156,-0.227359349678515,0.27802428398646634,0.1171829743271385,0.7252411885484631,0.4653180055982341,0.9148510315310808,-0.14088416364109868,0.32342270799850253,-1.12587410018882,1.5510822351618934,-0.5212252306781971,0.2555913438466548,0.30539616717792806,0.15861239414326672,1.6382258553111237,1.5824680894285503,1.5425359588684777,0.5617005057913574
PP_0002,0.6486250747824193,0.40169105195537247,-0.3211090097618157,0.4369990867539888,0.4061075686480747,0.2587685785226405,-0.12617607865795266,0.1404139533252663,0.1867907854078333,0.4850706207405352,0.47127893636538043,0.5703218444390412,-0.9451974977307803,1.4490658132514325,-0.8468061948355811,0.5657813160788179,-0.004669664293250396,0.002725615273942637,2.119124968397717,,,
PP_0003,0.27418087498599564,0.5957698877514024,0.2845858056935011,1.511384239620497,0.27366208646189893,0.4135290920263563,0.02160710677360434,0.03721508244092405,0.11085577066671755,0.21853659703513567,-0.018803586319902095,0.09485700139315727,0.17169470759333674,0.36783977933883777,1.2584431429043508,0.31738845759175327,-0.14369501022689513,0.13253996092493284,1.3027446844867956,,1.1108885758483524,
PP_0004,-0.5697262732150783,0.7468833126128699,0.18581825617859882,0.27666916325263335,0.36672649793837087,0.2169304127549821,-0.04899602264305856,0.2901567134640002,0.14811769664486368,0.2883971597083079,-3.847235061745796,2.470256067301096,-0.4351579115886365,0.2711270672642637,0.6429730049756861,0.3648967001002046,-0.3880672929579908,0.23812591168028321,2.4794778778654134,,4.433267886371077,
PP_0005,0.419113224504962,0.14350355524138153,0.30972477646473723,0.7778041697367984,0.6299843464094195,0.782539536397558,0.42986198717451446,0.3042164695925022,0.9522050164312896,1.0660447043949597,0.49529306731159645,0.40899529209371804,2.2866598867503427,1.4724014513490895,-0.18841559116973114,0.16092661431756058,1.3575349083614525,0.5663792927186733,,,,
PP_0006,0.038944441983929684,0.13605163587800803,-0.12922520265935905,0.5762236966049381,-0.07092317652286888,0.32349960049581183,-0.03453992221883285,0.3397759996748934,0.06692844314331496,0.7574862783817853,-0.18361712181480097,1.1943323872788667,-0.9377561221651372,2.599055346965982,0.2340014180805859,0.40045107721661005,-0.2853275717912594,0.7623719057049031,1.28523744229114,1.7276896165167681,0.8692579831216709,1.966780696743245
PP_0009,-0.1542876439681335,0.39333161980230164,-0.12251778068636016,0.18716174702709223,-0.02890233749339381,0.03596025708641956,-0.16365985805140779,0.8373807200810837,0.008870612445809061,0.039400956610658996,-0.07533378562531785,0.48061140032290484,-0.6403291251036215,2.548001239394436,-0.39225114012631873,0.38204759765900037,0.21512146380020025,0.3319969583018584,-0.5296287659359025,0.8673306103513969,-0.28113605670279906,0.3777248011413284
PP_0010,0.8045971919121162,0.8128517795700202,1.0258437476423388,1.090499593407535,1.0821790260515345,1.1717344312963134,0.4520085058599593,0.23934620894059777,0.1811383343714979,0.14807414966082605,0.07399757515258468,0.195518352990241,1.1575763455303782,0.785540033027952,0.516110258168207,0.4136129830651053,-0.49321183465593155,0.22986056774753186,2.682305236583015,0.7005710538038217,0.7329323831357043,
PP_0011,0.041441770866037266,0.11385623534950434,-0.004360437883767402,0.02525696009742477,-0.04233049119319159,0.1371968185809648,-0.026289548640106786,0.09107561730456273,-0.1298675567970757,0.4186207208076939,-0.1221025859926672,0.7827880324226274,-0.1626096982543851,1.0089283053349607,0.0735940266290248,0.24058757547350546,-0.24090852736502785,0.5645095203066985,0.4274666324491693,0.3961388156254326,0.6083834169285318,1.187112524982085
PP_0013,-0.15874965356625784,0.8575260019015192,-0.016303158565248062,0.03559574999788594,0.14907662574933658,0.4303875278478327,-0.15261587893590126,0.48817014863155883,0.03814658817348377,0.050528571781839934,0.07733550499073073,0.25009474862239695,0.010579473755316527,0.015673523275302543,0.5417055726640042,0.4052431684682098,-0.004859672349599233,0.009074500910793738,1.1374321833660725,0.6393899316858959,1.709159955610373,1.605823004591351
PP_0017,-0.46285543444241894,0.48161160941999653,-0.10138643725643996,0.10410280154659571,-0.08847571167584484,0.05866057293255331,0.29548235856652594,1.4324944307934018,-0.2714829659964679,0.46501459798588096,-0.4071062613689463,0.5812825116413947,0.38453386873155887,0.8612201101387239,0.7297581509481633,0.7185216102809944,0.35014458771904405,0.1961001025992165,1.4772984837699756,0.9997886949835234,1.5239689927595643,0.6826751130630082
PP_0018,-0.14698427311055304,0.3685390647241889,0.20467144224493602,0.7904197487750381,0.10351648714676694,0.21320357644104765,0.05792833592356802,0.15853102709082337,0.21468345901757338,0.971277465315723,0.021674608101324162,0.03190656699837779,-0.02975338854652547,0.17787421520562885,0.26535061905409185,0.2681505274457102,-0.2598608932624387,0.280131698244942,1.0756400481025221,1.4477709566353951,0.5592290730303203,0.4661436905613985
PP_0019,-1.5415896709276504,0.44830414604369495,0.6661930951391247,0.8974553331975295,-2.293482232236845,,0.5178335000362967,0.11660541639004035,0.3764744488498753,,-1.094377775597222,,0.3085688182396806,0.3545376763134363,1.1034092298188434,0.24609873315076755,0.3289548089197664,,,,,
PP_0020,0.18714224494156428,0.06382589584546221,-0.2938303356039673,0.09796725169831776,-0.0016017419745464805,0.001499076036439959,-0.12845265184155893,0.36983543816091174,0.5065605459551792,0.2919542229230781,-0.17529405325621486,0.4154450448256105,0.07728473577072054,0.04860005144621021,-0.24417054021489892,0.18589040624718886,0.09773340469059937,0.044662683129652346,,,,
PP_0029,0.8945594235329826,0.3536074487938877,-0.01050035496882206,0.01384304984778725,0.1371330829143512,0.151691491340084,-0.0016669262058821497,0.0016426656064298419,-0.5563190085216617,0.546504057298337,0.5410287315968134,0.4005504987363659,-0.097237314468931,0.06823004904730211,0.12969356791911266,0.08637118931037656,0.7883652806885559,0.7989261607689172,,,-0.3160136420627586,
PP_0030,0.5337482582095336,0.2832342401035066,0.12283470848973095,0.04136226024006553,-0.02795382039373005,0.008190759510465096,0.02028857791819682,0.005493740248093743,-0.15966211384878012,0.05202465090947723,-0.3626781210522719,0.13732055887736058,-0.9070339967781336,0.3512047323961061,0.019217172847302552,0.00692320854231166,1.1625357128272613,,,,,
PP_0046,0.930254197273931,,1.3890984166725917,0.4719179322287451,,,,,-0.25538203492265715,,-0.1753521985051594,,-0.2734996738964926,1.1179316924111056,-1.148267306075015,,-0.26520801789890686,0.4900207668792123,,,0.24071058489781555,
PP_0052,0.436590727878139,0.9327485498595876,0.45497621769140756,1.2676187412610778,-0.38819345169155967,0.2811618058626155,0.8289102833958124,0.87397072613312,0.6470361490570264,0.7649984241115863,0.3973220772726525,1.0864179564741454,0.9721085176994855,2.253333011915919,0.33665135901572957,0.40418208507708847,-1.7185412719271647,0.8889320175356533,,,-0.42796951265527394,0.14597372619375526
PP_0058,0.8542897863365756,0.7708770566517416,-0.1969930175640065,0.19501119597494132,0.8323758011680205,0.623954640424679,-0.023071924462488153,0.007552935780447085,0.37079704924629514,0.2929823192834434,-0.7681737555817234,0.39588739211049495,1.0160534339145928,1.126085276484299,-0.38695357183672097,0.40786247794710934,-0.9508519415744107,1.2487863870959417,,,,
PP_0059,0.8055564831914619,0.25816160490371437,,,-4.062083495806729,,-0.11789347197006711,,,,,,,,-0.8086540557437589,0.2642287156845349,,,,,,
PP_0060,0.042312325729221494,0.13588651883737154,0.13190234660673408,1.1993561120549627,0.20606262001526446,0.3043716480281899,-0.18784003200678334,1.69880171557323,0.17947584412476997,1.132594442627604,0.03467686518228801,0.39089101550311706,0.24514561965323442,1.7037181474739584,0.2594994996899689,0.29703456495586833,-0.18599074824482673,0.541362854535835,0.5472660810532908,0.7798038525311045,0.402575563491145,1.8879055235926876
PP_0061,0.04633015719909876,0.13943716581614762,0.017618523795341824,0.11193869106348765,0.2915447651978019,1.0533641343856486,-0.04409057565299397,0.23522347866260282,0.10594846816053252,0.5489802967502357,0.02389872746312885,0.09491221571851492,0.11478048055964499,0.6799721245397619,0.17180531962752027,0.33091978008826745,0.02892103952539277,0.059324381756844756,1.1911068925043895,1.774322850646635,0.657528847125589,1.1136265684851143
PP_0063,0.9282925958922228,0.5787836592705143,0.8382819376377424,0.5987305955921769,1.0103947507645192,0.5260864286615322,-0.19167395792731695,0.09874583904160915,0.7923716146003944,0.34842663620840614,0.8623049007238736,0.3581696835069488,-0.2893534783866402,0.31140870903474477,-0.19002944797684362,0.07078980196223203,0.40905291882909234,0.3538590901207068,-0.08352354990697497,,,
PP_0065,-0.15816731900004785,0.03372170425774706,0.5459573792356962,0.41056041262431986,0.586052540858429,0.33490046590523403,0.6705864919222957,0.2488850221867149,1.2188230961157,0.30361668336006065,-0.23449828965956618,0.1309417804309096,0.20448242539026296,0.24049983102030129,4.858941571858659,0.8338352987503053,0.9569575492063518,,,,,
PP_0066,0.2861320593215801,0.21604968791941448,0.052828641800853185,0.1682604550231882,,,,,-0.2142911382583665,,,,,,-0.9479651020129419,,,,,,,
PP_0067,0.43461266229039935,0.7962680981446605,0.05242400959396219,0.1425088229882667,0.43942914522490634,0.7135031562826132,0.21872658304340933,0.7637933328811476,0.07837956777338317,0.22414209216277814,-0.10080582690141388,0.29859415502152525,-0.3382005291312093,1.102865547059915,-0.18724746942486553,0.7068605708481394,-0.0362259274983234,0.09063603026854751,1.9838220200197103,,1.886928195967131,1.3230903505504612
PP_0068,0.44608963306532917,1.2871869243009026,0.1356627156435268,0.5576357055560056,-0.19300623080638912,0.3108110563025809,0.03051089932565574,0.10647521770187111,0.08879563714021657,0.22488572462694847,-0.3934283936608713,1.3571951762610495,-0.29003689373872693,0.6828708504964576,0.2832362436864345,0.760622108545306,-0.07703680083310843,0.04483338307712201,1.0077387542709542,,1.0306400869147312,0.9274034228847403
